rb_date,next_rb,period_ret,nav
2015-03-16,2015-06-15,47.733804063241024,1.4773380406324104
2015-06-15,2015-09-14,-33.90480153019772,0.9764495100258798
2015-09-14,2015-12-14,6.410046340074839,1.0390403761059726
2015-12-14,2016-03-14,-14.312636467274487,0.8903263043257231
2016-03-14,2016-06-13,3.7974987174419517,0.9241364343135408
2016-06-13,2016-09-12,10.703386214203059,1.023050326024284
2016-09-12,2016-12-12,6.0865234265236055,1.0853185237828782
2016-12-12,2017-03-13,4.514955936105973,1.134320176898071
2017-03-13,2017-06-12,16.277829643969245,1.3189628829107096
2017-06-12,2017-09-11,5.269382821058886,1.3884640864789497
2017-09-11,2017-12-11,11.438617125418595,1.5472851772552179
2017-12-11,2018-03-12,6.688312738316118,1.6507724488636557
2018-03-12,2018-06-11,-2.990973387682208,1.6013982842269538
2018-06-11,2018-09-17,-5.994445800606519,1.5054033320271263
2018-09-17,2018-12-17,-2.7034944087494828,1.4647048371166445
2018-12-17,2019-03-11,13.20085515139401,1.6580584010598745
2019-03-11,2019-06-17,-1.5818982033798807,1.6318296050025192
2019-06-17,2019-09-16,3.5038870431423286,1.6890070710983631
2019-09-16,2019-12-16,-0.9952569938331504,1.6721971100969202
2019-12-16,2020-03-16,-8.181274690893574,1.5353900711467072
2020-03-16,2020-06-15,-0.5296156865838075,1.527258404479664
2020-06-15,2020-09-14,19.161049549633244,1.8198971441129506
2020-09-14,2020-12-14,2.9013676168256053,1.8726990505117775
2020-12-14,2021-03-15,12.4313471488736,2.1055007705345563
2021-03-15,2021-06-14,17.261698040595945,2.468945955786652
2021-06-14,2021-09-13,25.551862748090343,3.0998076377337846
2021-09-13,2021-12-13,-12.281186215943722,2.7191144894076524
2021-12-13,2022-03-14,0.10442599371629621,2.7219539517335
2022-03-14,2022-06-13,9.43733902422964,2.978833974242006
2022-06-13,2022-09-12,1.6484935828155862,3.0279398611501156
2022-09-12,2022-12-12,-2.1904305300318434,2.96161494200048
2022-12-12,2023-03-13,8.780022834873154,3.2216454101891374
2023-03-13,2023-06-12,-0.07691123723370427,3.219167602844878
2023-06-12,2023-09-11,5.943435540571485,3.410496754262924
2023-09-11,2023-12-11,-1.3808405848234822,3.363403230935974
2023-12-11,2024-03-11,19.898743430558234,4.032678210395029
2024-03-11,2024-06-17,6.212963510123193,4.2832270360875615
2024-06-17,2024-09-16,-12.757616625326532,3.736789351631174
2024-09-16,2024-12-16,16.46555473546573,4.35207244767306
2024-12-16,2025-03-17,-4.551490584114756,4.153988280003368
2025-03-17,2025-06-16,1.662291952359454,4.223039692883819
2025-06-16,2025-09-15,13.474786119426083,4.792085259238381
2025-09-15,2025-12-15,3.1097564932826525,4.941107441751187
2025-12-15,2026-03-16,14.57281960372397,5.661166115663768
2026-03-16,2026-06-15,-14.010496443107264,4.868008638390302
