date,ts_code,name,action,price,shares,amount,commission,reason,category
2017-06-30,000830.SZ,鲁西化工,sell,6.893,9500,65484.45,130.97,清仓，评分46(⏸️ 暂缓)，低于观察阈值，当前权重6.0%,周期资源红利
2017-06-30,300146.SZ,汤臣倍健,sell,13.726,3700,50787.16,101.57,清仓，评分24(🚫 回避)，低于观察阈值，当前权重4.6%,消费红利
2017-06-30,600704.SH,物产中大,buy,7.297,22400,163459.3,163.46,新买入，评分81(🔥 大胆攒股)，股息率6.86%，目标权重15.0%,基础设施红利
2017-06-30,511880.SH,银华日利,sell,107.714,500,53856.78,107.71,释放现金用于调仓,现金管理
2017-06-30,603766.SH,XD隆鑫通,buy,7.287,22500,163963.8,163.96,新买入，评分81(🔥 大胆攒股)，股息率6.87%，目标权重15.0%,消费红利
2017-06-30,511880.SH,银华日利,sell,107.714,500,53856.78,107.71,释放现金用于调仓,现金管理
2017-06-30,600398.SH,海澜之家,buy,9.499,5700,54147.09,54.15,新买入，评分61(👀 观察等待)，股息率5.16%，目标权重5.0%,消费红利
2017-06-30,511880.SH,银华日利,sell,107.714,500,53856.78,107.71,释放现金用于调仓,现金管理
2017-06-30,600369.SH,西南证券,buy,5.616,9700,54471.42,54.47,新买入，评分52(👀 观察等待)，股息率4.46%，目标权重5.0%,金融红利
2017-09-29,600704.SH,物产中大,sell,7.862,7900,62110.83,124.22,减仓，评分78(✅ 积极布局)，权重15.5%→10.0%,基础设施红利
2017-09-29,603766.SH,XD隆鑫通,sell,8.102,8500,68866.06,137.73,减仓，评分78(✅ 积极布局)，权重16.1%→10.0%,消费红利
2017-09-29,600369.SH,西南证券,sell,5.814,9700,56397.55,112.8,清仓，评分24(🚫 回避)，低于观察阈值，当前权重5.0%,金融红利
2017-09-29,511880.SH,银华日利,buy,109.028,1600,174444.5,174.44,闲置现金扫入,现金管理
2017-12-29,511880.SH,银华日利,sell,109.792,500,54895.89,109.79,释放现金用于调仓,现金管理
2017-12-29,600704.SH,物产中大,buy,6.827,9700,66220.15,66.22,加仓，评分85(🔥 大胆攒股)，股息率7.33%，权重9.0%→15.0%,基础设施红利
2017-12-29,511880.SH,银华日利,sell,109.792,600,65875.07,131.75,释放现金用于调仓,现金管理
2017-12-29,603766.SH,XD隆鑫通,buy,7.027,9500,66756.69,66.76,加仓，评分85(🔥 大胆攒股)，股息率7.12%，权重8.9%→15.0%,消费红利
2017-12-29,511880.SH,银华日利,sell,109.792,400,43916.71,87.83,释放现金用于调仓,现金管理
2017-12-29,600177.SH,雅戈尔,buy,9.179,4700,43142.1,43.14,加仓，评分66(✅ 积极布局)，股息率5.45%，权重6.1%→10.0%,消费红利
2018-03-30,511880.SH,银华日利,sell,110.892,500,55446.16,110.89,释放现金用于调仓,现金管理
2018-03-30,000429.SZ,粤高速Ａ,buy,7.978,6800,54250.2,54.25,新买入，评分51(👀 观察等待)，股息率4.22%，目标权重5.0%,基础设施红利
2018-03-30,511880.SH,银华日利,sell,110.892,500,55446.16,110.89,释放现金用于调仓,现金管理
2018-03-30,000728.SZ,国元证券,buy,9.169,5900,54098.04,54.1,新买入，评分60(👀 观察等待)，股息率4.91%，目标权重5.0%,金融红利
2018-06-29,600704.SH,物产中大,sell,5.225,24200,126439.43,252.88,清仓，评分38(⏸️ 暂缓)，低于观察阈值，当前权重12.1%,基础设施红利
2018-06-29,603766.SH,XD隆鑫通,sell,5.425,4200,22783.19,45.57,减仓，评分78(✅ 积极布局)，权重12.2%→10.0%,消费红利
2018-06-29,600398.SH,海澜之家,sell,12.727,5700,72545.38,145.09,清仓，评分38(⏸️ 暂缓)，低于观察阈值，当前权重7.0%,消费红利
2018-06-29,600170.SH,上海建工,buy,3.043,17100,52035.98,52.04,新买入，评分52(👀 观察等待)，股息率4.44%，目标权重5.0%,基础设施红利
2018-06-29,002532.SZ,天山铝业,buy,4.765,13100,62418.36,62.42,新买入，评分60(👀 观察等待)，股息率4.20%，目标权重6.0%,周期资源红利
2018-06-29,603156.SH,养元饮品,buy,62.122,800,49697.65,49.7,新买入，评分51(👀 观察等待)，股息率4.19%，目标权重5.0%,消费红利
2018-06-29,600642.SH,申能股份,buy,5.025,10300,51757.71,51.76,新买入，评分52(👀 观察等待)，股息率4.38%，目标权重5.0%,基础设施红利
2018-06-29,511880.SH,银华日利,sell,111.94,700,78358.16,156.72,释放现金用于调仓,现金管理
2018-06-29,000429.SZ,粤高速Ａ,buy,7.227,14800,106962.86,106.96,加仓，评分85(🔥 大胆攒股)，股息率7.01%，权重4.7%→15.0%,基础设施红利
2018-06-29,511880.SH,银华日利,sell,111.94,500,55970.11,111.94,释放现金用于调仓,现金管理
2018-06-29,601567.SH,三星电气,buy,7.287,7100,51739.69,51.74,新买入，评分51(👀 观察等待)，股息率4.12%，目标权重5.0%,防御红利
2018-06-29,511880.SH,银华日利,sell,111.94,500,55970.11,111.94,释放现金用于调仓,现金管理
2018-06-29,000728.SZ,国元证券,buy,7.407,8100,59999.94,60.0,加仓，评分78(✅ 积极布局)，股息率6.08%，权重4.2%→10.0%,金融红利
