ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002437.SZ,20150126,134.91,134.91,129.69,134.91,122.62,12.289999999999992,10.02,332735.45,868554.9361
002437.SZ,20150127,139.4,148.38,134.91,148.38,134.91,13.469999999999999,9.98,473884.24,1300704.4845
002437.SZ,20150129,148.18,148.18,133.57,139.71,148.38,-8.669999999999987,-5.84,230174.53,625641.0672
002437.SZ,20150130,137.34,152.31,134.29,146.11,139.71,6.400000000000006,4.58,231781.29,633174.1608
002437.SZ,20150202,143.07,151.02,138.37,146.94,146.11,0.8299999999999841,0.57,205500.33,585243.4213
002437.SZ,20150203,144.87,151.79,143.79,144.98,146.94,-1.960000000000008,-1.33,172781.82,490922.1685
002437.SZ,20150204,143.53,146.63,139.92,140.49,144.98,-4.489999999999981,-3.1,134059.99,369713.7503
002437.SZ,20150205,140.95,143.32,138.52,141.21,140.49,0.7199999999999989,0.51,104062.17,283518.435
002437.SZ,20150206,141.36,141.47,134.75,135.53,141.21,-5.680000000000007,-4.02,83182.59,221784.7608
002437.SZ,20150209,135.17,136.56,130.21,133.52,135.53,-2.009999999999991,-1.48,92765.55,238947.4233
002437.SZ,20150210,132.74,140.95,132.22,139.4,133.52,5.8799999999999955,4.4,101119.76,271502.5525
002437.SZ,20150211,139.35,140.69,137.85,139.04,139.4,-0.36000000000001364,-0.26,54800.81,147544.8736
002437.SZ,20150212,138.88,139.09,134.29,135.89,139.04,-3.1500000000000057,-2.27,92067.05,242302.7473
002437.SZ,20150213,137.8,139.25,135.17,138.88,135.89,2.990000000000009,2.2,83382.32,222593.415
002437.SZ,20150216,139.4,141.05,138.42,140.23,138.88,1.3499999999999943,0.97,111770.59,302817.5546
002437.SZ,20150217,140.23,141.05,138.32,139.66,140.23,-0.5699999999999932,-0.41,71871.05,194042.9855
002437.SZ,20150225,139.4,141.41,138.73,139.81,139.66,0.15000000000000568,0.11,76098.67,206282.0779
002437.SZ,20150226,140.49,141.36,138.37,139.71,139.81,-0.09999999999999432,-0.07,78042.93,210810.3628
002437.SZ,20150227,140.43,140.69,137.59,139.92,139.71,0.20999999999997954,0.15,101781.62,274335.3619
002437.SZ,20150302,139.87,139.92,137.9,139.09,139.92,-0.8299999999999841,-0.59,110349.04,296325.1134
002437.SZ,20150303,139.09,146.68,137.96,144.0,139.09,4.909999999999997,3.53,192908.49,532040.4228
002437.SZ,20150304,144.05,153.86,144.05,152.77,144.0,8.77000000000001,6.09,278549.33,813495.8531
002437.SZ,20150305,152.82,160.0,152.82,154.22,152.77,1.4499999999999886,0.95,253063.02,765654.7012
002437.SZ,20150306,154.32,155.82,148.69,149.21,154.22,-5.009999999999991,-3.25,141163.96,410966.7568
002437.SZ,20150309,147.61,149.57,143.63,146.63,149.21,-2.5800000000000125,-1.73,107614.42,305187.5713
002437.SZ,20150310,146.37,149.62,145.7,148.18,146.63,1.5500000000000114,1.06,91082.85,261425.8263
002437.SZ,20150311,149.16,149.21,141.21,143.17,148.18,-5.010000000000019,-3.38,204033.32,568001.4278
002437.SZ,20150312,143.02,145.6,141.52,143.74,143.17,0.5700000000000216,0.4,93013.37,257964.9984
002437.SZ,20150313,144.15,145.34,142.91,144.77,143.74,1.0300000000000011,0.72,72849.44,203382.5826
002437.SZ,20150316,145.91,152.05,145.85,150.04,144.77,5.269999999999982,3.64,157685.56,456744.0785
002437.SZ,20150317,150.24,153.6,149.06,150.81,150.04,0.7700000000000102,0.51,190266.53,555656.8058
002437.SZ,20150318,150.81,155.3,150.5,155.3,150.81,4.490000000000009,2.98,207949.41,618666.1574
002437.SZ,20150319,155.41,155.82,152.57,153.86,155.3,-1.4399999999999977,-0.93,158034.36,471427.38
002437.SZ,20150320,153.86,157.47,152.82,156.44,153.86,2.579999999999984,1.68,173678.61,523587.482
002437.SZ,20150323,156.44,165.11,153.96,165.06,156.44,8.620000000000005,5.51,291590.06,902857.907
002437.SZ,20150324,165.22,175.03,160.05,174.51,165.06,9.449999999999989,5.73,362144.7,1165935.2059
002437.SZ,20150325,175.03,182.67,169.97,176.63,174.51,2.1200000000000045,1.21,306453.31,1043172.3997
002437.SZ,20150326,174.46,175.03,165.78,168.37,176.63,-8.259999999999991,-4.68,227939.79,754539.338
002437.SZ,20150327,167.28,171.0,165.27,169.35,168.37,0.9799999999999898,0.58,124792.56,406495.5083
002437.SZ,20150330,171.1,173.58,168.52,169.71,169.35,0.36000000000001364,0.21,139415.26,462045.8648
002437.SZ,20150331,170.38,178.07,165.22,175.75,169.71,6.039999999999992,3.56,215864.46,724971.5713
002437.SZ,20150401,177.87,178.64,174.25,176.99,175.75,1.240000000000009,0.71,153581.08,525541.7493
002437.SZ,20150402,178.43,183.54,176.99,179.52,176.99,2.530000000000001,1.43,193357.77,676551.5734
002437.SZ,20150403,182.77,186.59,180.65,184.68,179.52,5.159999999999997,2.87,209123.5,744826.0814
002437.SZ,20150407,185.87,193.61,185.87,187.83,184.68,3.1500000000000057,1.71,210332.56,772463.4009
002437.SZ,20150408,188.45,188.45,177.56,180.24,187.83,-7.590000000000003,-4.04,235338.67,829224.1341
002437.SZ,20150409,180.24,180.24,166.76,173.84,180.24,-6.400000000000006,-3.55,191355.64,640681.9657
002437.SZ,20150410,173.48,178.02,171.26,177.3,173.84,3.460000000000008,1.99,127876.2,438035.9226
002437.SZ,20150413,178.23,186.13,175.18,182.93,177.3,5.6299999999999955,3.18,188106.52,660428.7645
002437.SZ,20150414,183.03,189.28,179.62,180.81,182.93,-2.1200000000000045,-1.16,188728.41,673011.9164
002437.SZ,20150415,180.71,180.76,170.28,170.48,180.81,-10.330000000000013,-5.71,172036.15,578920.1266
002437.SZ,20150416,168.21,173.79,162.32,170.48,170.48,0.0,0.0,122788.47,401941.8047
002437.SZ,20150417,170.48,173.48,167.23,168.83,170.48,-1.6499999999999773,-0.97,148080.35,486101.1286
002437.SZ,20150420,168.73,168.73,160.05,160.57,168.83,-8.26000000000002,-4.89,171900.89,547385.1011
002437.SZ,20150421,160.1,167.13,160.1,166.97,160.57,6.400000000000006,3.99,116278.91,371397.9834
002437.SZ,20150422,167.75,171.93,167.75,171.93,166.97,4.960000000000008,2.97,123911.25,409430.4718
002437.SZ,20150423,171.72,173.32,169.29,170.79,171.93,-1.1400000000000148,-0.66,120152.58,396530.5439
002437.SZ,20150424,169.19,171.21,166.25,169.81,170.79,-0.9799999999999898,-0.57,124692.38,408472.4245
002437.SZ,20150427,170.64,173.73,169.4,170.22,169.81,0.4099999999999966,0.24,145778.98,483620.9725
002437.SZ,20150428,171.93,173.22,163.2,164.03,170.22,-6.189999999999998,-3.64,136062.62,440653.6541
002437.SZ,20150429,162.43,166.92,161.86,165.63,164.03,1.5999999999999943,0.98,79046.24,253040.1441
002437.SZ,20150430,166.76,169.09,166.09,168.31,165.63,2.680000000000007,1.62,84209.06,274113.9529
002437.SZ,20150504,168.73,170.38,166.71,167.95,168.31,-0.36000000000001364,-0.21,81241.05,264927.036
002437.SZ,20150505,167.85,168.83,161.86,162.32,167.95,-5.6299999999999955,-3.35,94082.91,301007.6636
002437.SZ,20150506,162.38,166.82,161.6,162.12,162.32,-0.19999999999998863,-0.12,73224.27,232133.6291
002437.SZ,20150507,162.79,164.44,160.78,162.43,162.12,0.3100000000000023,0.19,63172.93,199488.0158
002437.SZ,20150508,164.23,174.01,164.23,172.88,162.41,10.469999999999999,6.45,149274.79,485864.4361
002437.SZ,20150511,173.5,179.09,172.62,177.64,172.88,4.759999999999991,2.75,209254.27,714557.3793
002437.SZ,20150512,179.09,179.71,174.53,176.66,177.64,-0.9799999999999898,-0.55,193547.12,657839.4958
002437.SZ,20150513,178.57,186.6,176.24,182.51,176.66,5.849999999999994,3.31,228311.03,806396.5319
002437.SZ,20150514,183.75,184.99,176.71,178.16,182.51,-4.349999999999994,-2.38,170181.9,591576.2371
002437.SZ,20150515,178.36,178.36,171.63,173.44,178.16,-4.719999999999999,-2.65,130008.16,436435.2192
002437.SZ,20150518,173.86,177.9,173.08,175.83,173.44,2.390000000000015,1.38,132301.96,449965.6858
002437.SZ,20150519,175.78,180.59,172.41,179.92,175.83,4.089999999999975,2.33,158616.43,539456.2014
002437.SZ,20150520,181.16,182.2,178.47,179.5,179.92,-0.4199999999999875,-0.23,207912.35,725515.3763
002437.SZ,20150521,179.5,191.62,178.26,190.85,179.5,11.349999999999994,6.32,300962.23,1080444.9875
002437.SZ,20150522,192.14,195.25,185.62,188.52,190.85,-2.329999999999984,-1.22,239502.68,874971.6385
002437.SZ,20150525,186.44,194.06,185.2,191.93,188.52,3.4099999999999966,1.81,219541.34,807901.086
002437.SZ,20150526,192.4,202.03,190.59,199.6,191.93,7.6699999999999875,4.0,229865.48,880698.2256
002437.SZ,20150527,200.01,218.24,194.21,213.37,199.6,13.77000000000001,6.9,290926.0,1147516.0535
002437.SZ,20150603,234.71,234.71,214.93,222.54,213.37,9.169999999999987,4.3,288548.54,1256711.3137
002437.SZ,20150604,222.54,222.54,200.27,209.49,222.54,-13.049999999999983,-5.86,211005.13,858677.9485
002437.SZ,20150605,213.63,219.69,211.46,216.38,209.49,6.889999999999986,3.29,198368.4,827402.4117
002437.SZ,20150608,219.23,220.11,204.05,206.12,216.38,-10.259999999999991,-4.74,166280.65,672214.1277
002437.SZ,20150609,205.61,209.59,199.44,201.98,206.12,-4.140000000000015,-2.01,135445.27,534370.6577
002437.SZ,20150610,202.24,208.71,199.39,206.12,201.98,4.140000000000015,2.05,129148.03,512584.1119
002437.SZ,20150611,205.97,212.34,204.57,210.94,206.12,4.819999999999993,2.34,116852.51,470730.517
002437.SZ,20150612,212.34,213.89,206.02,207.37,210.94,-3.569999999999993,-1.69,137555.3,553898.3056
002437.SZ,20150615,207.21,207.32,200.95,201.93,207.37,-5.439999999999998,-2.62,124404.63,488270.57
002437.SZ,20150616,207.16,216.43,203.53,206.75,201.93,4.819999999999993,2.39,204782.04,830275.62
002437.SZ,20150617,206.12,206.69,189.97,200.74,206.75,-6.009999999999991,-2.91,147342.96,561398.9393
002437.SZ,20150618,200.17,204.78,190.43,190.59,200.74,-10.150000000000006,-5.06,88448.32,338467.051
002437.SZ,20150619,190.02,190.02,171.53,171.53,190.59,-19.060000000000002,-10.0,132632.44,463732.8621
002437.SZ,20150623,170.91,173.5,155.42,173.39,171.53,1.8599999999999852,1.08,156952.38,506227.9357
002437.SZ,20150624,174.01,178.68,173.5,176.29,173.39,2.9000000000000057,1.67,112611.45,382891.9467
002437.SZ,20150625,177.9,178.11,163.55,165.94,176.29,-10.349999999999994,-5.87,98076.31,326412.367
002437.SZ,20150626,159.93,160.03,149.36,149.36,165.94,-16.579999999999984,-9.99,165067.65,485111.3956
002437.SZ,20150629,153.82,155.37,134.45,136.78,149.36,-12.580000000000013,-8.42,179902.91,494764.4298
002437.SZ,20150630,137.24,150.45,124.19,150.45,136.78,13.669999999999987,9.99,184516.12,491813.291
002437.SZ,20150701,150.5,165.05,147.14,156.61,150.45,6.160000000000025,4.09,221172.84,680218.6352
002437.SZ,20150702,156.98,163.4,145.01,150.19,156.61,-6.420000000000016,-4.1,170248.57,514573.0032
002437.SZ,20150703,142.99,160.55,135.69,150.97,150.19,0.7800000000000011,0.52,147922.26,424952.5205
