index_code,con_code,trade_date,weight
932365.CSI,000333.SZ,20250127,10.431
932365.CSI,600938.SH,20250127,10.427
932365.CSI,601088.SH,20250127,9.718
932365.CSI,000858.SZ,20250127,8.636
932365.CSI,601919.SH,20250127,7.026
932365.CSI,601225.SH,20250127,5.755
932365.CSI,601600.SH,20250127,4.548
932365.CSI,601898.SH,20250127,3.466
932365.CSI,600482.SH,20250127,2.304
932365.CSI,000933.SZ,20250127,2.046
932365.CSI,600096.SH,20250127,1.873
932365.CSI,002311.SZ,20250127,1.865
932365.CSI,000807.SZ,20250127,1.57
932365.CSI,600612.SH,20250127,1.35
932365.CSI,600710.SH,20250127,1.348
932365.CSI,601168.SH,20250127,1.256
932365.CSI,600256.SH,20250127,1.089
932365.CSI,600517.SH,20250127,0.974
932365.CSI,603939.SH,20250127,0.884
932365.CSI,601001.SH,20250127,0.816
932365.CSI,601156.SH,20250127,0.766
932365.CSI,600219.SH,20250127,0.756
932365.CSI,600295.SH,20250127,0.727
932365.CSI,601958.SH,20250127,0.719
932365.CSI,600863.SH,20250127,0.699
932365.CSI,002120.SZ,20250127,0.605
932365.CSI,600380.SH,20250127,0.588
932365.CSI,000951.SZ,20250127,0.573
932365.CSI,603129.SH,20250127,0.56
932365.CSI,000513.SZ,20250127,0.542
932365.CSI,600258.SH,20250127,0.529
932365.CSI,603156.SH,20250127,0.508
932365.CSI,600312.SH,20250127,0.474
932365.CSI,001338.SZ,20250127,0.462
932365.CSI,603056.SH,20250127,0.461
932365.CSI,600535.SH,20250127,0.438
932365.CSI,601975.SH,20250127,0.431
932365.CSI,601000.SH,20250127,0.414
932365.CSI,600420.SH,20250127,0.408
932365.CSI,000521.SZ,20250127,0.396
932365.CSI,000719.SZ,20250127,0.393
932365.CSI,601811.SH,20250127,0.381
932365.CSI,600717.SH,20250127,0.359
932365.CSI,002701.SZ,20250127,0.352
932365.CSI,601101.SH,20250127,0.349
932365.CSI,600268.SH,20250127,0.345
932365.CSI,002727.SZ,20250127,0.323
932365.CSI,603688.SH,20250127,0.323
932365.CSI,600267.SH,20250127,0.319
932365.CSI,600866.SH,20250127,0.314
932365.CSI,002249.SZ,20250127,0.312
932365.CSI,600210.SH,20250127,0.306
932365.CSI,301039.SZ,20250127,0.297
932365.CSI,600033.SH,20250127,0.286
932365.CSI,600742.SH,20250127,0.277
932365.CSI,601083.SH,20250127,0.27
932365.CSI,002773.SZ,20250127,0.263
932365.CSI,002320.SZ,20250127,0.258
932365.CSI,000755.SZ,20250127,0.245
932365.CSI,002697.SZ,20250127,0.238
932365.CSI,002043.SZ,20250127,0.231
932365.CSI,300861.SZ,20250127,0.229
932365.CSI,603444.SH,20250127,0.228
932365.CSI,000612.SZ,20250127,0.224
932365.CSI,600452.SH,20250127,0.214
932365.CSI,600211.SH,20250127,0.206
932365.CSI,600858.SH,20250127,0.198
932365.CSI,000700.SZ,20250127,0.19
932365.CSI,000404.SZ,20250127,0.185
932365.CSI,605599.SH,20250127,0.183
932365.CSI,603518.SH,20250127,0.177
932365.CSI,603031.SH,20250127,0.174
932365.CSI,002284.SZ,20250127,0.17
932365.CSI,300770.SZ,20250127,0.169
932365.CSI,600987.SH,20250127,0.157
932365.CSI,600609.SH,20250127,0.15
932365.CSI,600551.SH,20250127,0.145
932365.CSI,603013.SH,20250127,0.143
932365.CSI,300360.SZ,20250127,0.142
932365.CSI,605136.SH,20250127,0.139
932365.CSI,605377.SH,20250127,0.129
932365.CSI,002255.SZ,20250127,0.124
932365.CSI,002328.SZ,20250127,0.122
932365.CSI,600780.SH,20250127,0.121
932365.CSI,002469.SZ,20250127,0.108
932365.CSI,601113.SH,20250127,0.108
932365.CSI,300650.SZ,20250127,0.101
932365.CSI,002154.SZ,20250127,0.099
932365.CSI,600351.SH,20250127,0.097
932365.CSI,603758.SH,20250127,0.094
932365.CSI,603167.SH,20250127,0.088
932365.CSI,000731.SZ,20250127,0.081
932365.CSI,603187.SH,20250127,0.073
932365.CSI,301102.SZ,20250127,0.071
932365.CSI,600479.SH,20250127,0.07
932365.CSI,300873.SZ,20250127,0.056
932365.CSI,603326.SH,20250127,0.046
932365.CSI,002159.SZ,20250127,0.045
932365.CSI,002826.SZ,20250127,0.035
932365.CSI,003023.SZ,20250127,0.029
