index_code,con_code,trade_date,weight
932365.CSI,000333.SZ,20250530,10.745
932365.CSI,601088.SH,20250530,10.585
932365.CSI,600938.SH,20250530,9.957
932365.CSI,000858.SZ,20250530,8.867
932365.CSI,601919.SH,20250530,7.792
932365.CSI,601225.SH,20250530,6.599
932365.CSI,601898.SH,20250530,3.901
932365.CSI,601600.SH,20250530,3.535
932365.CSI,600482.SH,20250530,2.006
932365.CSI,600096.SH,20250530,1.696
932365.CSI,000933.SZ,20250530,1.405
932365.CSI,000792.SZ,20250530,1.38
932365.CSI,600612.SH,20250530,1.293
932365.CSI,600710.SH,20250530,1.155
932365.CSI,600256.SH,20250530,1.132
932365.CSI,601168.SH,20250530,1.035
932365.CSI,600517.SH,20250530,1.006
932365.CSI,000807.SZ,20250530,0.98
932365.CSI,603939.SH,20250530,0.91
932365.CSI,601001.SH,20250530,0.897
932365.CSI,600295.SH,20250530,0.747
932365.CSI,600863.SH,20250530,0.731
932365.CSI,600219.SH,20250530,0.683
932365.CSI,601958.SH,20250530,0.675
932365.CSI,601156.SH,20250530,0.657
932365.CSI,603056.SH,20250530,0.606
932365.CSI,600258.SH,20250530,0.6
932365.CSI,600873.SH,20250530,0.582
932365.CSI,002120.SZ,20250530,0.574
932365.CSI,600380.SH,20250530,0.573
932365.CSI,000513.SZ,20250530,0.559
932365.CSI,603156.SH,20250530,0.547
932365.CSI,603899.SH,20250530,0.503
932365.CSI,000719.SZ,20250530,0.476
932365.CSI,001338.SZ,20250530,0.471
932365.CSI,600312.SH,20250530,0.451
932365.CSI,002727.SZ,20250530,0.436
932365.CSI,600535.SH,20250530,0.432
932365.CSI,002701.SZ,20250530,0.404
932365.CSI,601811.SH,20250530,0.402
932365.CSI,601000.SH,20250530,0.4
932365.CSI,000521.SZ,20250530,0.393
932365.CSI,002773.SZ,20250530,0.386
932365.CSI,600420.SH,20250530,0.384
932365.CSI,600866.SH,20250530,0.377
932365.CSI,601101.SH,20250530,0.373
932365.CSI,603688.SH,20250530,0.365
932365.CSI,601975.SH,20250530,0.364
932365.CSI,600717.SH,20250530,0.363
932365.CSI,600268.SH,20250530,0.346
932365.CSI,601083.SH,20250530,0.336
932365.CSI,600267.SH,20250530,0.326
932365.CSI,605136.SH,20250530,0.322
932365.CSI,600742.SH,20250530,0.304
932365.CSI,600210.SH,20250530,0.304
932365.CSI,301039.SZ,20250530,0.287
932365.CSI,000755.SZ,20250530,0.26
932365.CSI,600033.SH,20250530,0.259
932365.CSI,300861.SZ,20250530,0.246
932365.CSI,605599.SH,20250530,0.245
932365.CSI,600452.SH,20250530,0.244
932365.CSI,002697.SZ,20250530,0.239
932365.CSI,002320.SZ,20250530,0.226
932365.CSI,002043.SZ,20250530,0.211
932365.CSI,600211.SH,20250530,0.208
932365.CSI,000612.SZ,20250530,0.202
932365.CSI,002284.SZ,20250530,0.201
932365.CSI,600551.SH,20250530,0.192
932365.CSI,600858.SH,20250530,0.191
932365.CSI,000700.SZ,20250530,0.182
932365.CSI,300770.SZ,20250530,0.179
932365.CSI,002255.SZ,20250530,0.173
932365.CSI,603227.SH,20250530,0.17
932365.CSI,000404.SZ,20250530,0.168
932365.CSI,603518.SH,20250530,0.167
932365.CSI,600987.SH,20250530,0.158
932365.CSI,603031.SH,20250530,0.153
932365.CSI,600609.SH,20250530,0.151
932365.CSI,603013.SH,20250530,0.145
932365.CSI,600780.SH,20250530,0.139
932365.CSI,002469.SZ,20250530,0.126
932365.CSI,300360.SZ,20250530,0.12
932365.CSI,002301.SZ,20250530,0.115
932365.CSI,300650.SZ,20250530,0.113
932365.CSI,002328.SZ,20250530,0.105
932365.CSI,002154.SZ,20250530,0.102
932365.CSI,603167.SH,20250530,0.1
932365.CSI,600351.SH,20250530,0.098
932365.CSI,000639.SZ,20250530,0.094
932365.CSI,000731.SZ,20250530,0.079
932365.CSI,600479.SH,20250530,0.078
932365.CSI,688253.SH,20250530,0.076
932365.CSI,301102.SZ,20250530,0.076
932365.CSI,603758.SH,20250530,0.073
932365.CSI,603187.SH,20250530,0.072
932365.CSI,601218.SH,20250530,0.07
932365.CSI,603326.SH,20250530,0.057
932365.CSI,002159.SZ,20250530,0.044
932365.CSI,002826.SZ,20250530,0.044
932365.CSI,003023.SZ,20250530,0.033
