index_code,con_code,trade_date,weight
932366.CSI,600941.SH,20250127,10.484
932366.CSI,600938.SH,20250127,10.236
932366.CSI,601857.SH,20250127,10.016
932366.CSI,300750.SZ,20250127,7.144
932366.CSI,000333.SZ,20250127,6.255
932366.CSI,600900.SH,20250127,6.242
932366.CSI,601088.SH,20250127,5.847
932366.CSI,000858.SZ,20250127,3.839
932366.CSI,601919.SH,20250127,3.123
932366.CSI,601225.SH,20250127,2.558
932366.CSI,601600.SH,20250127,2.022
932366.CSI,601633.SH,20250127,1.72
932366.CSI,002714.SZ,20250127,1.676
932366.CSI,601816.SH,20250127,1.645
932366.CSI,002352.SZ,20250127,1.558
932366.CSI,000725.SZ,20250127,1.545
932366.CSI,601898.SH,20250127,1.541
932366.CSI,000063.SZ,20250127,1.502
932366.CSI,600690.SH,20250127,1.402
932366.CSI,600887.SH,20250127,1.389
932366.CSI,000338.SZ,20250127,1.317
932366.CSI,603993.SH,20250127,1.261
932366.CSI,600482.SH,20250127,1.024
932366.CSI,600031.SH,20250127,0.878
932366.CSI,002311.SZ,20250127,0.829
932366.CSI,600406.SH,20250127,0.827
932366.CSI,000708.SZ,20250127,0.746
932366.CSI,600018.SH,20250127,0.709
932366.CSI,601877.SH,20250127,0.708
932366.CSI,600585.SH,20250127,0.699
932366.CSI,000807.SZ,20250127,0.698
932366.CSI,000792.SZ,20250127,0.639
932366.CSI,300433.SZ,20250127,0.629
932366.CSI,603259.SH,20250127,0.623
932366.CSI,000895.SZ,20250127,0.618
932366.CSI,002027.SZ,20250127,0.6
932366.CSI,600803.SH,20250127,0.539
932366.CSI,600023.SH,20250127,0.532
932366.CSI,002001.SZ,20250127,0.476
932366.CSI,688009.SH,20250127,0.455
932366.CSI,000786.SZ,20250127,0.45
932366.CSI,601888.SH,20250127,0.442
932366.CSI,000983.SZ,20250127,0.433
932366.CSI,600489.SH,20250127,0.403
932366.CSI,600066.SH,20250127,0.394
932366.CSI,600219.SH,20250127,0.336
932366.CSI,000999.SZ,20250127,0.333
932366.CSI,300628.SZ,20250127,0.244
932366.CSI,000975.SZ,20250127,0.233
932366.CSI,000661.SZ,20250127,0.18
