index_code,con_code,trade_date,weight
000300.SH,601857.SH,20080331,0.1565471862725599
000300.SH,601398.SH,20080331,0.10170509240808036
000300.SH,601988.SH,20080331,0.06316952321400544
000300.SH,600028.SH,20080331,0.0522400234544159
000300.SH,601628.SH,20080331,0.039690037870424376
000300.SH,601088.SH,20080331,0.039518252773415474
000300.SH,601328.SH,20080331,0.024312131440485645
000300.SH,600036.SH,20080331,0.02349791087663694
000300.SH,601318.SH,20080331,0.019303851274194306
000300.SH,601998.SH,20080331,0.013785312261866106
000300.SH,601600.SH,20080331,0.013677598492601875
000300.SH,601919.SH,20080331,0.01350864678579611
000300.SH,601006.SH,20080331,0.01115124935650936
000300.SH,600019.SH,20080331,0.010794903834012758
000300.SH,601111.SH,20080331,0.010089744203728147
000300.SH,600050.SH,20080331,0.00932848462552102
000300.SH,601166.SH,20080331,0.009144606796351496
000300.SH,600519.SH,20080331,0.008799918104167165
000300.SH,000002.SZ,20080331,0.008738457281711715
000300.SH,600030.SH,20080331,0.008645392454080093
000300.SH,600016.SH,20080331,0.00770275801191346
000300.SH,600000.SH,20080331,0.007657569922627048
000300.SH,601991.SH,20080331,0.007647055745406318
000300.SH,600018.SH,20080331,0.0072359824697299435
000300.SH,000898.SZ,20080331,0.006971720675483496
000300.SH,600900.SH,20080331,0.0065686093425540125
000300.SH,600837.SH,20080331,0.006443028719083143
000300.SH,600005.SH,20080331,0.0055245753629033405
000300.SH,600011.SH,20080331,0.005425258970771595
000300.SH,601808.SH,20080331,0.004872216817136156
000300.SH,600362.SH,20080331,0.004668165331293585
000300.SH,600026.SH,20080331,0.0046076767837485546
000300.SH,000858.SZ,20080331,0.004562984672502735
000300.SH,600104.SH,20080331,0.004467775198089194
000300.SH,600188.SH,20080331,0.004419505313825092
000300.SH,601169.SH,20080331,0.0043306923727522515
000300.SH,600585.SH,20080331,0.004162719853653117
000300.SH,600150.SH,20080331,0.004000926824054903
000300.SH,002024.SZ,20080331,0.003951732089774865
000300.SH,600048.SH,20080331,0.0036239271940989044
000300.SH,600688.SH,20080331,0.0035191586219875653
000300.SH,000792.SZ,20080331,0.003263560653035247
000300.SH,600029.SH,20080331,0.0032243457140141646
000300.SH,000001.SZ,20080331,0.0032124880235312324
000300.SH,600115.SH,20080331,0.0030678191524324385
000300.SH,600015.SH,20080331,0.0029227971380277823
000300.SH,000825.SZ,20080331,0.002877511073195662
000300.SH,000063.SZ,20080331,0.00280629826248847
000300.SH,600309.SH,20080331,0.0027669796473695114
000300.SH,601168.SH,20080331,0.0027485111649119195
000300.SH,000568.SZ,20080331,0.0026836157363789507
000300.SH,000069.SZ,20080331,0.00265531825004947
000300.SH,000039.SZ,20080331,0.0025510333475664677
000300.SH,000983.SZ,20080331,0.0024713088761333917
000300.SH,600663.SH,20080331,0.0024074207985104227
000300.SH,600009.SH,20080331,0.002325893747252189
000300.SH,601666.SH,20080331,0.0022944253664298514
000300.SH,600808.SH,20080331,0.002292902525987885
000300.SH,601333.SH,20080331,0.0021533411343049027
000300.SH,000046.SZ,20080331,0.002116724388981782
000300.SH,600010.SH,20080331,0.0020483532050811952
000300.SH,600875.SH,20080331,0.0020347808134509792
000300.SH,000878.SZ,20080331,0.002016236695309807
000300.SH,000527.SZ,20080331,0.0019844941206302777
000300.SH,600795.SH,20080331,0.0019780957659680264
000300.SH,000024.SZ,20080331,0.0019304449772466399
000300.SH,601588.SH,20080331,0.001925006797704757
000300.SH,600550.SH,20080331,0.0019149184138413113
000300.SH,600031.SH,20080331,0.001912346400044923
000300.SH,600377.SH,20080331,0.0018992818577046873
000300.SH,000651.SZ,20080331,0.0018617052316171993
000300.SH,000709.SZ,20080331,0.0017977651499912924
000300.SH,002142.SZ,20080331,0.001790673954418639
000300.SH,600177.SH,20080331,0.001770708473154645
000300.SH,600642.SH,20080331,0.0017525458861889515
000300.SH,000629.SZ,20080331,0.0017385884572883583
000300.SH,600027.SH,20080331,0.0017376491035087996
000300.SH,000761.SZ,20080331,0.0016760986376302836
000300.SH,600600.SH,20080331,0.0016635341643128018
000300.SH,601699.SH,20080331,0.0016417830113582244
000300.SH,600383.SH,20080331,0.001584620015263949
000300.SH,000402.SZ,20080331,0.00157413420033178
000300.SH,000027.SZ,20080331,0.0015578880057455014
000300.SH,600008.SH,20080331,0.0015462879390028357
000300.SH,000562.SZ,20080331,0.0015241981993073064
000300.SH,600058.SH,20080331,0.0014998806603887687
000300.SH,600221.SH,20080331,0.0014992814536952637
000300.SH,000937.SZ,20080331,0.0014868192456431388
000300.SH,600717.SH,20080331,0.001462364081584443
000300.SH,600739.SH,20080331,0.0014515147013756365
000300.SH,600598.SH,20080331,0.001423870497510143
000300.SH,600489.SH,20080331,0.001412147432925093
000300.SH,601872.SH,20080331,0.0013609377108139429
000300.SH,600660.SH,20080331,0.0013431453163073644
000300.SH,000768.SZ,20080331,0.0013369676301467485
000300.SH,600832.SH,20080331,0.001328491238545005
000300.SH,601009.SH,20080331,0.0013201708655584446
000300.SH,600748.SH,20080331,0.0013058024910424756
000300.SH,000488.SZ,20080331,0.0012747533668972444
000300.SH,000932.SZ,20080331,0.0012700945489124052
000300.SH,600208.SH,20080331,0.0012671079633486296
000300.SH,600547.SH,20080331,0.001249300613957738
000300.SH,600376.SH,20080331,0.001240921155386724
000300.SH,600350.SH,20080331,0.001186314292368967
000300.SH,000539.SZ,20080331,0.0011862381909611421
000300.SH,000895.SZ,20080331,0.0011287856629062353
000300.SH,000060.SZ,20080331,0.0011209619352036315
000300.SH,000839.SZ,20080331,0.0011100191482754792
000300.SH,600649.SH,20080331,0.001108242744129779
000300.SH,600219.SH,20080331,0.0011051053779080786
000300.SH,000630.SZ,20080331,0.0010801307259734503
000300.SH,600001.SH,20080331,0.0010758225574146617
000300.SH,600037.SH,20080331,0.0010742818296548852
000300.SH,000800.SZ,20080331,0.0010735698838180562
000300.SH,600428.SH,20080331,0.0010717089737201828
000300.SH,000031.SZ,20080331,0.0010671349196339757
000300.SH,000012.SZ,20080331,0.001064512439231309
000300.SH,600685.SH,20080331,0.0010634589420326045
000300.SH,601003.SH,20080331,0.0010509235278515301
000300.SH,600100.SH,20080331,0.0010475786610142773
000300.SH,600098.SH,20080331,0.0010371647124094328
000300.SH,600432.SH,20080331,0.0010333548668048588
000300.SH,600500.SH,20080331,0.0010289876019324742
000300.SH,600997.SH,20080331,0.0010252756307911801
000300.SH,600895.SH,20080331,0.0010072160466696937
000300.SH,000960.SZ,20080331,0.0010031379212998297
000300.SH,000933.SZ,20080331,0.0009954259652302227
000300.SH,600635.SH,20080331,0.000994064077467681
000300.SH,000729.SZ,20080331,0.0009837433865166473
000300.SH,600143.SH,20080331,0.0009756810057369111
000300.SH,000959.SZ,20080331,0.0009740043009524218
000300.SH,600022.SH,20080331,0.0009729043037510258
000300.SH,600596.SH,20080331,0.0009686768486906956
000300.SH,000625.SZ,20080331,0.000935212842661772
000300.SH,600456.SH,20080331,0.0009333212756297355
000300.SH,600196.SH,20080331,0.0009087142879510895
000300.SH,600089.SH,20080331,0.00089425107770332
000300.SH,600690.SH,20080331,0.0008929183047594466
000300.SH,002128.SZ,20080331,0.0008783296494811177
000300.SH,600835.SH,20080331,0.0008632014785948613
000300.SH,600548.SH,20080331,0.0008589746726973026
000300.SH,600718.SH,20080331,0.0008526357319014511
000300.SH,600269.SH,20080331,0.0008404247196413241
000300.SH,600874.SH,20080331,0.0008301596697233979
000300.SH,600158.SH,20080331,0.000829491129872896
000300.SH,600087.SH,20080331,0.0008289372053251058
000300.SH,600611.SH,20080331,0.0008282771864996855
000300.SH,600348.SH,20080331,0.0008259537012106901
000300.SH,000652.SZ,20080331,0.0008140940041794898
000300.SH,600569.SH,20080331,0.0008130250355081473
000300.SH,002122.SZ,20080331,0.000810646295037786
000300.SH,600675.SH,20080331,0.0008095877201732201
000300.SH,000401.SZ,20080331,0.0008086818230378591
000300.SH,600004.SH,20080331,0.0007991472376051115
000300.SH,600271.SH,20080331,0.0007947236520382681
000300.SH,600068.SH,20080331,0.0007900154477624856
000300.SH,600102.SH,20080331,0.0007888672612649022
000300.SH,600325.SH,20080331,0.0007850253073116589
000300.SH,600153.SH,20080331,0.000780132565963509
000300.SH,600295.SH,20080331,0.0007596947911408523
000300.SH,600631.SH,20080331,0.0007552713518082424
000300.SH,600007.SH,20080331,0.0007525067284024812
000300.SH,600123.SH,20080331,0.0007358641743205503
000300.SH,600357.SH,20080331,0.0007311618431573066
000300.SH,000089.SZ,20080331,0.0007262339586034203
000300.SH,600111.SH,20080331,0.0007254551838211735
000300.SH,600282.SH,20080331,0.0007225004317214714
000300.SH,000717.SZ,20080331,0.0007198197296786528
000300.SH,600639.SH,20080331,0.0007176331416866685
000300.SH,600220.SH,20080331,0.0007124865672637766
000300.SH,600251.SH,20080331,0.0007041357167581522
000300.SH,000422.SZ,20080331,0.0007018124727755112
000300.SH,600528.SH,20080331,0.0006926495740336095
000300.SH,600021.SH,20080331,0.0006908526997278169
000300.SH,000088.SZ,20080331,0.0006821126623567489
000300.SH,000828.SZ,20080331,0.0006748673663011016
000300.SH,600779.SH,20080331,0.0006738951345556125
000300.SH,600307.SH,20080331,0.0006678247233749817
000300.SH,600508.SH,20080331,0.0006641280868600917
000300.SH,600266.SH,20080331,0.0006588438353401771
000300.SH,000807.SZ,20080331,0.000658013128877358
000300.SH,600380.SH,20080331,0.0006501610684410071
000300.SH,000538.SZ,20080331,0.0006491816828413083
000300.SH,000897.SZ,20080331,0.0006489764649997619
000300.SH,600694.SH,20080331,0.0006447135191790309
000300.SH,600415.SH,20080331,0.0006442698273277478
000300.SH,600811.SH,20080331,0.00064324165562333
000300.SH,000423.SZ,20080331,0.0006426041494687651
000300.SH,600236.SH,20080331,0.0006394731685767966
000300.SH,000612.SZ,20080331,0.0006389759111356749
000300.SH,000758.SZ,20080331,0.0006361308374928132
000300.SH,600674.SH,20080331,0.0006330237700704849
000300.SH,600839.SH,20080331,0.0006307858563460996
000300.SH,600270.SH,20080331,0.0006265302600374066
000300.SH,000927.SZ,20080331,0.000625959747739148
000300.SH,600308.SH,20080331,0.0006248948026451241
000300.SH,600033.SH,20080331,0.0006217645161670775
000300.SH,000550.SZ,20080331,0.0006161500544355772
000300.SH,000528.SZ,20080331,0.0006139182171807119
