index_code,con_code,trade_date,weight
932365.CSI,000333.SZ,20250331,10.785
932365.CSI,601088.SH,20250331,10.373
932365.CSI,600938.SH,20250331,10.135
932365.CSI,000858.SZ,20250331,9.312
932365.CSI,601919.SH,20250331,6.992
932365.CSI,601225.SH,20250331,6.332
932365.CSI,601600.SH,20250331,4.076
932365.CSI,601898.SH,20250331,3.697
932365.CSI,600482.SH,20250331,2.027
932365.CSI,600096.SH,20250331,1.798
932365.CSI,000933.SZ,20250331,1.614
932365.CSI,000792.SZ,20250331,1.459
932365.CSI,600612.SH,20250331,1.296
932365.CSI,600710.SH,20250331,1.261
932365.CSI,000807.SZ,20250331,1.177
932365.CSI,600256.SH,20250331,1.174
932365.CSI,601168.SH,20250331,1.127
932365.CSI,600517.SH,20250331,1.046
932365.CSI,601001.SH,20250331,0.887
932365.CSI,603939.SH,20250331,0.879
932365.CSI,600295.SH,20250331,0.744
932365.CSI,600863.SH,20250331,0.725
932365.CSI,601156.SH,20250331,0.713
932365.CSI,600219.SH,20250331,0.701
932365.CSI,601958.SH,20250331,0.683
932365.CSI,600380.SH,20250331,0.601
932365.CSI,600873.SH,20250331,0.581
932365.CSI,002120.SZ,20250331,0.573
932365.CSI,600258.SH,20250331,0.552
932365.CSI,000513.SZ,20250331,0.55
932365.CSI,603899.SH,20250331,0.527
932365.CSI,600312.SH,20250331,0.517
932365.CSI,603156.SH,20250331,0.509
932365.CSI,001338.SZ,20250331,0.469
932365.CSI,601000.SH,20250331,0.461
932365.CSI,000521.SZ,20250331,0.445
932365.CSI,603056.SH,20250331,0.431
932365.CSI,000719.SZ,20250331,0.423
932365.CSI,600535.SH,20250331,0.404
932365.CSI,601975.SH,20250331,0.399
932365.CSI,601811.SH,20250331,0.397
932365.CSI,600420.SH,20250331,0.383
932365.CSI,600717.SH,20250331,0.379
932365.CSI,002701.SZ,20250331,0.375
932365.CSI,601101.SH,20250331,0.372
932365.CSI,603688.SH,20250331,0.368
932365.CSI,002727.SZ,20250331,0.332
932365.CSI,600210.SH,20250331,0.33
932365.CSI,600866.SH,20250331,0.325
932365.CSI,600267.SH,20250331,0.324
932365.CSI,600268.SH,20250331,0.317
932365.CSI,301039.SZ,20250331,0.313
932365.CSI,002773.SZ,20250331,0.305
932365.CSI,600742.SH,20250331,0.279
932365.CSI,601083.SH,20250331,0.278
932365.CSI,600033.SH,20250331,0.275
932365.CSI,300861.SZ,20250331,0.256
932365.CSI,000755.SZ,20250331,0.246
932365.CSI,600452.SH,20250331,0.244
932365.CSI,002320.SZ,20250331,0.233
932365.CSI,002697.SZ,20250331,0.231
932365.CSI,002043.SZ,20250331,0.225
932365.CSI,600211.SH,20250331,0.216
932365.CSI,000612.SZ,20250331,0.212
932365.CSI,000700.SZ,20250331,0.199
932365.CSI,605599.SH,20250331,0.189
932365.CSI,000404.SZ,20250331,0.189
932365.CSI,300770.SZ,20250331,0.178
932365.CSI,002284.SZ,20250331,0.174
932365.CSI,600609.SH,20250331,0.173
932365.CSI,603227.SH,20250331,0.17
932365.CSI,600858.SH,20250331,0.17
932365.CSI,603031.SH,20250331,0.17
932365.CSI,600551.SH,20250331,0.164
932365.CSI,605136.SH,20250331,0.162
932365.CSI,600987.SH,20250331,0.159
932365.CSI,603518.SH,20250331,0.145
932365.CSI,603013.SH,20250331,0.141
932365.CSI,300360.SZ,20250331,0.14
932365.CSI,002255.SZ,20250331,0.136
932365.CSI,600780.SH,20250331,0.134
932365.CSI,002469.SZ,20250331,0.125
932365.CSI,002328.SZ,20250331,0.116
932365.CSI,002301.SZ,20250331,0.115
932365.CSI,002154.SZ,20250331,0.112
932365.CSI,300650.SZ,20250331,0.11
932365.CSI,600351.SH,20250331,0.1
932365.CSI,603167.SH,20250331,0.092
932365.CSI,000731.SZ,20250331,0.084
932365.CSI,688253.SH,20250331,0.082
932365.CSI,301102.SZ,20250331,0.079
932365.CSI,000639.SZ,20250331,0.078
932365.CSI,600479.SH,20250331,0.076
932365.CSI,603758.SH,20250331,0.072
932365.CSI,603187.SH,20250331,0.07
932365.CSI,601218.SH,20250331,0.063
932365.CSI,002159.SZ,20250331,0.045
932365.CSI,603326.SH,20250331,0.044
932365.CSI,002826.SZ,20250331,0.039
932365.CSI,003023.SZ,20250331,0.031
