index_code,con_code,trade_date,weight
932368.CSI,000333.SZ,20250127,10.398
932368.CSI,600938.SH,20250127,10.395
932368.CSI,601857.SH,20250127,10.171
932368.CSI,601088.SH,20250127,9.687
932368.CSI,000858.SZ,20250127,7.359
932368.CSI,601919.SH,20250127,5.987
932368.CSI,601225.SH,20250127,4.903
932368.CSI,601600.SH,20250127,3.876
932368.CSI,601633.SH,20250127,3.297
932368.CSI,601898.SH,20250127,2.953
932368.CSI,600887.SH,20250127,2.662
932368.CSI,600482.SH,20250127,1.963
932368.CSI,600096.SH,20250127,1.596
932368.CSI,002311.SZ,20250127,1.59
932368.CSI,600585.SH,20250127,1.34
932368.CSI,000807.SZ,20250127,1.338
932368.CSI,000792.SZ,20250127,1.225
932368.CSI,000921.SZ,20250127,1.182
932368.CSI,600612.SH,20250127,1.15
932368.CSI,601168.SH,20250127,1.071
932368.CSI,600157.SH,20250127,0.867
932368.CSI,000786.SZ,20250127,0.863
932368.CSI,600517.SH,20250127,0.83
932368.CSI,000983.SZ,20250127,0.83
932368.CSI,603939.SH,20250127,0.753
932368.CSI,601001.SH,20250127,0.695
932368.CSI,601156.SH,20250127,0.653
932368.CSI,600219.SH,20250127,0.644
932368.CSI,600295.SH,20250127,0.62
932368.CSI,601958.SH,20250127,0.613
932368.CSI,600754.SH,20250127,0.608
932368.CSI,600863.SH,20250127,0.595
932368.CSI,689009.SH,20250127,0.539
932368.CSI,002120.SZ,20250127,0.515
932368.CSI,601880.SH,20250127,0.503
932368.CSI,600380.SH,20250127,0.501
932368.CSI,603129.SH,20250127,0.477
932368.CSI,000513.SZ,20250127,0.462
932368.CSI,600873.SH,20250127,0.455
932368.CSI,600258.SH,20250127,0.451
932368.CSI,603156.SH,20250127,0.433
932368.CSI,600312.SH,20250127,0.404
932368.CSI,603899.SH,20250127,0.395
932368.CSI,603056.SH,20250127,0.393
932368.CSI,600535.SH,20250127,0.373
932368.CSI,601000.SH,20250127,0.353
932368.CSI,300002.SZ,20250127,0.283
932368.CSI,603883.SH,20250127,0.279
932368.CSI,603688.SH,20250127,0.275
932368.CSI,603444.SH,20250127,0.195
