index_code,con_code,trade_date,weight
932368.CSI,600938.SH,20250930,10.042
932368.CSI,000333.SZ,20250930,8.006
932368.CSI,000651.SZ,20250930,7.197
932368.CSI,000858.SZ,20250930,6.876
932368.CSI,601919.SH,20250930,6.795
932368.CSI,603993.SH,20250930,5.311
932368.CSI,002714.SZ,20250930,3.941
932368.CSI,000100.SZ,20250930,3.587
932368.CSI,601600.SH,20250930,3.481
932368.CSI,002352.SZ,20250930,3.24
932368.CSI,601225.SH,20250930,2.954
932368.CSI,600019.SH,20250930,2.836
932368.CSI,601877.SH,20250930,2.433
932368.CSI,000568.SZ,20250930,2.166
932368.CSI,000039.SZ,20250930,2.114
932368.CSI,600482.SH,20250930,2.037
932368.CSI,002648.SZ,20250930,1.615
932368.CSI,600352.SH,20250930,1.584
932368.CSI,000708.SZ,20250930,1.515
932368.CSI,600585.SH,20250930,1.465
932368.CSI,000792.SZ,20250930,1.357
932368.CSI,603885.SH,20250930,1.207
932368.CSI,600096.SH,20250930,1.186
932368.CSI,601212.SH,20250930,1.175
932368.CSI,000807.SZ,20250930,1.141
932368.CSI,000959.SZ,20250930,1.117
932368.CSI,000933.SZ,20250930,1.081
932368.CSI,000921.SZ,20250930,1.045
932368.CSI,002001.SZ,20250930,0.973
932368.CSI,002532.SZ,20250930,0.84
932368.CSI,600219.SH,20250930,0.839
932368.CSI,601880.SH,20250930,0.807
932368.CSI,603833.SH,20250930,0.727
932368.CSI,002353.SZ,20250930,0.654
932368.CSI,688819.SH,20250930,0.645
932368.CSI,603233.SH,20250930,0.531
932368.CSI,603129.SH,20250930,0.513
932368.CSI,600295.SH,20250930,0.481
932368.CSI,603939.SH,20250930,0.481
932368.CSI,002056.SZ,20250930,0.418
932368.CSI,600258.SH,20250930,0.411
932368.CSI,601156.SH,20250930,0.411
932368.CSI,600380.SH,20250930,0.4
932368.CSI,603816.SH,20250930,0.383
932368.CSI,600873.SH,20250930,0.376
932368.CSI,600583.SH,20250930,0.373
932368.CSI,000513.SZ,20250930,0.339
932368.CSI,603565.SH,20250930,0.306
932368.CSI,000423.SZ,20250930,0.303
932368.CSI,600312.SH,20250930,0.284
