index_code,con_code,trade_date,weight
932366.CSI,601857.SH,20250630,9.903
932366.CSI,600941.SH,20250630,9.841
932366.CSI,600938.SH,20250630,8.576
932366.CSI,300750.SZ,20250630,6.112
932366.CSI,000333.SZ,20250630,4.694
932366.CSI,601088.SH,20250630,4.419
932366.CSI,601919.SH,20250630,4.088
932366.CSI,601728.SH,20250630,3.995
932366.CSI,000858.SZ,20250630,3.944
932366.CSI,000651.SZ,20250630,3.639
932366.CSI,601899.SH,20250630,2.896
932366.CSI,002714.SZ,20250630,2.572
932366.CSI,603993.SH,20250630,2.447
932366.CSI,601225.SH,20250630,2.201
932366.CSI,002352.SZ,20250630,2.178
932366.CSI,601600.SH,20250630,2.162
932366.CSI,601816.SH,20250630,1.694
932366.CSI,600690.SH,20250630,1.502
932366.CSI,600019.SH,20250630,1.46
932366.CSI,601877.SH,20250630,1.459
932366.CSI,600887.SH,20250630,1.453
932366.CSI,000568.SZ,20250630,1.448
932366.CSI,600482.SH,20250630,1.29
932366.CSI,000338.SZ,20250630,1.113
932366.CSI,600031.SH,20250630,1.094
932366.CSI,300498.SZ,20250630,1.027
932366.CSI,000708.SZ,20250630,0.981
932366.CSI,603259.SH,20250630,0.897
932366.CSI,601898.SH,20250630,0.88
932366.CSI,600406.SH,20250630,0.801
932366.CSI,000876.SZ,20250630,0.694
932366.CSI,600585.SH,20250630,0.677
932366.CSI,000807.SZ,20250630,0.657
932366.CSI,000792.SZ,20250630,0.62
932366.CSI,002001.SZ,20250630,0.593
932366.CSI,002027.SZ,20250630,0.59
932366.CSI,000895.SZ,20250630,0.578
932366.CSI,601888.SH,20250630,0.574
932366.CSI,600803.SH,20250630,0.54
932366.CSI,603833.SH,20250630,0.499
932366.CSI,600219.SH,20250630,0.471
932366.CSI,600066.SH,20250630,0.414
932366.CSI,002938.SZ,20250630,0.38
932366.CSI,601808.SH,20250630,0.347
932366.CSI,000786.SZ,20250630,0.321
932366.CSI,000999.SZ,20250630,0.317
932366.CSI,000975.SZ,20250630,0.251
932366.CSI,605117.SH,20250630,0.249
932366.CSI,300979.SZ,20250630,0.234
932366.CSI,002236.SZ,20250630,0.231
