index_code,con_code,trade_date,weight
932366.CSI,601857.SH,20260331,9.927
932366.CSI,600941.SH,20260331,9.191
932366.CSI,600938.SH,20260331,8.371
932366.CSI,600104.SH,20260331,6.137
932366.CSI,000651.SZ,20260331,5.927
932366.CSI,601728.SH,20260331,5.324
932366.CSI,000333.SZ,20260331,4.686
932366.CSI,601919.SH,20260331,2.83
932366.CSI,601633.SH,20260331,2.268
932366.CSI,002714.SZ,20260331,2.241
932366.CSI,000100.SZ,20260331,2.15
932366.CSI,600019.SH,20260331,2.029
932366.CSI,603993.SH,20260331,2.024
932366.CSI,002352.SZ,20260331,1.982
932366.CSI,002415.SZ,20260331,1.888
932366.CSI,601816.SH,20260331,1.887
932366.CSI,601600.SH,20260331,1.882
932366.CSI,601225.SH,20260331,1.846
932366.CSI,600050.SH,20260331,1.837
932366.CSI,000338.SZ,20260331,1.807
932366.CSI,601877.SH,20260331,1.693
932366.CSI,600690.SH,20260331,1.665
932366.CSI,000568.SZ,20260331,1.429
932366.CSI,000708.SZ,20260331,1.371
932366.CSI,600887.SH,20260331,1.359
932366.CSI,600031.SH,20260331,1.265
932366.CSI,600415.SH,20260331,1.11
932366.CSI,000792.SZ,20260331,1.007
932366.CSI,600406.SH,20260331,0.95
932366.CSI,002648.SZ,20260331,0.928
932366.CSI,600482.SH,20260331,0.912
932366.CSI,600989.SH,20260331,0.905
932366.CSI,600585.SH,20260331,0.899
932366.CSI,600741.SH,20260331,0.817
932366.CSI,002027.SZ,20260331,0.677
932366.CSI,000807.SZ,20260331,0.669
932366.CSI,000895.SZ,20260331,0.651
932366.CSI,000876.SZ,20260331,0.591
932366.CSI,002001.SZ,20260331,0.57
932366.CSI,600023.SH,20260331,0.546
932366.CSI,001965.SZ,20260331,0.514
932366.CSI,600803.SH,20260331,0.493
932366.CSI,601298.SH,20260331,0.421
932366.CSI,601006.SH,20260331,0.388
932366.CSI,600219.SH,20260331,0.382
932366.CSI,688036.SH,20260331,0.37
932366.CSI,002236.SZ,20260331,0.328
932366.CSI,000975.SZ,20260331,0.323
932366.CSI,000999.SZ,20260331,0.281
932366.CSI,000786.SZ,20260331,0.251
