index_code,con_code,trade_date,weight
000906.SH,000002.SZ,20080331,2.72
000906.SH,600036.SH,20080331,2.72
000906.SH,600030.SH,20080331,2.44
000906.SH,601088.SH,20080331,2.31
000906.SH,600000.SH,20080331,2.16
000906.SH,600016.SH,20080331,1.63
000906.SH,600050.SH,20080331,1.32
000906.SH,601398.SH,20080331,1.3
000906.SH,600519.SH,20080331,1.24
000906.SH,600019.SH,20080331,1.14
000906.SH,600900.SH,20080331,0.93
000906.SH,601857.SH,20080331,0.91
000906.SH,000001.SZ,20080331,0.91
000906.SH,601318.SH,20080331,0.89
000906.SH,601006.SH,20080331,0.79
000906.SH,600005.SH,20080331,0.78
000906.SH,600028.SH,20080331,0.76
000906.SH,601628.SH,20080331,0.74
000906.SH,601919.SH,20080331,0.71
000906.SH,002024.SZ,20080331,0.7
000906.SH,000792.SZ,20080331,0.69
000906.SH,601600.SH,20080331,0.68
000906.SH,601166.SH,20080331,0.65
000906.SH,000858.SZ,20080331,0.64
000906.SH,000898.SZ,20080331,0.63
000906.SH,601988.SH,20080331,0.57
000906.SH,600015.SH,20080331,0.52
000906.SH,600048.SH,20080331,0.51
000906.SH,600018.SH,20080331,0.51
000906.SH,000063.SZ,20080331,0.5
000906.SH,600795.SH,20080331,0.49
000906.SH,600309.SH,20080331,0.49
000906.SH,000568.SZ,20080331,0.47
000906.SH,000069.SZ,20080331,0.47
000906.SH,601111.SH,20080331,0.46
000906.SH,000651.SZ,20080331,0.46
000906.SH,000983.SZ,20080331,0.44
000906.SH,600011.SH,20080331,0.43
000906.SH,600009.SH,20080331,0.41
000906.SH,600739.SH,20080331,0.41
000906.SH,600383.SH,20080331,0.39
000906.SH,000402.SZ,20080331,0.39
000906.SH,601328.SH,20080331,0.39
000906.SH,600583.SH,20080331,0.38
000906.SH,000629.SZ,20080331,0.37
000906.SH,600331.SH,20080331,0.36
000906.SH,000527.SZ,20080331,0.35
000906.SH,600320.SH,20080331,0.35
000906.SH,600550.SH,20080331,0.34
000906.SH,600029.SH,20080331,0.33
000906.SH,600104.SH,20080331,0.32
000906.SH,601666.SH,20080331,0.32
000906.SH,000709.SZ,20080331,0.32
000906.SH,601588.SH,20080331,0.32
000906.SH,600642.SH,20080331,0.31
000906.SH,601169.SH,20080331,0.31
