index_code,con_code,trade_date,weight
932368.CSI,600938.SH,20260331,9.786
932368.CSI,600104.SH,20260331,9.547
932368.CSI,000651.SZ,20260331,9.22
932368.CSI,601728.SH,20260331,8.282
932368.CSI,601919.SH,20260331,4.402
932368.CSI,601633.SH,20260331,3.528
932368.CSI,002714.SZ,20260331,3.485
932368.CSI,000100.SZ,20260331,3.344
932368.CSI,600019.SH,20260331,3.157
932368.CSI,002352.SZ,20260331,3.083
932368.CSI,002415.SZ,20260331,2.937
932368.CSI,601816.SH,20260331,2.935
932368.CSI,601600.SH,20260331,2.928
932368.CSI,601877.SH,20260331,2.633
932368.CSI,000568.SZ,20260331,2.223
932368.CSI,000708.SZ,20260331,2.133
932368.CSI,600415.SH,20260331,1.726
932368.CSI,000039.SZ,20260331,1.641
932368.CSI,002648.SZ,20260331,1.444
932368.CSI,000959.SZ,20260331,1.425
932368.CSI,600482.SH,20260331,1.418
932368.CSI,600585.SH,20260331,1.399
932368.CSI,600352.SH,20260331,1.352
932368.CSI,601212.SH,20260331,1.197
932368.CSI,002027.SZ,20260331,1.053
932368.CSI,000807.SZ,20260331,1.041
932368.CSI,600096.SH,20260331,1.015
932368.CSI,000933.SZ,20260331,0.927
932368.CSI,601880.SH,20260331,0.805
932368.CSI,603833.SH,20260331,0.711
932368.CSI,688819.SH,20260331,0.702
932368.CSI,601298.SH,20260331,0.654
932368.CSI,600398.SH,20260331,0.638
932368.CSI,600219.SH,20260331,0.594
932368.CSI,689009.SH,20260331,0.567
932368.CSI,603233.SH,20260331,0.539
932368.CSI,002056.SZ,20260331,0.497
932368.CSI,603129.SH,20260331,0.482
932368.CSI,600380.SH,20260331,0.474
932368.CSI,600873.SH,20260331,0.458
932368.CSI,603766.SH,20260331,0.443
932368.CSI,603939.SH,20260331,0.409
932368.CSI,603816.SH,20260331,0.383
932368.CSI,603565.SH,20260331,0.379
932368.CSI,000513.SZ,20260331,0.374
932368.CSI,600132.SH,20260331,0.355
932368.CSI,601156.SH,20260331,0.329
932368.CSI,603444.SH,20260331,0.326
932368.CSI,002299.SZ,20260331,0.313
932368.CSI,000429.SZ,20260331,0.307
