index_code,con_code,trade_date,weight
932366.CSI,600941.SH,20241231,10.705
932366.CSI,600938.SH,20241231,10.53
932366.CSI,601857.SH,20241231,10.308
932366.CSI,300750.SZ,20241231,7.091
932366.CSI,600900.SH,20241231,6.121
932366.CSI,000333.SZ,20241231,6.107
932366.CSI,601088.SH,20241231,6.095
932366.CSI,000858.SZ,20241231,4.053
932366.CSI,601919.SH,20241231,3.253
932366.CSI,601225.SH,20241231,2.623
932366.CSI,601600.SH,20241231,1.836
932366.CSI,601633.SH,20241231,1.746
932366.CSI,601816.SH,20241231,1.705
932366.CSI,002714.SZ,20241231,1.661
932366.CSI,601898.SH,20241231,1.57
932366.CSI,002352.SZ,20241231,1.531
932366.CSI,000725.SZ,20241231,1.458
932366.CSI,000063.SZ,20241231,1.455
932366.CSI,600887.SH,20241231,1.444
932366.CSI,600690.SH,20241231,1.379
932366.CSI,000338.SZ,20241231,1.201
932366.CSI,603993.SH,20241231,1.11
932366.CSI,600482.SH,20241231,0.987
932366.CSI,600406.SH,20241231,0.867
932366.CSI,600031.SH,20241231,0.861
932366.CSI,002311.SZ,20241231,0.785
932366.CSI,601877.SH,20241231,0.719
932366.CSI,600018.SH,20241231,0.703
932366.CSI,000708.SZ,20241231,0.701
932366.CSI,600585.SH,20241231,0.64
932366.CSI,002027.SZ,20241231,0.611
932366.CSI,000792.SZ,20241231,0.61
932366.CSI,603259.SH,20241231,0.594
932366.CSI,000895.SZ,20241231,0.584
932366.CSI,000807.SZ,20241231,0.55
932366.CSI,600803.SH,20241231,0.549
932366.CSI,600023.SH,20241231,0.538
932366.CSI,300433.SZ,20241231,0.508
932366.CSI,688009.SH,20241231,0.47
932366.CSI,601888.SH,20241231,0.467
932366.CSI,000983.SZ,20241231,0.462
932366.CSI,002001.SZ,20241231,0.446
932366.CSI,000786.SZ,20241231,0.418
932366.CSI,600489.SH,20241231,0.354
932366.CSI,600066.SH,20241231,0.35
932366.CSI,000999.SZ,20241231,0.32
932366.CSI,600219.SH,20241231,0.31
932366.CSI,300628.SZ,20241231,0.22
932366.CSI,000975.SZ,20241231,0.206
932366.CSI,000661.SZ,20241231,0.185
