index_code,con_code,trade_date,weight
932366.CSI,600941.SH,20250530,10.56
932366.CSI,601857.SH,20250530,10.431
932366.CSI,600938.SH,20250530,9.87
932366.CSI,300750.SZ,20250530,6.859
932366.CSI,000333.SZ,20250530,6.505
932366.CSI,600900.SH,20250530,6.459
932366.CSI,601088.SH,20250530,6.43
932366.CSI,000858.SZ,20250530,3.959
932366.CSI,601919.SH,20250530,3.479
932366.CSI,601225.SH,20250530,2.947
932366.CSI,601816.SH,20250530,1.833
932366.CSI,002714.SZ,20250530,1.824
932366.CSI,601898.SH,20250530,1.742
932366.CSI,002352.SZ,20250530,1.673
932366.CSI,601633.SH,20250530,1.596
932366.CSI,601600.SH,20250530,1.578
932366.CSI,003816.SZ,20250530,1.526
932366.CSI,600887.SH,20250530,1.504
932366.CSI,600690.SH,20250530,1.309
932366.CSI,000725.SZ,20250530,1.212
932366.CSI,603993.SH,20250530,1.12
932366.CSI,000338.SZ,20250530,1.077
932366.CSI,000063.SZ,20250530,0.921
932366.CSI,600482.SH,20250530,0.896
932366.CSI,002311.SZ,20250530,0.872
932366.CSI,600406.SH,20250530,0.836
932366.CSI,600031.SH,20250530,0.798
932366.CSI,600018.SH,20250530,0.704
932366.CSI,000708.SZ,20250530,0.685
932366.CSI,002027.SZ,20250530,0.671
932366.CSI,600585.SH,20250530,0.65
932366.CSI,601877.SH,20250530,0.621
932366.CSI,000792.SZ,20250530,0.616
932366.CSI,600023.SH,20250530,0.536
932366.CSI,000895.SZ,20250530,0.518
932366.CSI,601888.SH,20250530,0.471
932366.CSI,000807.SZ,20250530,0.438
932366.CSI,002001.SZ,20250530,0.432
932366.CSI,688009.SH,20250530,0.416
932366.CSI,600489.SH,20250530,0.409
932366.CSI,000983.SZ,20250530,0.399
932366.CSI,000538.SZ,20250530,0.394
932366.CSI,000786.SZ,20250530,0.362
932366.CSI,000999.SZ,20250530,0.329
932366.CSI,600066.SH,20250530,0.306
932366.CSI,600219.SH,20250530,0.305
932366.CSI,000975.SZ,20250530,0.263
932366.CSI,002422.SZ,20250530,0.262
932366.CSI,000661.SZ,20250530,0.213
932366.CSI,300628.SZ,20250530,0.181
