index_code,con_code,trade_date,weight
932368.CSI,000333.SZ,20250228,10.829
932368.CSI,600938.SH,20250228,10.287
932368.CSI,601857.SH,20250228,10.108
932368.CSI,601088.SH,20250228,9.042
932368.CSI,000858.SZ,20250228,8.017
932368.CSI,601919.SH,20250228,6.018
932368.CSI,601225.SH,20250228,4.5
932368.CSI,601600.SH,20250228,3.761
932368.CSI,601633.SH,20250228,3.476
932368.CSI,600887.SH,20250228,2.849
932368.CSI,601898.SH,20250228,2.747
932368.CSI,600482.SH,20250228,1.839
932368.CSI,002311.SZ,20250228,1.717
932368.CSI,600096.SH,20250228,1.524
932368.CSI,000807.SZ,20250228,1.377
932368.CSI,600585.SH,20250228,1.319
932368.CSI,000792.SZ,20250228,1.288
932368.CSI,600612.SH,20250228,1.184
932368.CSI,000921.SZ,20250228,1.12
932368.CSI,601168.SH,20250228,1.031
932368.CSI,600157.SH,20250228,0.89
932368.CSI,600517.SH,20250228,0.858
932368.CSI,000786.SZ,20250228,0.837
932368.CSI,000983.SZ,20250228,0.816
932368.CSI,603939.SH,20250228,0.813
932368.CSI,600754.SH,20250228,0.646
932368.CSI,601001.SH,20250228,0.646
932368.CSI,689009.SH,20250228,0.632
932368.CSI,600219.SH,20250228,0.622
932368.CSI,600295.SH,20250228,0.617
932368.CSI,601958.SH,20250228,0.611
932368.CSI,601156.SH,20250228,0.588
932368.CSI,600863.SH,20250228,0.558
932368.CSI,600380.SH,20250228,0.545
932368.CSI,002120.SZ,20250228,0.521
932368.CSI,601880.SH,20250228,0.513
932368.CSI,600258.SH,20250228,0.469
932368.CSI,000513.SZ,20250228,0.457
932368.CSI,600873.SH,20250228,0.442
932368.CSI,603129.SH,20250228,0.44
932368.CSI,603156.SH,20250228,0.436
932368.CSI,603899.SH,20250228,0.404
932368.CSI,603056.SH,20250228,0.397
932368.CSI,600535.SH,20250228,0.39
932368.CSI,600312.SH,20250228,0.371
932368.CSI,601000.SH,20250228,0.336
932368.CSI,300002.SZ,20250228,0.323
932368.CSI,603883.SH,20250228,0.291
932368.CSI,603688.SH,20250228,0.285
932368.CSI,603444.SH,20250228,0.212
