index_code,con_code,trade_date,weight
932366.CSI,601857.SH,20251231,10.397
932366.CSI,600938.SH,20251231,9.464
932366.CSI,600104.SH,20251231,5.78
932366.CSI,000651.SZ,20251231,5.705
932366.CSI,601728.SH,20251231,5.141
932366.CSI,601899.SH,20251231,4.459
932366.CSI,000333.SZ,20251231,4.361
932366.CSI,601919.SH,20251231,2.95
932366.CSI,002714.SZ,20251231,2.737
932366.CSI,603993.SH,20251231,2.646
932366.CSI,601600.SH,20251231,2.476
932366.CSI,000100.SZ,20251231,2.4
932366.CSI,600019.SH,20251231,2.284
932366.CSI,601633.SH,20251231,2.257
932366.CSI,601877.SH,20251231,1.976
932366.CSI,600050.SH,20251231,1.94
932366.CSI,000338.SZ,20251231,1.933
932366.CSI,002352.SZ,20251231,1.908
932366.CSI,002415.SZ,20251231,1.87
932366.CSI,601816.SH,20251231,1.835
932366.CSI,600690.SH,20251231,1.799
932366.CSI,601225.SH,20251231,1.73
932366.CSI,000708.SZ,20251231,1.519
932366.CSI,600031.SH,20251231,1.374
932366.CSI,600887.SH,20251231,1.326
932366.CSI,000568.SZ,20251231,1.311
932366.CSI,600415.SH,20251231,1.154
932366.CSI,600482.SH,20251231,1.13
932366.CSI,600406.SH,20251231,1.124
932366.CSI,000792.SZ,20251231,1.111
932366.CSI,000301.SZ,20251231,1.074
932366.CSI,600989.SH,20251231,0.997
932366.CSI,002648.SZ,20251231,0.97
932366.CSI,600585.SH,20251231,0.908
932366.CSI,000807.SZ,20251231,0.83
932366.CSI,600741.SH,20251231,0.78
932366.CSI,002027.SZ,20251231,0.703
932366.CSI,000876.SZ,20251231,0.626
932366.CSI,000895.SZ,20251231,0.615
932366.CSI,002001.SZ,20251231,0.603
932366.CSI,600023.SH,20251231,0.527
932366.CSI,600219.SH,20251231,0.497
932366.CSI,601298.SH,20251231,0.427
932366.CSI,000975.SZ,20251231,0.376
932366.CSI,688036.SH,20251231,0.369
932366.CSI,600522.SH,20251231,0.351
932366.CSI,601006.SH,20251231,0.348
932366.CSI,002236.SZ,20251231,0.345
932366.CSI,000999.SZ,20251231,0.302
932366.CSI,000786.SZ,20251231,0.255
