index_code,con_code,trade_date,weight
932365.CSI,600938.SH,20241231,10.791
932365.CSI,000333.SZ,20241231,10.246
932365.CSI,601088.SH,20241231,10.191
932365.CSI,000858.SZ,20241231,9.173
932365.CSI,601919.SH,20241231,7.362
932365.CSI,601225.SH,20241231,5.937
932365.CSI,601600.SH,20241231,4.156
932365.CSI,601898.SH,20241231,3.554
932365.CSI,600482.SH,20241231,2.234
932365.CSI,000933.SZ,20241231,1.806
932365.CSI,002311.SZ,20241231,1.778
932365.CSI,600096.SH,20241231,1.747
932365.CSI,600612.SH,20241231,1.368
932365.CSI,600710.SH,20241231,1.269
932365.CSI,000807.SZ,20241231,1.244
932365.CSI,600256.SH,20241231,1.161
932365.CSI,601168.SH,20241231,1.118
932365.CSI,600517.SH,20241231,1.021
932365.CSI,603939.SH,20241231,0.899
932365.CSI,601001.SH,20241231,0.824
932365.CSI,601156.SH,20241231,0.761
932365.CSI,600295.SH,20241231,0.711
932365.CSI,600219.SH,20241231,0.703
932365.CSI,600863.SH,20241231,0.697
932365.CSI,601958.SH,20241231,0.664
932365.CSI,600380.SH,20241231,0.587
932365.CSI,002120.SZ,20241231,0.582
932365.CSI,600258.SH,20241231,0.561
932365.CSI,000513.SZ,20241231,0.545
932365.CSI,603156.SH,20241231,0.508
932365.CSI,000951.SZ,20241231,0.507
932365.CSI,600312.SH,20241231,0.491
932365.CSI,001338.SZ,20241231,0.462
932365.CSI,603056.SH,20241231,0.439
932365.CSI,601000.SH,20241231,0.416
932365.CSI,600535.SH,20241231,0.414
932365.CSI,603129.SH,20241231,0.411
932365.CSI,601975.SH,20241231,0.41
932365.CSI,600420.SH,20241231,0.401
932365.CSI,000521.SZ,20241231,0.394
932365.CSI,601811.SH,20241231,0.386
932365.CSI,002701.SZ,20241231,0.382
932365.CSI,000719.SZ,20241231,0.381
932365.CSI,600717.SH,20241231,0.355
932365.CSI,601101.SH,20241231,0.351
932365.CSI,603688.SH,20241231,0.34
932365.CSI,002727.SZ,20241231,0.326
932365.CSI,600268.SH,20241231,0.311
932365.CSI,600866.SH,20241231,0.31
932365.CSI,002249.SZ,20241231,0.308
932365.CSI,600210.SH,20241231,0.304
932365.CSI,600267.SH,20241231,0.298
932365.CSI,301039.SZ,20241231,0.281
932365.CSI,600033.SH,20241231,0.278
932365.CSI,600742.SH,20241231,0.272
932365.CSI,601083.SH,20241231,0.262
932365.CSI,002697.SZ,20241231,0.262
932365.CSI,002320.SZ,20241231,0.259
932365.CSI,002773.SZ,20241231,0.258
932365.CSI,000755.SZ,20241231,0.251
932365.CSI,002043.SZ,20241231,0.241
932365.CSI,300861.SZ,20241231,0.235
932365.CSI,603444.SH,20241231,0.233
932365.CSI,600452.SH,20241231,0.233
932365.CSI,600211.SH,20241231,0.203
932365.CSI,600858.SH,20241231,0.195
932365.CSI,000612.SZ,20241231,0.194
932365.CSI,000700.SZ,20241231,0.187
932365.CSI,000404.SZ,20241231,0.18
932365.CSI,605599.SH,20241231,0.178
932365.CSI,603031.SH,20241231,0.178
932365.CSI,603518.SH,20241231,0.172
932365.CSI,300770.SZ,20241231,0.166
932365.CSI,605136.SH,20241231,0.161
932365.CSI,002284.SZ,20241231,0.159
932365.CSI,600609.SH,20241231,0.157
932365.CSI,600987.SH,20241231,0.148
932365.CSI,600551.SH,20241231,0.145
932365.CSI,300360.SZ,20241231,0.139
932365.CSI,603013.SH,20241231,0.135
932365.CSI,605377.SH,20241231,0.132
932365.CSI,002328.SZ,20241231,0.127
932365.CSI,600780.SH,20241231,0.121
932365.CSI,002255.SZ,20241231,0.109
932365.CSI,002469.SZ,20241231,0.105
932365.CSI,601113.SH,20241231,0.101
932365.CSI,002154.SZ,20241231,0.101
932365.CSI,300650.SZ,20241231,0.097
932365.CSI,600351.SH,20241231,0.094
932365.CSI,603167.SH,20241231,0.09
932365.CSI,000731.SZ,20241231,0.079
932365.CSI,603758.SH,20241231,0.077
932365.CSI,600479.SH,20241231,0.071
932365.CSI,603187.SH,20241231,0.07
932365.CSI,301102.SZ,20241231,0.066
932365.CSI,300873.SZ,20241231,0.056
932365.CSI,002159.SZ,20241231,0.045
932365.CSI,603326.SH,20241231,0.043
932365.CSI,002826.SZ,20241231,0.032
932365.CSI,003023.SZ,20241231,0.028
