index_code,con_code,trade_date,weight
000905.SH,002625.SZ,20241231,1.027
000905.SH,600418.SH,20241231,0.933
000905.SH,000988.SZ,20241231,0.62
000905.SH,002384.SZ,20241231,0.568
000905.SH,300339.SZ,20241231,0.567
000905.SH,600157.SH,20241231,0.541
000905.SH,600839.SH,20241231,0.508
000905.SH,002797.SZ,20241231,0.5
000905.SH,600487.SH,20241231,0.484
000905.SH,301236.SZ,20241231,0.478
000905.SH,002340.SZ,20241231,0.477
000905.SH,300207.SZ,20241231,0.469
000905.SH,688777.SH,20241231,0.447
000905.SH,002156.SZ,20241231,0.447
000905.SH,601555.SH,20241231,0.442
000905.SH,601162.SH,20241231,0.442
000905.SH,002273.SZ,20241231,0.44
000905.SH,002966.SZ,20241231,0.435
000905.SH,002185.SZ,20241231,0.424
000905.SH,601099.SH,20241231,0.414
000905.SH,601933.SH,20241231,0.41
000905.SH,600096.SH,20241231,0.408
000905.SH,002202.SZ,20241231,0.406
000905.SH,000423.SZ,20241231,0.403
000905.SH,000066.SZ,20241231,0.402
000905.SH,600536.SH,20241231,0.396
000905.SH,601168.SH,20241231,0.382
000905.SH,600352.SH,20241231,0.381
000905.SH,600079.SH,20241231,0.38
000905.SH,600885.SH,20241231,0.378
000905.SH,601108.SH,20241231,0.378
000905.SH,600988.SH,20241231,0.37
000905.SH,300017.SZ,20241231,0.367
000905.SH,002738.SZ,20241231,0.365
000905.SH,300476.SZ,20241231,0.362
000905.SH,002138.SZ,20241231,0.362
000905.SH,601577.SH,20241231,0.356
000905.SH,002078.SZ,20241231,0.355
000905.SH,002281.SZ,20241231,0.354
000905.SH,300136.SZ,20241231,0.351
000905.SH,300474.SZ,20241231,0.348
000905.SH,002085.SZ,20241231,0.344
000905.SH,689009.SH,20241231,0.34
000905.SH,600879.SH,20241231,0.337
000905.SH,300803.SZ,20241231,0.335
000905.SH,300058.SZ,20241231,0.334
000905.SH,002517.SZ,20241231,0.334
000905.SH,002444.SZ,20241231,0.332
000905.SH,688120.SH,20241231,0.33
000905.SH,603893.SH,20241231,0.328
000905.SH,688099.SH,20241231,0.328
000905.SH,300223.SZ,20241231,0.327
000905.SH,601615.SH,20241231,0.326
000905.SH,601128.SH,20241231,0.325
000905.SH,002353.SZ,20241231,0.324
000905.SH,300002.SZ,20241231,0.324
000905.SH,600109.SH,20241231,0.323
000905.SH,000783.SZ,20241231,0.322
000905.SH,002195.SZ,20241231,0.321
000905.SH,300024.SZ,20241231,0.32
000905.SH,603160.SH,20241231,0.315
000905.SH,002128.SZ,20241231,0.313
000905.SH,002532.SZ,20241231,0.313
000905.SH,002223.SZ,20241231,0.313
000905.SH,300496.SZ,20241231,0.312
000905.SH,600298.SH,20241231,0.312
000905.SH,000728.SZ,20241231,0.312
000905.SH,002673.SZ,20241231,0.311
000905.SH,688617.SH,20241231,0.31
000905.SH,002465.SZ,20241231,0.31
000905.SH,688213.SH,20241231,0.31
000905.SH,688469.SH,20241231,0.309
000905.SH,603606.SH,20241231,0.309
000905.SH,601567.SH,20241231,0.309
000905.SH,688072.SH,20241231,0.305
000905.SH,601198.SH,20241231,0.304
000905.SH,688047.SH,20241231,0.302
000905.SH,300114.SZ,20241231,0.302
000905.SH,600765.SH,20241231,0.302
000905.SH,600862.SH,20241231,0.301
000905.SH,002008.SZ,20241231,0.3
000905.SH,300383.SZ,20241231,0.299
000905.SH,300012.SZ,20241231,0.298
000905.SH,000831.SZ,20241231,0.297
000905.SH,300866.SZ,20241231,0.296
000905.SH,600895.SH,20241231,0.296
000905.SH,002472.SZ,20241231,0.295
000905.SH,301358.SZ,20241231,0.293
000905.SH,600177.SH,20241231,0.293
000905.SH,300699.SZ,20241231,0.287
000905.SH,603605.SH,20241231,0.287
000905.SH,002595.SZ,20241231,0.286
000905.SH,600873.SH,20241231,0.285
000905.SH,601233.SH,20241231,0.284
000905.SH,300037.SZ,20241231,0.281
000905.SH,300395.SZ,20241231,0.28
000905.SH,000400.SZ,20241231,0.28
000905.SH,300054.SZ,20241231,0.278
000905.SH,688122.SH,20241231,0.277
000905.SH,300604.SZ,20241231,0.276
000905.SH,300142.SZ,20241231,0.275
000905.SH,601990.SH,20241231,0.273
000905.SH,000750.SZ,20241231,0.272
000905.SH,603596.SH,20241231,0.27
000905.SH,000009.SZ,20241231,0.269
000905.SH,688249.SH,20241231,0.267
000905.SH,002436.SZ,20241231,0.267
000905.SH,688525.SH,20241231,0.266
000905.SH,601696.SH,20241231,0.265
000905.SH,600642.SH,20241231,0.265
000905.SH,600369.SH,20241231,0.265
000905.SH,600153.SH,20241231,0.265
000905.SH,002850.SZ,20241231,0.264
000905.SH,688521.SH,20241231,0.262
000905.SH,002261.SZ,20241231,0.262
000905.SH,600549.SH,20241231,0.261
000905.SH,600143.SH,20241231,0.26
000905.SH,002821.SZ,20241231,0.258
000905.SH,600398.SH,20241231,0.257
000905.SH,000021.SZ,20241231,0.254
000905.SH,601216.SH,20241231,0.253
000905.SH,300724.SZ,20241231,0.25
000905.SH,601997.SH,20241231,0.25
000905.SH,000738.SZ,20241231,0.25
000905.SH,000932.SZ,20241231,0.247
000905.SH,002294.SZ,20241231,0.246
000905.SH,002558.SZ,20241231,0.245
000905.SH,600529.SH,20241231,0.244
000905.SH,600909.SH,20241231,0.243
000905.SH,000878.SZ,20241231,0.243
000905.SH,600673.SH,20241231,0.242
000905.SH,600497.SH,20241231,0.242
000905.SH,000729.SZ,20241231,0.242
000905.SH,300919.SZ,20241231,0.241
000905.SH,688002.SH,20241231,0.24
000905.SH,688361.SH,20241231,0.239
000905.SH,600141.SH,20241231,0.239
000905.SH,002607.SZ,20241231,0.239
000905.SH,603345.SH,20241231,0.238
000905.SH,002409.SZ,20241231,0.236
000905.SH,000997.SZ,20241231,0.235
000905.SH,000623.SZ,20241231,0.235
000905.SH,000034.SZ,20241231,0.234
000905.SH,600155.SH,20241231,0.234
000905.SH,603338.SH,20241231,0.233
000905.SH,000733.SZ,20241231,0.233
000905.SH,300073.SZ,20241231,0.232
000905.SH,002065.SZ,20241231,0.232
000905.SH,601665.SH,20241231,0.231
000905.SH,002064.SZ,20241231,0.231
000905.SH,300001.SZ,20241231,0.231
000905.SH,601456.SH,20241231,0.23
000905.SH,600118.SH,20241231,0.23
000905.SH,600563.SH,20241231,0.229
000905.SH,002318.SZ,20241231,0.228
000905.SH,002432.SZ,20241231,0.228
000905.SH,688188.SH,20241231,0.227
000905.SH,603087.SH,20241231,0.227
000905.SH,002739.SZ,20241231,0.226
000905.SH,600704.SH,20241231,0.225
000905.SH,600820.SH,20241231,0.225
000905.SH,600521.SH,20241231,0.224
000905.SH,600580.SH,20241231,0.223
000905.SH,600637.SH,20241231,0.223
000905.SH,600312.SH,20241231,0.223
000905.SH,600060.SH,20241231,0.222
000905.SH,601179.SH,20241231,0.222
000905.SH,002410.SZ,20241231,0.221
000905.SH,600699.SH,20241231,0.22
000905.SH,002841.SZ,20241231,0.22
000905.SH,600132.SH,20241231,0.217
000905.SH,002984.SZ,20241231,0.217
000905.SH,300003.SZ,20241231,0.213
000905.SH,002385.SZ,20241231,0.213
000905.SH,601666.SH,20241231,0.212
