index_code,con_code,trade_date,weight
932368.CSI,601088.SH,20250430,10.59
932368.CSI,601857.SH,20250430,10.412
932368.CSI,000333.SZ,20250430,10.34
932368.CSI,600938.SH,20250430,9.982
932368.CSI,000858.SZ,20250430,7.801
932368.CSI,601919.SH,20250430,5.9
932368.CSI,601225.SH,20250430,5.239
932368.CSI,601898.SH,20250430,3.192
932368.CSI,601633.SH,20250430,3.095
932368.CSI,601600.SH,20250430,2.99
932368.CSI,600887.SH,20250430,2.859
932368.CSI,600482.SH,20250430,1.681
932368.CSI,002311.SZ,20250430,1.545
932368.CSI,600096.SH,20250430,1.502
932368.CSI,600585.SH,20250430,1.305
932368.CSI,002027.SZ,20250430,1.252
932368.CSI,000792.SZ,20250430,1.205
932368.CSI,600612.SH,20250430,1.043
932368.CSI,000921.SZ,20250430,0.952
932368.CSI,600157.SH,20250430,0.943
932368.CSI,000807.SZ,20250430,0.882
932368.CSI,601168.SH,20250430,0.871
932368.CSI,600517.SH,20250430,0.859
932368.CSI,603939.SH,20250430,0.857
932368.CSI,000983.SZ,20250430,0.822
932368.CSI,601001.SH,20250430,0.706
932368.CSI,000786.SZ,20250430,0.685
932368.CSI,600295.SH,20250430,0.629
932368.CSI,600863.SH,20250430,0.624
932368.CSI,002128.SZ,20250430,0.597
932368.CSI,600219.SH,20250430,0.574
932368.CSI,601958.SH,20250430,0.542
932368.CSI,600873.SH,20250430,0.526
932368.CSI,601156.SH,20250430,0.526
932368.CSI,601880.SH,20250430,0.514
932368.CSI,600754.SH,20250430,0.514
932368.CSI,600258.SH,20250430,0.508
932368.CSI,002120.SZ,20250430,0.482
932368.CSI,600380.SH,20250430,0.471
932368.CSI,603156.SH,20250430,0.469
932368.CSI,000513.SZ,20250430,0.459
932368.CSI,603899.SH,20250430,0.433
932368.CSI,600312.SH,20250430,0.412
932368.CSI,603883.SH,20250430,0.37
932368.CSI,600535.SH,20250430,0.348
932368.CSI,603688.SH,20250430,0.34
932368.CSI,601000.SH,20250430,0.337
932368.CSI,603056.SH,20250430,0.326
932368.CSI,601019.SH,20250430,0.283
932368.CSI,603444.SH,20250430,0.211
