index_code,con_code,trade_date,weight
932368.CSI,600938.SH,20241231,10.68
932368.CSI,601857.SH,20241231,10.455
932368.CSI,000333.SZ,20241231,10.14
932368.CSI,601088.SH,20241231,10.086
932368.CSI,000858.SZ,20241231,7.76
932368.CSI,601919.SH,20241231,6.228
932368.CSI,601225.SH,20241231,5.023
932368.CSI,601600.SH,20241231,3.516
932368.CSI,601633.SH,20241231,3.342
932368.CSI,601898.SH,20241231,3.006
932368.CSI,600887.SH,20241231,2.765
932368.CSI,600482.SH,20241231,1.89
932368.CSI,002311.SZ,20241231,1.504
932368.CSI,600096.SH,20241231,1.478
932368.CSI,600585.SH,20241231,1.226
932368.CSI,000792.SZ,20241231,1.168
932368.CSI,600612.SH,20241231,1.158
932368.CSI,000807.SZ,20241231,1.052
932368.CSI,000921.SZ,20241231,1.031
932368.CSI,601168.SH,20241231,0.945
932368.CSI,600157.SH,20241231,0.911
932368.CSI,000983.SZ,20241231,0.884
932368.CSI,600517.SH,20241231,0.864
932368.CSI,000786.SZ,20241231,0.801
932368.CSI,603939.SH,20241231,0.76
932368.CSI,601001.SH,20241231,0.697
932368.CSI,601156.SH,20241231,0.643
932368.CSI,600295.SH,20241231,0.601
932368.CSI,600754.SH,20241231,0.594
932368.CSI,600219.SH,20241231,0.594
932368.CSI,600863.SH,20241231,0.589
932368.CSI,601958.SH,20241231,0.562
932368.CSI,601880.SH,20241231,0.527
932368.CSI,600380.SH,20241231,0.497
932368.CSI,002120.SZ,20241231,0.493
932368.CSI,689009.SH,20241231,0.478
932368.CSI,600258.SH,20241231,0.475
932368.CSI,000513.SZ,20241231,0.461
932368.CSI,600873.SH,20241231,0.436
932368.CSI,603156.SH,20241231,0.43
932368.CSI,600312.SH,20241231,0.415
932368.CSI,603899.SH,20241231,0.403
932368.CSI,603056.SH,20241231,0.371
932368.CSI,601000.SH,20241231,0.352
932368.CSI,600535.SH,20241231,0.35
932368.CSI,603129.SH,20241231,0.348
932368.CSI,603688.SH,20241231,0.288
932368.CSI,603883.SH,20241231,0.277
932368.CSI,300002.SZ,20241231,0.252
932368.CSI,603444.SH,20241231,0.198
