index_code,con_code,trade_date,weight
932368.CSI,000333.SZ,20250530,10.689
932368.CSI,601088.SH,20250530,10.529
932368.CSI,601857.SH,20250530,10.399
932368.CSI,600938.SH,20250530,9.904
932368.CSI,000858.SZ,20250530,7.377
932368.CSI,601919.SH,20250530,6.482
932368.CSI,601225.SH,20250530,5.49
932368.CSI,601898.SH,20250530,3.245
932368.CSI,601633.SH,20250530,2.973
932368.CSI,601600.SH,20250530,2.941
932368.CSI,600887.SH,20250530,2.802
932368.CSI,600482.SH,20250530,1.669
932368.CSI,002311.SZ,20250530,1.624
932368.CSI,600096.SH,20250530,1.411
932368.CSI,002027.SZ,20250530,1.25
932368.CSI,600585.SH,20250530,1.212
932368.CSI,000792.SZ,20250530,1.148
932368.CSI,600612.SH,20250530,1.076
932368.CSI,000921.SZ,20250530,0.932
932368.CSI,600157.SH,20250530,0.914
932368.CSI,601168.SH,20250530,0.861
932368.CSI,600517.SH,20250530,0.837
932368.CSI,000807.SZ,20250530,0.815
932368.CSI,603939.SH,20250530,0.757
932368.CSI,601001.SH,20250530,0.746
932368.CSI,000983.SZ,20250530,0.743
932368.CSI,000786.SZ,20250530,0.675
932368.CSI,002128.SZ,20250530,0.637
932368.CSI,600295.SH,20250530,0.622
932368.CSI,600863.SH,20250530,0.609
932368.CSI,600219.SH,20250530,0.568
932368.CSI,601958.SH,20250530,0.561
932368.CSI,601156.SH,20250530,0.547
932368.CSI,603056.SH,20250530,0.504
932368.CSI,601880.SH,20250530,0.502
932368.CSI,600258.SH,20250530,0.5
932368.CSI,600873.SH,20250530,0.485
932368.CSI,002120.SZ,20250530,0.477
932368.CSI,600380.SH,20250530,0.476
932368.CSI,600754.SH,20250530,0.471
932368.CSI,000513.SZ,20250530,0.465
932368.CSI,603156.SH,20250530,0.455
932368.CSI,603899.SH,20250530,0.418
932368.CSI,600312.SH,20250530,0.375
932368.CSI,600535.SH,20250530,0.359
932368.CSI,603883.SH,20250530,0.34
932368.CSI,601000.SH,20250530,0.332
932368.CSI,603688.SH,20250530,0.304
932368.CSI,601019.SH,20250530,0.277
932368.CSI,603444.SH,20250530,0.214
