index_code,con_code,trade_date,weight
932368.CSI,600938.SH,20250630,9.869
932368.CSI,601919.SH,20250630,8.321
932368.CSI,000858.SZ,20250630,8.029
932368.CSI,000651.SZ,20250630,7.407
932368.CSI,002714.SZ,20250630,5.236
932368.CSI,603993.SH,20250630,4.98
932368.CSI,601225.SH,20250630,4.481
932368.CSI,002352.SZ,20250630,4.433
932368.CSI,601600.SH,20250630,4.401
932368.CSI,601877.SH,20250630,2.969
932368.CSI,000568.SZ,20250630,2.947
932368.CSI,600482.SH,20250630,2.626
932368.CSI,000039.SZ,20250630,2.248
932368.CSI,300498.SZ,20250630,2.091
932368.CSI,600352.SH,20250630,2.048
932368.CSI,000708.SZ,20250630,1.998
932368.CSI,600096.SH,20250630,1.61
932368.CSI,603885.SH,20250630,1.41
932368.CSI,600585.SH,20250630,1.377
932368.CSI,000807.SZ,20250630,1.337
932368.CSI,000792.SZ,20250630,1.261
932368.CSI,601168.SH,20250630,1.23
932368.CSI,002001.SZ,20250630,1.208
932368.CSI,000933.SZ,20250630,1.142
932368.CSI,601212.SH,20250630,1.042
932368.CSI,603833.SH,20250630,1.017
932368.CSI,600219.SH,20250630,0.96
932368.CSI,300803.SZ,20250630,0.869
932368.CSI,600066.SH,20250630,0.843
932368.CSI,601880.SH,20250630,0.787
932368.CSI,600968.SH,20250630,0.739
932368.CSI,002532.SZ,20250630,0.732
932368.CSI,603939.SH,20250630,0.701
932368.CSI,300724.SZ,20250630,0.674
932368.CSI,600295.SH,20250630,0.624
932368.CSI,603129.SH,20250630,0.622
932368.CSI,600873.SH,20250630,0.532
932368.CSI,600258.SH,20250630,0.509
932368.CSI,002120.SZ,20250630,0.479
932368.CSI,601231.SH,20250630,0.477
932368.CSI,002056.SZ,20250630,0.435
932368.CSI,600380.SH,20250630,0.432
932368.CSI,000426.SZ,20250630,0.422
932368.CSI,603233.SH,20250630,0.413
932368.CSI,000513.SZ,20250630,0.394
932368.CSI,600312.SH,20250630,0.39
932368.CSI,603816.SH,20250630,0.386
932368.CSI,601156.SH,20250630,0.305
932368.CSI,300073.SZ,20250630,0.296
932368.CSI,300002.SZ,20250630,0.262
