code,name,industry,total_ret,cagr,price_chg,div_contrib,div_ratio,div_amplify,div_total,buy_price,last_price,max_yr_loss
000009.SZ,中国宝安,电气设备,268.77497337641324,13.942829514131416,226.04075939870634,42.7342139777069,5.9043304999999995,13.121430784895294,5904.3305,4.425827012123336,14.43,-39.861963691023035
000012.SZ,南玻Ａ,玻璃,166.87495273587865,10.316795377198362,103.10933399298685,63.7656187428918,38.8193979,31.414739107046795,38819.397899999996,4.888992447950656,9.930000000000001,-43.807515291672075
000021.SZ,深科技,元器件,258.1749744978676,13.610999301656967,238.22101383465116,19.953960663216435,14.5574595,5.911837728954894,14557.4595,4.683328164743728,15.84,-39.9950478331384
000027.SZ,深圳能源,火力发电,223.07772896860078,12.445364889573018,141.38363050245593,81.69409846614485,47.302187499999995,33.86701574195281,47302.1875,3.3556542268998593,8.1,-25.384784560219508
000028.SZ,国药一致,医药商业,104.13183266283315,7.399418086965048,90.05073557233328,14.081097090499867,17.7738704,7.298559750875833,17773.8704,19.4579620482055,36.98,-30.39285364854142
000031.SZ,大悦城,全国地产,15.407245475723474,1.445821481747278,6.130105275379605,9.277140200343869,15.5648701,8.74639668143149,15564.8701,3.5145541317627407,3.73,-37.85783042795292
000039.SZ,中集集团,运输设备,156.17765592253662,9.866421846561568,105.95431475718246,50.22334116535416,34.3400529,24.393699474956243,34340.0529,8.331944887987135,17.159999999999997,-51.35271622573239
000050.SZ,深天马Ａ,元器件,135.72446024250002,8.956042496919903,126.42230831237708,9.302151930122932,11.617372,4.1067525595306575,11617.372,5.750316785056942,13.02,-49.99896798273931
000060.SZ,中金岭南,铅锌,18.94024475085656,1.752183771096849,-0.05652062783645384,18.996765378693013,15.681423056899998,18.997542997542993,15681.4230569,4.912776732253273,4.91,-40.316789182617384
000062.SZ,深圳华强,元器件,501.39438451777625,19.653881796150973,393.67673425817367,107.71765025960258,54.405752500000006,21.839762611275958,54405.7525,3.4901381418937563,17.23,-26.210487060098618
000089.SZ,深圳机场,机场,107.78446661981161,7.590063438625694,93.06933439295109,14.715132226860518,15.467505200000002,7.6301717926352985,15467.5052,3.791384076096577,7.319999999999999,-15.54478498886943
000090.SZ,天健集团,建筑工程,353.24505073133946,16.31725992910278,178.24884459876023,174.99620613257923,128.0746567,62.93310825068581,128074.6567,2.109622416748808,5.87,-39.86147727651681
000156.SZ,华数传媒,影视音像,14.523777641489243,1.367893625900063,-0.0031878417358410793,14.526965483225084,17.298635,14.52145214521452,17298.635000000002,8.460269700008462,8.46,-45.17658281312907
000158.SZ,常山北明,软件服务,147.680747951809,9.496460558346875,136.55704395592934,11.123703995879652,5.26379,4.7255383895131065,5263.79,2.925298644368078,6.919999999999999,-38.14811115832569
000400.SZ,许继电气,电气设备,234.35411486071288,12.831801699328803,195.34311577731614,39.01099908339674,9.369034,13.21488552992134,9369.034,8.837179065883145,26.1,-32.271493870683145
000401.SZ,金隅冀东,水泥,-14.153989595560134,-1.5121025064822269,-23.61631127747781,9.462321681917675,10.98091,12.357086922474547,10980.91,15.657793175512776,11.96,-37.02948946173675
000402.SZ,金融街,全国地产,75.12982670374618,5.766191771271401,24.720971254825862,50.40885544892031,69.29435249999999,40.43123014071721,69294.3525,4.5381301500897315,5.66,-37.94381648808515
000415.SZ,渤海租赁,多元金融,9.30232146195953,0.8959640975640504,-7.028453080456199,16.33077454241573,12.0800125,17.57615603769449,12080.0125,3.1299898693933437,2.91,-36.83794886095928
000488.SZ,ST晨鸣,造纸,492.4913009522089,19.475554186741384,243.57319048520102,248.9181104670079,167.82141311719997,72.49963113631095,167821.4131172,2.1072657007304687,7.239999999999999,-39.84100197463767
000513.SZ,丽珠集团,化学制药,951.112324686958,26.524831755631737,609.3208400371224,341.79148464983564,177.951276476,48.21388069857111,177951.276476,5.668802850610678,40.21,-44.7448316631597
000519.SZ,中兵红箭,专用机械,464.83103948609414,18.9057101384998,435.98759733302995,28.84344215306419,2.998574,5.405136372685648,2998.574,4.975861406626708,26.67,-36.13982246575552
000528.SZ,柳工,工程机械,38.89873828541517,3.3429098308276117,8.144358709885925,30.754379575529246,27.8826935,28.453255366184127,27882.6935,7.129359396992011,7.71,-32.69084671775509
000537.SZ,绿发电力,新型电力,423.39408380000003,18.003187032254342,362.5705133591906,60.82357044080942,17.348509999999997,13.174214393663043,17348.51,5.210016484835061,24.1,-40.71917644838285
000547.SZ,航天发展,通信设备,508.26812724609016,19.78994401713048,490.79326013030106,17.474867115789095,10.42485342,2.9772675865188836,10424.85342,2.8267079411699396,16.7,-39.15163302322664
000553.SZ,安道麦A,农药化肥,77.19677629249999,5.890363018874933,71.18910466808947,6.00767162441052,8.287499,3.5062629450636207,8287.499,4.930220305996646,8.44,-42.13259601712569
000559.SZ,万向钱潮,汽车配件,258.1206392584609,13.609275645194252,163.93047458295192,94.19016467550901,87.788269,35.714458151268616,87788.269,2.413514396192981,6.37,-47.04539898742307
000563.SZ,陕国投Ａ,多元金融,90.89627078250406,6.681865263907971,47.97744511246185,42.91882567004221,15.219669499999998,29.020566787476533,15219.6695,2.1827650812224944,3.23,-42.729030675680725
000581.SZ,威孚高科,汽车配件,77.82406908588501,5.927789683014684,21.365153388363332,56.45891569752168,49.548895,46.51162790697674,49548.895,17.748092758613268,21.54,-17.34201891657191
000598.SZ,兴蓉环境,水务,137.61620291164584,9.043168092514776,94.19893601646704,43.4172668951788,21.12652075,22.373046874999993,21126.52075,3.2543947611865893,6.32,-22.804451627419553
000623.SZ,吉林敖东,中成药,101.57175269065894,7.263959133454412,75.69361082360774,25.8781418670512,20.399690000000003,14.710830704521548,20399.690000000002,10.512619049387883,18.47,-33.57072463969226
000629.SZ,钒钛股份,小金属,-1.9295045862418037,-0.19215176753671903,-2.3560456378583505,0.4265410516165469,0.23840250000000002,0.45825861725443673,238.4025,3.9838615973834672,3.89,-48.05724718961897
000630.SZ,铜陵有色,铜,65.75608792751704,5.185967181869522,12.160592620786614,53.59549530673043,17.9587095,47.81205387623364,17958.7095,3.102694019962814,3.4799999999999995,-44.84128054017742
000636.SZ,风华高科,元器件,442.0504368044896,18.417210228671554,419.4246179262101,22.625818878279517,10.2960634,4.37277631125903,10296.0634,5.737117374023542,29.8,-13.868514825488699
000656.SZ,*ST金科,全国地产,164.0280959822316,10.198547463101493,48.92105989621109,115.10703608602051,102.404609,77.33277164264436,102404.609,3.0083052075524357,4.48,-42.05312811782688
000685.SZ,中山公用,水务,141.08347636438725,9.20124765584054,76.71671734801973,64.36675901636752,46.656839500000004,36.437409207033,46656.8395,5.008015162804954,8.85,-27.67697352780528
000686.SZ,东北证券,证券,104.36156080012044,7.4114988360860945,66.17669278981148,38.18486801030896,21.990441999999998,22.978543494345203,21990.442,5.283532758174083,8.78,-27.60198937756878
000690.SZ,宝新能源,火力发电,214.22599615713355,12.133419753983276,139.87323298445693,74.35276317267662,74.0667096,31.02026710113801,74066.7096,2.467970238423225,5.92,-15.150312800561139
000709.SZ,河钢股份,普钢,14.486323065826134,1.364577981453441,-1.7747101826223854,16.26103324844852,19.2499893635,16.576066534732824,19249.9893635,2.504446670072117,2.46,-25.372592909267976
000717.SZ,中南股份,普钢,93.003503115,6.799046419797383,78.5686303006181,14.434872814381905,13.4574,8.109833971902948,13457.4,2.6600416836951895,4.75,-48.64536933196979
000718.SZ,苏宁环球,区域地产,103.13246724042631,7.346722781143833,42.69685503886098,60.43561220156533,47.93378499999999,42.38172273762753,47933.784999999996,3.3007034378699616,4.71,-46.10250631026452
000723.SZ,美锦能源,焦炭加工,32.54249492546604,2.85996413793983,-0.014443466942981598,32.556938392409016,3.39683375,32.570222438707574,3396.8337500000002,16.23234451331385,16.23,-83.4695077516881
000728.SZ,国元证券,证券,97.66681001142692,7.054328305961821,55.933171937676974,41.733638073749944,40.958118999999996,26.770720142250326,40958.119,4.9380128065871185,7.7,-33.82268021758817
000729.SZ,燕京啤酒,啤酒,61.68213566034693,4.924536452932049,51.86270442070986,9.819431239637069,11.2477744,6.476987447698734,11247.7744,5.577406271216732,8.47,-15.808496409366068
000733.SZ,振华科技,元器件,2001.5467581775004,35.60158365143779,1954.9862901214408,46.56046805605956,8.165338700000001,2.2866130300647214,8165.3387,6.047728911741577,124.28,-28.502002038604534
000738.SZ,航发控制,航空,205.5490741875,11.819862181863217,199.78636395711882,5.762710230381174,2.9365908,1.9195797130733494,2936.5908,10.100526121438675,30.28,-38.12631483351162
000739.SZ,普洛药业,化学制药,10.052987015763426,0.965044043999308,-0.0035980467545160266,10.056585062517943,2.4307335,10.038610038610042,2430.7335000000003,35.0912626000351,35.09,-91.02221637613061
000750.SZ,国海证券,证券,133.59602165735103,8.857260378097287,99.03128524867009,34.56473640868094,34.733115,17.3834014954352,34733.115,2.065001989443498,4.11,-27.899987850473153
000758.SZ,中色股份,铅锌,-11.787647602122309,-1.2439306560662056,-22.781761012833222,10.994113410710913,4.8972945,14.230143574510222,4897.2945,7.070868322841991,5.46,-42.905464471626665
000778.SZ,新兴铸管,钢加工,81.47486403494646,6.14327995340338,37.73275376313134,43.74211027181512,45.186097000000004,31.78201943335115,45186.097,3.1437692790536986,4.33,-19.33878828514546
000807.SZ,云铝股份,铝,141.9979847263046,9.242600755832097,137.9357889072507,4.062195819053898,2.6240276000000002,1.7280240420736392,2624.0276000000003,4.6945438730758395,11.17,-61.31221698153646
000825.SZ,太钢不锈,特种钢,175.6764404672586,10.675328838361953,117.93542908364971,57.74101138360889,45.455726500000004,26.521050760929278,45455.726500000004,3.2303146072215045,7.04,-25.3363445760029
000830.SZ,鲁西化工,化工原料,275.58241505572914,14.1514363977852,208.43590741950558,67.14650763622356,47.506883,21.794427673578465,47506.883,4.947543276550086,15.259999999999998,-36.47867278879728
000869.SZ,张裕Ａ,红黄酒,-43.533937644495566,-5.552688318962828,-51.592567333261684,8.058629688766118,10.1593352,16.326530612244895,10159.3352,65.81633903070349,31.86,-38.69485381983979
000877.SZ,天山股份,水泥,13.282240623164942,1.2574622517437017,-3.4003767756608627,16.682617398825805,15.42528025,17.26379201014585,15425.28025,15.848923100294776,15.310000000000002,-48.90047156057861
000878.SZ,云南铜业,铜,-14.303017282500019,-1.5292132526786961,-14.905424284758285,0.6024070022582659,0.6363000000000001,0.7072135785006983,636.3000000000001,15.711929800015715,13.37,-44.109575570146
000883.SZ,湖北能源,水力发电,230.89804377794917,12.714626405279716,162.56342397599605,68.33461980195312,52.646995600000004,26.0525002495259,52646.9956,1.9957082828410437,5.24,-22.503774475144812
000887.SZ,中鼎股份,汽车配件,373.70740605939983,16.83201665094409,290.78019789217973,82.9272081672201,25.759176,21.2303913359013,25759.176,5.581142575197119,21.81,-41.83772906831803
000898.SZ,鞍钢股份,普钢,52.59549384906512,4.319387112484607,22.51687143941563,30.07862240964949,26.03998645,24.57826898937636,26039.98645,3.060802937540213,3.7499999999999996,-21.291886433189866
000930.SZ,中粮科技,农业综合,89.02839755999999,6.577017074913627,84.86881381895259,4.159583741047399,3.4841915,2.2525436687643285,3484.1915,5.879845159089573,10.87,-44.37163961804763
000932.SZ,华菱钢铁,普钢,182.75368058241943,10.95622755749397,159.31555201974547,23.438128562673967,24.029379999999996,9.06492687349707,24029.379999999997,1.970572131212131,5.11,-25.277346966871516
