ts_code,trade_date,close
000300.SH,20251222,4611.6235
000300.SH,20251219,4568.1781
000300.SH,20251218,4552.7926
000300.SH,20251217,4579.875
000300.SH,20251216,4497.5545
000300.SH,20251215,4552.0596
000300.SH,20251212,4580.95
000300.SH,20251211,4552.1848
000300.SH,20251210,4591.8273
000300.SH,20251209,4598.2232
000300.SH,20251208,4621.7545
000300.SH,20251205,4584.5368
000300.SH,20251204,4546.5664
000300.SH,20251203,4531.0486
000300.SH,20251202,4554.3347
000300.SH,20251201,4576.4856
000300.SH,20251128,4526.6616
000300.SH,20251127,4515.4027
000300.SH,20251126,4517.6255
000300.SH,20251125,4490.4047
000300.SH,20251124,4448.0478
000300.SH,20251121,4453.6076
000300.SH,20251120,4564.9483
000300.SH,20251119,4588.2922
000300.SH,20251118,4568.1928
000300.SH,20251117,4598.0525
000300.SH,20251114,4628.1398
000300.SH,20251113,4702.0738
000300.SH,20251112,4645.9079
000300.SH,20251111,4652.1655
000300.SH,20251110,4695.0507
000300.SH,20251107,4678.7944
000300.SH,20251106,4693.4032
000300.SH,20251105,4627.257
000300.SH,20251104,4618.699
000300.SH,20251103,4653.4028
000300.SH,20251031,4640.6676
000300.SH,20251030,4709.911
000300.SH,20251029,4747.8378
000300.SH,20251028,4691.973
000300.SH,20251027,4716.0186
000300.SH,20251024,4660.6835
000300.SH,20251023,4606.3447
000300.SH,20251022,4592.57
000300.SH,20251021,4607.8715
000300.SH,20251020,4538.2201
000300.SH,20251017,4514.2345
000300.SH,20251016,4618.4218
000300.SH,20251015,4606.2879
000300.SH,20251014,4539.0644
000300.SH,20251013,4593.9785
000300.SH,20251010,4616.8341
000300.SH,20251009,4709.482
000300.SH,20250930,4640.6935
000300.SH,20250929,4620.0528
000300.SH,20250926,4550.0487
000300.SH,20250925,4593.4875
000300.SH,20250924,4566.0708
000300.SH,20250923,4519.7781
000300.SH,20250922,4522.608
000300.SH,20250919,4501.9195
000300.SH,20250918,4498.109
000300.SH,20250917,4551.023
000300.SH,20250916,4523.3367
000300.SH,20250915,4533.0557
000300.SH,20250912,4521.998
000300.SH,20250911,4548.0345
000300.SH,20250910,4445.3649
000300.SH,20250909,4436.2584
000300.SH,20250908,4467.5733
000300.SH,20250905,4460.3249
000300.SH,20250904,4365.2085
000300.SH,20250903,4459.8296
000300.SH,20250902,4490.4528
000300.SH,20250901,4523.7111
000300.SH,20250829,4496.7591
000300.SH,20250828,4463.782
000300.SH,20250827,4386.1266
000300.SH,20250826,4452.5905
000300.SH,20250825,4469.2217
000300.SH,20250822,4377.9977
000300.SH,20250821,4288.0707
000300.SH,20250820,4271.3958
000300.SH,20250819,4223.3741
000300.SH,20250818,4239.4125
000300.SH,20250815,4202.3533
000300.SH,20250814,4173.3131
000300.SH,20250813,4176.5776
000300.SH,20250812,4143.8252
000300.SH,20250811,4122.5106
000300.SH,20250808,4104.9669
000300.SH,20250807,4114.666
000300.SH,20250806,4113.4852
000300.SH,20250805,4103.45
000300.SH,20250804,4070.7023
000300.SH,20250801,4054.9286
000300.SH,20250731,4075.5912
000300.SH,20250730,4151.2379
000300.SH,20250729,4152.0247
000300.SH,20250728,4135.8242
000300.SH,20250725,4127.1634
000300.SH,20250724,4149.0368
000300.SH,20250723,4119.7685
000300.SH,20250722,4118.9582
000300.SH,20250721,4085.6072
000300.SH,20250718,4058.5486
000300.SH,20250717,4034.491
000300.SH,20250716,4007.2019
000300.SH,20250715,4019.0644
000300.SH,20250714,4017.6678
000300.SH,20250711,4014.807
000300.SH,20250710,4010.0243
000300.SH,20250709,3991.4006
000300.SH,20250708,3998.4527
000300.SH,20250707,3965.1746
000300.SH,20250704,3982.2034
000300.SH,20250703,3968.0676
000300.SH,20250702,3943.6849
000300.SH,20250701,3942.762
000300.SH,20250630,3936.0791
000300.SH,20250627,3921.7578
000300.SH,20250626,3946.0195
000300.SH,20250625,3960.0662
000300.SH,20250624,3904.0342
000300.SH,20250623,3857.9016
000300.SH,20250620,3846.6443
000300.SH,20250619,3843.0912
000300.SH,20250618,3874.9708
000300.SH,20250617,3870.3786
000300.SH,20250616,3873.7951
000300.SH,20250613,3864.1822
000300.SH,20250612,3892.1992
000300.SH,20250611,3894.6252
000300.SH,20250610,3865.4652
000300.SH,20250609,3885.2459
000300.SH,20250606,3873.9841
000300.SH,20250605,3877.5557
000300.SH,20250604,3868.7429
000300.SH,20250603,3852.0127
000300.SH,20250530,3840.2323
000300.SH,20250529,3858.6998
000300.SH,20250528,3836.2366
000300.SH,20250527,3839.3969
000300.SH,20250526,3860.1067
000300.SH,20250523,3882.2741
000300.SH,20250522,3913.8651
000300.SH,20250521,3916.3807
000300.SH,20250520,3898.1705
000300.SH,20250519,3877.1453
000300.SH,20250516,3889.0854
000300.SH,20250515,3907.1992
000300.SH,20250514,3943.2108
000300.SH,20250513,3896.2583
000300.SH,20250512,3890.6096
000300.SH,20250509,3846.1566
000300.SH,20250508,3852.8963
000300.SH,20250507,3831.627
000300.SH,20250506,3808.5424
000300.SH,20250430,3770.5705
000300.SH,20250429,3775.0767
000300.SH,20250428,3781.6188
000300.SH,20250425,3786.9937
000300.SH,20250424,3784.3574
000300.SH,20250423,3786.8824
000300.SH,20250422,3783.9522
000300.SH,20250421,3784.8806
000300.SH,20250418,3772.523
000300.SH,20250417,3772.2221
000300.SH,20250416,3772.8204
000300.SH,20250415,3761.2348
000300.SH,20250414,3759.1422
000300.SH,20250411,3750.5167
000300.SH,20250410,3735.1151
000300.SH,20250409,3686.7943
000300.SH,20250408,3650.759
000300.SH,20250407,3589.4406
000300.SH,20250403,3861.5034
000300.SH,20250402,3884.3858
000300.SH,20250401,3887.6841
000300.SH,20250331,3887.3056
000300.SH,20250328,3915.1662
000300.SH,20250327,3932.4117
000300.SH,20250326,3919.3566
000300.SH,20250325,3932.2951
000300.SH,20250324,3934.8486
000300.SH,20250321,3914.6956
000300.SH,20250320,3974.9918
000300.SH,20250319,4010.168
000300.SH,20250318,4007.7229
000300.SH,20250317,3996.7876
000300.SH,20250314,4006.5567
000300.SH,20250313,3911.5793
000300.SH,20250312,3927.2315
000300.SH,20250311,3941.4157
000300.SH,20250310,3928.8018
000300.SH,20250307,3944.0143
000300.SH,20250306,3956.2369
000300.SH,20250305,3902.5706
000300.SH,20250304,3885.2208
000300.SH,20250303,3888.4738
000300.SH,20250228,3890.0487
000300.SH,20250227,3968.1159
000300.SH,20250226,3959.9413
000300.SH,20250225,3925.6505
000300.SH,20250224,3969.7169
000300.SH,20250221,3978.444
000300.SH,20250220,3928.8959
000300.SH,20250219,3940.1602
000300.SH,20250218,3912.7829
000300.SH,20250217,3947.3983
000300.SH,20250214,3939.0085
000300.SH,20250213,3905.1398
000300.SH,20250212,3919.8617
000300.SH,20250211,3883.1352
000300.SH,20250210,3901.0618
000300.SH,20250207,3892.7028
000300.SH,20250206,3842.8314
000300.SH,20250205,3795.0848
000300.SH,20250127,3817.0802
000300.SH,20250124,3832.8637
000300.SH,20250123,3803.7439
000300.SH,20250122,3797.0166
000300.SH,20250121,3832.6145
000300.SH,20250120,3829.6764
000300.SH,20250117,3812.3429
000300.SH,20250116,3800.3836
000300.SH,20250115,3796.026
000300.SH,20250114,3820.5395
000300.SH,20250113,3722.513
000300.SH,20250110,3732.4806
000300.SH,20250109,3779.8773
000300.SH,20250108,3789.2153
000300.SH,20250107,3796.1055
000300.SH,20250106,3768.9697
000300.SH,20250103,3775.1648
000300.SH,20250102,3820.3952
000300.SH,20241231,3934.9109
000300.SH,20241230,3999.0549
000300.SH,20241227,3981.0307
000300.SH,20241226,3987.4801
000300.SH,20241225,3985.6291
000300.SH,20241224,3983.6882
000300.SH,20241223,3933.5718
000300.SH,20241220,3927.7441
000300.SH,20241219,3945.4635
000300.SH,20241218,3941.89
000300.SH,20241217,3922.0334
000300.SH,20241216,3911.8416
000300.SH,20241213,3933.1808
000300.SH,20241212,4028.5048
000300.SH,20241211,3988.8308
000300.SH,20241210,3995.6369
000300.SH,20241209,3966.5708
000300.SH,20241206,3973.1405
000300.SH,20241205,3921.5881
000300.SH,20241204,3930.5568
000300.SH,20241203,3951.8912
000300.SH,20241202,3947.632
000300.SH,20241129,3916.5832
000300.SH,20241128,3872.5505
000300.SH,20241127,3907.0447
000300.SH,20241126,3840.1847
000300.SH,20241125,3848.0909
000300.SH,20241122,3865.6989
000300.SH,20241121,3989.2979
000300.SH,20241120,3985.7727
000300.SH,20241119,3976.8912
000300.SH,20241118,3950.3806
000300.SH,20241115,3968.8308
000300.SH,20241114,4039.6191
000300.SH,20241113,4110.8901
000300.SH,20241112,4085.743
000300.SH,20241111,4131.1312
000300.SH,20241108,4104.047
000300.SH,20241107,4145.6952
000300.SH,20241106,4024.2831
000300.SH,20241105,4044.5725
000300.SH,20241104,3944.7619
000300.SH,20241101,3890.0203
000300.SH,20241031,3891.0396
000300.SH,20241030,3889.4487
000300.SH,20241029,3924.649
000300.SH,20241028,3964.1569
000300.SH,20241025,3956.421
000300.SH,20241024,3928.8334
000300.SH,20241023,3973.2089
000300.SH,20241022,3957.7755
000300.SH,20241021,3935.1974
000300.SH,20241018,3925.234
000300.SH,20241017,3788.2217
000300.SH,20241016,3831.589
000300.SH,20241015,3855.9949
000300.SH,20241014,3961.3424
000300.SH,20241011,3887.167
000300.SH,20241010,3997.7879
000300.SH,20241009,3955.9839
000300.SH,20241008,4256.0962
000300.SH,20240930,4017.8545
000300.SH,20240927,3703.6849
000300.SH,20240926,3545.3204
000300.SH,20240925,3401.533
000300.SH,20240924,3351.909
000300.SH,20240923,3212.7639
000300.SH,20240920,3201.0497
000300.SH,20240919,3196.0357
000300.SH,20240918,3171.0102
000300.SH,20240913,3159.247
000300.SH,20240912,3172.4747
000300.SH,20240911,3186.1299
000300.SH,20240910,3195.7552
000300.SH,20240909,3192.9516
000300.SH,20240906,3231.3457
000300.SH,20240905,3257.7578
000300.SH,20240904,3252.1649
000300.SH,20240903,3273.4282
000300.SH,20240902,3265.011
000300.SH,20240830,3321.4323
000300.SH,20240829,3277.6812
000300.SH,20240828,3286.4956
000300.SH,20240827,3305.3338
000300.SH,20240826,3324.2231
000300.SH,20240823,3327.1905
000300.SH,20240822,3313.1357
000300.SH,20240821,3321.635
000300.SH,20240820,3332.7034
000300.SH,20240819,3356.9677
000300.SH,20240816,3345.634
000300.SH,20240815,3341.953
000300.SH,20240814,3309.2389
000300.SH,20240813,3334.3903
000300.SH,20240812,3325.8645
000300.SH,20240809,3331.6274
000300.SH,20240808,3342.9369
000300.SH,20240807,3341.489
000300.SH,20240806,3342.9789
000300.SH,20240805,3343.3205
000300.SH,20240802,3384.3919
000300.SH,20240801,3419.2666
000300.SH,20240731,3442.0844
000300.SH,20240730,3369.3821
000300.SH,20240729,3390.742
000300.SH,20240726,3409.2931
000300.SH,20240725,3399.2716
000300.SH,20240724,3418.1663
000300.SH,20240723,3439.8779
000300.SH,20240722,3514.9249
000300.SH,20240719,3539.0156
000300.SH,20240718,3520.931
000300.SH,20240717,3501.5836
000300.SH,20240716,3498.2827
000300.SH,20240715,3476.2467
000300.SH,20240712,3472.4014
000300.SH,20240711,3468.169
000300.SH,20240710,3428.9657
000300.SH,20240709,3439.8111
000300.SH,20240708,3401.7604
000300.SH,20240705,3431.0605
000300.SH,20240704,3445.8128
000300.SH,20240703,3463.4141
000300.SH,20240702,3471.7857
000300.SH,20240701,3478.1827
000300.SH,20240628,3461.657
000300.SH,20240627,3454.1175
000300.SH,20240626,3480.2648
000300.SH,20240625,3457.9023
000300.SH,20240624,3476.8102
000300.SH,20240621,3495.6198
000300.SH,20240620,3503.2817
000300.SH,20240619,3528.749
000300.SH,20240618,3545.5902
000300.SH,20240617,3536.1986
000300.SH,20240614,3541.5331
000300.SH,20240613,3526.1306
000300.SH,20240612,3544.1225
000300.SH,20240611,3542.8771
000300.SH,20240607,3574.1143
000300.SH,20240606,3592.2454
000300.SH,20240605,3594.7936
000300.SH,20240604,3615.6714
000300.SH,20240603,3588.7483
000300.SH,20240531,3579.9247
000300.SH,20240530,3594.3121
000300.SH,20240529,3613.5223
000300.SH,20240528,3609.1724
000300.SH,20240527,3635.7079
000300.SH,20240524,3601.4754
000300.SH,20240523,3641.7917
000300.SH,20240522,3684.451
000300.SH,20240521,3676.1611
000300.SH,20240520,3690.9623
000300.SH,20240517,3677.9696
000300.SH,20240516,3640.3592
000300.SH,20240515,3626.0559
000300.SH,20240514,3657.0454
000300.SH,20240513,3664.6907
000300.SH,20240510,3666.2771
000300.SH,20240509,3664.561
000300.SH,20240508,3630.2233
000300.SH,20240507,3659.0076
000300.SH,20240506,3657.8767
000300.SH,20240430,3604.3943
000300.SH,20240429,3623.9124
000300.SH,20240426,3584.2686
000300.SH,20240425,3530.2813
000300.SH,20240424,3521.6219
000300.SH,20240423,3506.2249
000300.SH,20240422,3530.9045
000300.SH,20240419,3541.6619
000300.SH,20240418,3569.8018
000300.SH,20240417,3565.403
000300.SH,20240416,3511.1146
000300.SH,20240415,3549.0759
000300.SH,20240412,3475.8389
000300.SH,20240411,3504.2447
000300.SH,20240410,3504.7086
000300.SH,20240409,3533.4871
000300.SH,20240408,3536.4077
000300.SH,20240403,3567.8031
000300.SH,20240402,3580.6759
000300.SH,20240401,3595.6466
000300.SH,20240329,3537.4843
000300.SH,20240328,3520.9648
000300.SH,20240327,3502.7866
000300.SH,20240326,3543.7467
000300.SH,20240325,3525.7634
000300.SH,20240322,3545.0023
000300.SH,20240321,3581.0902
000300.SH,20240320,3585.3838
000300.SH,20240319,3577.6303
000300.SH,20240318,3603.528
000300.SH,20240315,3569.993
000300.SH,20240314,3562.2229
000300.SH,20240313,3572.361
000300.SH,20240312,3597.4939
000300.SH,20240311,3589.2635
000300.SH,20240308,3544.9099
000300.SH,20240307,3529.7195
000300.SH,20240306,3551.0481
000300.SH,20240305,3565.5143
000300.SH,20240304,3540.8686
000300.SH,20240301,3537.8038
000300.SH,20240229,3516.0826
000300.SH,20240228,3450.2598
000300.SH,20240227,3494.7874
000300.SH,20240226,3453.3585
000300.SH,20240223,3489.7416
000300.SH,20240222,3486.6747
000300.SH,20240221,3456.8713
000300.SH,20240220,3410.8542
000300.SH,20240219,3403.8078
000300.SH,20240208,3364.9297
000300.SH,20240207,3343.6303
000300.SH,20240206,3311.6922
000300.SH,20240205,3200.4218
000300.SH,20240202,3179.6276
000300.SH,20240201,3217.7109
000300.SH,20240131,3215.3518
000300.SH,20240130,3245.0387
000300.SH,20240129,3303.9604
000300.SH,20240126,3333.8213
000300.SH,20240125,3342.9189
000300.SH,20240124,3277.1089
000300.SH,20240123,3231.9329
000300.SH,20240122,3218.9016
000300.SH,20240119,3269.7763
000300.SH,20240118,3274.7286
000300.SH,20240117,3229.082
000300.SH,20240116,3300.8762
000300.SH,20240115,3280.9195
000300.SH,20240112,3284.1667
000300.SH,20240111,3295.6717
000300.SH,20240110,3277.129
000300.SH,20240109,3292.4994
000300.SH,20240108,3286.0564
000300.SH,20240105,3329.1114
000300.SH,20240104,3347.0519
000300.SH,20240103,3378.2971
000300.SH,20240102,3386.3522
000300.SH,20231229,3431.1099
000300.SH,20231228,3414.5403
000300.SH,20231227,3336.3572
000300.SH,20231226,3324.7902
000300.SH,20231225,3347.4508
000300.SH,20231222,3337.2281
000300.SH,20231221,3330.8698
000300.SH,20231220,3297.5022
000300.SH,20231219,3334.0412
000300.SH,20231218,3329.3657
000300.SH,20231215,3341.5517
000300.SH,20231214,3351.9639
000300.SH,20231213,3369.605
000300.SH,20231212,3426.803
000300.SH,20231211,3419.4548
000300.SH,20231208,3399.4618
000300.SH,20231207,3391.2823
000300.SH,20231206,3399.598
000300.SH,20231205,3394.2571
000300.SH,20231204,3460.138
000300.SH,20231201,3482.8813
000300.SH,20231130,3496.2028
000300.SH,20231129,3488.3073
000300.SH,20231128,3518.5232
000300.SH,20231127,3511.9424
000300.SH,20231124,3538.0087
000300.SH,20231123,3561.5204
000300.SH,20231122,3544.4162
000300.SH,20231121,3581.0674
000300.SH,20231120,3576.3233
000300.SH,20231117,3568.0685
000300.SH,20231116,3572.3641
000300.SH,20231115,3607.2454
000300.SH,20231114,3582.0584
000300.SH,20231113,3579.4141
000300.SH,20231110,3586.4893
000300.SH,20231109,3612.8263
000300.SH,20231108,3611.0723
000300.SH,20231107,3619.7593
000300.SH,20231106,3632.6084
000300.SH,20231103,3584.1364
000300.SH,20231102,3554.1889
000300.SH,20231101,3571.0268
000300.SH,20231031,3572.5056
000300.SH,20231030,3583.7718
000300.SH,20231027,3562.3851
000300.SH,20231026,3514.1448
000300.SH,20231025,3504.4576
000300.SH,20231024,3487.1302
000300.SH,20231023,3474.2438
000300.SH,20231020,3510.5889
000300.SH,20231019,3533.5445
000300.SH,20231018,3610.5767
000300.SH,20231017,3639.4018
000300.SH,20231016,3626.5972
000300.SH,20231013,3663.4104
000300.SH,20231012,3702.3824
000300.SH,20231011,3667.5483
000300.SH,20231010,3657.1259
000300.SH,20231009,3684.7272
000300.SH,20230928,3689.5172
000300.SH,20230927,3700.495
000300.SH,20230926,3692.8928
000300.SH,20230925,3714.6037
000300.SH,20230922,3738.9327
000300.SH,20230921,3672.4448
000300.SH,20230920,3705.6898
000300.SH,20230919,3720.5021
000300.SH,20230918,3727.711
000300.SH,20230915,3708.7766
000300.SH,20230914,3733.5077
000300.SH,20230913,3736.6513
000300.SH,20230912,3760.6048
000300.SH,20230911,3767.537
000300.SH,20230908,3739.9927
000300.SH,20230907,3758.4748
000300.SH,20230906,3812.0283
000300.SH,20230905,3820.3174
000300.SH,20230904,3848.9517
000300.SH,20230901,3791.4912
000300.SH,20230831,3765.2678
000300.SH,20230830,3788.5097
000300.SH,20230829,3790.1067
000300.SH,20230828,3752.6194
000300.SH,20230825,3709.1517
000300.SH,20230824,3723.4293
000300.SH,20230823,3696.6339
000300.SH,20230822,3758.2271
000300.SH,20230821,3729.555
000300.SH,20230818,3784.0038
000300.SH,20230817,3831.1008
000300.SH,20230816,3818.3338
000300.SH,20230815,3846.5357
000300.SH,20230814,3855.9061
000300.SH,20230811,3884.2538
000300.SH,20230810,3975.7166
000300.SH,20230809,3967.5652
000300.SH,20230808,3979.7322
000300.SH,20230807,3990.1531
000300.SH,20230804,4020.5792
000300.SH,20230803,4004.9839
000300.SH,20230802,3969.895
000300.SH,20230801,3998.001
000300.SH,20230731,4014.6301
000300.SH,20230728,3992.7376
000300.SH,20230727,3902.3458
000300.SH,20230726,3907.0128
000300.SH,20230725,3915.1153
000300.SH,20230724,3805.221
000300.SH,20230721,3821.91
000300.SH,20230720,3823.6946
000300.SH,20230719,3850.8663
000300.SH,20230718,3854.9393
000300.SH,20230717,3867.1749
000300.SH,20230714,3899.1027
000300.SH,20230713,3898.4229
000300.SH,20230712,3843.4369
000300.SH,20230711,3869.4861
000300.SH,20230710,3844.3269
000300.SH,20230707,3825.6988
000300.SH,20230706,3842.7547
000300.SH,20230705,3868.8054
000300.SH,20230704,3899.0133
000300.SH,20230703,3892.8821
000300.SH,20230630,3842.4516
000300.SH,20230629,3821.8435
000300.SH,20230628,3840.7986
000300.SH,20230627,3845.4334
000300.SH,20230626,3809.6962
000300.SH,20230621,3864.0323
000300.SH,20230620,3924.2377
000300.SH,20230619,3930.9079
000300.SH,20230616,3963.3509
000300.SH,20230615,3925.4994
000300.SH,20230614,3864.0247
000300.SH,20230613,3864.9074
000300.SH,20230612,3844.4324
000300.SH,20230609,3836.7026
000300.SH,20230608,3820.1867
000300.SH,20230607,3789.3418
000300.SH,20230606,3808.1629
000300.SH,20230605,3844.2492
000300.SH,20230602,3861.8337
000300.SH,20230601,3806.8679
000300.SH,20230531,3798.5434
000300.SH,20230530,3837.7531
000300.SH,20230529,3833.9416
000300.SH,20230526,3850.9511
000300.SH,20230525,3850.4996
000300.SH,20230524,3859.0935
000300.SH,20230523,3913.1882
000300.SH,20230522,3969.3277
000300.SH,20230519,3944.5403
000300.SH,20230518,3956.0701
000300.SH,20230517,3960.165
000300.SH,20230516,3978.2054
000300.SH,20230515,3998.8872
000300.SH,20230512,3937.7622
000300.SH,20230511,3990.6637
000300.SH,20230510,3996.8695
000300.SH,20230509,4027.8754
000300.SH,20230508,4062.6624
000300.SH,20230505,4016.8774
000300.SH,20230504,4030.2471
000300.SH,20230428,4029.0858
000300.SH,20230427,3988.4185
000300.SH,20230426,3959.2323
000300.SH,20230425,3962.6658
000300.SH,20230424,3982.6429
000300.SH,20230421,4032.5672
000300.SH,20230420,4113.0192
000300.SH,20230419,4124.5589
000300.SH,20230418,4162.032
000300.SH,20230417,4149.3836
000300.SH,20230414,4091.9988
000300.SH,20230413,4068.9786
000300.SH,20230412,4097.2876
000300.SH,20230411,4100.1479
000300.SH,20230410,4104.8118
000300.SH,20230407,4123.2799
000300.SH,20230406,4096.64
000300.SH,20230404,4103.1052
000300.SH,20230403,4090.5676
000300.SH,20230331,4050.9257
000300.SH,20230330,4038.5257
000300.SH,20230329,4006.144
000300.SH,20230328,3999.5147
000300.SH,20230327,4012.4771
000300.SH,20230324,4027.0457
000300.SH,20230323,4039.0895
000300.SH,20230322,3999.4427
000300.SH,20230321,3982.3782
000300.SH,20230320,3939.077
000300.SH,20230317,3958.8194
000300.SH,20230316,3939.1505
000300.SH,20230315,3986.902
000300.SH,20230314,3984.6956
000300.SH,20230313,4008.686
000300.SH,20230310,3967.1352
000300.SH,20230309,4019.8505
000300.SH,20230308,4034.1077
000300.SH,20230307,4048.8519
000300.SH,20230306,4109.0102
000300.SH,20230303,4130.5513
000300.SH,20230302,4117.7377
000300.SH,20230301,4126.9415
000300.SH,20230228,4069.4587
000300.SH,20230227,4043.8444
000300.SH,20230224,4061.0457
000300.SH,20230223,4103.6463
000300.SH,20230222,4106.9506
000300.SH,20230221,4144.3536
000300.SH,20230220,4133.4896
000300.SH,20230217,4034.507
000300.SH,20230216,4093.4876
000300.SH,20230215,4123.6893
000300.SH,20230214,4145.2902
000300.SH,20230213,4143.574
000300.SH,20230210,4106.3097
000300.SH,20230209,4130.8565
000300.SH,20230208,4076.1411
000300.SH,20230207,4094.2335
000300.SH,20230206,4086.8779
000300.SH,20230203,4141.6319
000300.SH,20230202,4181.1493
000300.SH,20230201,4195.9332
000300.SH,20230131,4156.8578
000300.SH,20230130,4201.345
000300.SH,20230120,4181.5267
000300.SH,20230119,4156.0077
000300.SH,20230118,4130.3143
000300.SH,20230117,4137.2422
000300.SH,20230116,4137.9643
000300.SH,20230113,4074.3772
000300.SH,20230112,4017.8692
000300.SH,20230111,4010.0309
000300.SH,20230110,4017.4737
000300.SH,20230109,4013.1196
000300.SH,20230106,3980.8888
000300.SH,20230105,3968.5782
000300.SH,20230104,3892.9477
000300.SH,20230103,3887.8992
000300.SH,20221230,3871.6338
000300.SH,20221229,3856.7007
000300.SH,20221228,3871.2644
000300.SH,20221227,3887.854
000300.SH,20221226,3843.4887
000300.SH,20221223,3828.2188
000300.SH,20221222,3836.028
000300.SH,20221221,3830.5384
000300.SH,20221220,3829.0173
000300.SH,20221219,3893.2207
000300.SH,20221216,3954.227
000300.SH,20221215,3951.9885
000300.SH,20221214,3954.8857
000300.SH,20221213,3945.6813
000300.SH,20221212,3953.4433
000300.SH,20221209,3998.2442
000300.SH,20221208,3959.1798
000300.SH,20221207,3958.4409
000300.SH,20221206,3968.1979
000300.SH,20221205,3946.8759
000300.SH,20221202,3870.9478
000300.SH,20221201,3894.7687
000300.SH,20221130,3853.0365
000300.SH,20221129,3848.4224
000300.SH,20221128,3733.2424
000300.SH,20221125,3775.7764
000300.SH,20221124,3756.8082
000300.SH,20221123,3773.5287
000300.SH,20221122,3769.5727
000300.SH,20221121,3769.1269
000300.SH,20221118,3801.5686
000300.SH,20221117,3818.664
000300.SH,20221116,3834.3899
000300.SH,20221115,3865.9726
000300.SH,20221114,3794.0171
000300.SH,20221111,3788.4387
000300.SH,20221110,3685.6885
000300.SH,20221109,3714.2704
000300.SH,20221108,3749.3251
000300.SH,20221107,3775.2971
000300.SH,20221104,3767.1746
000300.SH,20221103,3647.8966
000300.SH,20221102,3677.8051
000300.SH,20221101,3634.1732
000300.SH,20221031,3508.7034
000300.SH,20221028,3541.3295
000300.SH,20221027,3631.1448
000300.SH,20221026,3656.9027
000300.SH,20221025,3627.4542
000300.SH,20221024,3633.3733
000300.SH,20221021,3742.8929
000300.SH,20221020,3754.9269
000300.SH,20221019,3776.5335
