code,name,industry,total_ret,cagr,price_chg,div_contrib,div_ratio,div_amplify,div_total,buy_price,last_price,max_yr_loss
000001.SZ,平安银行,银行,381.45750111627154,17.021767022486856,267.04889845988276,114.40860265638878,30.687871,31.195319911457787,30687.871,5.269052728709878,19.34,-27.221180798012345
000002.SZ,万科Ａ,全国地产,509.69075568271717,19.81793111449872,338.1863128774967,171.5044428052205,105.25054852189999,39.15749475890986,105250.5485219,6.549725346629809,28.699999999999996,-17.869958696408204
000063.SZ,中兴通讯,通信设备,109.57002571034553,7.682163046755752,94.64659101732396,14.923434693021576,6.5037285,7.660383883797328,6503.7285,17.287741760144712,33.65,-46.10932100857919
000066.SZ,中国长城,IT设备,101.5825617175,7.264534383875221,96.69060994627314,4.891951771226857,2.6994945,2.501207146306128,2699.4945,9.654756780299373,18.99,-48.517461333605404
000069.SZ,华侨城Ａ,全国地产,107.06884297696591,7.5529511915745084,63.436989002649156,43.631853974316755,33.8262486702,26.71179380369695,33826.2486702,4.338063276413565,7.09,-27.25229562814988
000100.SZ,TCL科技,元器件,495.4587386619389,19.535258011771163,384.64092960804123,110.81780905389769,51.217666200000004,22.896178855848625,51217.6662,1.4608753754508577,7.079999999999999,-32.97372614751987
000157.SZ,中联重科,工程机械,72.01869911671,5.576782135779235,25.791137440482448,46.22756167622755,25.625181199999997,36.755097221128864,25625.1812,7.870188791864725,9.9,-35.630456194401695
000338.SZ,潍柴动力,汽车配件,250.36521570250957,13.360813402540405,82.70438120289418,167.6608344996154,51.5980664,91.7704011065007,51598.066399999996,8.642376223296539,15.79,-37.94796834070314
000425.SZ,徐工机械,工程机械,31.86729565679891,2.8074449336203733,10.074921380092139,21.79237427670677,15.0954061,19.816522715073436,15095.4061,4.8784954217293715,5.37,-30.553988953999745
000538.SZ,云南白药,中成药,266.0710940214615,13.85900872575676,208.72835381793507,57.342740203526404,28.461120087399998,18.47626058152374,28461.1200874,36.796102008496696,113.6,-25.093815713427304
000568.SZ,泸州老窖,白酒,977.4438265917989,26.838272409616405,674.7916210403928,302.65220555140615,48.909805,39.065693430656935,48909.805,29.189783918456886,226.16,-35.71462661577812
000596.SZ,古井贡酒,白酒,804.4706552818109,24.63795159933806,643.5618221217969,160.90883316001396,20.318766999999998,21.624588364434683,20318.767,36.5806839334263,272.0,-31.792245969971567
000625.SZ,长安汽车,汽车整车,545.2025744480716,20.498173738852188,432.18896982331023,113.01360462476134,57.232539300000006,21.260846321503468,57232.539300000004,4.111321587004008,21.88,-41.948182118179545
000651.SZ,格力电器,家用电器,1902.229040294094,34.94668841315538,896.6778835000835,1005.5511567940105,342.734224,100.9262137129359,342734.224,6.214645777277831,61.94,-18.3295165819508
000656.SZ,*ST金科,全国地产,360.7513073573497,16.50847389156034,174.5863393238606,186.16496803348906,94.018804,67.8426612257548,94018.804,2.5820658148757016,7.090000000000001,-42.05322262432693
000661.SZ,长春高新,生物制药,913.3954329136296,26.06332234843094,788.1659316577435,125.22950125588613,10.801655,14.054600606673407,10801.655,50.54348337389149,448.91,-41.465156997153244
000703.SZ,恒逸石化,化纤,23.71305629747349,2.1533020166185413,-13.117485268765849,36.83054156623934,16.9135,42.39610963748894,16913.5,14.732538577636747,12.8,-33.13328252179537
000708.SZ,中信特钢,特种钢,452.3210301553427,18.639692757540427,229.91768385268608,222.40334630265664,69.61858500000001,67.45061769174869,69618.585,6.6046777928186495,21.79,-32.18040839213323
000723.SZ,美锦能源,焦炭加工,108.95442930576439,7.650490706716084,57.59386740529446,51.36056190046993,13.010974000000001,32.612566776901545,13010.974,4.2387436199028015,6.68,-48.23043453467295
000725.SZ,京东方Ａ,元器件,144.9335547439258,9.374400210181655,134.76667639383547,10.166878350090343,5.97542,4.3534945549363435,5975.42,2.5557289868237656,6.0,-53.22456708615218
