code,name,industry,total_ret,cagr,price_chg,div_contrib,div_ratio,div_amplify,buy_price,last_price,div_total,max_yr_loss
000001.SZ,平安银行,银行,179.05869034439564,10.810371537771712,116.32746763301571,62.73122271137993,17.125719100000005,29.017160686427456,7.79836244772151,16.87,17125.719100000002,-33.4031842059724
000002.SZ,万科Ａ,全国地产,466.1210750114568,18.932839471430675,315.60202814193997,150.51904686951684,72.461690646,36.24324112530366,7.834417975669703,32.56,72461.690646,-20.857379786932583
000063.SZ,中兴通讯,通信设备,113.11028762495442,7.862702033415481,92.29340217281256,20.81688545214186,6.5510185,10.824267010879595,18.435369908397256,35.45,6551.0185,-46.11034017453564
000069.SZ,华侨城Ａ,全国地产,72.10351143413783,5.581986513901982,31.958440778671225,40.145070655466604,21.516867949999998,30.43580822079377,5.895795641484649,7.78,21516.86795,-27.251218668770328
000100.SZ,TCL科技,元器件,152.28343432152195,9.698257579454328,109.75601569004682,42.52741863147513,28.8219632,20.302046331204913,2.178721780620117,4.57,28821.963200000002,-33.91123382560017
000157.SZ,中联重科,工程机械,99.30417532190773,7.1426775097111594,41.83224769578966,57.471927626118074,41.8608397,40.54263565891474,4.843750354105076,6.87,41860.839700000004,-35.63363918781983
000338.SZ,潍柴动力,汽车配件,539.4821162327793,20.390909765186336,223.39394805719195,316.0881681755873,90.32677770000001,97.78577497875744,4.9970013653879874,16.16,90326.7777,-36.31410237039301
000415.SZ,渤海租赁,多元金融,40.33300822008445,3.449129184745914,19.374275300422727,20.958732919661724,11.815965,17.58530183727034,3.2000194266196913,3.8199999999999994,11815.965,-35.81786394036396
000423.SZ,东阿阿胶,中成药,89.34711431670128,6.594973105504942,63.133830520179714,26.213283796521566,31.854500105599996,15.929396382654183,21.785793839741714,35.54,31854.5001056,-31.810061513490396
000425.SZ,徐工机械,工程机械,43.013160521673946,3.6450239888402347,9.484964262144246,33.5281962595297,18.741888588,30.6379821958457,5.297531071127563,5.8,18741.888587999998,-45.16077764251711
000538.SZ,云南白药,中成药,287.45639608822626,14.507290303505883,237.14018999967962,50.316206088546636,27.278371438800004,14.864864864864868,26.490463803821452,89.31,27278.3714388,-25.101719012008427
000568.SZ,泸州老窖,白酒,358.12915945332406,16.441998006595647,224.96211497415123,133.16704447917283,49.768395000000005,40.952130457653865,26.295372925793835,85.45,49768.395000000004,-35.70972398548944
000596.SZ,古井贡酒,白酒,986.3154920093261,26.942326421836537,792.2974161561726,194.0180758531535,38.9380465,21.747154721624117,15.376039145224514,137.2,38938.0465,-31.80932734019384
000625.SZ,长安汽车,汽车整车,117.16238566310042,8.066059646782042,64.6763584609941,52.48602720210633,39.8685935,31.881395959065873,6.558318450160612,10.8,39868.5935,-41.945258848213506
000629.SZ,钒钛股份,小金属,-40.43870357522662,-5.047310589521659,-41.38232944671788,0.943625871491264,2.3443315000000005,1.6254452415592313,5.015552430265217,2.94,2344.3315000000002,-48.0560922553439
000630.SZ,铜陵有色,铜,-11.789175194352286,-1.244101601035752,-41.69134660561355,29.902171411261268,17.0225735,51.296563904945415,4.013126463704749,2.34,17022.5735,-50.848042093327514
000651.SZ,格力电器,家用电器,2285.399286614871,37.330488344180154,1088.0037237710708,1197.3955628438002,314.08919000000003,100.84038417562313,5.715470300418384,67.9,314089.19,-18.329434031058835
000656.SZ,*ST金科,全国地产,187.60785937855067,11.145256006700045,79.82714364289099,107.78071573565968,39.3755435,59.972233068679756,4.337498690125223,7.799999999999999,39375.5435,-42.05150458609096
000661.SZ,长春高新,生物制药,1910.1065936604766,34.99968794654276,1841.7365037122295,68.37008994824714,18.97741,3.53236098450318,22.78372988066175,442.4,18977.41,-42.43385817771649
000703.SZ,恒逸石化,化纤,505.0569132948873,19.726552900608763,356.79577005990063,148.26114323498666,62.932775,32.48762376237624,3.093286086722542,14.13,62932.775,-33.502181804059084
000709.SZ,河钢股份,普钢,15.431208627721759,1.4479277247431366,2.196602364736777,13.234606262984983,17.856867969699998,12.974505696622906,2.553900951310479,2.61,17856.8679697,-25.37231329391726
