code,name,industry,total_ret,cagr,price_chg,div_contrib,div_ratio,div_amplify,buy_price,last_price,div_total,max_yr_loss
000429.SZ,粤高速Ａ,路桥,711.2640766213613,23.28978074506245,350.17121144720636,361.0928651741549,172.816693,80.25935283553012,3.0432865655618806,13.699999999999998,172816.693,-16.46950934016147
002372.SZ,伟星新材,其他建材,615.1164269759406,21.744270406571452,306.9452302206164,308.1711967553242,269.4434,75.76870832304272,3.0864104226484907,12.56,269443.39999999997,-27.832017445783507
000513.SZ,丽珠集团,化学制药,357.93128938867466,16.436967910167578,193.08905210708022,164.84223728159444,111.70485329360001,56.229425170929346,12.658268786664026,37.1,111704.8532936,-44.17847590591174
600282.SH,南钢股份,普钢,300.09770202966905,14.875512429316128,125.46563214226403,174.632069887405,118.33795,77.50528283485045,2.0313517215387034,4.58,118337.95,-27.36725365129581
002056.SZ,横店东磁,电气设备,280.21204328329344,14.291371018050668,165.0757496120431,115.13629367125034,56.966245476199994,43.45153664302601,4.726950699314641,12.53,56966.2454762,-47.03563808039334
002128.SZ,电投能源,煤炭开采,279.2103975748746,14.261225991956783,162.0148669278573,117.1955306470173,62.3121465,44.75016508914813,7.335461619165297,19.22,62312.1465,-30.654210484184695
600873.SH,梅花生物,食品,266.19196046946143,13.862767701241129,112.73192775210279,153.46003271735864,91.05629732,72.17375162428068,4.639642062333747,9.87,91056.29732,-25.728356357353842
601699.SH,潞安环能,煤炭开采,264.9596346736995,13.824391947985992,123.75753360922688,141.20210106447263,128.549936925,63.14244676200587,6.243365206374412,13.97,128549.936925,-37.093661745169285
002080.SZ,中材科技,玻璃,244.3982027747166,13.166254790126564,145.02299821171277,99.37520456300382,81.3111058,40.57534531103957,5.191349421416045,12.719999999999999,81311.1058,-44.953094469171326
600801.SH,华新建材,水泥,236.86920127081348,12.916390405456601,115.84664783478335,121.02255343603012,138.04022285,56.0978290739214,5.494641737071618,11.859999999999998,138040.22285,-22.840376161654685
000951.SZ,中国重汽,汽车整车,234.61571363472225,12.840626484590123,126.32981567917186,108.2858979555504,71.1551875,47.852125693160815,7.391867461119303,16.73,71155.1875,-27.324212237381275
002414.SZ,高德红外,电器仪表,227.0358378443647,12.582370935511156,131.8016747319408,95.23416311242389,41.943131,41.10628403597871,3.0586491698987897,7.09,41943.131,-29.784159601277516
601666.SH,平煤股份,煤炭开采,207.00922846416367,11.873184076551135,105.92330745049749,101.08592101366618,86.79553186999999,49.12436785914964,4.68135449034461,9.64,86795.53186999999,-44.12472367837444
600642.SH,申能股份,火力发电,193.4905020938519,11.370523511472474,100.27555635358563,93.21494574026626,58.420503999999994,46.57673473159014,4.618636526800687,9.25,58420.504,-20.215961649244463
603766.SH,隆鑫通用,摩托车,190.686084795261,11.263644110677218,90.95602536236875,99.73005943289225,48.5925755,52.25424981522542,4.346550460635877,8.3,48592.5755,-32.40776652927417
600598.SH,北大荒,种植业,149.31529487890094,9.568507906511115,85.76667698978584,63.54861788911511,54.8661214,34.21315123148929,7.670912905861756,14.250000000000002,54866.1214,-20.223913591484965
002007.SZ,华兰生物,生物制药,133.27040204249863,8.842076553263656,75.29011802754337,57.98028401495526,44.17112600000001,33.04967163074646,9.247526433551103,16.21,44171.126000000004,-29.857342085832606
600483.SH,福能股份,新型电力,132.2969794249388,8.796572110724487,65.49763348307465,66.79934594186415,48.914589,40.38138294789313,5.794644792295935,9.59,48914.589,-32.62949289848278
601928.SH,凤凰传媒,出版业,131.42613926479575,8.755717256492822,52.814953913373095,78.61118535142265,50.268327,51.45014202421887,7.4730906286002,11.42,50268.327,-32.872523394308786
601216.SH,君正集团,化工原料,94.36200575840617,6.873982453110661,9.05706648267255,85.30493927573362,45.9543688,78.25586415311557,4.795654393317983,5.23,45954.3688,-34.82825040310965
600901.SH,江苏金租,多元金融,72.90706281744808,5.6311794741437105,-0.0020072516774383153,72.90907006912552,47.306909999999995,72.95115681233932,5.140103174807198,5.14,47306.909999999996,-38.74454895476168
002299.SZ,圣农发展,农业综合,72.74738475734624,5.621420494259577,35.34315687489167,37.40422788245457,51.0587,27.62592941669284,10.469683379041061,14.170000000000002,51058.7,-26.153856517626327
600820.SH,隧道股份,建筑工程,69.56187520764622,5.425016289050255,16.299206730423222,53.262668477223,43.522726750000004,45.808012272110446,5.898578496671261,6.86,43522.72675,-21.08324967318068
600808.SH,马钢股份,普钢,44.307840672484346,3.738472429299655,0.6962873126808322,43.611553359803516,43.6626,43.34139721501062,2.949463261517869,2.97,43662.6,-22.029293919416183
603444.SH,吉比特,互联网,34.71025103219547,3.026967716733231,-0.024538511590033174,34.7347895437855,43.9011,33.40336134453781,210.03153861344538,209.98,43901.1,-30.165961286605068
600170.SH,上海建工,建筑工程,27.56681872576918,2.467143208771483,-17.520035749377392,45.08685447514657,49.049665000000005,54.69585923245817,3.091659923919949,2.55,49049.665,-20.03185801878926
