ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
932368.CSI,20171212,2179.7822,,,,2211.372,-31.5898,-1.4285,10224321.27,12316172.409
932368.CSI,20171213,2212.6101,,,,2179.7822,32.8279,1.506,10443990.62,13785704.696
932368.CSI,20171214,2207.7962,,,,2212.6101,-4.8139,-0.2176,11642981.93,13584050.939
932368.CSI,20171215,2181.0718,,,,2207.7962,-26.7244,-1.2105,11602565.3,13996801.384
932368.CSI,20171218,2209.1928,,,,2181.0718,28.121,1.2893,11850695.54,14292614.689
932368.CSI,20171219,2230.1586,,,,2209.1928,20.9658,0.949,12507106.79,15570899.602
932368.CSI,20171220,2231.4088,,,,2230.1586,1.2502,0.0561,12324549.04,15350445.039
932368.CSI,20171221,2249.0075,,,,2231.4088,17.5987,0.7887,11205308.37,14835386.499
932368.CSI,20171222,2259.0291,,,,2249.0075,10.0216,0.4456,10072418.4,12915645.23
932368.CSI,20171225,2255.7622,,,,2259.0291,-3.2669,-0.1446,11846285.29,15471674.035
932368.CSI,20171226,2257.1977,,,,2255.7622,1.4355,0.0636,14054516.54,15658049.401
932368.CSI,20171227,2239.6565,,,,2257.1977,-17.5412,-0.7771,18052487.4,18834418.559
932368.CSI,20171228,2259.0758,,,,2239.6565,19.4193,0.8671,17085389.73,18403343.872
932368.CSI,20171229,2255.6273,,,,2259.0758,-3.4485,-0.1527,11099114.04,13275307.422
932368.CSI,20180102,2307.0129,,,,2255.6273,51.3856,2.2781,22725225.74,25692009.308
932368.CSI,20180103,2324.1567,,,,2307.0129,17.1438,0.7431,21250480.59,26478591.126
932368.CSI,20180104,2355.722,,,,2324.1567,31.5653,1.3581,22544644.42,25250200.051
932368.CSI,20180105,2368.6029,,,,2355.722,12.8809,0.5468,21115418.18,24726287.55
932368.CSI,20180108,2414.488,,,,2368.6029,45.8851,1.9372,28509954.12,34088946.66
932368.CSI,20180109,2415.9387,,,,2414.488,1.4507,0.0601,19736241.51,24757991.988
932368.CSI,20180110,2432.8319,,,,2415.9387,16.8932,0.6992,21651832.47,26410548.08
932368.CSI,20180111,2403.877,,,,2432.8319,-28.9549,-1.1902,19319020.59,25138631.103
932368.CSI,20180112,2416.0368,,,,2403.877,12.1598,0.5058,16421201.66,19761203.547
932368.CSI,20180115,2403.1939,,,,2416.0368,-12.8429,-0.5316,22107389.64,26680260.346
932368.CSI,20180116,2393.2579,,,,2403.1939,-9.936,-0.4134,22674523.45,27520057.504
932368.CSI,20180117,2381.2532,,,,2393.2579,-12.0047,-0.5016,23331974.51,27526836.163
932368.CSI,20180118,2387.0273,,,,2381.2532,5.7741,0.2425,20755173.28,23013318.025
932368.CSI,20180119,2403.3935,,,,2387.0273,16.3662,0.6856,22031028.13,25047600.73
932368.CSI,20180122,2439.5731,,,,2403.3935,36.1796,1.5054,21482718.52,25779518.075
932368.CSI,20180123,2460.2921,,,,2439.5731,20.719,0.8493,23554059.24,26213502.324
932368.CSI,20180124,2461.3497,,,,2460.2921,1.0576,0.043,24365185.52,26815870.529
932368.CSI,20180125,2476.7439,,,,2461.3497,15.3942,0.6254,25462285.56,29280205.647
932368.CSI,20180126,2501.5832,,,,2476.7439,24.8393,1.0029,18834376.59,23752226.641
932368.CSI,20180129,2505.8876,,,,2501.5832,4.3044,0.1721,26024450.06,31599608.317
932368.CSI,20180130,2478.9604,,,,2505.8876,-26.9272,-1.0746,21435158.89,23787793.2
932368.CSI,20180131,2480.0399,,,,2478.9604,1.0795,0.0435,19786812.76,22281665.353
932368.CSI,20180201,2485.2556,,,,2480.0399,5.2157,0.2103,23751516.06,27905447.852
932368.CSI,20180202,2559.7813,,,,2485.2556,74.5257,2.9987,25619144.23,29122944.006
932368.CSI,20180205,2565.0782,,,,2559.7813,5.2969,0.2069,25729248.99,33107091.417
932368.CSI,20180206,2474.5177,,,,2565.0782,-90.5605,-3.5305,27995992.72,35896165.648
932368.CSI,20180207,2404.2565,,,,2474.5177,-70.2612,-2.8394,27176671.0,33210679.512
932368.CSI,20180208,2352.5445,,,,2404.2565,-51.712,-2.1509,21367015.85,25438110.502
932368.CSI,20180209,2242.5546,,,,2352.5445,-109.9899,-4.6754,27816610.21,30677472.085
932368.CSI,20180212,2264.063,,,,2242.5546,21.5084,0.9591,15184654.11,18015605.53
932368.CSI,20180213,2289.409,,,,2264.063,25.346,1.1195,14057938.11,16000529.27
932368.CSI,20180214,2321.0791,,,,2289.409,31.6701,1.3833,11634253.1,12663612.953
932368.CSI,20180222,2385.5681,,,,2321.0791,64.489,2.7784,16017596.01,18382022.444
932368.CSI,20180223,2404.8592,,,,2385.5681,19.2911,0.8087,14917122.19,16607247.389
932368.CSI,20180226,2433.38,,,,2404.8592,28.5208,1.186,17177929.79,20111726.775
932368.CSI,20180227,2368.0971,,,,2433.38,-65.2829,-2.6828,17208845.11,22872407.33
932368.CSI,20180228,2350.1442,,,,2368.0971,-17.9529,-0.7581,14498143.46,17417905.141
932368.CSI,20180301,2348.6924,,,,2350.1442,-1.4518,-0.0618,13949819.05,16856967.743
932368.CSI,20180302,2327.1916,,,,2348.6924,-21.5008,-0.9154,12517901.59,16172683.068
932368.CSI,20180305,2318.3673,,,,2327.1916,-8.8243,-0.3792,12812931.86,15790357.55
932368.CSI,20180306,2355.0174,,,,2318.3673,36.6501,1.5809,16041184.25,18750832.753
932368.CSI,20180307,2323.7368,,,,2355.0174,-31.2806,-1.3283,12543792.02,14440660.449
932368.CSI,20180308,2343.8944,,,,2323.7368,20.1576,0.8675,10316168.37,14046673.438
932368.CSI,20180309,2344.906,,,,2343.8944,1.0116,0.0432,13366730.25,17169678.591
932368.CSI,20180312,2363.3171,,,,2344.906,18.4111,0.7852,16135916.76,19882093.969
932368.CSI,20180313,2353.3,,,,2363.3171,-10.0171,-0.4239,11719907.58,14468825.759
932368.CSI,20180314,2358.0619,,,,2353.3,4.7619,0.2023,12164786.16,14710486.1
932368.CSI,20180315,2361.6074,,,,2358.0619,3.5455,0.1504,10406031.59,13085187.316
932368.CSI,20180316,2336.2569,,,,2361.6074,-25.3505,-1.0734,10044067.1,12506985.214
932368.CSI,20180319,2308.9412,,,,2336.2569,-27.3157,-1.1692,12235702.93,14215095.773
932368.CSI,20180320,2322.779,,,,2308.9412,13.8378,0.5993,11347068.27,12562903.463
932368.CSI,20180321,2307.8799,,,,2322.779,-14.8991,-0.6414,11945096.64,13514035.886
932368.CSI,20180322,2286.844,,,,2307.8799,-21.0359,-0.9115,10051118.0,12656651.455
932368.CSI,20180323,2244.3642,,,,2286.844,-42.4798,-1.8576,22064323.84,24168030.401
932368.CSI,20180326,2205.2975,,,,2244.3642,-39.0667,-1.7407,13254365.46,14743134.942
932368.CSI,20180327,2221.8433,,,,2205.2975,16.5458,0.7503,13016764.66,15904733.205
932368.CSI,20180328,2168.134,,,,2221.8433,-53.7093,-2.4173,12627872.49,15909666.463
932368.CSI,20180329,2216.4141,,,,2168.134,48.2801,2.2268,15051120.35,17700544.644
932368.CSI,20180330,2210.9172,,,,2216.4141,-5.4969,-0.248,11546702.54,14235263.959
932368.CSI,20180402,2202.014,,,,2210.9172,-8.9032,-0.4027,13637300.63,17237447.42
932368.CSI,20180403,2180.1079,,,,2202.014,-21.9061,-0.9948,11439113.94,14222519.268
932368.CSI,20180404,2176.9137,,,,2180.1079,-3.1942,-0.1465,10406614.01,14248786.976
932368.CSI,20180409,2178.1703,,,,2176.9137,1.2566,0.0577,10222492.77,13182172.511
932368.CSI,20180410,2228.2707,,,,2178.1703,50.1004,2.3001,13270954.73,15621498.285
932368.CSI,20180411,2238.9044,,,,2228.2707,10.6337,0.4772,12823098.91,15324622.308
932368.CSI,20180412,2215.9862,,,,2238.9044,-22.9182,-1.0236,10714523.63,12356564.769
932368.CSI,20180413,2203.7873,,,,2215.9862,-12.1989,-0.5505,9781362.7,11163752.61
932368.CSI,20180416,2168.2678,,,,2203.7873,-35.5195,-1.6117,11167441.33,14302499.476
932368.CSI,20180417,2149.1765,,,,2168.2678,-19.0913,-0.8805,8784915.89,11360008.625
932368.CSI,20180418,2165.2192,,,,2149.1765,16.0427,0.7465,10837295.29,13069722.432
932368.CSI,20180419,2199.2311,,,,2165.2192,34.0119,1.5708,11466645.41,14273319.726
932368.CSI,20180420,2178.0171,,,,2199.2311,-21.214,-0.9646,10359449.83,12943731.424
932368.CSI,20180423,2183.3879,,,,2178.0171,5.3708,0.2466,8785962.46,10901345.794
932368.CSI,20180424,2224.7291,,,,2183.3879,41.3412,1.8934,13442155.12,16535715.962
932368.CSI,20180425,2209.0203,,,,2224.7291,-15.7088,-0.7061,9077222.94,11646949.347
932368.CSI,20180426,2193.8965,,,,2209.0203,-15.1238,-0.6846,8674608.49,11016850.195
932368.CSI,20180427,2210.5633,,,,2193.8965,16.6668,0.7597,9394594.19,12893769.503
932368.CSI,20180502,2205.2887,,,,2210.5633,-5.2746,-0.2386,10319266.06,14328860.473
932368.CSI,20180503,2231.2727,,,,2205.2887,25.984,1.1783,10669495.54,12778179.577
932368.CSI,20180504,2224.6476,,,,2231.2727,-6.6251,-0.2969,8856460.38,11210145.775
932368.CSI,20180507,2264.0473,,,,2224.6476,39.3997,1.7711,11915797.6,14024949.652
932368.CSI,20180508,2273.3311,,,,2264.0473,9.2838,0.4101,10295364.31,14043431.445
932368.CSI,20180509,2276.7572,,,,2273.3311,3.4261,0.1507,9371524.76,10599103.302
932368.CSI,20180510,2290.9913,,,,2276.7572,14.2341,0.6252,10298862.11,12263926.465
932368.CSI,20180511,2283.9533,,,,2290.9913,-7.038,-0.3072,8660804.42,11338546.71
932368.CSI,20180514,2296.0839,,,,2283.9533,12.1306,0.5311,9852220.65,12945463.406
932368.CSI,20180515,2306.4402,,,,2296.0839,10.3563,0.451,10146794.92,12965228.119
932368.CSI,20180516,2294.2821,,,,2306.4402,-12.1581,-0.5271,9171901.6,12462844.338
932368.CSI,20180517,2282.2697,,,,2294.2821,-12.0124,-0.5236,9039813.81,11477716.62
932368.CSI,20180518,2336.6734,,,,2282.2697,54.4037,2.3838,13185575.87,14999457.294
932368.CSI,20180521,2331.4283,,,,2336.6734,-5.2451,-0.2245,13521783.33,15107964.506
932368.CSI,20180522,2321.7941,,,,2331.4283,-9.6342,-0.4132,9807704.67,12458954.175
932368.CSI,20180523,2260.6241,,,,2321.7941,-61.17,-2.6346,13919410.31,16436309.025
932368.CSI,20180524,2253.2142,,,,2260.6241,-7.4099,-0.3278,8505135.87,10271063.056
932368.CSI,20180525,2254.3056,,,,2253.2142,1.0914,0.0484,8731063.54,10866981.842
932368.CSI,20180528,2263.2777,,,,2254.3056,8.9721,0.398,9544349.1,11897130.417
932368.CSI,20180529,2262.2198,,,,2263.2777,-1.0579,-0.0467,9225554.9,12788360.202
932368.CSI,20180530,2214.3656,,,,2262.2198,-47.8542,-2.1154,10579394.87,12934041.219
932368.CSI,20180531,2275.3985,,,,2214.3656,61.0329,2.7562,12108538.24,17465402.237
932368.CSI,20180601,2266.3794,,,,2275.3985,-9.0191,-0.3964,10859892.48,13991292.183
932368.CSI,20180604,2289.7363,,,,2266.3794,23.3569,1.0306,10978772.12,15129414.878
932368.CSI,20180605,2284.4948,,,,2289.7363,-5.2415,-0.2289,10342509.77,13464066.256
932368.CSI,20180606,2297.3934,,,,2284.4948,12.8986,0.5646,9996314.59,13183399.377
932368.CSI,20180607,2294.7011,,,,2297.3934,-2.6923,-0.1172,9624860.26,12377588.026
932368.CSI,20180608,2277.0059,,,,2294.7011,-17.6952,-0.7711,10228312.62,12970210.83
932368.CSI,20180611,2273.6145,,,,2277.0059,-3.3914,-0.1489,8236266.12,9593781.474
932368.CSI,20180612,2322.6302,,,,2273.6145,49.0157,2.1558,13301520.1,15677627.533
932368.CSI,20180613,2306.0693,,,,2322.6302,-16.5609,-0.713,10207214.74,11845897.249
932368.CSI,20180614,2305.979,,,,2306.0693,-0.0903,-0.0039,9936247.32,11567381.269
932368.CSI,20180615,2309.2926,,,,2305.979,3.3136,0.1437,10944421.56,12225361.539
932368.CSI,20180619,2230.2768,,,,2309.2926,-79.0158,-3.4216,20958173.26,21633085.345
932368.CSI,20180620,2228.2463,,,,2230.2768,-2.0305,-0.091,10775488.28,11508597.487
932368.CSI,20180621,2228.0073,,,,2228.2463,-0.239,-0.0107,12313927.41,13496658.174
932368.CSI,20180622,2224.7106,,,,2228.0073,-3.2967,-0.148,10301024.25,10970580.933
932368.CSI,20180625,2190.1905,,,,2224.7106,-34.5201,-1.5517,9478714.44,10418966.85
932368.CSI,20180626,2155.4302,,,,2190.1905,-34.7603,-1.5871,10145704.01,11373269.799
932368.CSI,20180627,2139.2568,,,,2155.4302,-16.1734,-0.7504,10217254.77,10699907.034
932368.CSI,20180628,2119.3934,,,,2139.2568,-19.8634,-0.9285,9019481.47,9484390.269
932368.CSI,20180629,2157.48,,,,2119.3934,38.0866,1.7971,9006653.06,9253342.729
932368.CSI,20180702,2091.3168,,,,2157.48,-66.1632,-3.0667,9552913.16,10388901.54
932368.CSI,20180703,2088.1859,,,,2091.3168,-3.1309,-0.1497,10525037.61,11424879.216
932368.CSI,20180704,2072.5033,,,,2088.1859,-15.6826,-0.751,8452008.53,8758904.515
932368.CSI,20180705,2059.1374,,,,2072.5033,-13.3659,-0.6449,9302978.78,9060674.113
932368.CSI,20180706,2065.3515,,,,2059.1374,6.2141,0.3018,10648063.15,10626036.113
932368.CSI,20180709,2095.1307,,,,2065.3515,29.7792,1.4418,9301005.21,9484715.023
932368.CSI,20180710,2114.4065,,,,2095.1307,19.2758,0.92,11225610.27,11534529.054
932368.CSI,20180711,2078.0205,,,,2114.4065,-36.386,-1.7209,9988001.1,9574058.111
932368.CSI,20180712,2113.9711,,,,2078.0205,35.9506,1.73,12741550.03,12511260.25
932368.CSI,20180713,2116.2627,,,,2113.9711,2.2916,0.1084,9380504.11,9970405.506
932368.CSI,20180716,2116.6267,,,,2116.2627,0.364,0.0172,8820589.15,9379996.15
932368.CSI,20180717,2093.7427,,,,2116.6267,-22.884,-1.0812,7724484.83,7984791.521
932368.CSI,20180718,2084.8093,,,,2093.7427,-8.9334,-0.4267,7279903.97,7458557.321
932368.CSI,20180719,2101.3965,,,,2084.8093,16.5872,0.7956,9072172.53,9420810.252
932368.CSI,20180720,2127.3515,,,,2101.3965,25.955,1.2351,9429209.95,9712378.872
932368.CSI,20180723,2166.7886,,,,2127.3515,39.4371,1.8538,12584068.79,13823551.091
932368.CSI,20180724,2223.2628,,,,2166.7886,56.4742,2.6064,22256214.92,22971000.278
932368.CSI,20180725,2215.8874,,,,2223.2628,-7.3754,-0.3317,13835710.79,13930740.102
932368.CSI,20180726,2199.2932,,,,2215.8874,-16.5942,-0.7489,11597939.96,12174593.127
932368.CSI,20180727,2201.3244,,,,2199.2932,2.0312,0.0924,9145462.95,9716684.856
932368.CSI,20180730,2220.21,,,,2201.3244,18.8856,0.8579,11453301.67,12931706.55
932368.CSI,20180731,2219.0726,,,,2220.21,-1.1374,-0.0512,9794116.66,10089041.396
932368.CSI,20180801,2181.3193,,,,2219.0726,-37.7533,-1.7013,12690342.74,13402917.842
932368.CSI,20180802,2153.9109,,,,2181.3193,-27.4084,-1.2565,14952089.42,15195283.558
932368.CSI,20180803,2137.2075,,,,2153.9109,-16.7034,-0.7755,10063340.75,10459729.258
932368.CSI,20180806,2118.6403,,,,2137.2075,-18.5672,-0.8688,11795776.54,11652769.122
932368.CSI,20180807,2191.7871,,,,2118.6403,73.1468,3.4525,14573906.09,14062322.353
932368.CSI,20180808,2177.1445,,,,2191.7871,-14.6426,-0.6681,13568837.91,14548994.061
932368.CSI,20180809,2197.6674,,,,2177.1445,20.5229,0.9427,13614735.19,13553133.796
932368.CSI,20180810,2193.1135,,,,2197.6674,-4.5539,-0.2072,9999820.49,10293778.555
932368.CSI,20180813,2192.5565,,,,2193.1135,-0.557,-0.0254,9792643.38,9596080.796
932368.CSI,20180814,2185.2315,,,,2192.5565,-7.325,-0.3341,9773737.39,9966657.565
932368.CSI,20180815,2138.3796,,,,2185.2315,-46.8519,-2.144,9808234.87,10360196.514
932368.CSI,20180816,2131.7217,,,,2138.3796,-6.6579,-0.3114,12695627.32,10984586.89
932368.CSI,20180817,2104.3726,,,,2131.7217,-27.3491,-1.283,10009972.23,9507773.835
932368.CSI,20180820,2145.5975,,,,2104.3726,41.2249,1.959,10520631.64,9915768.512
932368.CSI,20180821,2163.1062,,,,2145.5975,17.5087,0.816,9702156.16,9381743.268
932368.CSI,20180822,2151.4334,,,,2163.1062,-11.6728,-0.5396,7537659.61,7262190.003
932368.CSI,20180823,2147.6853,,,,2151.4334,-3.7481,-0.1742,9236806.92,9217957.584
932368.CSI,20180824,2141.2112,,,,2147.6853,-6.4741,-0.3014,6871365.17,6970092.987
932368.CSI,20180827,2185.2281,,,,2141.2112,44.0169,2.0557,11388038.05,11460501.945
932368.CSI,20180828,2191.7747,,,,2185.2281,6.5466,0.2996,10924204.25,10505220.456
932368.CSI,20180829,2178.5274,,,,2191.7747,-13.2473,-0.6044,8370313.92,7983687.878
932368.CSI,20180830,2157.794,,,,2178.5274,-20.7334,-0.9517,9051498.27,8299314.109
932368.CSI,20180831,2153.6441,,,,2157.794,-4.1499,-0.1923,9590321.88,8806138.439
932368.CSI,20180903,2134.7318,,,,2153.6441,-18.9123,-0.8782,9108215.41,8193507.848
932368.CSI,20180904,2151.398,,,,2134.7318,16.6662,0.7807,8714442.49,8317679.134
932368.CSI,20180905,2112.7852,,,,2151.398,-38.6128,-1.7948,9785231.63,8718094.401
932368.CSI,20180906,2110.7732,,,,2112.7852,-2.012,-0.0952,10105459.67,8501690.286
932368.CSI,20180907,2124.3633,,,,2110.7732,13.5901,0.6438,9078811.5,8615966.982
932368.CSI,20180910,2095.523,,,,2124.3633,-28.8403,-1.3576,8335735.28,8121257.034
932368.CSI,20180911,2077.7664,,,,2095.523,-17.7566,-0.8474,9484610.3,9390772.609
932368.CSI,20180912,2065.3248,,,,2077.7664,-12.4416,-0.5988,8767283.68,8012694.208
932368.CSI,20180913,2084.3092,,,,2065.3248,18.9844,0.9192,9555298.84,8417259.668
932368.CSI,20180914,2083.8248,,,,2084.3092,-0.4844,-0.0232,7859863.07,7117710.271
932368.CSI,20180917,2051.4651,,,,2083.8248,-32.3597,-1.5529,8830410.73,7572532.932
932368.CSI,20180918,2102.3175,,,,2051.4651,50.8524,2.4788,12221962.63,11925018.256
932368.CSI,20180919,2126.8658,,,,2102.3175,24.5483,1.1677,13968429.72,14851036.065
932368.CSI,20180920,2127.6248,,,,2126.8658,0.759,0.0357,10804028.9,11198650.763
932368.CSI,20180921,2182.6303,,,,2127.6248,55.0055,2.5853,14683497.89,15110751.06
932368.CSI,20180925,2167.8361,,,,2182.6303,-14.7942,-0.6778,10215717.22,10205753.363
932368.CSI,20180926,2188.1411,,,,2167.8361,20.305,0.9366,14878512.53,14954211.575
932368.CSI,20180927,2193.8303,,,,2188.1411,5.6892,0.26,10777238.42,10909969.291
932368.CSI,20180928,2205.1618,,,,2193.8303,11.3315,0.5165,11753226.24,11317102.717
932368.CSI,20181008,2117.495,,,,2205.1618,-87.6668,-3.9755,15292141.9,14858558.099
932368.CSI,20181009,2134.9639,,,,2117.495,17.4689,0.825,10965051.16,10616981.834
932368.CSI,20181010,2148.689,,,,2134.9639,13.7251,0.6429,10131150.68,10736991.588
932368.CSI,20181011,2047.6087,,,,2148.689,-101.0803,-4.7043,18096661.36,16342310.474
932368.CSI,20181012,2084.0042,,,,2047.6087,36.3955,1.7775,15079617.11,13966867.413
932368.CSI,20181015,2046.1378,,,,2084.0042,-37.8664,-1.817,10568585.95,10098520.114
932368.CSI,20181016,2031.0499,,,,2046.1378,-15.0879,-0.7374,9936201.76,9373717.329
932368.CSI,20181017,2053.3034,,,,2031.0499,22.2535,1.0957,11068600.38,9966695.422
932368.CSI,20181018,1984.6437,,,,2053.3034,-68.6597,-3.3439,11178015.27,10151781.638
932368.CSI,20181019,2035.0665,,,,1984.6437,50.4228,2.5406,13069333.52,11583445.019
932368.CSI,20181022,2113.7079,,,,2035.0665,78.6414,3.8643,19168723.62,17654905.089
932368.CSI,20181023,2055.5445,,,,2113.7079,-58.1634,-2.7517,14071650.37,14145857.762
932368.CSI,20181024,2062.2289,,,,2055.5445,6.6844,0.3252,11890138.89,10726842.816
932368.CSI,20181025,2054.0122,,,,2062.2289,-8.2167,-0.3984,11718152.45,11152104.566
932368.CSI,20181026,2067.1915,,,,2054.0122,13.1793,0.6416,12121589.55,10814044.868
932368.CSI,20181029,2015.8798,,,,2067.1915,-51.3117,-2.4822,11058682.31,12063375.651
932368.CSI,20181030,2022.0872,,,,2015.8798,6.2074,0.3079,12332662.36,11549960.927
932368.CSI,20181031,2052.9187,,,,2022.0872,30.8315,1.5247,14306290.06,13159093.051
932368.CSI,20181101,2051.5413,,,,2052.9187,-1.3774,-0.0671,16323886.29,15439969.484
932368.CSI,20181102,2094.1679,,,,2051.5413,42.6266,2.0778,18656514.66,18058066.204
932368.CSI,20181105,2079.6651,,,,2094.1679,-14.5028,-0.6925,13223049.38,12051963.255
932368.CSI,20181106,2073.5474,,,,2079.6651,-6.1177,-0.2942,10407388.3,9220082.547
932368.CSI,20181107,2064.3049,,,,2073.5474,-9.2425,-0.4457,14133858.06,11149614.19
932368.CSI,20181108,2062.2029,,,,2064.3049,-2.102,-0.1018,9900001.4,8809164.069
932368.CSI,20181109,2032.8185,,,,2062.2029,-29.3844,-1.4249,8620044.55,7872306.016
932368.CSI,20181112,2049.8433,,,,2032.8185,17.0248,0.8375,10584511.85,9469662.095
932368.CSI,20181113,2055.5509,,,,2049.8433,5.7076,0.2784,13927103.58,11571215.096
932368.CSI,20181114,2038.1149,,,,2055.5509,-17.436,-0.8482,14045199.9,11182386.339
932368.CSI,20181115,2059.601,,,,2038.1149,21.4861,1.0542,12243325.78,10308584.611
932368.CSI,20181116,2055.678,,,,2059.601,-3.923,-0.1905,13515421.55,12171411.22
932368.CSI,20181119,2070.5112,,,,2055.678,14.8332,0.7216,13228837.58,12270479.358
932368.CSI,20181120,2028.1991,,,,2070.5112,-42.3121,-2.0436,12979658.39,11420515.141
932368.CSI,20181121,2027.483,,,,2028.1991,-0.7161,-0.0353,11797877.57,9767423.052
932368.CSI,20181122,2014.8011,,,,2027.483,-12.6819,-0.6255,8150825.96,6932114.111
932368.CSI,20181123,1968.189,,,,2014.8011,-46.6121,-2.3135,11180601.91,8907563.541
932368.CSI,20181126,1957.9791,,,,1968.189,-10.2099,-0.5187,7896854.0,6749432.985
932368.CSI,20181127,1950.1578,,,,1957.9791,-7.8213,-0.3995,6967270.8,6331933.562
932368.CSI,20181128,1971.4469,,,,1950.1578,21.2891,1.0917,7839609.01,6903343.958
932368.CSI,20181129,1944.9864,,,,1971.4469,-26.4605,-1.3422,8411333.69,7503068.464
932368.CSI,20181130,1959.2163,,,,1944.9864,14.2299,0.7316,8339947.31,7549885.97
932368.CSI,20181203,2007.7933,,,,1959.2163,48.577,2.4794,14523127.17,14351853.797
932368.CSI,20181204,2013.488,,,,2007.7933,5.6947,0.2836,10155006.65,9320713.899
932368.CSI,20181205,1996.9642,,,,2013.488,-16.5238,-0.8207,9545782.17,8645481.91
932368.CSI,20181206,1959.8185,,,,1996.9642,-37.1457,-1.8601,9126616.8,9235704.472
932368.CSI,20181207,1970.872,,,,1959.8185,11.0535,0.564,6514526.56,6242840.352
932368.CSI,20181210,1960.8211,,,,1970.872,-10.0509,-0.51,7436090.46,7668321.285
932368.CSI,20181211,1961.1624,,,,1960.8211,0.3413,0.0174,5645008.61,5652296.279
932368.CSI,20181212,1969.7486,,,,1961.1624,8.5862,0.4378,6078716.76,5572398.585
932368.CSI,20181213,1999.5763,,,,1969.7486,29.8277,1.5143,11743206.22,13350528.638
932368.CSI,20181214,1978.1399,,,,1999.5763,-21.4364,-1.072,11058344.87,10097496.245
932368.CSI,20181217,1987.1601,,,,1978.1399,9.0202,0.456,8132779.2,7651935.003
932368.CSI,20181218,1967.6141,,,,1987.1601,-19.546,-0.9836,8224381.31,7590795.372
932368.CSI,20181219,1950.1027,,,,1967.6141,-17.5114,-0.89,7622089.08,7125963.27
932368.CSI,20181220,1940.7111,,,,1950.1027,-9.3916,-0.4816,7605655.01,7084570.971
932368.CSI,20181221,1930.6412,,,,1940.7111,-10.0699,-0.5189,8280698.85,7999840.878
932368.CSI,20181224,1937.7528,,,,1930.6412,7.1116,0.3684,6463021.65,5820195.739
932368.CSI,20181225,1907.9402,,,,1937.7528,-29.8126,-1.5385,9342486.53,8193762.12
932368.CSI,20181226,1897.6906,,,,1907.9402,-10.2496,-0.5372,6230101.01,5849640.425
932368.CSI,20181227,1885.377,,,,1897.6906,-12.3136,-0.6489,11990625.13,9630545.966
932368.CSI,20181228,1886.8988,,,,1885.377,1.5218,0.0807,10177963.47,8237870.909
932368.CSI,20190102,1863.457,,,,1886.8988,-23.4418,-1.2423,9206776.92,8339541.588
932368.CSI,20190103,1859.3405,,,,1863.457,-4.1165,-0.2209,8243670.72,7078519.065
932368.CSI,20190104,1884.7833,,,,1859.3405,25.4428,1.3684,10622493.04,9789810.26
932368.CSI,20190107,1901.9117,,,,1884.7833,17.1284,0.9088,11629707.9,9828557.285
932368.CSI,20190108,1910.843,,,,1901.9117,8.9313,0.4696,8400851.27,6899334.26
932368.CSI,20190109,1928.538,,,,1910.843,17.695,0.926,13665511.56,14395620.247
932368.CSI,20190110,1919.3099,,,,1928.538,-9.2281,-0.4785,9671258.1,8810578.363
932368.CSI,20190111,1935.0318,,,,1919.3099,15.7219,0.8191,8522625.13,7969349.089
932368.CSI,20190114,1935.4071,,,,1935.0318,0.3753,0.0194,9523942.25,7837140.45
932368.CSI,20190115,1954.4457,,,,1935.4071,19.0386,0.9837,9710954.32,10270532.482
932368.CSI,20190116,1958.0258,,,,1954.4457,3.5801,0.1832,8881220.85,9255412.811
932368.CSI,20190117,1952.1038,,,,1958.0258,-5.922,-0.3024,10953077.14,11637198.689
932368.CSI,20190118,1986.587,,,,1952.1038,34.4832,1.7665,14965603.72,13018431.127
932368.CSI,20190121,2008.1818,,,,1986.587,21.5948,1.087,12986989.63,12568601.698
932368.CSI,20190122,1978.0197,,,,2008.1818,-30.1621,-1.502,9917930.59,8903556.144
932368.CSI,20190123,1987.4808,,,,1978.0197,9.4611,0.4783,8746523.1,8383640.828
932368.CSI,20190124,1986.2992,,,,1987.4808,-1.1816,-0.0595,8942784.48,8697050.396
932368.CSI,20190125,1994.7345,,,,1986.2992,8.4353,0.4247,10257019.87,10517462.4
932368.CSI,20190128,2000.0022,,,,1994.7345,5.2677,0.2641,11590791.08,11788577.026
932368.CSI,20190129,2015.0167,,,,2000.0022,15.0145,0.7507,12732305.55,11802693.481
932368.CSI,20190130,2002.2251,,,,2015.0167,-12.7916,-0.6348,9149562.07,8504867.234
932368.CSI,20190131,2020.1932,,,,2002.2251,17.9681,0.8974,11598004.55,10767438.444
932368.CSI,20190201,2039.1908,,,,2020.1932,18.9976,0.9404,10882978.91,10970818.26
932368.CSI,20190211,2059.9789,,,,2039.1908,20.7881,1.0194,14407025.92,13237578.529
932368.CSI,20190212,2069.7271,,,,2059.9789,9.7482,0.4732,14444568.06,13572145.243
932368.CSI,20190213,2109.4159,,,,2069.7271,39.6888,1.9176,21644936.57,18125512.976
932368.CSI,20190214,2103.6246,,,,2109.4159,-5.7913,-0.2745,14795173.97,13603202.32
932368.CSI,20190215,2068.8852,,,,2103.6246,-34.7394,-1.6514,14434471.44,14817692.237
932368.CSI,20190218,2120.5828,,,,2068.8852,51.6976,2.4988,19967729.3,18085624.728
932368.CSI,20190219,2113.1973,,,,2120.5828,-7.3855,-0.3483,19093781.13,17262515.662
