ts_code,trade_date,open,high,low,close,vol
932366.CSI,20250210,,,,2928.5185,31461220.92
932366.CSI,20250207,,,,2932.9696,34963306.46
932366.CSI,20250206,,,,2908.6736,27672517.85
932366.CSI,20250205,,,,2900.7191,28773719.99
932366.CSI,20250127,,,,2951.4995,24018542.13
932366.CSI,20250124,,,,2929.2401,27500462.71
932366.CSI,20250123,,,,2922.5614,29851981.61
932366.CSI,20250122,,,,2919.2265,24834004.62
932366.CSI,20250121,,,,2945.9655,29448524.04
932366.CSI,20250120,,,,2966.5738,29773386.53
932366.CSI,20250117,,,,2977.1966,24785638.61
932366.CSI,20250116,,,,2980.2708,31057269.35
932366.CSI,20250115,,,,2958.4481,26097130.0
932366.CSI,20250114,,,,2980.5149,32251482.09
932366.CSI,20250113,,,,2936.7273,25933973.74
932366.CSI,20250110,,,,2935.0111,25994422.07
932366.CSI,20250109,,,,2963.7426,25613802.44
932366.CSI,20250108,,,,2991.629,34139997.38
932366.CSI,20250107,,,,2978.3363,33620202.09
932366.CSI,20250106,,,,2985.9606,27788615.29
932366.CSI,20250103,,,,3005.0463,33194390.62
932366.CSI,20250102,,,,3013.665,37330835.87
932366.CSI,20241231,,,,3077.7741,32270953.32
932366.CSI,20241230,,,,3082.2721,31439441.03
932366.CSI,20241227,,,,3051.8658,26118558.52
932366.CSI,20241226,,,,3054.7081,23236649.8
932366.CSI,20241225,,,,3075.4491,24619754.63
932366.CSI,20241224,,,,3059.8165,28939655.07
932366.CSI,20241223,,,,3022.7759,32367619.91
932366.CSI,20241220,,,,2986.1568,27313801.08
932366.CSI,20241219,,,,3029.0434,28965932.19
932366.CSI,20241218,,,,3039.063,28505827.36
932366.CSI,20241217,,,,3026.0693,31349315.7
932366.CSI,20241216,,,,3017.1527,31447952.09
932366.CSI,20241213,,,,2994.9569,41414929.55
932366.CSI,20241212,,,,3041.2999,28910350.81
932366.CSI,20241211,,,,3019.9737,30307222.6
932366.CSI,20241210,,,,3007.2448,41561689.83
932366.CSI,20241209,,,,2997.8619,32166534.8
932366.CSI,20241206,,,,2985.9601,27649879.68
932366.CSI,20241205,,,,2958.8303,22792728.11
932366.CSI,20241204,,,,2977.1656,32013115.93
932366.CSI,20241203,,,,2965.8241,28130128.82
932366.CSI,20241202,,,,2947.3742,29714948.28
932366.CSI,20241129,,,,2924.25,25668610.91
932366.CSI,20241128,,,,2901.7788,21595139.59
932366.CSI,20241127,,,,2936.9593,26989532.54
932366.CSI,20241126,,,,2911.1363,23627713.52
932366.CSI,20241125,,,,2928.9621,30812714.59
932366.CSI,20241122,,,,2916.2574,33882372.71
932366.CSI,20241121,,,,2985.2538,27600109.89
932366.CSI,20241120,,,,2981.3179,30440433.27
932366.CSI,20241119,,,,2972.2674,43528633.41
932366.CSI,20241118,,,,2982.0357,57485287.8
932366.CSI,20241115,,,,2983.2926,51224349.69
932366.CSI,20241114,,,,2998.6154,43918567.3
932366.CSI,20241113,,,,3041.7991,45770278.14
932366.CSI,20241112,,,,2988.2071,47672982.74
932366.CSI,20241111,,,,2997.9572,42691289.18
932366.CSI,20241108,,,,2996.7155,44883898.51
932366.CSI,20241107,,,,3026.6089,45805002.21
932366.CSI,20241106,,,,2963.7158,44745485.09
932366.CSI,20241105,,,,2988.055,43282668.56
932366.CSI,20241104,,,,2942.7176,31286338.78
932366.CSI,20241101,,,,2928.8006,48536201.41
932366.CSI,20241031,,,,2897.8296,49173281.0
932366.CSI,20241030,,,,2910.6918,45054165.82
932366.CSI,20241029,,,,2943.9509,31271453.49
932366.CSI,20241028,,,,2984.07,35212994.58
932366.CSI,20241025,,,,2975.9258,33006866.83
932366.CSI,20241024,,,,2965.7328,28509478.99
932366.CSI,20241023,,,,2992.5507,38164292.33
932366.CSI,20241022,,,,2985.3733,36142752.34
932366.CSI,20241021,,,,2971.0066,42525238.0
932366.CSI,20241018,,,,2970.5346,41969938.5
932366.CSI,20241017,,,,2904.7115,27953816.66
932366.CSI,20241016,,,,2946.3599,29204503.46
932366.CSI,20241015,,,,2969.9069,34983420.41
932366.CSI,20241014,,,,3069.1031,41467061.64
932366.CSI,20241011,,,,3013.0759,39906190.21
932366.CSI,20241010,,,,3083.5901,56952606.01
932366.CSI,20241009,,,,3002.6029,70880620.98
932366.CSI,20241008,,,,3272.6224,103332097.42
932366.CSI,20240930,,,,3140.9,81966338.89
932366.CSI,20240927,,,,2917.138,43453413.19
932366.CSI,20240926,,,,2828.1169,37933938.79
932366.CSI,20240925,,,,2745.1745,36129135.89
932366.CSI,20240924,,,,2708.344,31497819.29
932366.CSI,20240923,,,,2613.0338,18512614.97
932366.CSI,20240920,,,,2587.0632,20691564.03
932366.CSI,20240919,,,,2573.7793,23719595.85
932366.CSI,20240918,,,,2557.1231,16171021.49
932366.CSI,20240913,,,,2521.0755,21152303.8
932366.CSI,20240912,,,,2510.45,21554296.3
932366.CSI,20240911,,,,2509.498,25183988.82
932366.CSI,20240910,,,,2529.9994,21260576.51
932366.CSI,20240909,,,,2528.5849,24687327.59
932366.CSI,20240906,,,,2568.3918,17878623.68
932366.CSI,20240905,,,,2589.0517,21981259.85
932366.CSI,20240904,,,,2605.7598,22514283.23
932366.CSI,20240903,,,,2637.644,24947252.2
932366.CSI,20240902,,,,2641.8535,26797367.19
932366.CSI,20240830,,,,2661.2875,37509357.64
932366.CSI,20240829,,,,2636.6212,27708221.97
932366.CSI,20240828,,,,2662.5021,21521399.94
932366.CSI,20240827,,,,2684.8006,21910597.35
932366.CSI,20240826,,,,2667.6657,20477300.29
932366.CSI,20240823,,,,2655.4439,19817450.51
932366.CSI,20240822,,,,2640.4141,21706125.48
932366.CSI,20240821,,,,2632.7224,20373931.58
932366.CSI,20240820,,,,2631.0237,23313105.54
932366.CSI,20240819,,,,2656.1204,21429577.63
932366.CSI,20240816,,,,2646.9456,22007286.23
932366.CSI,20240815,,,,2633.1191,21981891.8
932366.CSI,20240814,,,,2602.346,17081606.77
932366.CSI,20240813,,,,2606.7836,17723452.6
932366.CSI,20240812,,,,2595.0766,17369674.37
932366.CSI,20240809,,,,2602.6403,20603126.83
932366.CSI,20240808,,,,2604.0254,20365575.85
932366.CSI,20240807,,,,2610.8863,21316162.31
932366.CSI,20240806,,,,2599.118,25742086.59
932366.CSI,20240805,,,,2611.4319,32358101.14
932366.CSI,20240802,,,,2665.5589,24123015.32
932366.CSI,20240801,,,,2693.1357,27451026.44
932366.CSI,20240731,,,,2700.3703,35270920.93
932366.CSI,20240730,,,,2671.0841,25497601.03
932366.CSI,20240729,,,,2716.0547,22633285.56
932366.CSI,20240726,,,,2718.3399,30311845.8
932366.CSI,20240725,,,,2716.1358,28749504.16
932366.CSI,20240724,,,,2749.6119,30881887.27
932366.CSI,20240723,,,,2752.8918,28298265.25
932366.CSI,20240722,,,,2796.1136,29882272.32
932366.CSI,20240719,,,,2832.2225,29667019.03
932366.CSI,20240718,,,,2847.5814,29385222.64
932366.CSI,20240717,,,,2807.451,31759121.83
932366.CSI,20240716,,,,2851.8098,30392291.52
932366.CSI,20240715,,,,2836.2565,34273730.81
932366.CSI,20240712,,,,2819.9125,31603615.15
932366.CSI,20240711,,,,2822.3038,37216692.55
932366.CSI,20240710,,,,2800.4301,30137832.73
932366.CSI,20240709,,,,2840.2029,29778706.88
932366.CSI,20240708,,,,2819.7706,24635071.94
932366.CSI,20240705,,,,2811.6516,24174872.73
932366.CSI,20240704,,,,2829.3913,22330513.82
932366.CSI,20240703,,,,2828.749,22340025.48
932366.CSI,20240702,,,,2836.594,25603222.29
932366.CSI,20240701,,,,2829.6721,25189608.99
932366.CSI,20240628,,,,2811.9829,30701669.71
932366.CSI,20240627,,,,2766.7474,27394524.25
932366.CSI,20240626,,,,2769.9186,21605232.41
932366.CSI,20240625,,,,2779.2629,26289825.49
932366.CSI,20240624,,,,2780.7452,26006588.86
932366.CSI,20240621,,,,2779.3918,23759379.37
932366.CSI,20240620,,,,2783.0509,24793794.95
932366.CSI,20240619,,,,2777.3132,22117028.63
932366.CSI,20240618,,,,2771.1328,25388894.71
932366.CSI,20240617,,,,2756.8809,29037650.37
932366.CSI,20240614,,,,2774.0416,26450021.4
932366.CSI,20240613,,,,2778.588,24287854.67
932366.CSI,20240612,,,,2797.0135,28789170.74
932366.CSI,20240611,,,,2764.5832,29523259.93
932366.CSI,20240607,,,,2815.0969,25758917.67
932366.CSI,20240606,,,,2815.6537,28100446.02
932366.CSI,20240605,,,,2783.8646,23047522.92
932366.CSI,20240604,,,,2812.512,27213140.74
932366.CSI,20240603,,,,2809.6609,27744793.71
932366.CSI,20240531,,,,2781.0627,22423987.84
932366.CSI,20240530,,,,2794.8919,25765001.78
932366.CSI,20240529,,,,2826.0391,24003578.3
932366.CSI,20240528,,,,2806.3945,28086744.31
932366.CSI,20240527,,,,2801.3749,27083469.84
932366.CSI,20240524,,,,2747.4614,21474766.47
932366.CSI,20240523,,,,2756.9617,24651312.65
932366.CSI,20240522,,,,2778.3816,26601640.81
932366.CSI,20240521,,,,2788.297,26840326.92
932366.CSI,20240520,,,,2789.2889,35010949.0
932366.CSI,20240517,,,,2754.9681,26260718.29
932366.CSI,20240516,,,,2746.0643,26013314.83
932366.CSI,20240515,,,,2762.6603,22546418.27
932366.CSI,20240514,,,,2774.8806,27147326.0
932366.CSI,20240513,,,,2793.2964,30922722.77
932366.CSI,20240510,,,,2790.6516,28085799.23
932366.CSI,20240509,,,,2786.0609,29534869.57
932366.CSI,20240508,,,,2763.1152,27246851.4
932366.CSI,20240507,,,,2759.9438,33096374.28
932366.CSI,20240506,,,,2750.3399,49238629.56
932366.CSI,20240430,,,,2747.1305,42087253.96
932366.CSI,20240429,,,,2735.685,39605865.32
932366.CSI,20240426,,,,2752.1354,32193454.17
932366.CSI,20240425,,,,2729.9398,23178581.29
932366.CSI,20240424,,,,2717.8216,23943570.75
932366.CSI,20240423,,,,2711.2926,29513378.2
932366.CSI,20240422,,,,2758.461,29823554.29
932366.CSI,20240419,,,,2803.4518,30352490.85
932366.CSI,20240418,,,,2777.9412,31254653.74
932366.CSI,20240417,,,,2797.9897,30795330.04
932366.CSI,20240416,,,,2768.9181,33857690.54
932366.CSI,20240415,,,,2768.2037,36046605.9
932366.CSI,20240412,,,,2690.8233,24745947.43
932366.CSI,20240411,,,,2701.9235,22838787.23
932366.CSI,20240410,,,,2701.8441,23759475.1
932366.CSI,20240409,,,,2698.252,24955508.06
932366.CSI,20240408,,,,2716.9432,33048555.21
932366.CSI,20240403,,,,2725.7987,29678773.99
932366.CSI,20240402,,,,2710.8838,27132436.32
932366.CSI,20240401,,,,2690.1907,37256516.31
932366.CSI,20240329,,,,2683.1625,23560901.84
932366.CSI,20240328,,,,2636.6456,26514982.48
932366.CSI,20240327,,,,2615.3386,24323350.33
932366.CSI,20240326,,,,2621.0068,22187193.44
932366.CSI,20240325,,,,2620.4275,24873798.41
932366.CSI,20240322,,,,2607.6358,25564671.52
932366.CSI,20240321,,,,2621.4551,24580234.5
932366.CSI,20240320,,,,2632.7833,25399055.11
932366.CSI,20240319,,,,2615.2935,25088079.08
932366.CSI,20240318,,,,2620.987,27646686.06
932366.CSI,20240315,,,,2606.5358,25744640.24
932366.CSI,20240314,,,,2611.7152,26699589.58
932366.CSI,20240313,,,,2596.6293,28176279.12
932366.CSI,20240312,,,,2602.9527,37184179.72
932366.CSI,20240311,,,,2661.9159,30576097.42
932366.CSI,20240308,,,,2676.6986,25166728.44
932366.CSI,20240307,,,,2631.7419,27533538.56
932366.CSI,20240306,,,,2616.7443,26026445.49
932366.CSI,20240305,,,,2621.2163,32217034.05
932366.CSI,20240304,,,,2612.2479,33505722.38
932366.CSI,20240301,,,,2557.1192,32943922.23
932366.CSI,20240229,,,,2553.9058,31502299.65
932366.CSI,20240228,,,,2527.6269,35099818.57
932366.CSI,20240227,,,,2551.5075,28272947.11
932366.CSI,20240226,,,,2530.8988,29593568.14
932366.CSI,20240223,,,,2572.3632,28763230.52
932366.CSI,20240222,,,,2601.3702,30566077.94
932366.CSI,20240221,,,,2541.1225,32734311.05
932366.CSI,20240220,,,,2536.8777,28268439.18
932366.CSI,20240219,,,,2523.3359,36845033.36
932366.CSI,20240208,,,,2445.0906,35862114.71
932366.CSI,20240207,,,,2450.0604,42966519.7
932366.CSI,20240206,,,,2424.8486,41340355.52
932366.CSI,20240205,,,,2410.0711,39954886.73
932366.CSI,20240202,,,,2370.7711,33713019.13
932366.CSI,20240201,,,,2369.6126,30836550.98
932366.CSI,20240131,,,,2397.1252,31748405.46
932366.CSI,20240130,,,,2384.1696,29475560.48
932366.CSI,20240129,,,,2412.0215,37062152.0
932366.CSI,20240126,,,,2414.5172,38708000.07
932366.CSI,20240125,,,,2384.9871,41238008.02
932366.CSI,20240124,,,,2294.5594,26651592.42
932366.CSI,20240123,,,,2242.6824,22801621.14
932366.CSI,20240122,,,,2236.1698,26683496.84
932366.CSI,20240119,,,,2266.1439,22597357.58
932366.CSI,20240118,,,,2280.998,31858984.89
932366.CSI,20240117,,,,2265.7887,19644000.41
932366.CSI,20240116,,,,2299.7184,21484413.64
932366.CSI,20240115,,,,2287.6027,19173969.43
932366.CSI,20240112,,,,2266.0867,19320562.07
932366.CSI,20240111,,,,2258.9663,21567289.89
932366.CSI,20240110,,,,2270.951,20848960.39
932366.CSI,20240109,,,,2287.6225,25677896.01
932366.CSI,20240108,,,,2287.72,27104617.84
932366.CSI,20240105,,,,2295.3192,23338180.65
932366.CSI,20240104,,,,2301.0702,23686239.22
932366.CSI,20240103,,,,2292.3623,23402805.93
932366.CSI,20240102,,,,2279.3922,28637728.56
932366.CSI,20231229,,,,2277.1038,24693088.9
932366.CSI,20231228,,,,2258.8151,29272338.79
932366.CSI,20231227,,,,2248.2663,21808730.06
932366.CSI,20231226,,,,2220.965,16557707.36
932366.CSI,20231225,,,,2221.2374,17154732.48
932366.CSI,20231222,,,,2211.2057,23754266.82
932366.CSI,20231221,,,,2188.5888,19157214.68
932366.CSI,20231220,,,,2178.5809,17111933.25
932366.CSI,20231219,,,,2189.6079,15144018.61
932366.CSI,20231218,,,,2180.7277,18367789.66
932366.CSI,20231215,,,,2176.4924,18274191.76
932366.CSI,20231214,,,,2189.0713,16385796.33
932366.CSI,20231213,,,,2190.904,16885111.98
932366.CSI,20231212,,,,2224.1897,18950763.17
932366.CSI,20231211,,,,2216.7962,26182061.93
932366.CSI,20231208,,,,2206.0035,18218777.45
932366.CSI,20231207,,,,2200.4803,15018653.98
932366.CSI,20231206,,,,2204.862,17111560.49
932366.CSI,20231205,,,,2214.7809,16140681.91
932366.CSI,20231204,,,,2246.4484,16829276.58
932366.CSI,20231201,,,,2241.0364,19578886.1
932366.CSI,20231130,,,,2240.7729,19457944.91
932366.CSI,20231129,,,,2223.6264,14839780.42
932366.CSI,20231128,,,,2226.1511,13855086.97
932366.CSI,20231127,,,,2230.3219,16745281.36
932366.CSI,20231124,,,,2237.428,13641644.86
932366.CSI,20231123,,,,2239.1102,12597582.6
932366.CSI,20231122,,,,2225.7745,16542627.05
932366.CSI,20231121,,,,2232.1495,16768534.7
932366.CSI,20231120,,,,2229.8833,14101319.88
932366.CSI,20231117,,,,2229.1385,15396919.61
932366.CSI,20231116,,,,2240.0214,14722859.46
932366.CSI,20231115,,,,2246.5183,15664173.75
932366.CSI,20231114,,,,2234.5338,14494404.93
932366.CSI,20231113,,,,2241.6979,15366442.75
932366.CSI,20231110,,,,2242.8143,14158799.9
932366.CSI,20231109,,,,2241.7703,17597616.21
932366.CSI,20231108,,,,2219.7045,16327607.45
932366.CSI,20231107,,,,2225.0086,17335278.24
932366.CSI,20231106,,,,2227.9731,25132371.52
932366.CSI,20231103,,,,2252.1554,16245841.39
932366.CSI,20231102,,,,2245.6786,16196278.95
932366.CSI,20231101,,,,2243.4105,15837779.45
932366.CSI,20231031,,,,2247.4064,17708186.59
932366.CSI,20231030,,,,2245.499,20548999.31
932366.CSI,20231027,,,,2265.9684,18386474.06
932366.CSI,20231026,,,,2254.1585,18999630.69
932366.CSI,20231025,,,,2255.5416,25429618.71
932366.CSI,20231024,,,,2273.0444,16135263.36
932366.CSI,20231023,,,,2269.5659,13783705.38
932366.CSI,20231020,,,,2289.3629,15736026.0
932366.CSI,20231019,,,,2308.5594,17135935.65
932366.CSI,20231018,,,,2363.6051,15517263.93
932366.CSI,20231017,,,,2367.5484,16218566.62
932366.CSI,20231016,,,,2339.3354,14381643.86
932366.CSI,20231013,,,,2329.9109,13169756.45
932366.CSI,20231012,,,,2336.2338,15254678.2
932366.CSI,20231011,,,,2319.0802,14530192.9
932366.CSI,20231010,,,,2332.6723,13623541.69
932366.CSI,20231009,,,,2362.6132,16833029.32
932366.CSI,20230928,,,,2347.2888,14240017.31
932366.CSI,20230927,,,,2349.5525,15618027.97
932366.CSI,20230926,,,,2352.729,14768686.72
932366.CSI,20230925,,,,2375.9935,14700416.5
932366.CSI,20230922,,,,2378.7284,17638144.98
932366.CSI,20230921,,,,2367.3741,14038207.31
932366.CSI,20230920,,,,2383.781,12869273.13
932366.CSI,20230919,,,,2393.4388,15540324.71
932366.CSI,20230918,,,,2381.3128,17028711.09
932366.CSI,20230915,,,,2384.8519,21082975.51
932366.CSI,20230914,,,,2396.2666,21721659.64
932366.CSI,20230913,,,,2367.5348,15710614.68
932366.CSI,20230912,,,,2357.3384,14265648.19
932366.CSI,20230911,,,,2351.6685,17163955.27
932366.CSI,20230908,,,,2335.1272,16141715.35
932366.CSI,20230907,,,,2353.0092,21416197.74
932366.CSI,20230906,,,,2360.4699,20363100.95
932366.CSI,20230905,,,,2363.9779,23655703.95
932366.CSI,20230904,,,,2371.0454,31978142.65
932366.CSI,20230901,,,,2321.8089,22686304.43
932366.CSI,20230831,,,,2300.1837,22382750.34
932366.CSI,20230830,,,,2301.4969,26432925.57
932366.CSI,20230829,,,,2296.5069,27268982.46
932366.CSI,20230828,,,,2291.2823,32579230.45
932366.CSI,20230825,,,,2256.464,22523433.19
932366.CSI,20230824,,,,2273.6612,24588365.32
932366.CSI,20230823,,,,2274.1775,23828115.06
932366.CSI,20230822,,,,2287.7196,32544706.24
932366.CSI,20230821,,,,2247.0768,18772014.76
932366.CSI,20230818,,,,2265.1056,17519745.93
932366.CSI,20230817,,,,2292.4169,17469927.85
932366.CSI,20230816,,,,2286.2841,18045920.32
932366.CSI,20230815,,,,2316.4321,20044595.83
932366.CSI,20230814,,,,2319.1072,23669579.94
932366.CSI,20230811,,,,2317.8912,26139696.05
932366.CSI,20230810,,,,2356.0661,20885353.28
932366.CSI,20230809,,,,2335.495,17533205.88
932366.CSI,20230808,,,,2352.8537,17944319.25
932366.CSI,20230807,,,,2351.5336,22599074.17
932366.CSI,20230804,,,,2356.6763,32412328.66
932366.CSI,20230803,,,,2337.7796,20307554.99
932366.CSI,20230802,,,,2331.6659,19927289.99
932366.CSI,20230801,,,,2368.1192,23956359.04
932366.CSI,20230731,,,,2363.3237,32620114.95
932366.CSI,20230728,,,,2371.06,26157813.47
932366.CSI,20230727,,,,2336.3447,18450100.84
932366.CSI,20230726,,,,2351.3774,19628690.77
932366.CSI,20230725,,,,2368.1953,26930769.03
932366.CSI,20230724,,,,2327.4442,15689280.18
932366.CSI,20230721,,,,2334.5451,17540066.83
932366.CSI,20230720,,,,2345.7605,21859057.54
932366.CSI,20230719,,,,2364.7145,19044169.62
932366.CSI,20230718,,,,2357.1765,20287506.0
932366.CSI,20230717,,,,2363.5881,25996186.62
932366.CSI,20230714,,,,2404.1938,33717225.81
932366.CSI,20230713,,,,2375.81,26356922.56
932366.CSI,20230712,,,,2334.4012,25441398.56
932366.CSI,20230711,,,,2347.4193,18644347.2
932366.CSI,20230710,,,,2352.0417,24423755.15
932366.CSI,20230707,,,,2347.582,27537560.47
932366.CSI,20230706,,,,2347.5654,20944430.87
932366.CSI,20230705,,,,2360.6455,19801689.62
932366.CSI,20230704,,,,2379.7507,21626604.66
932366.CSI,20230703,,,,2366.9889,27310009.09
932366.CSI,20230630,,,,2328.0156,22811258.26
932366.CSI,20230629,,,,2312.6171,21128923.3
932366.CSI,20230628,,,,2328.0106,23941262.12
932366.CSI,20230627,,,,2357.7283,23800122.75
932366.CSI,20230626,,,,2318.7543,24338215.25
932366.CSI,20230621,,,,2336.4861,25343471.73
932366.CSI,20230620,,,,2371.216,22276593.75
932366.CSI,20230619,,,,2395.1947,27998605.32
932366.CSI,20230616,,,,2400.2568,28161520.77
932366.CSI,20230615,,,,2388.6963,25680197.51
932366.CSI,20230614,,,,2373.0948,25983342.41
932366.CSI,20230613,,,,2367.2287,22265710.08
932366.CSI,20230612,,,,2383.6019,25897509.51
932366.CSI,20230609,,,,2385.1953,27639495.43
932366.CSI,20230608,,,,2372.0237,21516253.15
932366.CSI,20230607,,,,2340.9002,19642422.78
932366.CSI,20230606,,,,2345.8423,25460018.68
932366.CSI,20230605,,,,2348.4754,22771246.33
932366.CSI,20230602,,,,2340.1488,24233937.32
932366.CSI,20230601,,,,2318.9047,26318481.39
932366.CSI,20230531,,,,2320.6951,28967100.91
932366.CSI,20230530,,,,2365.0888,30375481.53
932366.CSI,20230529,,,,2360.153,30065568.91
932366.CSI,20230526,,,,2338.4156,21395363.06
932366.CSI,20230525,,,,2358.7178,26227373.78
932366.CSI,20230524,,,,2370.894,26553390.62
932366.CSI,20230523,,,,2414.7422,23810180.86
932366.CSI,20230522,,,,2446.3508,21651661.82
932366.CSI,20230519,,,,2437.8133,21389343.3
932366.CSI,20230518,,,,2449.1925,23161186.03
932366.CSI,20230517,,,,2433.0549,26178991.6
932366.CSI,20230516,,,,2454.1051,23996312.09
932366.CSI,20230515,,,,2467.2023,35493559.53
932366.CSI,20230512,,,,2454.3191,33505081.17
932366.CSI,20230511,,,,2488.1883,28591441.69
932366.CSI,20230510,,,,2498.8197,33505845.53
932366.CSI,20230509,,,,2529.2238,44619614.33
932366.CSI,20230508,,,,2565.0222,46392032.44
932366.CSI,20230505,,,,2476.5568,40169180.82
932366.CSI,20230504,,,,2492.9607,45426398.59
932366.CSI,20230428,,,,2478.1157,35754290.19
932366.CSI,20230427,,,,2438.484,30019475.28
932366.CSI,20230426,,,,2433.0699,35216390.33
932366.CSI,20230425,,,,2439.5285,36104884.07
932366.CSI,20230424,,,,2437.7487,35681660.96
932366.CSI,20230421,,,,2449.9633,40005923.11
932366.CSI,20230420,,,,2488.1664,37611946.02
932366.CSI,20230419,,,,2481.345,43513810.06
932366.CSI,20230418,,,,2501.0862,36565385.98
932366.CSI,20230417,,,,2483.7394,41123395.53
932366.CSI,20230414,,,,2424.4908,34667339.44
932366.CSI,20230413,,,,2409.1938,36465596.34
932366.CSI,20230412,,,,2420.5766,43792736.73
932366.CSI,20230411,,,,2380.9333,35982995.19
932366.CSI,20230410,,,,2381.9172,35609965.46
932366.CSI,20230407,,,,2369.7303,25601289.91
932366.CSI,20230406,,,,2370.6125,32687119.41
932366.CSI,20230404,,,,2382.64,47067719.06
932366.CSI,20230403,,,,2352.5986,43359212.72
932366.CSI,20230331,,,,2348.7549,35611810.62
932366.CSI,20230330,,,,2353.6018,41557049.85
932366.CSI,20230329,,,,2301.1794,34677555.92
932366.CSI,20230328,,,,2308.3071,34489304.03
932366.CSI,20230327,,,,2311.6985,41889329.02
932366.CSI,20230324,,,,2331.0037,39696411.31
932366.CSI,20230323,,,,2361.075,41905287.02
932366.CSI,20230322,,,,2328.6964,37017651.95
932366.CSI,20230321,,,,2313.7766,35487594.81
932366.CSI,20230320,,,,2315.2814,55864693.83
932366.CSI,20230317,,,,2346.1574,47769423.34
932366.CSI,20230316,,,,2304.2629,38363477.02
932366.CSI,20230315,,,,2356.7539,37692782.25
932366.CSI,20230314,,,,2336.735,42856037.48
932366.CSI,20230313,,,,2355.0369,40658250.32
932366.CSI,20230310,,,,2300.5707,33326248.55
932366.CSI,20230309,,,,2351.4157,32822107.97
932366.CSI,20230308,,,,2346.6889,29953947.41
932366.CSI,20230307,,,,2356.7505,47248890.7
932366.CSI,20230306,,,,2360.5788,39969743.57
932366.CSI,20230303,,,,2374.227,39911487.27
932366.CSI,20230302,,,,2352.4,38593743.96
932366.CSI,20230301,,,,2340.4204,43432872.59
932366.CSI,20230228,,,,2301.2867,31579124.29
932366.CSI,20230227,,,,2282.1546,21745733.89
932366.CSI,20230224,,,,2289.0539,24981316.79
932366.CSI,20230223,,,,2300.2712,28826254.66
932366.CSI,20230222,,,,2301.4969,30817848.12
932366.CSI,20230221,,,,2323.2945,41011989.6
932366.CSI,20230220,,,,2292.0296,39775618.25
932366.CSI,20230217,,,,2226.9753,27745402.2
932366.CSI,20230216,,,,2242.6634,39028827.11
932366.CSI,20230215,,,,2249.8719,32363344.51
932366.CSI,20230214,,,,2254.2431,21988516.79
932366.CSI,20230213,,,,2248.3771,24319861.18
932366.CSI,20230210,,,,2243.4612,20351646.98
932366.CSI,20230209,,,,2259.3862,22270839.98
932366.CSI,20230208,,,,2239.632,20986674.95
932366.CSI,20230207,,,,2254.7823,19790079.72
932366.CSI,20230206,,,,2247.5915,25109447.78
932366.CSI,20230203,,,,2266.5048,26406307.79
932366.CSI,20230202,,,,2292.411,29710849.16
932366.CSI,20230201,,,,2289.2485,34593526.15
932366.CSI,20230131,,,,2264.2538,34908423.59
932366.CSI,20230130,,,,2263.0442,44294819.98
932366.CSI,20230120,,,,2273.8963,38495112.13
932366.CSI,20230119,,,,2232.6856,24852334.71
932366.CSI,20230118,,,,2227.3247,21454869.32
932366.CSI,20230117,,,,2218.8365,20357891.99
932366.CSI,20230116,,,,2226.005,28455291.69
932366.CSI,20230113,,,,2219.8826,22239822.25
932366.CSI,20230112,,,,2202.7991,24899263.78
932366.CSI,20230111,,,,2195.7529,25913233.23
932366.CSI,20230110,,,,2165.3638,22210815.48
932366.CSI,20230109,,,,2172.7747,27939638.84
932366.CSI,20230106,,,,2165.7934,29078999.39
932366.CSI,20230105,,,,2157.1295,26787641.93
932366.CSI,20230104,,,,2142.8851,25195260.55
932366.CSI,20230103,,,,2153.0701,25725697.1
932366.CSI,20221230,,,,2129.3142,14894058.4
932366.CSI,20221229,,,,2120.2315,16700260.35
932366.CSI,20221228,,,,2149.106,18840270.62
932366.CSI,20221227,,,,2155.9955,15069341.05
932366.CSI,20221226,,,,2131.3399,15526347.45
932366.CSI,20221223,,,,2128.6265,16824406.22
932366.CSI,20221222,,,,2125.6472,20303893.67
932366.CSI,20221221,,,,2140.4075,13454379.37
932366.CSI,20221220,,,,2147.3788,17163572.84
932366.CSI,20221219,,,,2165.7444,24092179.68
932366.CSI,20221216,,,,2215.2987,20725936.83
932366.CSI,20221215,,,,2196.1827,20159045.29
932366.CSI,20221214,,,,2218.2756,25159166.51
932366.CSI,20221213,,,,2248.8095,21980889.32
932366.CSI,20221212,,,,2249.9456,30757281.44
932366.CSI,20221209,,,,2287.0017,36020639.74
932366.CSI,20221208,,,,2274.5682,28307324.8
932366.CSI,20221207,,,,2281.8968,38787548.26
932366.CSI,20221206,,,,2296.6526,41025970.18
932366.CSI,20221205,,,,2304.9087,57521152.42
932366.CSI,20221202,,,,2228.8285,26636074.87
932366.CSI,20221201,,,,2246.2499,42698427.66
932366.CSI,20221130,,,,2236.5387,36377105.67
932366.CSI,20221129,,,,2211.027,32680335.83
932366.CSI,20221128,,,,2182.5136,30359640.81
932366.CSI,20221125,,,,2198.916,34888068.71
932366.CSI,20221124,,,,2161.2465,23278677.05
932366.CSI,20221123,,,,2176.2771,37204090.93
932366.CSI,20221122,,,,2158.2823,36685769.34
932366.CSI,20221121,,,,2115.8832,20840284.76
932366.CSI,20221118,,,,2131.0168,27112318.39
932366.CSI,20221117,,,,2138.6754,23548684.9
932366.CSI,20221116,,,,2156.8572,27640371.57
