rb_date,next_rb,ret,nav,n_valid
2016-06-13,2016-09-12,0.10497860709600113,1.104978607096001,50
2016-09-12,2016-12-12,0.12167019166426235,1.2394215660062813,50
2016-12-12,2017-03-13,0.03732709305846789,1.2856855701392698,50
2017-03-13,2017-06-12,0.14019685210902924,1.465934639874798,50
2017-06-12,2017-09-11,0.033308660061155716,1.5147629584662603,50
2017-09-11,2017-12-11,0.09116044830184908,1.6528494288310798,50
2017-12-11,2018-03-12,0.020995069629571133,1.6875511176765852,50
2018-03-12,2018-06-11,-0.03339314333526782,1.6311984813184197,50
2018-06-11,2018-09-17,-0.07039232970294852,1.5163746200105046,50
2018-09-17,2018-12-17,-0.004010964122684615,1.510292495813093,50
2018-12-17,2019-03-11,0.10544578675040232,1.6695464762573333,50
2019-03-11,2019-06-17,-0.036336586196645655,1.6088808568135027,50
2019-06-17,2019-09-16,0.04362398923593197,1.679066657993032,50
2019-09-16,2019-12-16,-0.011202825919334,1.6602563665165782,50
2019-12-16,2020-03-16,-0.09776971601001166,1.4979335730584384,50
2020-03-16,2020-06-15,-0.020286859028732136,1.4675452058273968,50
2020-06-15,2020-09-14,0.1900270081227357,1.7464184305756414,50
2020-09-14,2020-12-14,0.03398637509059034,1.8057728624223055,50
2020-12-14,2021-03-15,0.10878626251699645,2.0022161430798464,50
2021-03-15,2021-06-14,-0.0032519297968628606,1.9957050767444053,50
2021-06-14,2021-09-13,0.16263126763257996,2.320269123196123,50
2021-09-13,2021-12-13,-0.05404091217269619,2.194879663292463,50
2021-12-13,2022-03-14,-0.05262339653359332,2.079377640427504,50
2022-03-14,2022-06-13,0.053717131854753686,2.1910758433141746,50
2022-06-13,2022-09-12,0.021082658558703924,2.2372695471949915,50
2022-09-12,2022-12-12,0.005848962453479383,2.250355252774848,50
2022-12-12,2023-03-13,0.09501905148249497,2.464181874392164,50
2023-03-13,2023-06-12,0.023607069233216052,2.5223539865041755,50
2023-06-12,2023-09-11,0.03306063382037147,2.605744608017344,50
2023-09-11,2023-12-11,-0.053753642251199676,2.465676344559987,50
2023-12-11,2024-03-11,0.17283816002805671,2.8918393071784396,50
2024-03-11,2024-06-17,0.04980765032033367,3.0358750281729794,50
2024-06-17,2024-09-16,-0.06326997285275052,2.843795297556132,50
2024-09-16,2024-12-16,0.16689765820848915,3.318418073142564,50
2024-12-16,2025-03-17,-0.030653400502350957,3.216697274912285,50
2025-03-17,2025-06-16,0.027200374034248426,3.3041926439448464,50
2025-06-16,2025-09-15,0.11121580359306153,3.671671084067455,50
2025-09-15,2025-12-15,0.02985798196517387,3.7812997730775915,50
2025-12-15,2026-03-16,0.09951683405924752,4.157602755123225,50
2026-03-16,2026-06-04,-0.052628769415796556,3.9387932384013644,50
