trade_date,close
20161230,3310.0808
20161229,3297.7648
20161228,3301.8887
20161227,3316.3852
20161226,3322.4006
20161223,3307.5991
20161222,3335.672
20161221,3338.536
20161220,3309.0641
20161219,3328.9827
20161216,3346.0305
20161215,3340.4338
20161214,3378.9453
20161213,3405.0355
20161212,3409.1794
20161209,3493.7004
20161208,3470.1426
20161207,3475.7473
20161206,3459.1533
20161205,3469.4073
20161202,3528.9547
20161201,3565.036
20161130,3538.001
20161129,3564.0404
20161128,3535.0807
20161125,3521.2984
20161124,3488.7402
20161123,3474.7289
20161122,3468.3637
20161121,3441.1106
20161118,3417.4554
20161117,3436.535
20161116,3429.5921
20161115,3429.8697
20161114,3430.2482
20161111,3417.2211
20161110,3390.6119
20161109,3353.0547
20161108,3371.1177
20161107,3356.5916
20161104,3354.1749
20161103,3365.085
20161102,3333.3524
20161101,3359.0515
20161031,3336.2778
20161028,3340.1262
20161027,3345.695
20161026,3354.8003
20161025,3367.4547
20161024,3367.5778
20161021,3327.74
20161020,3318.6044
20161019,3316.2407
20161018,3321.3324
20161017,3277.8787
20161014,3305.8481
20161013,3302.6455
20161012,3300.0099
20161011,3306.5573
20161010,3293.8689
20160930,3253.2848
20160929,3244.3874
20160928,3230.8904
20160927,3240.7546
20160926,3220.2838
20160923,3275.6665
20160922,3291.1211
20160921,3266.6363
20160920,3257.4034
20160919,3263.1242
20160914,3238.7299
20160913,3260.333
20160912,3262.6043
20160909,3318.044
20160908,3339.564
20160907,3340.8172
20160906,3342.6259
20160905,3319.6803
20160902,3314.1142
20160901,3301.5767
20160831,3327.7938
20160830,3311.9872
20160829,3307.7812
20160826,3307.0902
20160825,3308.9721
20160824,3329.8631
20160823,3341.8298
20160822,3336.7949
20160819,3365.0197
20160818,3364.4851
20160817,3373.0476
20160816,3378.2451
20160815,3393.4239
20160812,3294.2337
20160811,3233.3604
20160810,3243.3409
20160809,3256.9813
20160808,3234.1833
20160805,3205.1101
20160804,3201.2888
20160803,3193.5073
20160802,3189.0529
20160801,3176.8091
20160729,3203.9304
20160728,3221.1365
20160727,3218.243
20160726,3269.5882
20160725,3230.885
20160722,3225.1621
20160721,3252.5227
20160720,3237.6051
20160719,3248.2341
20160718,3262.0222
20160715,3276.2775
20160714,3276.7637
20160713,3282.8681
20160712,3273.1823
20160711,3203.3298
20160708,3192.2804
20160707,3209.9542
20160706,3216.8035
20160705,3207.3827
20160704,3204.6962
20160701,3154.2003
20160630,3153.921
20160629,3151.3898
20160628,3136.4013
20160627,3120.5443
20160624,3077.1554
20160623,3117.3168
20160622,3133.9611
20160621,3106.3175
20160620,3112.6744
20160617,3110.3572
20160616,3094.6748
20160615,3116.3682
20160614,3075.9834
20160613,3066.3413
20160608,3163.9864
20160607,3177.0536
20160606,3178.7883
20160603,3189.3255
20160602,3167.0997
20160601,3160.547
20160531,3169.5598
20160530,3066.7095
20160527,3062.4993
20160526,3064.2111
20160525,3059.2259
20160524,3063.5556
20160523,3087.2225
20160520,3078.2183
20160519,3062.5002
20160518,3068.0358
20160517,3086.0249
20160516,3095.3085
20160513,3074.9351
20160512,3090.1372
20160511,3082.8086
20160510,3069.1124
20160509,3065.6154
20160506,3130.3544
20160505,3213.9199
20160504,3209.4614
20160503,3213.5397
20160429,3156.7451
20160428,3160.5809
20160427,3165.9156
20160426,3179.1605
20160425,3162.0331
20160422,3174.9012
20160421,3160.6033
20160420,3181.0264
20160419,3238.3029
20160418,3228.4531
20160415,3272.2053
20160414,3275.8321
20160413,3261.3831
20160412,3218.4497
20160411,3230.0957
20160408,3185.7258
20160407,3209.2902
20160406,3257.5276
20160405,3264.4858
20160401,3221.8948
20160331,3218.0879
20160330,3216.2753
20160329,3135.4098
20160328,3169.7283
20160325,3197.8169
20160324,3181.8507
20160323,3236.0924
20160322,3225.7903
20160321,3249.4372
20160318,3171.963
20160317,3124.2039
20160316,3090.0328
20160315,3074.7796
20160314,3065.6904
20160311,3018.2844
