ts_code,trade_date,close,pre_close,pct_chg
000906.SH,20150529,5736.511,5713.429,0.404
000906.SH,20150601,6021.969,5736.511,4.9762
000906.SH,20150602,6162.932,6021.969,2.3408
000906.SH,20150603,6164.605,6162.932,0.0271
000906.SH,20150604,6192.989,6164.605,0.4604
000906.SH,20150605,6265.077,6192.989,1.164
000906.SH,20150608,6345.764,6265.077,1.2879
000906.SH,20150609,6312.99,6345.764,-0.5165
000906.SH,20150610,6340.7046,6312.99,0.439
000906.SH,20150611,6366.7751,6340.7046,0.4112
000906.SH,20150612,6422.0673,6366.7751,0.8684
000906.SH,20150615,6290.7695,6422.0673,-2.0445
000906.SH,20150616,6082.5459,6290.7695,-3.31
000906.SH,20150617,6182.2004,6082.5459,1.6384
000906.SH,20150618,5945.7278,6182.2004,-3.8251
000906.SH,20150619,5573.4388,5945.7278,-6.2615
000906.SH,20150623,5706.9146,5573.4388,2.3949
000906.SH,20150624,5823.1177,5706.9146,2.0362
000906.SH,20150625,5616.6146,5823.1177,-3.5463
000906.SH,20150626,5166.2034,5616.6146,-8.0193
000906.SH,20150629,4943.367,5166.2034,-4.3133
000906.SH,20150630,5249.5186,4943.367,6.1932
000906.SH,20150701,4981.6001,5249.5186,-5.1037
000906.SH,20150702,4761.3387,4981.6001,-4.4215
000906.SH,20150703,4494.1997,4761.3387,-5.6106
000906.SH,20150706,4566.627,4494.1997,1.6116
000906.SH,20150707,4426.1193,4566.627,-3.0768
000906.SH,20150708,4178.8567,4426.1193,-5.5864
000906.SH,20150709,4424.0775,4178.8567,5.8681
000906.SH,20150710,4657.5344,4424.0775,5.277
000906.SH,20150713,4823.0118,4657.5344,3.5529
000906.SH,20150714,4768.9272,4823.0118,-1.1214
000906.SH,20150715,4569.7441,4768.9272,-4.1767
000906.SH,20150716,4625.2133,4569.7441,1.2138
000906.SH,20150717,4825.0894,4625.2133,4.3214
000906.SH,20150720,4853.8249,4825.0894,0.5955
000906.SH,20150721,4876.371,4853.8249,0.4645
000906.SH,20150722,4886.408,4876.371,0.2058
000906.SH,20150723,5004.1908,4886.408,2.4104
000906.SH,20150724,4920.4614,5004.1908,-1.6732
000906.SH,20150727,4514.9335,4920.4614,-8.2417
000906.SH,20150728,4483.4937,4514.9335,-0.6964
000906.SH,20150729,4647.0642,4483.4937,3.6483
000906.SH,20150730,4513.3013,4647.0642,-2.8784
000906.SH,20150731,4501.5725,4513.3013,-0.2599
000906.SH,20150803,4479.4253,4501.5725,-0.492
000906.SH,20150804,4647.7243,4479.4253,3.7572
000906.SH,20150805,4562.633,4647.7243,-1.8308
000906.SH,20150806,4525.411,4562.633,-0.8158
000906.SH,20150807,4626.0276,4525.411,2.2234
000906.SH,20150810,4839.0369,4626.0276,4.6046
000906.SH,20150811,4831.5723,4839.0369,-0.1543
000906.SH,20150812,4772.5406,4831.5723,-1.2218
000906.SH,20150813,4856.0938,4772.5406,1.7507
000906.SH,20150814,4870.3092,4856.0938,0.2927
000906.SH,20150817,4907.8688,4870.3092,0.7712
000906.SH,20150818,4584.337,4907.8688,-6.5921
000906.SH,20150819,4665.8382,4584.337,1.7778
000906.SH,20150820,4511.9885,4665.8382,-3.2974
000906.SH,20150821,4293.8109,4511.9885,-4.8355
000906.SH,20150824,3928.5103,4293.8109,-8.5076
000906.SH,20150825,3644.7947,3928.5103,-7.222
000906.SH,20150826,3588.2899,3644.7947,-1.5503
000906.SH,20150827,3774.997,3588.2899,5.2032
000906.SH,20150828,3955.333,3774.997,4.7771
000906.SH,20150831,3929.8969,3955.333,-0.6431
000906.SH,20150901,3854.5331,3929.8969,-1.9177
000906.SH,20150902,3849.52,3854.5331,-0.1301
000906.SH,20150907,3757.7454,3849.52,-2.3841
000906.SH,20150908,3867.0921,3757.7454,2.9099
000906.SH,20150909,3951.7423,3867.0921,2.189
000906.SH,20150910,3897.9522,3951.7423,-1.3612
000906.SH,20150911,3898.5884,3897.9522,0.0163
000906.SH,20150914,3766.8032,3898.5884,-3.3803
000906.SH,20150915,3600.7212,3766.8032,-4.4091
000906.SH,20150916,3796.1609,3600.7212,5.4278
000906.SH,20150917,3715.6144,3796.1609,-2.1218
000906.SH,20150918,3739.8543,3715.6144,0.6524
000906.SH,20150921,3824.1289,3739.8543,2.2534
000906.SH,20150922,3857.5087,3824.1289,0.8729
000906.SH,20150923,3782.2212,3857.5087,-1.9517
000906.SH,20150924,3816.1388,3782.2212,0.8968
000906.SH,20150925,3736.299,3816.1388,-2.0922
000906.SH,20150928,3764.5909,3736.299,0.7572
000906.SH,20150929,3691.5355,3764.5909,-1.9406
000906.SH,20150930,3714.9701,3691.5355,0.6348
000906.SH,20151008,3835.6154,3714.9701,3.2475
000906.SH,20151009,3888.682,3835.6154,1.3835
000906.SH,20151012,4020.9311,3888.682,3.4009
000906.SH,20151013,4033.2292,4020.9311,0.3059
000906.SH,20151014,3987.5268,4033.2292,-1.1331
000906.SH,20151015,4089.9009,3987.5268,2.5674
000906.SH,20151016,4149.57,4089.9009,1.4589
000906.SH,20151019,4149.6339,4149.57,0.0015
000906.SH,20151020,4205.5877,4149.6339,1.3484
000906.SH,20151021,4041.0392,4205.5877,-3.9126
000906.SH,20151022,4127.207,4041.0392,2.1323
000906.SH,20151023,4196.0961,4127.207,1.6691
000906.SH,20151026,4219.4426,4196.0961,0.5564
000906.SH,20151027,4230.2049,4219.4426,0.2551
000906.SH,20151028,4142.2366,4230.2049,-2.0795
000906.SH,20151029,4159.62,4142.2366,0.4197
000906.SH,20151030,4156.0863,4159.62,-0.085
000906.SH,20151102,4082.1728,4156.0863,-1.7784
000906.SH,20151103,4070.6708,4082.1728,-0.2818
000906.SH,20151104,4266.0664,4070.6708,4.8001
000906.SH,20151105,4331.6055,4266.0664,1.5363
000906.SH,20151106,4433.5536,4331.6055,2.3536
000906.SH,20151109,4489.2847,4433.5536,1.257
000906.SH,20151110,4488.825,4489.2847,-0.0102
000906.SH,20151111,4508.2362,4488.825,0.4324
000906.SH,20151112,4476.1496,4508.2362,-0.7117
000906.SH,20151113,4415.4809,4476.1496,-1.3554
000906.SH,20151116,4456.6744,4415.4809,0.9329
000906.SH,20151117,4440.0143,4456.6744,-0.3738
000906.SH,20151118,4383.1274,4440.0143,-1.2812
000906.SH,20151119,4465.601,4383.127,1.8816
000906.SH,20151120,4480.3617,4465.601,0.3305
000906.SH,20151123,4452.1497,4480.3617,-0.6297
000906.SH,20151124,4462.0555,4452.1497,0.2225
000906.SH,20151125,4506.5348,4462.0555,0.9968
000906.SH,20151126,4479.7846,4506.5348,-0.5936
000906.SH,20151127,4225.6996,4479.7846,-5.6718
000906.SH,20151130,4239.1057,4225.6996,0.3173
000906.SH,20151201,4266.2065,4239.1057,0.6393
000906.SH,20151202,4367.3629,4266.2065,2.3711
000906.SH,20151203,4418.6171,4367.3629,1.1736
000906.SH,20151204,4349.0558,4418.6171,-1.5743
000906.SH,20151207,4373.0846,4349.0558,0.5525
000906.SH,20151208,4285.2028,4373.0846,-2.0096
000906.SH,20151209,4290.7042,4285.2028,0.1284
000906.SH,20151210,4275.884,4290.7042,-0.3454
000906.SH,20151211,4253.1075,4275.884,-0.5327
000906.SH,20151214,4364.4878,4253.1075,2.6188
000906.SH,20151215,4360.7359,4364.4878,-0.086
000906.SH,20151216,4358.9339,4360.7359,-0.0413
000906.SH,20151217,4449.871,4358.9339,2.0862
000906.SH,20151218,4456.7369,4449.871,0.1543
000906.SH,20151221,4552.988,4456.737,2.1597
000906.SH,20151222,4573.8942,4552.988,0.4592
000906.SH,20151223,4550.6183,4573.8942,-0.5089
000906.SH,20151224,4516.6948,4550.6183,-0.7455
000906.SH,20151225,4530.8472,4516.6948,0.3133
000906.SH,20151228,4406.6619,4530.8472,-2.7409
000906.SH,20151229,4447.3521,4406.6619,0.9234
000906.SH,20151230,4461.879,4447.3521,0.3266
000906.SH,20151231,4411.9755,4461.879,-1.1184
000906.SH,20160104,4084.6002,4411.9755,-7.4202
000906.SH,20160105,4075.974,4084.6002,-0.2112
000906.SH,20160106,4157.2277,4075.974,1.9935
000906.SH,20160107,3848.8957,4157.2277,-7.4168
000906.SH,20160108,3923.2049,3848.8957,1.9307
000906.SH,20160111,3706.138,3923.2049,-5.5329
000906.SH,20160112,3726.6516,3706.138,0.5535
000906.SH,20160113,3639.8816,3726.6516,-2.3284
000906.SH,20160114,3729.3636,3639.8816,2.4584
000906.SH,20160115,3604.0069,3729.3636,-3.3613
000906.SH,20160118,3628.9464,3604.0069,0.692
000906.SH,20160119,3743.4342,3628.9464,3.1548
000906.SH,20160120,3693.035,3743.4342,-1.3463
000906.SH,20160121,3572.1116,3693.035,-3.2744
000906.SH,20160122,3615.0716,3572.1116,1.2026
000906.SH,20160125,3638.4801,3615.0716,0.6475
000906.SH,20160126,3403.7965,3638.4801,-6.45
000906.SH,20160127,3382.1626,3403.7965,-0.6356
000906.SH,20160128,3276.2691,3382.1626,-3.1309
000906.SH,20160129,3387.1124,3276.2691,3.3832
000906.SH,20160201,3337.7989,3387.1124,-1.4559
000906.SH,20160202,3420.4224,3337.7989,2.4754
000906.SH,20160203,3414.164,3420.4224,-0.183
000906.SH,20160204,3463.521,3414.164,1.4457
000906.SH,20160205,3436.1635,3463.521,-0.7899
000906.SH,20160215,3422.8134,3436.1635,-0.3885
000906.SH,20160216,3538.4833,3422.8134,3.3794
000906.SH,20160217,3572.2556,3538.4833,0.9544
000906.SH,20160218,3561.8272,3572.2556,-0.2919
000906.SH,20160219,3564.0517,3561.8272,0.0625
000906.SH,20160222,3641.283,3564.0517,2.167
000906.SH,20160223,3611.1742,3641.283,-0.8269
000906.SH,20160224,3634.9219,3611.1742,0.6576
000906.SH,20160225,3392.4252,3634.9219,-6.6713
000906.SH,20160226,3420.5215,3392.4252,0.8282
000906.SH,20160229,3309.7601,3420.5215,-3.2381
000906.SH,20160301,3375.27,3309.7601,1.9793
000906.SH,20160302,3523.7971,3375.27,4.4005
000906.SH,20160303,3533.8348,3523.7971,0.2849
000906.SH,20160304,3535.4706,3533.8348,0.0463
000906.SH,20160307,3567.6359,3535.4706,0.9098
000906.SH,20160308,3572.0462,3567.6359,0.1236
000906.SH,20160309,3516.6148,3572.0462,-1.5518
000906.SH,20160310,3451.533,3516.6148,-1.8507
000906.SH,20160311,3453.4592,3451.533,0.0558
000906.SH,20160314,3524.5224,3453.4592,2.0577
000906.SH,20160315,3523.0005,3524.5224,-0.0432
000906.SH,20160316,3521.9004,3523.0005,-0.0312
000906.SH,20160317,3582.3759,3521.9004,1.7171
000906.SH,20160318,3657.569,3582.376,2.099
000906.SH,20160321,3747.7731,3657.569,2.4662
000906.SH,20160322,3724.1096,3747.7731,-0.6314
000906.SH,20160323,3740.2601,3724.1096,0.4337
000906.SH,20160324,3677.9252,3740.2601,-1.6666
000906.SH,20160325,3701.4741,3677.9252,0.6403
000906.SH,20160328,3671.3891,3701.4741,-0.8128
000906.SH,20160329,3622.7029,3671.3891,-1.3261
000906.SH,20160330,3727.2587,3622.7029,2.8861
000906.SH,20160331,3731.9846,3727.2587,0.1268
000906.SH,20160401,3729.5816,3731.9846,-0.0644
000906.SH,20160405,3793.2189,3729.5816,1.7063
000906.SH,20160406,3794.0156,3793.2189,0.021
000906.SH,20160407,3737.6884,3794.0156,-1.4846
000906.SH,20160408,3707.6815,3737.6884,-0.8028
000906.SH,20160411,3768.0976,3707.6815,1.6295
000906.SH,20160412,3749.4205,3768.0976,-0.4957
000906.SH,20160413,3800.8587,3749.4205,1.3719
000906.SH,20160414,3822.9172,3800.8587,0.5804
000906.SH,20160415,3816.8432,3822.9172,-0.1589
000906.SH,20160418,3762.6704,3816.8432,-1.4193
000906.SH,20160419,3775.5377,3762.6704,0.342
000906.SH,20160420,3677.9765,3775.5377,-2.584
000906.SH,20160421,3652.0924,3677.9765,-0.7038
000906.SH,20160422,3671.0186,3652.0924,0.5182
000906.SH,20160425,3654.5729,3671.0186,-0.448
000906.SH,20160426,3680.7791,3654.5729,0.7171
000906.SH,20160427,3664.5822,3680.7791,-0.44
000906.SH,20160428,3655.5409,3664.5822,-0.2467
000906.SH,20160429,3651.5521,3655.5409,-0.1091
000906.SH,20160503,3730.3426,3651.5521,2.1577
000906.SH,20160504,3727.402,3730.3426,-0.0788
000906.SH,20160505,3737.0767,3727.402,0.2596
000906.SH,20160506,3625.6005,3737.0767,-2.983
000906.SH,20160509,3533.9246,3625.6005,-2.5286
000906.SH,20160510,3535.96,3533.9246,0.0576
000906.SH,20160511,3544.4834,3535.96,0.241
000906.SH,20160512,3551.0446,3544.4834,0.1851
000906.SH,20160513,3536.4052,3551.0446,-0.4123
000906.SH,20160516,3570.4969,3536.4052,0.964
000906.SH,20160517,3558.9464,3570.4969,-0.3235
000906.SH,20160518,3516.0618,3558.9464,-1.205
000906.SH,20160519,3517.7864,3516.0618,0.049
000906.SH,20160520,3542.389,3517.7864,0.6994
000906.SH,20160523,3563.3103,3542.389,0.5906
000906.SH,20160524,3532.1518,3563.3103,-0.8744
000906.SH,20160525,3523.6507,3532.1518,-0.2407
000906.SH,20160526,3532.9042,3523.6507,0.2626
000906.SH,20160527,3530.65,3532.9042,-0.0638
000906.SH,20160530,3529.1185,3530.65,-0.0434
000906.SH,20160531,3655.3274,3529.1185,3.5762
000906.SH,20160601,3652.5906,3655.3274,-0.0749
000906.SH,20160602,3665.0586,3652.5906,0.3413
000906.SH,20160603,3686.6312,3665.0586,0.5886
000906.SH,20160606,3681.3665,3686.6312,-0.1428
000906.SH,20160607,3678.7929,3681.3665,-0.0699
000906.SH,20160608,3664.2594,3678.7929,-0.3951
000906.SH,20160613,3534.5088,3664.2594,-3.541
000906.SH,20160614,3545.3039,3534.5088,0.3054
000906.SH,20160615,3612.6894,3545.3039,1.9007
000906.SH,20160616,3591.0258,3612.6894,-0.5997
000906.SH,20160617,3609.8924,3591.0258,0.5254
000906.SH,20160620,3615.6508,3609.8924,0.1595
000906.SH,20160621,3597.9704,3615.6508,-0.489
000906.SH,20160622,3637.1692,3597.9704,1.0895
000906.SH,20160623,3618.071,3637.1692,-0.5251
000906.SH,20160624,3571.9073,3618.071,-1.2759
000906.SH,20160627,3632.7159,3571.9073,1.7024
000906.SH,20160628,3657.1072,3632.7159,0.6714
000906.SH,20160629,3671.5806,3657.1072,0.3958
000906.SH,20160630,3674.2338,3671.5806,0.0723
000906.SH,20160701,3672.2818,3674.2338,-0.0531
000906.SH,20160704,3735.1722,3672.2818,1.7126
000906.SH,20160705,3744.2078,3735.1722,0.2419
000906.SH,20160706,3756.9319,3744.2078,0.3398
000906.SH,20160707,3755.4557,3756.9319,-0.0393
000906.SH,20160708,3737.4842,3755.4557,-0.4785
000906.SH,20160711,3748.7525,3737.4842,0.3015
000906.SH,20160712,3820.4806,3748.7525,1.9134
000906.SH,20160713,3837.7044,3820.4806,0.4508
000906.SH,20160714,3834.3943,3837.7044,-0.0863
000906.SH,20160715,3831.3467,3834.3943,-0.0795
000906.SH,20160718,3814.5092,3831.3467,-0.4395
000906.SH,20160719,3806.9404,3814.5092,-0.1984
000906.SH,20160720,3795.7637,3806.9404,-0.2936
000906.SH,20160721,3812.3816,3795.7637,0.4378
000906.SH,20160722,3780.751,3812.3816,-0.8297
000906.SH,20160725,3788.6474,3780.751,0.2089
000906.SH,20160726,3835.6574,3788.6474,1.2408
000906.SH,20160727,3745.6851,3835.6574,-2.3457
000906.SH,20160728,3750.5833,3745.6851,0.1308
000906.SH,20160729,3729.2649,3750.5833,-0.5684
000906.SH,20160801,3690.2061,3729.2649,-1.0474
000906.SH,20160802,3710.9312,3690.2061,0.5616
000906.SH,20160803,3719.9892,3710.9312,0.2441
000906.SH,20160804,3733.5616,3719.9892,0.3649
000906.SH,20160805,3730.2939,3733.5616,-0.0875
000906.SH,20160808,3769.8136,3730.2939,1.0594
000906.SH,20160809,3797.5621,3769.8136,0.7361
000906.SH,20160810,3782.2546,3797.5621,-0.4031
000906.SH,20160811,3757.4083,3782.2546,-0.6569
000906.SH,20160812,3820.0522,3757.4083,1.6672
000906.SH,20160815,3926.6535,3820.0522,2.7906
000906.SH,20160816,3919.142,3926.6535,-0.1913
000906.SH,20160817,3918.472,3919.142,-0.0171
000906.SH,20160818,3911.8978,3918.472,-0.1678
000906.SH,20160819,3913.998,3911.8978,0.0537
000906.SH,20160822,3876.6705,3913.998,-0.9537
000906.SH,20160823,3882.275,3876.6705,0.1446
000906.SH,20160824,3873.7262,3882.275,-0.2202
000906.SH,20160825,3847.2157,3873.7262,-0.6844
000906.SH,20160826,3850.8197,3847.2157,0.0937
000906.SH,20160829,3854.4401,3850.8197,0.094
000906.SH,20160830,3857.5289,3854.4401,0.0801
000906.SH,20160831,3871.8927,3857.5289,0.3724
000906.SH,20160901,3841.0166,3871.8927,-0.7974
000906.SH,20160902,3846.7208,3841.0166,0.1485
000906.SH,20160905,3857.5827,3846.7208,0.2824
000906.SH,20160906,3894.6291,3857.5827,0.9604
000906.SH,20160907,3893.4066,3894.6291,-0.0314
000906.SH,20160908,3896.7005,3893.4066,0.0846
000906.SH,20160909,3870.6925,3896.7005,-0.6674
000906.SH,20160912,3793.0336,3870.6925,-2.0063
000906.SH,20160913,3796.3614,3793.0336,0.0877
000906.SH,20160914,3771.2071,3796.3614,-0.6626
000906.SH,20160919,3803.0233,3771.2071,0.8437
000906.SH,20160920,3797.9904,3803.0233,-0.1323
000906.SH,20160921,3805.7949,3797.9904,0.2055
000906.SH,20160922,3833.2885,3805.7949,0.7224
000906.SH,20160923,3818.0087,3833.2885,-0.3986
000906.SH,20160926,3749.5657,3818.0087,-1.7926
000906.SH,20160927,3774.4426,3749.5657,0.6635
000906.SH,20160928,3765.4154,3774.4426,-0.2392
000906.SH,20160929,3779.5544,3765.4154,0.3755
000906.SH,20160930,3792.1095,3779.5544,0.3322
000906.SH,20161010,3846.8242,3792.1095,1.4429
000906.SH,20161011,3864.1741,3846.8242,0.451
000906.SH,20161012,3858.1907,3864.1741,-0.1548
000906.SH,20161013,3860.7102,3858.1907,0.0653
000906.SH,20161014,3860.5136,3860.7102,-0.0051
000906.SH,20161017,3827.5586,3860.5136,-0.8536
000906.SH,20161018,3880.3247,3827.5586,1.3786
000906.SH,20161019,3873.6388,3880.3247,-0.1723
000906.SH,20161020,3876.0992,3873.6388,0.0635
000906.SH,20161021,3879.3266,3876.0992,0.0833
000906.SH,20161024,3923.3373,3879.3266,1.1345
000906.SH,20161025,3927.5919,3923.3373,0.1084
000906.SH,20161026,3911.3193,3927.5919,-0.4143
000906.SH,20161027,3901.5593,3911.3193,-0.2495
000906.SH,20161028,3885.8257,3901.5593,-0.4033
000906.SH,20161031,3882.0435,3885.8257,-0.0973
000906.SH,20161101,3910.6774,3882.0435,0.7376
000906.SH,20161102,3880.2052,3910.6774,-0.7792
000906.SH,20161103,3911.1497,3880.2052,0.7975
000906.SH,20161104,3898.4476,3911.1497,-0.3248
000906.SH,20161107,3901.5426,3898.4476,0.0794
000906.SH,20161108,3919.5887,3901.5426,0.4625
000906.SH,20161109,3895.8935,3919.5887,-0.6045
000906.SH,20161110,3941.5577,3895.8935,1.1721
000906.SH,20161111,3971.6917,3941.5577,0.7645
000906.SH,20161114,3987.931,3971.6917,0.4089
000906.SH,20161115,3992.2681,3987.931,0.1088
000906.SH,20161116,3992.7229,3992.2681,0.0114
000906.SH,20161117,3996.9436,3992.7229,0.1057
000906.SH,20161118,3975.2458,3996.9436,-0.5429
000906.SH,20161121,3996.1052,3975.2458,0.5247
000906.SH,20161122,4027.2692,3996.1052,0.7799
000906.SH,20161123,4026.9433,4027.2692,-0.0081
000906.SH,20161124,4036.8208,4026.9433,0.2453
000906.SH,20161125,4068.6485,4036.8208,0.7884
000906.SH,20161128,4083.1039,4068.6485,0.3553
000906.SH,20161129,4097.4594,4083.1039,0.3516
000906.SH,20161130,4069.9228,4097.4594,-0.672
000906.SH,20161201,4098.9363,4069.9228,0.7129
000906.SH,20161202,4050.8019,4098.9363,-1.1743
000906.SH,20161205,3996.1528,4050.8019,-1.3491
000906.SH,20161206,3988.7304,3996.1528,-0.1857
000906.SH,20161207,4014.4354,3988.7304,0.6444
000906.SH,20161208,4004.3086,4014.4354,-0.2523
000906.SH,20161209,4020.9332,4004.3086,0.4152
000906.SH,20161212,3904.0124,4020.9332,-2.9078
000906.SH,20161213,3905.9887,3904.0124,0.0506
000906.SH,20161214,3877.7863,3905.9887,-0.722
000906.SH,20161215,3854.1067,3877.7863,-0.6106
000906.SH,20161216,3865.6201,3854.1067,0.2987
000906.SH,20161219,3852.2262,3865.6201,-0.3465
000906.SH,20161220,3832.4236,3852.2262,-0.5141
000906.SH,20161221,3864.8807,3832.4236,0.8469
000906.SH,20161222,3861.4969,3864.8807,-0.0876
000906.SH,20161223,3827.8229,3861.4969,-0.872
000906.SH,20161226,3842.1403,3827.8229,0.374
000906.SH,20161227,3836.1913,3842.1403,-0.1548
000906.SH,20161228,3821.0468,3836.1913,-0.3948
000906.SH,20161229,3814.4799,3821.0468,-0.1719
000906.SH,20161230,3826.4674,3814.4799,0.3143
000906.SH,20170103,3862.9526,3826.4674,0.9535
000906.SH,20170104,3897.6011,3862.9526,0.8969
000906.SH,20170105,3898.0233,3897.6011,0.0108
000906.SH,20170106,3876.6682,3898.0233,-0.5478
000906.SH,20170109,3897.8309,3876.6682,0.5459
000906.SH,20170110,3889.3386,3897.8309,-0.2179
000906.SH,20170111,3858.746,3889.3386,-0.7866
000906.SH,20170112,3834.2666,3858.746,-0.6344
000906.SH,20170113,3821.8074,3834.2666,-0.3249
000906.SH,20170116,3791.5195,3821.8074,-0.7925
000906.SH,20170117,3806.4174,3791.5195,0.3929
000906.SH,20170118,3814.4765,3806.4174,0.2117
000906.SH,20170119,3801.7563,3814.4765,-0.3335
000906.SH,20170120,3836.8226,3801.7563,0.9224
000906.SH,20170123,3853.4507,3836.8226,0.4334
000906.SH,20170124,3852.4867,3853.4507,-0.025
000906.SH,20170125,3864.3777,3852.4867,0.3087
000906.SH,20170126,3882.2192,3864.3777,0.4617
000906.SH,20170203,3860.1788,3882.2192,-0.5677
000906.SH,20170206,3876.7815,3860.1788,0.4301
000906.SH,20170207,3870.0857,3876.7815,-0.1727
000906.SH,20170208,3890.8671,3870.0857,0.537
000906.SH,20170209,3908.6416,3890.8671,0.4568
000906.SH,20170210,3923.6471,3908.6416,0.3839
000906.SH,20170213,3948.0537,3923.6471,0.622
000906.SH,20170214,3948.6303,3948.0537,0.0146
000906.SH,20170215,3925.655,3948.6303,-0.5819
000906.SH,20170216,3949.9365,3925.655,0.6185
000906.SH,20170217,3924.6057,3949.9365,-0.6413
000906.SH,20170220,3979.3065,3924.6057,1.3938
000906.SH,20170221,3997.599,3979.3065,0.4597
000906.SH,20170222,4010.4981,3997.599,0.3227
000906.SH,20170223,3997.1538,4010.4981,-0.3327
