rb_date,next_rb,period_ret,nav
2015-03-16,2015-06-15,47.733804063241024,1.4773380406324104
2015-06-15,2015-09-14,-33.81526231353023,0.9777723069349928
2015-09-14,2015-12-14,6.593539658020196,1.0422421117578904
2015-12-14,2016-03-14,-14.46820337593463,0.8914484033591229
2016-03-14,2016-06-13,3.5612362782550813,0.9231949873014738
2016-06-13,2016-09-12,10.775195541772513,1.0226710524150495
2016-09-12,2016-12-12,6.063796196055321,1.0846837407895522
2016-12-12,2017-03-13,4.579392582237216,1.134355667556002
2017-03-13,2017-06-12,16.643205739779276,1.323148815128194
2017-06-12,2017-09-11,5.283465644048502,1.393056928195127
2017-09-11,2017-12-11,11.18471070118078,1.5488663155165079
2017-12-11,2018-03-12,6.455990818886144,1.6488609826430738
2018-03-12,2018-06-11,-2.9970319507595966,1.5994440921696522
2018-06-11,2018-09-17,-5.704285426630591,1.5082072359129146
2018-09-17,2018-12-17,-2.7452649999697907,1.4668029505383855
2018-12-17,2019-03-11,13.423392638608112,1.663697669823842
2019-03-11,2019-06-17,-1.1026502792106767,1.6453529028223077
2019-06-17,2019-09-16,3.4468801261942748,1.7020662450354505
2019-09-16,2019-12-16,-1.0874009854021944,1.6835579599147368
2019-12-16,2020-03-16,-8.005419347011538,1.5487820852735699
2020-03-16,2020-06-15,-0.49496504373946987,1.5411161553477664
2020-06-15,2020-09-14,20.199444501708797,1.852413057854107
2020-09-14,2020-12-14,5.340029881338196,1.9513324686693267
2020-12-14,2021-03-15,12.431347148873597,2.1939093818782958
2021-03-15,2021-06-14,17.261698040595945,2.572615394662432
2021-06-14,2021-09-13,25.817230367050797,3.236793437560645
2021-09-13,2021-12-13,-12.3798075974417,2.8360846376640176
2021-12-13,2022-03-14,0.18085291206872567,2.841213779319967
2022-03-14,2022-06-13,9.489322852388085,3.110825727766176
2022-06-13,2022-09-12,1.7013186329290622,3.163750785510613
2022-09-12,2022-12-12,-2.1904305300318434,3.094451022410666
2022-12-12,2023-03-13,8.780022834873154,3.3661445287922884
2023-03-13,2023-06-12,-0.07691123723370427,3.3635555853881196
2023-06-12,2023-09-11,5.966174979798819,3.5642311971551712
2023-09-11,2023-12-11,-1.246898079009024,3.519788866826403
2023-12-11,2024-03-11,20.05119448206915,4.225548577871983
2024-03-11,2024-06-17,6.54929096288373,4.502292049014814
2024-06-17,2024-09-16,-11.953472453032411,3.96411180918076
2024-09-16,2024-12-16,20.14436066272855,4.762656789095947
2024-12-16,2025-03-17,-4.55540913607886,4.54569828660539
2025-03-17,2025-06-16,0.19321217804792865,4.554481129272427
2025-06-16,2025-09-15,14.055050468825634,5.1946157505848065
2025-09-15,2025-12-15,2.955309751652464,5.348132736422714
2025-12-15,2026-03-16,14.477198011769818,6.122392502606913
2026-03-16,2026-06-15,-14.905371875356707,5.209827132424395
