date,ts_code,name,action,price,shares,amount,commission,reason,category
2015-03-27,511880.SH,银华日利,buy,101.269,9700,982310.72,982.31,闲置现金扫入,现金管理
2015-09-25,511880.SH,银华日利,sell,102.627,400,41050.85,82.1,释放现金用于调仓,现金管理
2015-09-25,600352.SH,浙江龙盛,buy,9.65,5200,50178.13,50.18,新买入，评分64(👀 观察等待)，股息率4.93%，目标权重5.0%,周期龙头红利
2015-09-25,511880.SH,银华日利,sell,102.627,500,51313.56,102.63,释放现金用于调仓,现金管理
2015-09-25,600816.SH,建元信托,buy,14.865,3400,50540.49,50.54,新买入，评分57(👀 观察等待)，股息率4.48%，目标权重5.0%,周期龙头红利
2015-09-25,511880.SH,银华日利,sell,102.627,500,51313.56,102.63,释放现金用于调仓,现金管理
2015-09-25,000830.SZ,鲁西化工,buy,5.896,8500,50115.06,50.12,新买入，评分63(👀 观察等待)，股息率4.84%，目标权重5.0%,周期龙头红利
2015-12-25,600352.SH,浙江龙盛,sell,12.318,5200,64051.88,128.1,清仓，评分43(⏸️ 暂缓)，低于观察阈值，当前权重6.1%,周期龙头红利
2015-12-25,600816.SH,建元信托,sell,19.97,3400,67898.03,135.8,清仓，评分36(⏸️ 暂缓)，低于观察阈值，当前权重6.4%,周期龙头红利
2015-12-25,511880.SH,银华日利,buy,103.512,1200,124214.3,124.21,闲置现金扫入,现金管理
2016-03-25,511880.SH,银华日利,sell,103.965,400,41585.81,83.17,释放现金用于调仓,现金管理
2016-03-25,600352.SH,浙江龙盛,buy,10.25,5100,52276.22,52.28,新买入，评分58(👀 观察等待)，股息率4.64%，目标权重5.0%,周期龙头红利
2016-03-25,511880.SH,银华日利,sell,103.965,500,51982.26,103.96,释放现金用于调仓,现金管理
2016-03-25,600816.SH,建元信托,buy,16.456,3100,51014.96,51.01,新买入，评分50(👀 观察等待)，股息率4.05%，目标权重5.0%,周期龙头红利
2016-03-25,511880.SH,银华日利,sell,103.965,600,62378.71,124.76,释放现金用于调仓,现金管理
2016-03-25,000830.SZ,鲁西化工,buy,5.425,10800,58594.54,58.59,加仓，评分65(✅ 积极布局)，股息率5.26%，权重4.4%→10.0%,周期龙头红利
2016-03-25,511880.SH,银华日利,sell,103.965,500,51982.26,103.96,释放现金用于调仓,现金管理
2016-03-25,600863.SH,华能蒙电,buy,3.403,15400,52412.36,52.41,新买入，评分64(👀 观察等待)，股息率5.03%，目标权重5.0%,周期龙头红利
2016-06-24,600352.SH,浙江龙盛,sell,8.352,5100,42593.36,85.19,清仓，评分24(🚫 回避)，低于观察阈值，当前权重4.2%,周期龙头红利
2016-06-24,600816.SH,建元信托,sell,15.924,3100,49364.59,98.73,清仓，评分26(🚫 回避)，低于观察阈值，当前权重4.8%,周期龙头红利
2016-06-24,600578.SH,京能电力,buy,4.244,12000,50930.88,50.93,新买入，评分52(👀 观察等待)，股息率4.48%，目标权重5.0%,周期龙头红利
2016-06-24,511880.SH,银华日利,sell,104.605,500,52302.68,104.61,释放现金用于调仓,现金管理
2016-06-24,600177.SH,雅戈尔,buy,13.554,7500,101651.55,101.65,新买入，评分78(✅ 积极布局)，股息率5.91%，目标权重10.0%,周期龙头红利
2016-06-24,511880.SH,银华日利,sell,104.605,500,52302.68,104.61,释放现金用于调仓,现金管理
2016-06-24,002568.SZ,百润股份,buy,21.051,2400,50522.47,50.52,新买入，评分59(👀 观察等待)，股息率4.76%，目标权重5.0%,周期龙头红利
2016-06-24,511880.SH,银华日利,sell,104.605,500,52302.68,104.61,释放现金用于调仓,现金管理
2016-06-24,002372.SZ,伟星新材,buy,14.414,3500,50450.4,50.45,新买入，评分51(👀 观察等待)，股息率4.17%，目标权重5.0%,周期龙头红利
2016-06-24,511880.SH,银华日利,sell,104.605,700,73223.75,146.45,释放现金用于调仓,现金管理
2016-06-24,000830.SZ,鲁西化工,buy,4.364,15700,68520.45,68.52,加仓，评分81(🔥 大胆攒股)，股息率6.54%，权重8.3%→15.0%,周期龙头红利
2016-06-24,511880.SH,银华日利,sell,104.605,400,41842.14,83.68,释放现金用于调仓,现金管理
2016-06-24,300146.SZ,汤臣倍健,buy,13.193,3800,50134.08,50.13,新买入，评分53(👀 观察等待)，股息率4.55%，目标权重5.0%,周期龙头红利
2016-06-24,511880.SH,银华日利,sell,104.605,1500,156908.03,313.82,释放现金用于调仓,现金管理
2016-06-24,601000.SH,唐山港,buy,3.794,40200,152510.36,152.51,新买入，评分81(🔥 大胆攒股)，股息率6.60%，目标权重15.0%,周期龙头红利
2016-06-24,511880.SH,银华日利,sell,104.605,500,52302.68,104.61,释放现金用于调仓,现金管理
2016-06-24,600863.SH,华能蒙电,buy,2.993,18600,55669.61,55.67,加仓，评分77(✅ 积极布局)，股息率5.72%，权重4.5%→10.0%,周期龙头红利
2016-09-30,002372.SZ,伟星新材,sell,17.273,3500,60454.49,120.91,清仓，评分32(🚫 回避)，低于观察阈值，当前权重5.7%,周期龙头红利
2016-09-30,000830.SZ,鲁西化工,sell,4.985,13700,68294.64,136.59,减仓，评分73(✅ 积极布局)，权重16.5%→10.0%,周期龙头红利
2016-09-30,601000.SH,唐山港,sell,3.816,12400,47320.63,94.64,减仓，评分78(✅ 积极布局)，权重14.5%→10.0%,周期龙头红利
2016-09-30,600863.SH,华能蒙电,sell,3.067,34000,104275.62,208.55,清仓，评分25(🚫 回避)，低于观察阈值，当前权重9.8%,周期龙头红利
2016-09-30,601991.SH,大唐发电,buy,3.844,13800,53044.99,53.04,新买入，评分52(👀 观察等待)，股息率4.43%，目标权重5.0%,周期龙头红利
2016-09-30,000539.SZ,粤电力Ａ,buy,5.155,10200,52582.53,52.58,新买入，评分52(👀 观察等待)，股息率4.47%，目标权重5.0%,周期龙头红利
2016-09-30,511880.SH,银华日利,buy,105.569,1600,168909.72,168.91,闲置现金扫入,现金管理
2016-12-30,601991.SH,大唐发电,sell,3.816,13800,52663.28,105.33,清仓，评分47(⏸️ 暂缓)，低于观察阈值，当前权重4.9%,周期龙头红利
2016-12-30,000539.SZ,粤电力Ａ,sell,5.315,10200,54209.74,108.42,清仓，评分47(⏸️ 暂缓)，低于观察阈值，当前权重5.0%,周期龙头红利
2016-12-30,000830.SZ,鲁西化工,sell,5.584,11600,64779.16,129.56,减仓，评分56(👀 观察等待)，权重11.1%→5.0%,周期龙头红利
2016-12-30,511880.SH,银华日利,buy,106.16,1600,169856.62,169.86,闲置现金扫入,现金管理
2017-03-31,600578.SH,京能电力,sell,4.436,12000,53226.72,106.45,清仓，评分48(⏸️ 暂缓)，低于观察阈值，当前权重4.9%,周期龙头红利
2017-03-31,600816.SH,建元信托,buy,11.351,4800,54486.43,54.49,新买入，评分62(👀 观察等待)，股息率5.29%，目标权重5.0%,周期龙头红利
2017-06-30,600816.SH,建元信托,sell,13.576,4800,65166.77,130.33,清仓，评分47(⏸️ 暂缓)，低于观察阈值，当前权重5.8%,周期龙头红利
2017-06-30,300146.SZ,汤臣倍健,sell,13.726,3800,52159.79,104.32,清仓，评分24(🚫 回避)，低于观察阈值，当前权重4.7%,周期龙头红利
2017-06-30,000830.SZ,鲁西化工,sell,6.893,9700,66863.07,133.73,清仓，评分46(⏸️ 暂缓)，低于观察阈值，当前权重6.0%,周期龙头红利
2017-06-30,601000.SH,唐山港,sell,5.215,27800,144970.88,289.94,清仓，评分25(🚫 回避)，低于观察阈值，当前权重12.9%,周期龙头红利
2017-06-30,600369.SH,西南证券,buy,5.616,9900,55594.54,55.59,新买入，评分52(👀 观察等待)，股息率4.46%，目标权重5.0%,周期龙头红利
2017-06-30,001696.SZ,宗申动力,buy,7.578,7400,56074.02,56.07,新买入，评分54(👀 观察等待)，股息率4.76%，目标权重5.0%,周期龙头红利
2017-06-30,603766.SH,隆鑫通用,buy,7.287,23000,167607.44,167.61,新买入，评分81(🔥 大胆攒股)，股息率6.87%，目标权重15.0%,周期龙头红利
2017-06-30,600873.SH,梅花生物,buy,5.676,9800,55621.57,55.62,新买入，评分62(👀 观察等待)，股息率5.29%，目标权重5.0%,周期龙头红利
2017-06-30,511880.SH,银华日利,sell,107.714,500,53856.78,107.71,释放现金用于调仓,现金管理
2017-06-30,600398.SH,海澜之家,buy,9.499,5900,56046.99,56.05,新买入，评分61(👀 观察等待)，股息率5.16%，目标权重5.0%,周期龙头红利
2017-06-30,511880.SH,银华日利,sell,107.714,600,64628.13,129.26,释放现金用于调仓,现金管理
2017-06-30,002568.SZ,百润股份,buy,16.637,4300,71537.47,71.54,加仓，评分78(✅ 积极布局)，股息率6.02%，权重3.6%→10.0%,周期龙头红利
2017-06-30,511880.SH,银华日利,sell,107.714,500,53856.78,107.71,释放现金用于调仓,现金管理
2017-06-30,600578.SH,京能电力,buy,4.294,13000,55825.77,55.83,新买入，评分53(👀 观察等待)，股息率4.66%，目标权重5.0%,周期龙头红利
2017-06-30,511880.SH,银华日利,sell,107.714,1600,172341.69,344.68,释放现金用于调仓,现金管理
2017-06-30,600704.SH,物产中大,buy,7.297,23000,167837.67,167.84,新买入，评分81(🔥 大胆攒股)，股息率6.86%，目标权重15.0%,周期龙头红利
2017-09-29,600369.SH,西南证券,sell,5.814,9900,57560.38,115.12,清仓，评分24(🚫 回避)，低于观察阈值，当前权重4.9%,周期龙头红利
2017-09-29,001696.SZ,宗申动力,sell,7.443,7400,55074.87,110.15,清仓，评分17(🚫 回避)，低于观察阈值，当前权重4.7%,周期龙头红利
2017-09-29,603766.SH,隆鑫通用,sell,8.102,8400,68055.88,136.11,减仓，评分78(✅ 积极布局)，权重15.8%→10.0%,周期龙头红利
2017-09-29,600578.SH,京能电力,sell,4.106,13000,53376.57,106.75,清仓，评分46(⏸️ 暂缓)，低于观察阈值，当前权重4.5%,周期龙头红利
2017-09-29,600704.SH,物产中大,sell,7.862,8000,62897.04,125.79,减仓，评分78(✅ 积极布局)，权重15.4%→10.0%,周期龙头红利
2017-09-29,600816.SH,建元信托,buy,12.663,4600,58248.19,58.25,新买入，评分54(👀 观察等待)，股息率4.74%，目标权重5.0%,周期龙头红利
2017-09-29,600312.SH,平高电气,buy,11.822,4900,57926.87,57.93,新买入，评分60(👀 观察等待)，股息率5.08%，目标权重5.0%,周期龙头红利
2017-09-29,511880.SH,银华日利,buy,109.028,1600,174444.5,174.44,闲置现金扫入,现金管理
2017-12-29,511880.SH,银华日利,sell,109.792,500,54895.89,109.79,释放现金用于调仓,现金管理
2017-12-29,603766.SH,隆鑫通用,buy,7.027,8600,60432.37,60.43,加仓，评分85(🔥 大胆攒股)，股息率7.12%，权重9.4%→15.0%,周期龙头红利
2017-12-29,511880.SH,银华日利,sell,109.792,500,54895.89,109.79,释放现金用于调仓,现金管理
2017-12-29,600873.SH,梅花生物,buy,5.165,11200,57849.79,57.85,加仓，评分77(✅ 积极布局)，股息率5.81%，权重4.6%→10.0%,周期龙头红利
2017-12-29,511880.SH,银华日利,sell,109.792,400,43916.71,87.83,释放现金用于调仓,现金管理
2017-12-29,600177.SH,雅戈尔,buy,9.179,4300,39470.43,39.47,加仓，评分66(✅ 积极布局)，股息率5.45%，权重6.3%→10.0%,周期龙头红利
2017-12-29,511880.SH,银华日利,sell,109.792,600,65875.07,131.75,释放现金用于调仓,现金管理
2017-12-29,002568.SZ,百润股份,buy,13.283,5500,73057.98,73.06,加仓，评分85(🔥 大胆攒股)，股息率7.54%，权重8.2%→15.0%,周期龙头红利
2017-12-29,511880.SH,银华日利,sell,109.792,500,54895.89,109.79,释放现金用于调仓,现金管理
2017-12-29,600578.SH,京能电力,buy,3.704,14600,54074.02,54.07,新买入，评分53(👀 观察等待)，股息率4.59%，目标权重5.0%,周期龙头红利
2017-12-29,511880.SH,银华日利,sell,109.792,600,65875.07,131.75,释放现金用于调仓,现金管理
2017-12-29,600312.SH,平高电气,buy,10.0,5900,58999.94,59.0,加仓，评分78(✅ 积极布局)，股息率6.01%，权重4.5%→10.0%,周期龙头红利
2017-12-29,511880.SH,银华日利,sell,109.792,500,54895.89,109.79,释放现金用于调仓,现金管理
2017-12-29,600704.SH,物产中大,buy,6.827,8900,60758.7,60.76,加仓，评分85(🔥 大胆攒股)，股息率7.33%，权重9.4%→15.0%,周期龙头红利
2018-03-30,603766.SH,隆鑫通用,sell,6.733,3300,22219.76,44.44,减仓，评分85(🔥 大胆攒股)，权重14.5%→12.4%,周期龙头红利
2018-03-30,600398.SH,海澜之家,sell,11.479,2000,22957.02,45.91,减仓，评分51(👀 观察等待)，权重6.3%→4.1%,周期龙头红利
2018-03-30,002568.SZ,百润股份,sell,15.085,3300,49780.17,99.56,减仓，评分81(🔥 大胆攒股)，权重17.0%→12.4%,周期龙头红利
2018-03-30,600704.SH,物产中大,sell,6.653,3700,24617.36,49.23,减仓，评分85(🔥 大胆攒股)，权重14.7%→12.4%,周期龙头红利
2018-03-30,000429.SZ,粤高速Ａ,buy,7.978,5500,43878.83,43.88,新买入，评分51(👀 观察等待)，股息率4.22%，目标权重4.1%,周期龙头红利
2018-03-30,601991.SH,大唐发电,buy,3.684,12100,44572.53,44.57,新买入，评分53(👀 观察等待)，股息率4.62%，目标权重4.1%,周期龙头红利
2018-03-30,511880.SH,银华日利,sell,110.892,100,11089.23,22.18,释放现金用于调仓,现金管理
2018-03-30,600688.SH,上海石化,buy,5.976,7400,44222.18,44.22,新买入，评分51(👀 观察等待)，股息率4.19%，目标权重4.1%,周期龙头红利
2018-03-30,511880.SH,银华日利,sell,110.892,400,44356.92,88.71,释放现金用于调仓,现金管理
2018-03-30,000728.SZ,国元证券,buy,9.169,4800,44011.97,44.01,新买入，评分60(👀 观察等待)，股息率4.91%，目标权重4.1%,周期龙头红利
2018-03-30,511880.SH,银华日利,sell,110.892,400,44356.92,88.71,释放现金用于调仓,现金管理
2018-03-30,600312.SH,平高电气,buy,9.069,3900,35369.33,35.37,加仓，评分81(🔥 大胆攒股)，股息率6.62%，权重9.0%→12.4%,周期龙头红利
2018-06-29,603766.SH,隆鑫通用,sell,5.425,12200,66179.75,132.36,减仓，评分78(✅ 积极布局)，权重11.9%→4.5%,周期龙头红利
2018-06-29,600873.SH,梅花生物,sell,4.176,6100,25472.5,50.95,减仓，评分85(🔥 大胆攒股)，权重9.6%→6.8%,周期龙头红利
2018-06-29,600398.SH,海澜之家,sell,12.727,3900,49636.31,99.27,清仓，评分38(⏸️ 暂缓)，低于观察阈值，当前权重5.5%,周期龙头红利
2018-06-29,600688.SH,上海石化,sell,5.684,7400,42063.89,84.13,清仓，评分52(👀 观察等待)，低于观察阈值，当前权重4.6%,周期龙头红利
2018-06-29,600177.SH,雅戈尔,sell,7.692,6400,49230.72,98.46,减仓，评分65(👀 观察等待)，权重10.0%→4.5%,周期龙头红利
2018-06-29,002568.SZ,百润股份,sell,13.496,4300,58034.91,116.07,减仓，评分85(🔥 大胆攒股)，权重13.2%→6.8%,周期龙头红利
2018-06-29,600312.SH,平高电气,sell,5.634,3600,20283.7,40.57,减仓，评分85(🔥 大胆攒股)，权重9.1%→6.8%,周期龙头红利
2018-06-29,600704.SH,物产中大,sell,5.225,20200,105540.35,211.08,清仓，评分38(⏸️ 暂缓)，低于观察阈值，当前权重11.6%,周期龙头红利
2018-06-29,000429.SZ,粤高速Ａ,buy,7.227,3000,21681.66,21.68,加仓，评分85(🔥 大胆攒股)，股息率7.01%，权重4.4%→6.8%,周期龙头红利
2018-06-29,600816.SH,建元信托,buy,7.247,3900,28264.24,28.26,加仓，评分81(🔥 大胆攒股)，股息率6.91%，权重3.7%→6.8%,周期龙头红利
2018-06-29,600642.SH,申能股份,buy,5.025,4100,20602.58,20.6,新买入，评分52(👀 观察等待)，股息率4.38%，目标权重2.3%,周期龙头红利
