ts_code,total_mv,circ_mv
300310.SZ,376376.0,94094.0
600531.SH,262182.6891,262182.6891
002523.SZ,192358.4,137045.6825
002498.SZ,761943.6,750825.0
600338.SH,134266.6664,134266.6664
600969.SH,255895.8152,255895.8152
600272.SH,319302.0,210240.0
601678.SH,491040.0,491040.0
002235.SZ,341055.0,184470.1747
002688.SZ,271864.32,134630.0567
000570.SZ,415417.0012,304417.0012
300018.SZ,154440.0,119628.63
000702.SZ,139716.5178,139714.7158
002027.SZ,224634.9912,144188.9004
000790.SZ,304408.8458,300896.8738
600259.SH,867163.8,867163.8
002121.SZ,376388.76,251094.1551
002282.SZ,191156.16,97076.2747
300276.SZ,288288.0,106372.1413
300229.SZ,432284.8935,146298.4196
600818.SH,585356.6441,433321.3541
600057.SH,516763.84,258333.84
000937.SZ,1341472.8383,1272391.0602
600438.SH,761546.177,640768.64
000545.SZ,272624.3182,103133.8963
600643.SH,1030318.7192,762350.7503
002488.SZ,210960.0,101547.9904
000921.SZ,1229438.4818,811998.8352
600875.SH,2304439.0,1913439.0
300282.SZ,166591.776,54776.592
000544.SZ,282663.3292,282663.3292
600053.SH,328190.3856,328190.3856
300224.SZ,473520.0,473520.0
000681.SZ,1467270.9518,310304.3456
002514.SZ,248934.4,248934.4
600880.SH,1346985.1373,816217.1753
600210.SH,432457.5836,432457.5836
002310.SZ,1635663.7316,732262.1908
600579.SH,234972.6333,151570.8
002658.SZ,548516.472,149516.472
600279.SH,373564.7501,373564.7501
600823.SH,1017247.3487,1017247.3487
002220.SZ,294172.3176,246541.618
002682.SZ,155376.0,104553.9118
601336.SH,6541689.2202,2307917.8789
600802.SH,227214.8313,227214.8313
002330.SZ,278610.0,206615.4
000727.SZ,173832.1603,173341.6215
600163.SH,251775.566,251775.566
002645.SZ,190953.5472,52471.4112
300318.SZ,312115.2,114595.6255
000717.SZ,406480.1009,189508.2771
600718.SH,1573775.8221,1573775.8221
600814.SH,215716.1996,215716.1996
600048.SH,5642584.5663,5642584.5663
002168.SZ,536787.2805,410608.5967
300230.SZ,149733.4896,52761.132
000683.SZ,277180.8479,277180.8479
000019.SZ,186970.7943,151072.5274
600874.SH,1161763.942,885003.942
600711.SH,353729.1592,249706.757
300221.SZ,160400.0,89723.75
002426.SZ,684701.1,224967.494
600485.SH,243495.602,243495.602
002315.SZ,479752.5,241731.8224
600067.SH,641710.7938,641710.7938
600763.SH,645608.64,645608.64
000100.SZ,2164602.6391,1863555.0806
002039.SZ,257145.6734,257126.027
300272.SZ,297185.368,137761.9096
300209.SZ,254720.0,254720.0
600037.SH,1184431.1387,1184431.1387
002247.SZ,191139.2,164217.9723
600335.SH,800246.5834,394342.8388
600623.SH,1070029.6696,777580.3696
002277.SZ,575679.565,575679.565
000987.SZ,333831.0395,333594.6716
002265.SZ,227291.306,221590.006
002476.SZ,497556.0,489225.5654
600167.SH,227669.0,227669.0
002108.SZ,367707.3388,363512.0859
000926.SZ,456619.9717,339062.7235
300079.SZ,763680.4544,652130.6566
002275.SZ,903006.0,793468.1057
600869.SH,820745.9521,820745.9521
002234.SZ,239825.0258,167196.8073
002495.SZ,224574.2064,118743.3008
600570.SH,1757037.9319,1757037.9319
600628.SH,420121.4233,420121.4233
300021.SZ,353264.8,206021.7071
603167.SH,406783.0,257316.1552
300053.SZ,253000.0,186713.6838
002099.SZ,197614.41,157935.6484
000958.SZ,296803.302,120779.687
000050.SZ,713202.975,713175.03
002155.SZ,723290.568,723157.8842
300027.SZ,3085444.5076,2024572.779
600459.SH,393072.6294,382861.2678
600800.SH,328252.5522,327737.0322
600716.SH,671724.775,671724.775
000048.SZ,359116.4086,349090.1352
002075.SZ,603709.7064,603709.7064
002701.SZ,1332787.82,704301.895
600548.SH,774173.4657,508810.9657
600642.SH,1957376.4759,1957376.4759
601558.SH,1161895.6,121495.6
000973.SZ,449851.7745,359156.6051
000501.SZ,616814.2854,616735.9142
300156.SZ,388328.4,262831.9322
000822.SZ,266737.3939,266734.7617
002712.SZ,415932.6064,103983.1553
300178.SZ,379195.2,238422.08
002433.SZ,552108.0,336775.95
000061.SZ,1644358.2429,1555920.7515
002561.SZ,409526.555,377357.0992
000157.SZ,3444561.4604,2798885.6357
002590.SZ,209994.4652,208010.4728
300305.SZ,231408.0,57852.0
300125.SZ,181720.0,111632.3177
600108.SH,1111688.5341,1111688.5341
600583.SH,3161268.682,2780949.6
603308.SH,462011.55,92411.55
600201.SH,879289.7647,863786.7247
300059.SZ,1401926.4,1061672.0119
002399.SZ,1492373.0,1492373.0
000630.SZ,1306456.5637,1306430.7941
300165.SZ,281365.76,162609.74
600616.SH,413239.2112,352253.2081
002133.SZ,212403.6,148287.3535
002454.SZ,464412.0,275733.7006
000999.SZ,1880466.9,1878242.9929
600258.SH,361446.8,361446.8
000661.SZ,1240248.1271,1240221.4478
600713.SH,380775.7933,380775.7933
600022.SH,991189.5527,822846.3554
300255.SZ,521731.3803,288785.2347
000599.SZ,231974.1873,231966.1075
300163.SZ,162345.0,97899.4232
002116.SZ,298566.0,296669.5006
000959.SZ,1274742.8936,290682.1787
300205.SZ,636052.824,620967.657
002362.SZ,391808.1094,391808.1094
300185.SZ,379800.0,296012.449
601398.SH,130716970.9791,98429586.4065
300289.SZ,411955.2,148908.9312
600566.SH,1895809.1046,335274.1704
601886.SH,743208.2,335310.4496
002699.SZ,367380.2,123966.26
000656.SZ,830673.2166,299167.6879
002031.SZ,366102.607,323083.786
600066.SH,1900375.1141,1824193.236
600782.SH,383198.2292,383198.2292
600391.SH,389222.5237,389222.5237
300341.SZ,183632.0,72720.7969
300065.SZ,329862.808,251989.1478
300259.SZ,284708.16,108537.1328
600698.SH,385811.5237,170209.6768
002018.SZ,983062.3612,348187.2922
002338.SZ,312480.0,308937.1382
000783.SZ,2252672.1471,2252624.3526
600182.SH,469880.0,234940.0
600162.SH,365478.8066,365478.8066
600193.SH,257776.038,257776.038
000012.SZ,1463111.5698,918239.4966
000883.SZ,1345210.544,1344606.7177
600408.SH,251700.0,251700.0
000416.SZ,397839.8775,397697.204
600690.SH,4187366.5117,4187366.5117
002029.SZ,566752.5,566540.3753
600112.SH,667058.3483,667058.3483
002358.SZ,978184.6525,364106.1365
600689.SH,120594.8058,91322.4858
300141.SZ,226423.6045,142751.5819
002021.SZ,374190.1114,374190.1114
600010.SH,2952956.089,2904403.4572
002089.SZ,433715.2288,301223.6613
600861.SH,252493.5444,252493.5444
