ts_code,trade_date,total_mv,circ_mv
000949.SZ,20070525,762838.5457,386934.7552
002011.SZ,20070525,133821.9062,76919.6059
002052.SZ,20070525,553078.2361,140025.6
600235.SH,20070525,273145.8,138727.4749
600260.SH,20070525,395202.36,309747.6557
600278.SH,20070525,554880.0,192034.8212
600388.SH,20070525,304441.0,209039.8078
600472.SH,20070525,936563.0,467717.9955
600522.SH,20070525,356105.945,217579.4305
600622.SH,20070525,419446.2044,339018.6985
600643.SH,20070525,1130067.5757,756389.0897
600201.SH,20070525,383874.0093,222841.4093
600435.SH,20070525,199296.0,131597.2857
600581.SH,20070525,633204.7357,296832.4529
600806.SH,20070525,577249.7537,179531.4043
600987.SH,20070525,365547.6,181539.6
601666.SH,20070525,2024776.8886,697080.0
600819.SH,20070525,1278225.1433,123800.8642
600824.SH,20070525,688248.7734,419333.8515
600861.SH,20070525,496433.3551,262174.77
000630.SZ,20070525,1426197.4799,919889.7758
600012.SH,20070525,1703392.47,478439.247
600030.SH,20070525,19177008.0,11028103.5564
600066.SH,20070525,991393.5241,656000.4021
600469.SH,20070525,417180.0,198173.8988
600585.SH,20070525,6339928.32,1326796.416
600227.SH,20070525,339150.0,192923.8695
600701.SH,20070525,451397.6521,316190.6521
600863.SH,20070525,1903952.42,550590.8166
600057.SH,20070525,436287.6,244839.3394
600138.SH,20070525,684369.0,447756.9156
600415.SH,20070525,1174705.1878,539163.5832
600478.SH,20070525,192968.1468,82368.0
002118.SZ,20070525,188996.877,37842.48
000668.SZ,20070525,300291.6651,101999.9988
000890.SZ,20070525,344334.9312,281817.8801
000816.SZ,20070525,519444.0,291418.2334
000869.SZ,20070525,3243299.28,510944.3789
000960.SZ,20070525,1813499.568,868519.5426
000993.SZ,20070525,367032.0,170232.0
600098.SH,20070525,3090859.2,1020199.68
600193.SH,20070525,308248.6,182689.65
600339.SH,20070525,515487.572,232637.6781
600348.SH,20070525,1500239.0,625023.7459
600518.SH,20070525,610969.8,396909.0669
600538.SH,20070525,309092.112,243911.5269
600597.SH,20070525,1649315.9225,425510.4
600610.SH,20070525,573846.0967,41364.18
000534.SZ,20070525,347461.3128,183963.2875
000910.SZ,20070525,766457.5,255728.0
000922.SZ,20070525,359614.175,207031.5706
000923.SZ,20070525,323400.0,107800.0
000966.SZ,20070525,428994.6244,168903.9687
000969.SZ,20070525,847226.2656,389673.1914
000702.SZ,20070525,305829.8587,227258.7953
002007.SZ,20070525,584156.25,390459.57
002026.SZ,20070525,151200.0,93983.4
000023.SZ,20070525,193842.4673,84520.358
000547.SZ,20070525,415014.5582,282494.7901
000671.SZ,20070525,143711.3689,48343.3959
600301.SH,20070525,210328.287,134993.7075
600361.SH,20070525,1033386.7245,571767.1092
600517.SH,20070525,578967.075,413969.1898
600599.SH,20070525,150570.0,56786.4
600682.SH,20070525,615346.548,408648.24
600683.SH,20070525,286015.0876,153029.3391
600805.SH,20070525,512718.4767,349105.3
000978.SZ,20070525,330990.0,148104.0037
002062.SZ,20070525,286746.75,73743.75
600493.SH,20070525,174760.0,98404.272
600501.SH,20070525,791867.723,418982.5231
600552.SH,20070525,189072.0,109241.6
600572.SH,20070525,286473.6,155061.2693
600636.SH,20070525,480752.661,329178.2121
600662.SH,20070525,1197153.9538,800776.348
600875.SH,20070525,2308500.0,506331.0
600038.SH,20070525,791760.45,393042.702
600247.SH,20070525,335095.8336,260881.535
000586.SZ,20070525,210656.16,137420.1499
000683.SZ,20070525,586719.0,274810.5477
000729.SZ,20070525,1708663.1458,748804.3307
000913.SZ,20070525,417253.12,205912.192
000921.SZ,20070525,864037.7164,189670.3536
600156.SH,20070525,603568.1637,279666.32
600208.SH,20070525,2617529.1345,428498.7247
600325.SH,20070525,1125124.7964,846966.7465
600506.SH,20070525,262327.4064,117216.0
600512.SH,20070525,375058.1651,374393.4885
600657.SH,20070525,465224.7001,344163.3746
600074.SH,20070525,636113.6496,407313.8784
600022.SH,20070525,1848792.0,671303.2852
600054.SH,20070525,823736.55,182424.06
600168.SH,20070525,444238.05,169478.1
600272.SH,20070525,443961.0,131544.0
600503.SH,20070525,168190.0,61160.0
600126.SH,20070525,660180.2625,263613.6731
600130.SH,20070525,638976.0,364583.7312
600355.SH,20070525,245552.5108,88482.68
600628.SH,20070525,1121032.8612,840875.4156
600993.SH,20070525,365710.1318,154375.2
600360.SH,20070525,578436.0,306375.0
600428.SH,20070525,1623585.6,809710.1798
600601.SH,20070525,1693083.0389,1693083.0389
600739.SH,20070525,4132533.3417,3297659.5464
000522.SZ,20070525,513144.7358,311267.1872
000999.SZ,20070525,1903960.5,505700.0
002057.SZ,20070525,118580.0,50820.0
