ts_code,total_mv,circ_mv
002428.SZ,778519.04,778418.465
600230.SH,389951.2761,389951.2761
002465.SZ,2109558.8558,2066971.7419
300732.SZ,207234.7245,206870.1386
301552.SZ,289952.0,58537.936
600007.SH,2291567.7649,2291567.7649
605028.SH,196640.0,196640.0
688528.SH,110376.0,110376.0
600237.SH,293873.1862,281689.6269
688118.SH,113327.867,113327.867
300801.SZ,286143.3,175651.4876
601369.SH,1280394.4825,1254671.2717
600597.SH,1036612.2698,1036598.433
603105.SH,363502.5518,363502.5518
600926.SH,7151925.7662,6467472.2211
920047.BJ,282500.1332,170357.9099
920578.BJ,81220.801,24426.0
301093.SZ,261812.581,183305.9807
600330.SH,724026.0022,724026.0022
300634.SZ,638353.5345,615017.0445
300126.SZ,131917.5984,91327.6742
300378.SZ,449536.7252,446566.8512
688701.SH,57470.7152,28807.7191
920491.BJ,175306.2482,141771.7874
603829.SH,217600.0,217600.0
002646.SZ,412594.5457,404512.7501
003025.SZ,310929.146,261156.2202
300552.SZ,582066.5289,353553.9737
002518.SZ,937382.4013,909968.6415
603132.SH,1035702.0,169016.4
600956.SH,2830431.4381,1457316.5044
603515.SH,1067162.4506,1060619.3562
002913.SZ,730246.5197,588372.5432
002166.SZ,508260.9751,351767.4595
000529.SZ,299484.4393,292350.6854
300559.SZ,321209.7119,250154.0137
603189.SH,370898.5282,370898.5282
601818.SH,18198349.7268,14293299.1928
688426.SH,184489.6942,60475.6544
001389.SZ,1521546.9,133045.0013
300295.SZ,188916.4669,165873.1378
688370.SH,219098.88,71218.5994
301106.SZ,291348.3674,83674.3526
600841.SH,552353.07,366217.359
300968.SZ,381136.36,381136.36
600827.SH,1345262.7602,1209755.2397
300718.SZ,399287.4209,259002.6153
000756.SZ,979254.9562,643991.208
300068.SZ,931229.8891,885509.9314
000708.SZ,5425693.3042,5425693.3042
603501.SH,10473218.5515,10473218.5515
603399.SH,311805.2926,309935.8426
603288.SH,19723450.1296,19723450.1296
300158.SZ,357893.8331,356407.4559
