ts_code,total_mv,circ_mv
002352.SZ,141418.5273,62715.6429
002497.SZ,498720.0,124680.0
600260.SH,453242.76,453242.76
000711.SZ,107641.0296,107641.0296
002073.SZ,662931.945,552325.1909
300252.SZ,231397.7544,80893.8508
600297.SH,214900.0,214900.0
002186.SZ,426944.96,422388.9542
600843.SH,381104.8737,173996.6299
002537.SZ,192734.72,85794.0
600593.SH,122636.0,122636.0
000809.SZ,492125.4715,322967.8474
002169.SZ,135367.9665,124911.074
002241.SZ,5675267.1824,4426092.981
600178.SH,251833.6,251833.6
600806.SH,281472.9846,206798.7342
600822.SH,712217.1045,568868.3959
000637.SZ,232384.2841,163819.0176
002647.SZ,134283.45,47056.686
600129.SH,391461.798,391461.798
600596.SH,938633.1628,938633.1628
300124.SZ,1748822.4,534662.3716
000957.SZ,160513.8314,160496.4107
600519.SH,15839512.26,15839512.26
002310.SZ,1973242.9466,979810.2208
600579.SH,175597.2,175597.2
002569.SZ,125448.96,39436.32
002658.SZ,621377.056,155397.6
600279.SH,244595.9673,107777.6843
600823.SH,1280631.2998,1280631.2998
002220.SZ,323450.1312,271304.596
002682.SZ,153920.0,103574.1562
601336.SH,7708399.6486,2719535.0876
600802.SH,256619.1036,256619.1036
002309.SZ,646407.0,363230.7
002430.SZ,649620.0,645795.472
000789.SZ,447755.989,433500.2267
600435.SH,1076033.7,1076033.7
002184.SZ,162580.0,98086.4879
600896.SH,236014.2038,236014.2038
000755.SZ,194275.5531,194263.87
601988.SH,78440453.5881,54942593.9212
002126.SZ,227959.82,205883.7782
600012.SH,638564.85,448756.0
600236.SH,809559.5775,400521.7331
002405.SZ,933655.5585,859005.189
002063.SZ,816946.7383,630870.2438
300311.SZ,170740.5,49990.5
000049.SZ,775684.5024,775684.5024
002440.SZ,1224899.0,1155507.6668
002689.SZ,298909.2263,99553.4151
000788.SZ,759883.9669,712437.3256
600578.SH,1849237.0421,614676.8564
300294.SZ,294179.8,123743.6203
002534.SZ,567536.84,165949.3761
002595.SZ,584000.0,282791.0237
002632.SZ,152815.442,55549.065
600317.SH,809122.8754,411589.3598
600290.SH,280302.1061,274077.7061
002608.SZ,351697.5,119924.0625
600641.SH,449030.4226,449030.4226
601139.SH,1665558.45,1601751.1619
600993.SH,522238.3677,521131.4231
600727.SH,156891.0133,156864.1933
002288.SZ,315865.8539,210136.8165
002417.SZ,205470.0,149518.2406
300301.SZ,305100.0,77706.5925
300285.SZ,350937.6,87734.4
000615.SZ,133356.7091,133353.658
002413.SZ,162288.0,162288.0
600109.SH,1759937.5147,1360329.2886
300145.SZ,467193.02,218200.1283
002690.SZ,803400.0,309911.55
600309.SH,3652183.3421,3652183.3421
300106.SZ,198900.0,195527.2272
000955.SZ,207282.075,192267.075
002244.SZ,1215448.0,1020549.295
601519.SH,1132989.0,408486.7048
002094.SZ,244656.6312,244656.6312
600527.SH,543816.6064,543816.6064
600271.SH,1527303.6,1527303.6
002641.SZ,376200.0,94050.0
600536.SH,654286.5552,654286.5552
600268.SH,379877.3675,379877.3675
600009.SH,3223801.4835,1829386.0122
002058.SZ,93528.3125,93360.6441
000417.SZ,456232.257,455308.6584
600262.SH,257040.0,99792.0
002375.SZ,1826247.375,1402626.9629
000799.SZ,572524.8628,395043.376
300333.SZ,177520.0,106693.2479
002421.SZ,389620.8,376363.3645
601636.SH,454738.1385,111677.5
300290.SZ,172448.0,72251.4617
002015.SZ,161721.1843,145244.7017
600088.SH,633016.02,633016.02
600900.SH,11401500.0,6734445.5627
000909.SZ,182868.0,182868.0
000687.SZ,248416.8555,230188.1506
600804.SH,2046933.4474,1982336.9784
600336.SH,347856.72,346836.72
600774.SH,174924.5368,173237.271
601199.SH,318669.4,109640.1371
600318.SH,258456.0,258456.0
300110.SZ,402723.8132,399421.8685
600161.SH,863407.0039,817818.75
002519.SZ,215001.6,53750.4
000002.SZ,11267040.6433,9897464.8885
300219.SZ,193427.208,85327.8787
600398.SH,429345.1078,429345.1078
002338.SZ,252000.0,249142.8534
000783.SZ,2145966.6243,2145921.0937
600182.SH,434860.0,217430.0
600100.SH,1931938.4872,1747189.2739
600162.SH,510595.3916,510595.3916
600193.SH,333426.99,333426.99
000012.SZ,1959116.7686,1230637.661
000883.SZ,1551137.4066,240812.8262
600151.SH,1022647.1557,985440.7611
000536.SZ,1966285.2713,483154.7318
002289.SZ,200895.0,92961.8284
002353.SZ,3886818.936,2047807.708
000663.SZ,225469.4314,185613.5021
002462.SZ,330960.0,269249.3639
601113.SH,255360.0,121296.0
603003.SH,220382.0,69945.4829
300084.SZ,139904.0,99741.3784
002536.SZ,151200.0,62896.05
000793.SZ,1856580.9662,1855557.2162
000709.SZ,2272382.0803,1089127.1171
002391.SZ,464549.956,225353.5232
002365.SZ,168487.0,106887.4392
600112.SH,539757.1368,539757.1368
002358.SZ,503960.0,216923.7454
600689.SH,181696.1741,137592.5453
300141.SZ,142912.8,72869.112
002021.SZ,290153.4854,290153.4854
600010.SH,3345083.0493,2685083.0495
002089.SZ,348742.4493,242284.8888
600861.SH,221129.8544,221129.8544
601958.SH,2878131.1248,2878131.1248
300346.SZ,331882.54,101893.6175
300278.SZ,140974.2,50893.8
600022.SH,1274386.5678,1057945.3141
300255.SZ,493468.5753,286181.5949
000599.SZ,187888.5951,187882.0509
300163.SZ,102779.0,49291.2316
002116.SZ,261014.4,259356.4294
000959.SZ,679334.4671,276208.3773
300205.SZ,509616.36,204671.6951
002362.SZ,317086.235,185757.2922
000153.SZ,245655.148,181832.5724
002086.SZ,222391.2,216863.2032
300020.SZ,618054.144,604898.8518
000506.SZ,512817.8041,510063.6393
002328.SZ,307350.0,223474.3517
002024.SZ,6497077.972,4352767.8357
002013.SZ,1021424.2838,298455.2219
600988.SH,462066.0529,162509.2518
600647.SH,154031.9099,154031.9099
002230.SZ,2074018.0683,1464678.7361
000563.SZ,1202520.6805,745115.7325
002548.SZ,171315.0,48911.5078
002477.SZ,1003065.6,429745.7207
601965.SH,634378.7122,190080.0
600306.SH,149636.6911,145418.9335
300136.SZ,283641.75,172083.4843
600273.SH,171045.0,171045.0
000995.SZ,157006.08,157006.08
000983.SZ,2785660.8,2785635.0394
002638.SZ,445482.63,274368.4976
002357.SZ,146947.986,145391.736
000559.SZ,1057927.0131,1055900.0416
002489.SZ,498267.5686,143241.506
002283.SZ,318864.7055,318864.7055
000876.SZ,2024385.0957,1251360.7533
600269.SH,719305.3603,719305.3603
600255.SH,262957.5,262957.5
002583.SZ,639122.0,230837.3023
300040.SZ,152790.0,109146.675
600293.SH,231505.7472,231505.7472
600300.SH,832656.0,832656.0
000609.SZ,230427.8385,224670.8174
300228.SZ,893378.0,484539.1991
601919.SH,3882184.2557,2840861.1102
300312.SZ,214906.86,84367.26
600177.SH,1723397.4519,1659150.2971
002160.SZ,208420.0,199041.1
601558.SH,1841343.2,192543.2
000501.SZ,591959.1045,591901.5866
300156.SZ,325964.88,170605.8172
