ts_code,total_mv,circ_mv
600871.SH,3587108.8742,2564612.5461
002067.SZ,533854.5271,475386.0271
601225.SH,18439890.0,18439890.0
688800.SH,918835.2634,918835.2634
002398.SZ,390890.6859,324444.0214
003010.SZ,764382.158,563514.489
000958.SZ,3176216.9268,3176203.6518
000050.SZ,2123493.9791,2123469.2903
300837.SZ,216403.0404,152740.8654
601990.SH,3114975.0737,3092521.5757
000048.SZ,848451.6,842815.6
002075.SZ,1386497.6812,1386495.4534
300669.SZ,440524.8324,416257.8954
301265.SZ,279341.2738,156552.9751
600332.SH,4414022.4265,3816993.9265
688485.SH,158107.2492,92742.1929
600234.SH,143861.4932,143861.4932
603881.SH,2379623.8085,2379623.8085
002025.SZ,2761780.6975,2735731.4143
002915.SZ,471929.1438,418044.2438
000725.SZ,16413227.0645,16067278.2791
600113.SH,562945.8578,549672.0298
000543.SZ,1629874.735,1629874.735
603089.SH,251698.428,251698.428
601860.SH,984804.5435,955371.5545
600131.SH,2485237.703,2473131.8481
920263.BJ,233050.7784,169279.6661
002799.SZ,248991.12,248987.8524
603390.SH,387542.5264,385430.302
688612.SH,1344958.0687,811296.749
002628.SZ,342209.3876,341273.1993
301132.SZ,435521.6583,135330.5914
301314.SZ,220613.25,64886.25
688662.SH,361784.0,361784.0
002576.SZ,288759.9,283386.2217
300872.SZ,843656.8098,723061.9231
301110.SZ,490899.9416,257506.4666
301036.SZ,402500.0,283503.4269
001219.SZ,251334.0538,244808.7413
603950.SH,923448.6492,923448.6492
301088.SZ,304930.2,77135.7
688097.SH,1545847.9147,1535380.9854
000951.SZ,2197005.7032,2197005.7032
300529.SZ,2029256.0038,1302232.5162
920098.BJ,296006.1432,158477.3336
003005.SZ,626071.689,279634.2586
688525.SH,3239046.2088,2383272.9128
603716.SH,253823.3896,253823.3896
300549.SZ,263213.16,199481.9285
002259.SZ,187329.7385,187329.7385
688108.SH,426273.136,426273.136
301113.SZ,175070.0,105743.7806
001333.SZ,298624.0,102652.0
300999.SZ,17278612.2252,1729416.2981
300329.SZ,171205.7041,170681.3005
600249.SH,293700.0,293700.0
300707.SZ,277008.4759,224116.2022
603826.SH,1362816.0,1362816.0
600397.SH,554377.5339,554377.5339
000428.SZ,317904.912,317904.912
600866.SH,1079957.2004,721093.0734
002146.SZ,660920.9054,592841.2454
300976.SZ,679466.4604,435615.0251
600648.SH,1373772.44,1131097.865
300911.SZ,677221.0217,632076.8373
920879.BJ,268533.2188,217000.4337
688114.SH,3762390.4281,1923419.1731
600967.SH,2076189.4937,2072674.3931
920403.BJ,196947.855,115192.8863
600039.SH,6785120.7588,5222135.1277
600665.SH,259236.7563,259236.7563
300629.SZ,585313.7311,492650.4218
920690.BJ,171717.0,79322.376
600568.SH,255087.3192,213640.6117
002601.SZ,4455209.509,3712820.3058
300382.SZ,954714.7162,954422.4752
600774.SH,225109.7227,224964.546
301362.SZ,431240.4,122240.4
600318.SH,437869.3977,437869.3977
603318.SH,299314.2424,250071.0733
300110.SZ,370032.6634,369708.591
301129.SZ,334762.704,88326.792
002171.SZ,1505528.8471,1496350.8379
002775.SZ,221431.3019,161057.5999
001227.SZ,1315706.0458,973148.8113
301508.SZ,794915.5632,206868.7824
000750.SZ,2637490.059,2393832.2425
300190.SZ,257145.6538,255361.1239
301458.SZ,1024000.128,234566.5651
600678.SH,276400.08,276400.08
300973.SZ,712245.8023,478695.1395
603908.SH,241164.378,241164.378
300287.SZ,1049185.1536,958158.894
603169.SH,740667.4495,740667.4495
920523.BJ,280300.888,224236.3325
002199.SZ,153125.2463,153125.2463
002758.SZ,465088.1747,462023.7533
688307.SH,255376.0,168749.3324
603341.SH,2262229.59,1294859.21
300784.SZ,328033.9208,82011.98
688553.SH,690891.6,504848.7047
300109.SZ,774550.608,716444.9566
000070.SZ,583423.4045,575810.322
300566.SZ,587088.6903,504381.785
600227.SH,374897.5461,283627.1563
000031.SZ,1148731.9749,1072773.7613
000738.SZ,2718485.3301,2718485.3301
600888.SH,996356.3443,996356.3443
600340.SH,962775.2041,957765.3453
688489.SH,444842.613,195865.7995
603209.SH,456400.0,298656.75
603159.SH,205240.0,205240.0
600812.SH,1070615.7509,1070615.7509
688561.SH,2569396.4138,2569396.4138
600955.SH,812350.0,812350.0
002712.SZ,333641.3094,331575.4074
603566.SH,420811.724,420811.724
920208.BJ,394758.6893,248434.5161
000061.SZ,1055511.6895,1055492.3297
605507.SH,1094176.413,590772.0402
002082.SZ,361996.4753,327696.2262
601108.SH,3705720.2693,3705720.2693
920519.BJ,131209.4129,79732.4693
301229.SZ,277198.0422,185571.5958
301378.SZ,320905.2,145709.9261
920981.BJ,284308.024,138717.1597
601100.SH,11903808.767,11903808.767
688075.SH,514049.9462,514049.9462
600478.SH,896061.0128,896061.0128
688600.SH,214725.3331,214725.3331
301336.SZ,316000.0,203398.3296
301285.SZ,711771.48,271076.5788
603266.SH,335919.7208,335919.7208
603076.SH,280027.1181,280027.1181
300880.SZ,468134.3347,468067.7625
300175.SZ,282009.2,282009.2
301281.SZ,358115.03,227693.564
300508.SZ,385195.2728,200695.9517
002058.SZ,155641.4402,155282.7924
688303.SH,4528529.2834,1166761.7834
688177.SH,821534.72,821534.72
601186.SH,11189542.196,9478674.292
600506.SH,427434.1471,328795.4993
600892.SH,194134.0732,194083.879
002290.SZ,670399.5157,668069.0407
600787.SH,1296271.7377,1293367.4309
600985.SH,3668218.3617,3668218.3617
002581.SZ,642582.4608,390370.5908
002803.SZ,514051.7688,385488.0212
603077.SH,1633781.2922,1633781.2922
000919.SZ,419755.9066,397311.9179
603629.SH,769652.73,754462.8
300581.SZ,623274.1156,623274.1156
603733.SH,1598329.8066,1598329.8066
688660.SH,1117333.3892,1117333.3892
920021.BJ,253997.986,207046.9802
300616.SZ,295463.0297,205251.5745
300561.SZ,1440394.0103,791676.2385
688227.SH,455160.5372,258053.6403
002826.SZ,202690.4483,183594.7003
002027.SZ,9849580.2131,9849580.2131
688092.SH,193744.2094,193744.2094
002121.SZ,782244.66,659363.4523
002282.SZ,443597.889,422696.7462
001223.SZ,371807.68,93007.68
300460.SZ,362518.288,362518.288
000638.SZ,163166.5527,162516.2949
002069.SZ,258133.7264,257808.4784
300099.SZ,562533.3896,443617.5391
301051.SZ,422837.9971,335299.0892
603109.SH,468864.5682,468864.5682
