ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
600230.SH,20190308,780893.1998,780893.1998,5.7973,2.1551
600237.SH,20190308,255095.0434,255095.0434,264.1209,2.0576
002465.SZ,20190308,2283873.9502,2049803.0339,53.1737,2.7112
300732.SZ,20190308,492298.5894,302900.2348,16.3238,2.5142
600007.SH,20190308,1415231.9603,1415231.9603,18.9319,2.1013
300068.SZ,20190308,1330298.0666,941553.6128,53.8234,2.153
300552.SZ,20190308,202568.6936,77639.1246,315.4346,2.6492
601369.SH,20190308,1083227.124,1083227.124,29.9162,1.7461
002518.SZ,20190308,651173.9505,623789.2471,28.1112,2.6902
002913.SZ,20190308,818150.2807,199043.851,33.6396,3.8516
601818.SH,20190308,21888028.0941,16600995.3906,6.5029,0.7842
600926.SH,20190308,4355540.1668,1767355.3508,8.0464,0.923
002166.SZ,20190308,324462.7706,262644.8095,38.908,2.909
600841.SH,20190308,707218.9013,425864.3045,50.1125,1.9091
300634.SZ,20190308,1229230.73,122950.73,77.5685,9.8998
300126.SZ,20190308,177511.2384,123036.2609,,1.8362
300718.SZ,20190308,330858.0,82714.5,22.4841,2.939
000708.SZ,20190308,497045.7789,497045.7789,9.7426,1.1287
002626.SZ,20190308,858759.3243,835976.7257,12.6166,2.8558
600816.SH,20190308,4358902.9214,3723989.7902,50.275,3.1432
002909.SZ,20190308,186648.0,88174.5339,97.2078,4.0434
603680.SH,20190308,1012768.64,306904.6024,22.221,2.6825
300593.SZ,20190308,241134.768,136764.6818,66.1604,4.1026
603833.SH,20190308,4225866.4284,926331.5942,27.1618,5.8845
600545.SH,20190308,1472735.8971,525085.5495,19.9107,5.2957
002676.SZ,20190308,260640.0,260627.2699,441.2665,2.5154
000566.SZ,20190308,885754.252,797918.1536,63.4761,1.8651
002852.SZ,20190308,413848.0,179575.1556,18.7736,1.9698
002067.SZ,20190308,435590.792,382161.192,12.7339,1.0323
601225.SH,20190308,8630000.0,8630000.0,7.8497,1.7076
600695.SH,20190308,413878.8822,213283.8825,472.3914,6.2618
000050.SZ,20190308,4016369.303,3568740.7712,30.2235,1.5277
601990.SH,20190308,3972333.1818,397403.9,125.0519,3.7598
300669.SZ,20190308,167938.7649,50629.0,44.6342,3.5832
600332.SH,20190308,5878860.0716,3873384.168,14.6412,2.7111
002025.SZ,20190308,1196481.0,1196198.6779,33.1015,4.4443
002915.SZ,20190308,253680.0,76743.8625,70.1147,5.3615
600113.SH,20190308,386333.8592,299165.4,38.2887,5.2613
603089.SH,20190308,206939.8,61022.4672,28.1314,2.7879
601860.SH,20190308,3887864.0001,388786.4001,30.9297,3.2764
600131.SH,20190308,1053621.574,852007.1658,80.7173,8.5289
002628.SZ,20190308,406956.425,387111.2677,190.8332,1.4791
600665.SH,20190308,348241.376,348241.376,7.9216,1.0485
000540.SZ,20190308,3215411.8977,2986038.5624,6.2351,1.5702
300629.SZ,20190308,197900.099,85624.5381,220.5649,5.6237
300382.SZ,20190308,381648.9245,381610.5967,26.6026,3.7155
600774.SH,20190308,302521.6867,302268.0554,152.9069,5.1331
603318.SH,20190308,571076.0242,569461.7842,414.4497,5.5379
000750.SZ,20190308,2423936.6339,2423934.6933,283.9771,1.7843
300190.SZ,20190308,482027.7486,439620.8664,20.6116,1.3739
603908.SH,20190308,170526.33,58937.0729,41.8652,3.7514
002199.SZ,20190308,263404.6368,244679.5675,,6.866
300109.SZ,20190308,427590.4811,250829.7809,46.9865,3.3509
000070.SZ,20190308,986262.7355,944282.3274,38.2183,4.6449
300566.SZ,20190308,248476.0005,151427.8105,50.9987,3.9642
600892.SH,20190308,379876.1837,366366.873,17.7405,1.9209
002290.SZ,20190308,238828.9327,206954.019,39.1868,1.9261
002803.SZ,20190308,348649.6,137966.1311,16.951,5.1184
603077.SH,20190308,1845731.2977,1845731.2977,29.6847,1.6454
603629.SH,20190308,459500.0,114875.0,44.9407,4.9826
002826.SZ,20190308,215901.36,149857.8919,82.6568,3.4864
002027.SZ,20190308,9496588.5412,9496588.5412,16.2948,6.684
002121.SZ,20190308,939368.881,604046.7805,,2.5689
000638.SZ,20190308,183164.8,183164.8,,7.4348
002069.SZ,20190308,314311.5897,304403.4967,93.5922,8.123
300099.SZ,20190308,350702.3296,205237.6518,36.7691,1.99
002873.SZ,20190308,211124.088,117863.0079,29.7461,3.2051
002310.SZ,20190308,2167167.8372,1240919.8295,12.2653,1.6744
300415.SZ,20190308,310608.0,211151.2106,18.1138,2.7459
002569.SZ,20190308,172772.34,172471.9227,,5.2415
600802.SH,20190308,311608.9115,311608.9115,12.4517,3.4775
002330.SZ,20190308,304714.0,304679.9473,369.7109,2.289
603599.SH,20190308,697483.3816,697483.3816,16.3484,1.5335
000547.SZ,20190308,1658666.2841,1151143.1884,49.5791,2.2595
002810.SZ,20190308,267774.936,138070.9948,37.2405,3.5439
300090.SZ,20190308,364307.0065,315196.8104,,5.5248
300590.SZ,20190308,604295.58,362974.0,48.5324,6.9929
000613.SZ,20190308,268341.7,195780.8072,4107.5925,34.4962
300697.SZ,20190308,255632.0,63908.0,37.4999,3.3911
600365.SH,20190308,175200.0,175200.0,323.9297,2.5346
603606.SH,20190308,505673.1106,493875.285,39.3138,3.0208
002140.SZ,20190308,354597.4545,349461.4707,23.9157,1.6853
002200.SZ,20190308,138099.6675,98713.578,,6.9433
002068.SZ,20190308,464593.6378,387872.662,11.5471,1.3808
002236.SZ,20190308,4990966.9205,3054124.7348,19.7152,4.0725
300254.SZ,20190308,162480.24,126273.1501,218.8596,2.0328
002435.SZ,20190308,545480.5062,199930.056,13.8086,1.0417
601088.SH,20190308,39819020.1509,33015057.9859,8.9148,1.2407
600860.SH,20190308,230834.0,176134.0,50.5338,4.239
600765.SH,20190308,778781.2032,778781.2032,23.3766,1.8323
600729.SH,20190308,1300484.5595,1300158.2615,14.9035,2.3566
300467.SZ,20190308,628913.7546,367436.6164,34.2057,1.9876
002529.SZ,20190308,203320.0,156400.0,,1.4477
000829.SZ,20190308,710778.916,636970.4263,33.6209,2.6061
002585.SZ,20190308,715736.1346,527506.9792,22.2729,0.9294
002831.SZ,20190308,1956048.9,584214.6521,20.7047,3.4625
600891.SH,20190308,340289.7775,211717.3701,30.011,1.1032
002463.SZ,20190308,1868305.678,1812622.5507,32.6833,4.8794
603959.SH,20190308,613401.6,291365.76,43.5607,5.8684
300624.SZ,20190308,546085.66,326539.5327,65.9102,8.6294
000839.SZ,20190308,2085347.6193,2084911.8315,1229.8912,2.9435
300274.SZ,20190308,1587243.5968,1159729.8283,19.815,2.0982
600152.SH,20190308,311297.7378,208229.1861,41.7922,2.0985
300049.SZ,20190308,275153.5426,238453.1912,73.5957,2.0464
600540.SH,20190308,211915.4909,211915.4909,402.144,3.3791
002686.SZ,20190308,312715.8269,246497.5143,115.9219,2.0369
601311.SH,20190308,1243751.1338,1243751.1338,23.8956,2.2329
600358.SH,20190308,221162.2571,221162.2571,,4.2275
300648.SZ,20190308,251302.4,111436.7233,130.6322,4.7496
002382.SZ,20190308,1457615.002,734471.9762,43.7844,1.8724
600616.SH,20190308,286128.2708,286128.2708,85.3451,1.4098
000889.SZ,20190308,839053.7613,779541.2148,32.3957,2.3251
