ts_code,total_mv,circ_mv
601233.SH,2388554.2168,2388554.2168
000967.SZ,2071805.7056,751489.4753
600062.SH,1276922.957,1276922.957
601216.SH,2700165.5648,2700165.5648
000693.SZ,51088.2408,24271.5032
000935.SZ,1223794.8538,1223794.8538
000915.SZ,447573.1364,445855.9929
603579.SH,390320.0,143358.96
000545.SZ,376970.2427,366491.9827
600688.SH,5682502.0875,3847627.0875
600652.SH,174867.7346,174867.7346
002061.SZ,858398.7348,361132.61
002878.SZ,358617.6275,100375.11
002359.SZ,329419.1033,214693.68
002232.SZ,417127.9726,412190.3788
600385.SH,117004.6469,112791.3131
300615.SZ,549811.7856,147113.01
603876.SH,715520.0,392080.3328
603991.SH,148548.251,81870.2836
000803.SZ,199643.3858,199643.3858
600856.SH,418196.24,411087.1494
600779.SH,2193570.184,2193570.184
002664.SZ,541627.08,473854.2348
000517.SZ,955176.7455,910723.4448
002546.SZ,368649.7004,345601.4341
601011.SH,968198.7378,961131.3384
600185.SH,966224.3853,966224.3853
600751.SH,945184.1173,838859.631
600576.SH,272537.06,231386.3046
300092.SZ,177173.235,127902.7705
600798.SH,434352.3124,371106.3413
603690.SH,463531.5402,94663.568
300160.SZ,214648.7771,208046.9165
300546.SZ,331084.425,163111.3544
000413.SZ,2905236.8098,2466126.7442
002366.SZ,847982.0883,478170.517
002875.SZ,231812.9213,69244.2833
600933.SH,672650.58,209865.9803
600753.SH,220672.0,220672.0
000711.SZ,550733.285,218578.18
002090.SZ,418009.9438,401967.6903
600027.SH,3816971.9647,2707352.5615
300660.SZ,382877.9836,94055.9508
600704.SH,2282541.681,2282541.681
002833.SZ,486347.0585,206622.9845
002367.SZ,533629.6476,350719.9271
603007.SH,298442.375,170066.75
603030.SH,345574.6898,342814.9244
000973.SZ,403415.4623,403405.7867
603609.SH,1205451.8456,1086347.645
300588.SZ,192473.5185,92740.14
000932.SZ,1972235.1164,1972042.5336
300390.SZ,360534.504,213205.0026
300710.SZ,206939.824,101108.384
300362.SZ,126292.7659,90946.7304
300515.SZ,187511.68,158806.1112
002774.SZ,284167.121,73287.7498
000972.SZ,195906.0291,195906.0291
000856.SZ,295554.0,295554.0
603896.SH,502111.898,213087.185
600896.SH,432811.3394,432811.3394
600170.SH,3374766.7389,3216538.8631
603589.SH,3401400.0,3401400.0
600149.SH,224674.56,224674.56
300478.SZ,198749.937,197246.7252
601019.SH,1661172.4,339812.4
002212.SZ,1645046.2647,1272918.9148
300768.SZ,1338833.47,133913.47
002524.SZ,261229.7232,250126.4915
603099.SH,242136.36,242136.36
600333.SH,329485.6,286524.3161
002594.SZ,13845324.9891,5796735.6389
002048.SZ,683213.9996,594558.7155
300438.SZ,464181.7423,350411.3406
601636.SH,1005373.6876,984588.3402
600900.SH,39402000.0,39402000.0
600073.SH,887092.0805,887092.0805
603916.SH,396687.28,164669.15
