ts_code,trade_date,total_mv,circ_mv
000683.SZ,20050106,121471.0,43771.0
000729.SZ,20050106,769093.5125,221637.5825
000913.SZ,20050106,166901.248,49753.6
000921.SZ,20050106,451362.9862,88497.955
600074.SH,20050106,161425.44,82756.08
600159.SH,20050106,82655.4379,23850.0813
000786.SZ,20050106,233510.9,92628.9
600109.SH,20050106,44009.2715,17050.0
600156.SH,20050106,109286.1,33864.0
600208.SH,20050106,87543.2623,36016.8
600325.SH,20050106,137800.0,41340.0
600506.SH,20050106,66607.5,20750.0
600512.SH,20050106,89451.6918,33600.0
600657.SH,20050106,101680.3932,58481.1595
600122.SH,20050106,160876.8,72576.0
600200.SH,20050106,408315.6,184272.3
600307.SH,20050106,446992.0,122800.0
600345.SH,20050106,185922.0,50706.0
600793.SH,20050106,58757.4,18715.32
000599.SZ,20050106,100610.4592,49553.1179
000711.SZ,20050106,50629.3632,24121.8432
000839.SZ,20050106,905519.9849,340766.5061
002013.SZ,20050106,40750.0,16300.0
600393.SH,20050106,130200.0,35976.7338
600348.SH,20050106,618085.0,192750.0
600368.SH,20050106,186524.0,43044.0
600470.SH,20050106,105844.0,45040.0
600577.SH,20050106,84132.0,28044.0
600781.SH,20050106,39603.2087,11289.375
600853.SH,20050106,163446.8055,50519.9255
600862.SH,20050106,72725.653,37322.1912
600151.SH,20050106,217077.76,65628.16
600436.SH,20050106,158480.0,45280.0
600438.SH,20050106,134582.04,46980.0
600548.SH,20050106,990037.8,74910.0
600673.SH,20050106,67584.5834,27779.4031
600687.SH,20050106,63799.9878,24488.4462
600744.SH,20050106,340167.744,137801.664
600835.SH,20050106,463641.8198,146419.3843
600884.SH,20050106,202963.974,112624.5011
000761.SZ,20050106,505520.0,53400.0
600712.SH,20050106,60328.224,26381.088
600877.SH,20050106,145004.477,67197.6
000404.SZ,20050106,100428.7272,36762.1242
000593.SZ,20050106,66036.6289,21624.7395
000877.SZ,20050106,79464.5568,35755.2
000893.SZ,20050106,85692.0,22002.0
600149.SH,20050106,141511.32,57504.6
600243.SH,20050106,63892.8,22440.0
600691.SH,20050106,20864.1147,8968.32
600750.SH,20050106,91466.112,39062.4
600897.SH,20050106,199800.0,49950.0
000024.SZ,20050106,497533.4283,164261.7924
000062.SZ,20050106,170351.9987,80917.1987
000560.SZ,20050106,45561.6,21153.6
000627.SZ,20050106,173680.1204,49964.1098
600240.SH,20050106,72275.0,30975.0
600516.SH,20050106,104800.0,41920.0
600607.SH,20050106,187279.0465,81221.4581
000031.SZ,20050106,346928.9685,121636.4685
600644.SH,20050106,107214.6946,55367.4755
600726.SH,20050106,511430.3213,88333.3617
