ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
002774.SZ,20220610,281471.0844,235591.6427,9.6801,2.0624
000972.SZ,20220610,198991.1634,198991.1634,,28.2109
000856.SZ,20220610,176833.0,176833.0,85.0121,4.7409
603896.SH,20220610,752894.0073,752894.0073,34.4437,4.6916
002430.SZ,20220610,3142256.2275,3080889.6389,25.819,4.4317
002971.SZ,20220610,360320.0,237635.6431,37.764,3.1209
688221.SH,20220610,520932.48,272193.1156,,2.9396
603931.SH,20220610,386345.0237,223612.9058,25.9722,3.1779
688567.SH,20220610,2698087.6062,2013100.4704,,2.9563
920533.BJ,20220610,56304.0,17484.534,20.0643,2.6521
600301.SH,20220610,396224.6159,396224.6159,68.2859,12.2035
600170.SH,20220610,2751458.898,2751458.898,7.9765,0.9118
603589.SH,20220610,3324600.0,3324600.0,18.5489,3.8062
002442.SZ,20220610,259152.96,252796.3416,25.1641,1.7021
688169.SH,20220610,4605226.1735,3537039.7304,32.2023,5.21
300478.SZ,20220610,133769.172,128872.0014,56.1271,15.9097
002209.SZ,20220610,140575.716,111257.699,,2.4383
601019.SH,20220610,1391962.3,1391962.3,8.8214,1.1062
300237.SZ,20220610,351643.5474,350806.1972,,1.6181
002212.SZ,20220610,1186556.4411,1166605.0676,45.5225,1.2703
002347.SZ,20220610,205413.8263,152404.2428,149.0433,1.5357
688225.SH,20220610,898822.47,73448.999,88.5034,3.5403
300692.SZ,20220610,300439.0613,265574.6421,13.9614,1.5041
300768.SZ,20220610,975400.9941,583562.8955,31.6531,3.0582
600865.SH,20220610,399567.2156,399567.2156,46.8386,1.7767
600149.SH,20220610,218211.84,218211.84,,13.3397
601898.SH,20220610,14915996.325,10296000.45,9.0043,1.2263
301075.SZ,20220610,212400.0,53100.0,38.1824,2.8511
688010.SH,20220610,362606.9674,226627.0612,78.0176,2.0311
688119.SH,20220610,1047375.0,139387.4701,48.5278,3.5878
600502.SH,20220610,1235793.0753,1235793.0753,11.0648,1.5564
601010.SH,20220610,576576.0,576576.0,44.9529,1.2163
301126.SZ,20220610,339495.3708,84873.8427,50.1037,1.9992
688019.SH,20220610,1646570.2364,948585.2769,101.2443,13.3807
300130.SZ,20220610,675581.4409,490755.2313,28.2824,2.5758
600851.SH,20220610,838904.4009,513053.2465,61.8052,2.1452
920239.BJ,20220610,605786.888,229576.4332,23.5607,6.3448
301236.SZ,20220610,2015788.2364,244897.5024,20.9559,2.1185
600726.SH,20220610,519202.2404,405154.2399,,
600933.SH,20220610,1361254.0994,1357773.5816,47.4049,2.9155
603767.SH,20220610,258859.926,257018.607,45.4651,1.8428
300940.SZ,20220610,424404.0288,168751.769,92.5345,4.9032
601778.SH,20220610,1554257.7355,1095981.9355,37.7184,1.316
688317.SH,20220610,786216.1653,493736.3873,10.954,2.0534
600378.SH,20220610,3589591.8106,1392647.7648,37.516,4.8193
603697.SH,20220610,368382.3552,363944.1399,20.3288,1.913
601900.SH,20220610,713117.7465,713117.7465,9.1416,0.9849
600906.SH,20220610,2826395.0,1108307.7824,51.6383,2.5154
000058.SZ,20220610,689472.3763,301437.9855,146.5837,3.4367
600522.SH,20220610,6375389.9499,6375389.9499,91.7024,2.2867
603185.SH,20220610,5109294.6021,5088686.3344,24.9035,6.7699
300725.SZ,20220610,1784544.062,1463304.6822,36.5965,7.1347
600753.SH,20220610,276829.2244,258478.08,,10.2744
002972.SZ,20220610,297451.84,98896.7463,19.6436,2.5227
300670.SZ,20220610,226281.222,151239.1351,62.248,2.3798
000926.SZ,20220610,447130.8853,440826.2615,32.3845,0.3974
603216.SH,20220610,337352.64,84368.64,18.1051,2.1793
601881.SH,20220610,9498611.4553,6040158.8542,9.4982,1.1104
603900.SH,20220610,227096.0513,227096.0513,,1.0014
688697.SH,20220610,472360.0482,100376.541,23.252,3.6491
603797.SH,20220610,356872.7059,332264.0143,11.3009,1.3224
688067.SH,20220610,148036.0,31457.65,48.4717,3.0589
603738.SH,20220610,712857.1703,702263.0098,25.4479,4.3043
002497.SZ,20220610,3703183.3768,3322815.2442,19.6916,4.7472
000711.SZ,20220610,279461.3138,223969.2259,,3.34
002073.SZ,20220610,534008.5374,523001.9614,36.4967,1.191
300252.SZ,20220610,422476.6065,301100.5491,82.7697,1.8113
603928.SH,20220610,247564.8,247564.8,16.2273,1.585
603128.SH,20220610,1342199.5453,1342199.5453,14.8562,2.4947
688163.SH,20220610,272281.52,62305.2277,35.3497,2.5699
300920.SZ,20220610,212100.0,105009.2974,26.2072,1.9018
600536.SH,20220610,2599361.4438,2532161.4438,199.1425,9.7387
600268.SH,20220610,629214.9915,629214.9915,24.1386,2.4681
300588.SZ,20220610,205670.3349,112805.0285,,4.3992
600009.SH,20220610,9287939.7194,5270556.2335,,3.4405
920419.BJ,20220610,59095.548,25312.5668,20.6321,1.5499
603028.SH,20220610,262354.56,262354.56,45.0231,3.2024
603112.SH,20220610,632557.0629,222642.5479,17.7906,2.9124
002421.SZ,20220610,545904.6378,505221.2121,,2.1652
600736.SH,20220610,604428.7762,604428.7762,15.7019,0.8264
688311.SH,20220610,716979.136,411179.1338,59.2113,4.1182
