ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
000587.SZ,20210312,361037.3861,206212.0145,,
688529.SH,20210312,374400.0,85190.119,44.1336,3.5682
603289.SH,20210312,211038.8,210185.4692,22.7154,2.0304
000029.SZ,20210312,770884.92,679444.92,24.7257,2.0836
002016.SZ,20210312,519439.3957,440954.8957,6.6675,1.3611
300760.SZ,20210312,46686191.6882,19168253.1404,73.2606,21.1737
601899.SH,20210312,28912128.0197,22291763.1387,49.4185,5.9719
002887.SZ,20210312,395304.0,204716.8237,14.0464,1.8424
002392.SZ,20210312,542863.8226,379295.7238,11.3273,1.3391
300573.SZ,20210312,728933.79,535598.9025,119.3446,11.734
002713.SZ,20210312,317589.4939,304018.0842,,6.2778
000963.SZ,20210312,6579283.9005,6579188.9793,21.9935,4.623
600715.SH,20210312,406212.9165,406212.9165,,0.7238
300650.SZ,20210312,184644.752,93014.504,69.509,3.3341
000666.SZ,20210312,518943.81,216298.9351,14.4628,0.5766
002511.SZ,20210312,3193471.0325,3111691.9568,35.3,6.6798
300061.SZ,20210312,242566.5306,199693.4181,,1.2559
603367.SH,20210312,608853.079,602037.354,14.199,1.299
002966.SZ,20210312,2670000.0005,1301503.26,10.381,0.8985
000507.SZ,20210312,509872.8425,460980.0934,22.3394,0.9599
000758.SZ,20210312,1136331.3506,1136224.8982,,2.3752
688379.SH,20210312,184272.0,43764.6,28.1803,2.0664
000757.SZ,20210312,247938.5126,190665.4171,48.3261,1.4924
000876.SZ,20210312,9922792.1852,9522753.2994,18.7844,2.7381
002747.SZ,20210312,2061168.3181,1812136.7532,219.6511,12.3998
600300.SH,20210312,628672.0,628672.0,21.2112,2.2245
000609.SZ,20210312,112523.8363,109793.0047,14.3005,0.7403
002705.SZ,20210312,3344940.5979,3221082.4633,29.9671,5.7398
601368.SH,20210312,452082.2154,440465.9082,15.9529,1.0415
603348.SH,20210312,537720.3321,209604.1321,54.9297,2.0093
601919.SH,20210312,13669375.0881,9652891.4981,13.7698,3.1128
300052.SZ,20210312,202717.361,200965.9021,,2.4186
688004.SH,20210312,227484.0,54027.45,48.9998,3.1917
600624.SH,20210312,469712.4389,469712.4389,124.3521,3.9473
300923.SZ,20210312,256078.8,64019.7,38.3467,2.4098
300043.SZ,20210312,389434.0995,286313.436,,1.3229
603685.SH,20210312,169676.0,169676.0,21.4515,1.6253
688526.SH,20210312,1667025.0,285897.4189,37.2267,6.1548
000301.SZ,20210312,6309497.3451,2260021.0519,95.4356,3.6184
002164.SZ,20210312,499711.094,445021.6372,3.6784,8.4898
300248.SZ,20210312,393533.6609,271052.682,21.2657,2.2213
605298.SH,20210312,239112.0,59778.0,22.9077,2.5818
603948.SH,20210312,284960.0,133669.1205,21.7839,2.0698
002796.SZ,20210312,278931.7775,237544.0025,65.5452,1.7826
600655.SH,20210312,3949517.9379,1632587.9785,11.1034,1.2691
600307.SH,20210312,1283988.2719,1283988.2719,37.4714,1.054
000677.SZ,20210312,233274.046,233274.046,351.5958,8.1813
002483.SZ,20210312,457952.3252,326203.271,20.1565,1.1933
300516.SZ,20210312,451800.0,451800.0,81.9103,4.1515
002267.SZ,20210312,702831.6812,702831.6812,19.7114,1.1432
000698.SZ,20210312,684294.5198,656051.9215,,1.8285
300184.SZ,20210312,435918.5421,369420.5556,40.4447,0.9048
601002.SH,20210312,487028.736,434951.0554,40.9307,1.3639
