ts_code,trade_date,total_mv,circ_mv
600057.SH,20050531,152593.2,61344.0
600072.SH,20050531,114533.1433,52056.576
600318.SH,20050531,60600.0,24240.0
600323.SH,20050531,158262.2535,100506.5219
600426.SH,20050531,194889.0,70020.0
600579.SH,20050531,62856.0,20952.0
600584.SH,20050531,124351.6,37400.0
600697.SH,20050531,66412.4796,39408.2569
600740.SH,20050531,176479.5,73515.0
000578.SZ,20050531,68164.7772,23665.3166
000686.SZ,20050531,58854.1033,25019.6607
000752.SZ,20050531,70863.1146,29590.6579
000805.SZ,20050531,11729.7413,2955.7413
000809.SZ,20050531,45026.01,13755.0
600065.SH,20050531,33600.0,10500.0
600122.SH,20050531,120657.6,54432.0
600893.SH,20050531,75406.3877,37016.7201
000616.SZ,20050531,100328.202,46580.9509
000802.SZ,20050531,38130.0,12792.0
000599.SZ,20050531,112392.0341,61608.8262
000711.SZ,20050531,34110.4608,16251.5808
000839.SZ,20050531,584759.9903,220057.6709
002041.SZ,20050531,175560.0,35112.0
600393.SH,20050531,90000.0,24868.71
600398.SH,20050531,115489.511,59731.2
600627.SH,20050531,392099.8472,38607.0023
600895.SH,20050531,526384.677,186826.859
600896.SH,20050531,132624.1059,65240.604
600288.SH,20050531,103950.0,37125.0
600456.SH,20050531,155262.08,46560.0
600480.SH,20050531,118320.0,33524.0
600500.SH,20050531,618785.325,199260.0
600545.SH,20050531,53299.6216,19920.0
600620.SH,20050531,83233.5894,25105.2318
000903.SZ,20050531,87112.8,34008.0
600408.SH,20050531,251022.0,76398.0
600106.SH,20050531,150660.0,43740.0
600326.SH,20050531,59220.0,23688.0
600336.SH,20050531,120726.744,31860.0
600900.SH,20050531,6111968.0,1809628.0
600984.SH,20050531,47704.372,13480.0
600991.SH,20050531,199133.1391,38766.0
600371.SH,20050531,58125.0,23250.0
600497.SH,20050531,148800.0,65100.0
600539.SH,20050531,73370.0,28072.0
600757.SH,20050531,119924.6337,35661.6
000065.SZ,20050531,68710.9018,17596.8
600102.SH,20050531,444535.6303,97749.6
600633.SH,20050531,97008.4181,8421.6077
600732.SH,20050531,107627.9204,35995.96
000562.SZ,20050531,246541.7858,98196.3
000901.SZ,20050531,86708.1592,26275.2
000419.SZ,20050531,65991.0663,24574.6663
000971.SZ,20050531,56661.0,24664.2
600776.SH,20050531,225452.0,42362.0
600814.SH,20050531,81892.7946,34982.1692
000691.SZ,20050531,34854.3,17574.3
000927.SZ,20050531,390817.6349,58751.0
600136.SH,20050531,46373.136,18170.256
600303.SH,20050531,81324.0,46309.5
600720.SH,20050531,81951.7827,43906.4276
600774.SH,20050531,46153.3676,16909.8209
600590.SH,20050531,102985.9849,30960.0
600629.SH,20050531,17559.8014,6700.2236
600887.SH,20050531,509818.2794,335797.0551
000043.SZ,20050531,81366.0756,22306.3892
000411.SZ,20050531,56011.4854,15323.9348
600280.SH,20050531,108804.7208,71576.0897
600308.SH,20050531,280741.5675,168687.09
600433.SH,20050531,60320.0,22620.0
600520.SH,20050531,48381.12,19260.0
600558.SH,20050531,59520.0,22320.0
600656.SH,20050531,41422.5484,22644.5809
600301.SH,20050531,94055.2551,37028.2953
600361.SH,20050531,188359.35,75000.0
600517.SH,20050531,63784.17,19975.0
