ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
600230.SH,20160909,381562.1162,381562.1162,,3.433
600237.SH,20160909,474634.8042,474634.8042,,3.3883
002428.SZ,20160909,1006457.92,989917.316,,6.5338
600007.SH,20160909,2268400.2666,2268400.2666,32.404,3.8936
000756.SZ,20160909,581244.6069,390583.2633,56.3933,3.0615
300068.SZ,20160909,1738723.3754,1288380.5317,62.8086,5.5228
002646.SZ,20160909,898650.0,898650.0,45.8532,3.722
601369.SH,20160909,1155333.0143,1155333.0143,33.4232,1.9354
002518.SZ,20160909,968749.3935,920074.8162,36.2545,5.4381
600597.SH,20160909,1716738.2509,1707901.3026,37.4858,3.6521
603515.SH,20160909,2722972.3097,272542.0,62.4597,9.6979
601818.SH,20160909,17971451.575,15326988.4075,6.0457,0.8963
002166.SZ,20160909,542666.1702,433097.0194,59.2148,6.7727
000529.SZ,20160909,551681.8619,536001.9144,70.6622,4.6741
600841.SH,20160909,1267967.2213,763528.7714,148.2415,3.6358
000835.SZ,20160909,458118.0443,424658.79,,12.5942
300126.SZ,20160909,318285.5976,218681.4252,,3.0665
600827.SH,20160909,2314066.0477,2000982.4888,26.7709,1.4219
300378.SZ,20160909,756599.5163,417431.5235,789.9626,6.4171
000708.SZ,20160909,551424.205,551424.205,19.8885,1.5419
603399.SH,20160909,490763.388,490763.388,,2.7299
603288.SH,20160909,8413718.814,837751.14,31.6264,9.7423
300158.SZ,20160909,956664.9579,526197.9194,142.7324,1.8706
002626.SZ,20160909,1010880.0,1010704.5,64.3661,7.6007
600816.SH,20160909,3398188.4698,2179726.9344,14.8819,4.7953
002043.SZ,20160909,1176588.9734,665278.4243,69.4415,8.2986
000833.SZ,20160909,775346.1472,343435.922,60.9322,2.9837
600833.SH,20160909,407132.5833,407132.5833,96.7348,5.5999
002188.SZ,20160909,871792.5304,453960.0,269.0936,4.3385
000778.SZ,20160909,1825296.9879,1825126.4595,41.5512,1.0694
002107.SZ,20160909,555564.24,537317.8272,94.7471,11.9281
600758.SH,20160909,2388106.0547,205367.5731,,4.9986
000524.SZ,20160909,491884.9091,491880.9291,133.1264,8.1616
000566.SZ,20160909,1532406.6139,1389103.948,78.2744,6.3595
002503.SZ,20160909,1738713.6,1049261.1972,64.7,7.0376
600871.SH,20160909,5529780.449,1101968.3332,,2.7375
002067.SZ,20160909,787644.72,691416.72,43.1629,2.5373
601225.SH,20160909,5870000.0,1590770.0,,1.8546
600695.SH,20160909,622951.7196,321025.2252,228.8435,9.2936
002398.SZ,20160909,467486.448,347676.1498,26.0537,2.2807
000958.SZ,20160909,884023.1273,401769.2592,17.2067,3.4422
000050.SZ,20160909,2636867.8362,1774869.1336,46.9116,1.9533
000048.SZ,20160909,1367690.3485,1336933.913,183.825,18.4744
002075.SZ,20160909,3685308.8592,3685307.1057,767.287,15.5303
600332.SH,20160909,4114876.8919,2622975.5403,30.3203,2.3985
600234.SH,20160909,313588.6681,313588.6681,833.3047,63.9405
002025.SZ,20160909,1081080.0,1080681.5804,43.7762,5.3605
000725.SZ,20160909,8401583.1906,5742817.443,,1.0968
600113.SH,20160909,488413.8,488413.8,36.8425,9.3479
000543.SZ,20160909,1416203.2186,1416203.2186,14.7546,1.634
600131.SH,20160909,581760.4289,458643.5709,33.5324,5.786
002799.SZ,20160909,589000.0,147250.0,189.8369,11.6924
002628.SZ,20160909,522090.6802,481704.8189,238.3071,1.9885
600665.SH,20160909,457984.9361,457984.9361,28.205,1.7807
000540.SZ,20160909,3197887.6241,2674711.6804,11.1811,2.3827
600568.SH,20160909,1624900.5297,1156578.1397,117.7723,2.845
002601.SZ,20160909,1101292.36,923693.5166,81.0288,4.6354
