ts_code,total_mv,circ_mv
920021.BJ,104264.9944,78413.2264
300616.SZ,428740.65,280810.3154
300561.SZ,314655.548,173760.1292
688227.SH,224075.5551,51651.2649
002826.SZ,186487.2405,171866.3938
688092.SH,153397.7105,67671.3906
002027.SZ,8044305.2474,8044305.2474
002121.SZ,1256247.4391,1186778.2463
002282.SZ,468880.0418,348353.0373
300460.SZ,325597.9609,325597.9609
000638.SZ,176976.8,176266.9766
002069.SZ,304356.019,297177.594
300099.SZ,466467.3432,356131.457
301051.SZ,464320.0,272880.864
603109.SH,459193.1541,143155.558
002873.SZ,259033.0172,247227.5438
688190.SH,1032360.0,234853.5981
002310.SZ,657938.191,638288.4886
300415.SZ,1094047.7351,976918.6509
002569.SZ,101671.06,98610.7971
600279.SH,532902.9611,390595.9613
002682.SZ,272186.3995,270131.5286
600802.SH,282739.2628,282739.2628
300805.SZ,335198.16,101399.76
300520.SZ,521404.2847,464439.4975
002330.SZ,432445.1798,431286.3475
688577.SH,238123.2286,80725.1286
301151.SZ,366368.3237,87038.6163
603599.SH,1821741.799,1814546.1644
000547.SZ,1810560.4914,1780599.7364
002453.SZ,1123618.4978,727418.4031
002493.SZ,15016153.575,14085951.0938
002810.SZ,1092721.8676,1008371.9833
605080.SH,613112.3868,203859.8868
300590.SZ,599124.9122,442246.222
002434.SZ,1399231.6,1398102.0664
000523.SZ,544998.0053,465370.5045
002530.SZ,549334.7134,465370.8222
688219.SH,440453.0031,243466.241
688575.SH,1105083.0,513963.5709
688186.SH,752625.12,529022.67
603226.SH,198008.9159,198008.9159
300986.SZ,569693.2255,243342.7087
000430.SZ,267179.6728,218947.608
601238.SH,14607684.8892,10139477.4867
600929.SH,1443516.3997,1020832.4321
300008.SZ,786253.2555,651182.3823
600028.SH,53392403.4539,42140977.0313
002348.SZ,220697.6,207131.494
300331.SZ,611764.3458,473486.4155
603389.SH,162643.488,162643.488
002825.SZ,366745.8302,239744.9769
605018.SH,682116.13,60686.08
002132.SZ,908200.9643,906672.7943
688020.SH,346990.623,346990.623
300659.SZ,399831.0362,271096.6099
600118.SH,2586103.7382,2586103.7382
300036.SZ,820485.9056,719872.2267
000837.SZ,893075.3136,688417.5171
688699.SH,626996.608,290592.9632
300413.SZ,5084619.1752,2776980.4858
002324.SZ,1745201.2476,1154062.8122
300004.SZ,299516.0052,297487.4267
300756.SZ,188482.6491,122632.3292
300915.SZ,341010.0,93976.6725
001318.SZ,449146.74,112342.3
300373.SZ,2970383.4319,2964776.1271
002303.SZ,566589.7635,352283.1994
605117.SH,10297807.8462,3501267.9422
688162.SH,757746.1575,151165.8
600382.SH,358175.952,358175.952
603725.SH,162891.68,160995.968
300689.SZ,208773.6,177868.0168
002046.SZ,802689.1921,795437.5513
000598.SZ,1585682.0777,1576660.3877
002706.SZ,1540927.5274,1107199.3448
000488.SZ,1575661.9296,894894.7793
603608.SH,194740.0061,194740.0061
002064.SZ,3865821.6958,1559251.5998
002045.SZ,646369.7999,645475.5599
603223.SH,1370728.9939,1061730.432
600267.SH,1328783.3523,1229783.3592
001914.SZ,1866209.0656,1173673.3642
603171.SH,1095497.11,244244.0347
000735.SZ,796847.396,796413.6718
603303.SH,810805.7775,810805.7775
002099.SZ,1126625.8161,1120367.8066
920726.BJ,102762.9,25388.9502
300997.SZ,517950.0,103590.0
600548.SH,1827485.5332,1201080.5332
600381.SH,647527.9973,647527.9973
600602.SH,879414.0316,690776.8226
002707.SZ,619977.9885,494499.2761
000603.SZ,770005.7901,657111.6464
301002.SZ,305469.736,140651.5879
000042.SZ,640897.218,640066.8525
601069.SH,826464.7466,817896.0
002205.SZ,231003.1324,231003.1324
002113.SZ,238666.4296,154297.0973
301066.SZ,230166.3786,51787.4349
301238.SZ,2340799.8936,462109.2012
600980.SH,286480.942,235773.1041
300495.SZ,231277.8644,178545.5174
600252.SH,973030.0012,962845.0012
002136.SZ,320809.84,319590.8163
002251.SZ,512295.0429,512295.0429
605005.SH,712088.513,90334.3059
002842.SZ,294610.2488,227374.3467
600390.SH,2235538.5331,2235538.5331
688617.SH,1348067.4,896104.5208
603369.SH,5221229.0,5221229.0
300657.SZ,656911.5253,568759.9536
600992.SH,864432.43,864432.43
300012.SZ,3623282.633,3280399.892
601601.SH,20183476.3726,14360896.9726
002539.SZ,1503028.8,1007396.2189
300261.SZ,1155008.0557,1138504.5473
002886.SZ,471499.5138,357174.5222
300437.SZ,527452.4655,362022.3755
603356.SH,202543.46,202543.46
002869.SZ,425691.0402,357218.2049
601518.SH,398366.5607,398366.5607
300308.SZ,2385264.2047,2228559.23
300425.SZ,346638.6072,344649.5451
300003.SZ,3549627.8553,3025477.6339
002252.SZ,3882693.8344,2864033.1066
300946.SZ,398539.926,113398.866
000812.SZ,525785.748,525420.1972
002612.SZ,1060984.0093,604147.5686
300047.SZ,421549.2282,353675.323
002802.SZ,229139.5782,226739.028
300942.SZ,760832.28,203566.809
000157.SZ,5085303.4503,4142274.012
300305.SZ,412916.79,332611.3062
688501.SH,286850.1,186875.7045
300203.SZ,1277004.1028,1275781.4008
603825.SH,443338.966,443338.966
600668.SH,429760.7012,429760.7012
603848.SH,616337.0,616337.0
300290.SZ,302998.6077,291320.6593
688656.SH,221586.9646,60687.1279
603693.SH,1264112.7978,1139221.2
600857.SH,264697.5044,264697.5044
301000.SZ,307200.96,122880.96
301061.SZ,420224.0,105056.0
300601.SZ,3670730.2293,2829471.1885
600418.SH,3789256.9874,3284896.523
000030.SZ,943297.6498,917542.7317
600557.SH,768379.793,768379.793
000520.SZ,363337.9603,363337.9603
002884.SZ,676735.307,516236.6065
601012.SH,40531264.5587,40511806.2146
300472.SZ,377944.6746,356425.2385
605069.SH,223552.8536,88874.3096
603678.SH,2007304.2517,2005506.963
300136.SZ,1636158.5669,1392647.1062
300449.SZ,167621.5012,166447.6575
600383.SH,5367839.8671,5367839.8671
002636.SZ,622440.0,618256.6748
300303.SZ,614784.2367,574092.5553
000863.SZ,490178.7772,482706.6064
600683.SH,398538.3472,398538.3472
603859.SH,432911.0975,432911.0975
000728.SZ,3163738.971,3111184.6736
920642.BJ,73502.2271,39112.806
002738.SZ,4654355.6154,4298676.4572
688009.SH,4691289.817,893350.0682
000420.SZ,1138456.0428,1003449.2769
920553.BJ,49285.8278,31769.0778
688690.SH,3258837.8453,1305601.41
300995.SZ,172948.8,59821.05
688533.SH,1096160.0,260338.0
301158.SZ,324800.3016,81200.232
601118.SH,1938580.792,1938580.792
000989.SZ,783288.1666,604968.9735
002751.SZ,119760.4501,100595.1449
600707.SH,1604010.2102,1106284.8098
600153.SH,4179001.6817,3940928.7367
603839.SH,281271.8607,281271.8607
002698.SZ,1659598.65,1304773.4447
300671.SZ,1148061.1461,1144336.7893
000678.SZ,313455.2456,313455.2456
002321.SZ,531089.6277,530017.0064
002872.SZ,156456.0,105702.6005
688696.SH,1847720.0,1188939.6655
301190.SZ,534444.885,133613.4
002156.SZ,2489286.1661,2488974.9859
000062.SZ,1358636.2093,1356867.235
300556.SZ,224275.1282,177930.1174
600189.SH,512081.6334,501069.2763
688136.SH,478669.8659,156429.116
600995.SH,899629.632,899629.632
300233.SZ,1115743.6426,1040531.2214
688579.SH,331608.29,233502.4404
300701.SZ,252720.0,225426.7155
300847.SZ,367940.43,187725.8003
002153.SZ,2882448.5725,1689184.7952
002410.SZ,5752634.1764,4806314.3624
002929.SZ,881139.3607,617139.1239
002489.SZ,776737.9316,671681.8897
002283.SZ,665442.992,581268.5304
600255.SH,515175.8197,510892.9697
002583.SZ,957073.9972,646757.3382
300040.SZ,442504.0975,348005.2963
920445.BJ,117979.9299,72309.9243
688310.SH,176981.2,80086.11
000796.SZ,388652.1249,388423.0356
002948.SZ,1996381.6703,1034114.2374
300611.SZ,206473.9324,149308.4051
300951.SZ,594840.0,282549.0
301120.SZ,648783.7094,137492.8604
000584.SZ,550918.8057,540088.7692
688256.SH,3193691.1312,1929735.2194
002476.SZ,343332.0,343303.1786
300578.SZ,339429.686,329767.23
002495.SZ,261975.168,199901.7728
688776.SH,1670652.9902,514619.7274
603023.SH,268112.0679,268112.0679
002327.SZ,583109.696,346131.0055
688305.SH,667898.1622,355432.448
001872.SZ,3029647.4354,2746131.2118
000877.SZ,8516144.6262,1174406.463
