ts_code,total_mv,circ_mv
603706.SH,296952.0956,250880.0
600513.SH,251127.6026,248917.8674
300672.SZ,2255413.0661,2164789.6167
603979.SH,1444293.5032,1444293.5032
300603.SZ,349372.8415,227357.7517
600885.SH,4682315.8774,4682315.8774
600071.SH,424894.9985,358345.9361
601599.SH,371373.585,285671.9885
603043.SH,1297474.1455,1297474.1455
603188.SH,330048.0,330048.0
300032.SZ,534107.7893,534106.7918
603978.SH,342247.848,342247.848
002272.SZ,312519.68,236297.2291
601668.SH,22442269.7965,21744851.8215
002297.SZ,567946.8756,467073.2096
601163.SH,1130400.0,1130400.0
000417.SZ,358746.732,358352.6275
003032.SZ,980362.11,98036.211
600020.SH,795569.6285,795569.6285
300782.SZ,11761353.0675,7075459.9237
000636.SZ,2554100.0657,2554100.0657
000826.SZ,743900.9677,741974.7291
688288.SH,375787.9804,193504.9964
605599.SH,1120000.032,112000.032
300569.SZ,813954.6207,512106.892
603385.SH,350419.8558,336889.5569
002812.SZ,24942735.5138,24069764.0801
000017.SZ,218885.135,120283.4602
600965.SH,533793.0227,533793.0227
688559.SH,1083600.0,685261.8675
600780.SH,534270.1757,534270.1757
601166.SH,39948768.8142,37720126.8096
600629.SH,409711.7202,405889.4997
600343.SH,745425.0145,745425.0145
301052.SZ,242054.1883,57395.5637
688696.SH,2463300.0,532138.5701
002156.SZ,2683325.5576,2682898.2565
000062.SZ,1616975.8118,1614878.8793
002204.SZ,842077.334,842077.334
300366.SZ,540817.8584,414267.9295
601390.SH,16020245.8925,13277027.6125
603225.SH,3212091.624,3159498.1047
300551.SZ,479178.072,371897.0886
000890.SZ,219820.0792,198925.4273
003015.SZ,448020.2672,112005.0672
688028.SH,374560.0,180542.5926
002319.SZ,284400.0,284400.0
603032.SH,578588.928,578588.928
600549.SH,4290839.08,4253289.755
600917.SH,1631050.92,1615128.0
000683.SZ,4577072.0498,4146964.5784
600874.SH,924844.0226,704524.0226
300825.SZ,1049326.4647,839886.7903
600067.SH,610273.2865,610273.2865
002039.SZ,632786.0277,632779.0367
300409.SZ,1605325.2145,1211079.3045
000930.SZ,1852657.9621,957651.8593
002346.SZ,1053157.3672,941199.2447
600351.SH,657580.0196,657580.0196
300723.SZ,978727.0206,420327.9345
600070.SH,381020.6661,369906.1344
002178.SZ,284149.0474,283791.3898
003035.SZ,3617424.2416,723484.8479
600803.SH,6218190.1575,3132044.1633
605055.SH,366520.0,66640.0
603338.SH,3291592.1714,3291592.1714
605111.SH,1794660.56,448665.14
301029.SZ,3755693.89,317399.6423
688611.SH,302978.0,68778.7702
003022.SZ,8261823.648,1185039.648
000558.SZ,404816.32,404562.6011
300334.SZ,333782.2184,329960.9947
688518.SH,1001721.6,823733.4998
301016.SZ,366000.0,86779.9329
600661.SH,295431.8437,295431.8437
603466.SH,723249.7497,719514.3438
300294.SZ,1748899.1471,1682043.0856
002595.SZ,2152000.0,1435813.281
600973.SH,647284.8691,590926.6601
600645.SH,1073474.7537,1071637.2551
003020.SZ,403261.92,100815.48
603992.SH,797608.6076,89107.2
300662.SZ,992314.4868,911573.9136
300749.SZ,192243.7278,83703.5687
002228.SZ,460770.3741,459258.5959
000635.SZ,502822.3317,502822.3317
002923.SZ,663540.5795,505731.5133
603810.SH,231325.3858,113377.2801
300840.SZ,287280.0,184713.1554
003008.SZ,260000.0,65000.0
688198.SH,2360520.4649,568804.0649
601126.SH,1180725.744,1144448.2384
002306.SZ,252000.0,240871.8186
600718.SH,1273429.5524,1232681.7301
300530.SZ,662168.43,437360.7568
600814.SH,478352.9011,478352.9011
601212.SH,2532432.8828,2532432.8828
300317.SZ,530014.5252,494536.9906
300118.SZ,1985695.95,1981479.408
603518.SH,442368.3532,442368.3532
600691.SH,1382821.4961,1022219.5073
000789.SZ,1084462.4401,1084436.7266
600435.SH,1420811.28,1420811.28
002184.SZ,563757.2087,368012.8994
601988.SH,90965827.4935,65126544.0874
002088.SZ,980887.3687,869817.0426
600103.SH,680216.2531,680216.2531
600192.SH,218665.26,218665.26
300815.SZ,1123254.4,473040.3133
600363.SH,1443405.8208,1405377.8208
600743.SH,478604.5783,478604.5783
002684.SZ,347800.5005,288706.1578
688339.SH,1849132.2828,1301445.6969
002561.SZ,296854.782,294371.1487
002590.SZ,386595.4224,367176.233
000513.SZ,3762364.4053,2424167.2471
603136.SH,354704.3148,354704.3148
688117.SH,274800.0,62399.2379
300496.SZ,5284975.2374,3979045.5655
600085.SH,4797402.9765,4797402.9765
002953.SZ,365040.3285,110668.839
002138.SZ,2818082.6472,2484346.7609
002840.SZ,384964.5804,375106.9164
300370.SZ,208657.903,205237.5347
600088.SH,416398.6008,416398.6008
300380.SZ,245356.965,216381.5402
002409.SZ,3735227.7692,2383552.9646
600558.SH,337499.4165,337499.4165
002208.SZ,722159.4127,559409.2048
002254.SZ,1567947.8041,968638.7474
601068.SH,1444024.5335,1249080.2455
301057.SZ,277258.8,65734.8471
300120.SZ,424068.6824,348989.6065
603880.SH,197595.45,192786.75
603595.SH,670714.5155,508155.1902
300218.SZ,405982.677,404653.1332
000560.SZ,857402.3098,818983.7634
688619.SH,462601.3971,110553.5815
300182.SZ,1287480.4035,1046232.699
603956.SH,789730.4982,162893.0982
300737.SZ,2108396.3472,1551542.2377
600708.SH,534872.8183,534066.665
003012.SZ,1718122.38,206347.557
002941.SZ,874005.5011,261076.6711
000063.SZ,16075109.157,13455333.693
600918.SH,7630645.2028,2856931.131
600520.SH,140210.55,140210.55
600483.SH,3023886.9163,2686467.6495
600528.SH,1959408.5006,1959408.5006
600903.SH,1308912.7811,1308912.7811
605056.SH,767619.19,76779.19
300284.SZ,716897.6132,475103.7685
603555.SH,476166.1235,476166.1235
603677.SH,240557.5598,240557.5598
002567.SZ,734464.6831,720996.9739
601618.SH,12019699.1186,10354519.1186
002203.SZ,2356285.2697,2230764.0242
002147.SZ,870164.3735,254932.8208
300398.SZ,984711.4866,972769.5436
301020.SZ,461452.8,109414.9221
002331.SZ,411109.642,382150.179
688318.SH,1159391.3,348230.4721
603869.SH,499960.0034,499960.0034
000807.SZ,6231387.4596,5605693.8015
600438.SH,25618310.7151,25618310.7151
603012.SH,394667.2,394667.2
002488.SZ,630204.4224,573136.5588
002345.SZ,535098.9098,522875.0547
300087.SZ,1623401.9123,1426938.917
688683.SH,332774.4,67654.3974
600283.SH,409828.075,409828.075
600063.SH,1862340.1672,1862340.1672
002961.SZ,1211752.95,295949.5055
002670.SZ,1929279.399,1618480.4824
688076.SH,1035860.0842,209893.0228
601880.SH,4321075.0255,3335760.2697
300836.SZ,181261.0496,116925.4496
300348.SZ,1151437.8975,975729.1623
002210.SZ,646679.5641,646248.7992
300381.SZ,513585.4707,491210.701
002748.SZ,246960.0,246960.0
300918.SZ,347400.0,86850.0
002395.SZ,286447.212,286447.212
300843.SZ,375674.7,133664.2509
300684.SZ,644453.2984,394355.6261
603667.SH,482849.5273,436916.1287
688779.SH,5662220.4083,1020085.4038
300267.SZ,864231.4405,595053.2953
300553.SZ,176400.0,108624.9738
601933.SH,3920709.6705,3900919.5801
601658.SH,50441646.3123,6155855.9342
002819.SZ,653220.102,337130.8449
688718.SH,618565.6248,125647.4232
603306.SH,1363167.4946,1363167.4946
002424.SZ,969494.4,643007.0646
603328.SH,809736.9575,809736.9575
603989.SH,1264458.1703,1264458.1703
600884.SH,5382144.3605,5382144.3605
002237.SZ,1526859.152,1210827.5113
300113.SZ,928262.0399,646904.0259
601808.SH,7491399.44,4647934.76
603488.SH,215196.9543,215196.9543
603006.SH,235693.6898,177129.4784
600797.SH,699745.9565,699745.9565
300041.SZ,820842.3925,664285.1224
300678.SZ,329940.0,329940.0
688180.SH,5289674.9136,2505485.0267
300979.SZ,9627750.0,635115.3683
600489.SH,4459527.5589,4013648.3132
003027.SZ,348153.39,87048.39
000952.SZ,279331.0064,249102.1077
002832.SZ,1455216.2567,975523.7105
605499.SH,7440586.01,744226.01
600630.SH,235798.1863,235798.1863
600807.SH,270698.2277,240827.65
601328.SH,33863803.3501,17898393.9908
600559.SH,1968648.6521,1968648.6521
300420.SZ,463299.1778,430311.1735
600466.SH,694999.0696,694999.0696
300639.SZ,921944.6749,905550.5718
688100.SH,1193000.0,392384.5407
600596.SH,3134435.1784,2815779.1784
300961.SZ,484860.8,114963.4003
600519.SH,205272770.1024,205272770.1024
300296.SZ,2573416.2957,1977546.7145
601567.SH,2009138.5578,2009138.5578
605336.SH,436158.775,108099.2
002445.SZ,686408.811,664640.7642
002397.SZ,324488.1133,205381.4914
300083.SZ,2214777.9299,1898034.0759
600560.SH,222079.9815,222079.9815
000903.SZ,788320.3428,788320.3428
002547.SZ,500857.3826,363441.1715
601965.SH,1700303.7187,1661388.4073
600306.SH,254916.7917,253963.2133
