ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
600230.SH,20180914,922986.108,922986.108,6.6163,2.7372
600237.SH,20180914,206559.2608,206559.2608,158.9578,1.6648
002465.SZ,20180914,2032417.1213,1824117.6493,59.3768,2.4829
600007.SH,20180914,1450486.849,1450486.849,19.5034,2.2148
300068.SZ,20180914,1064413.9544,727728.5786,20.233,1.716
300552.SZ,20180914,177280.552,65440.6465,699.6091,2.4441
601369.SH,20180914,1022592.6254,1022592.6254,34.2671,1.6992
002518.SZ,20180914,414543.3798,390438.9722,11.0086,1.7993
002913.SZ,20180914,618027.3544,151218.587,30.5689,2.9565
601818.SH,20180914,19788452.7648,15008569.4813,6.055,0.7624
600926.SH,20180914,3924603.3305,1592460.9503,7.7906,0.7373
002166.SZ,20180914,334520.2419,270786.0907,16.1728,3.0381
600841.SH,20180914,702885.4521,423254.8418,50.6776,1.9139
300634.SZ,20180914,1185629.64,118589.64,82.639,10.4191
300126.SZ,20180914,144379.86,100072.3013,,1.4152
300718.SZ,20180914,309672.0,77418.0,24.1895,2.9553
000708.SZ,20180914,427387.4645,427387.4645,9.2667,1.0301
002626.SZ,20180914,816222.0713,794567.9719,10.0158,2.977
600816.SH,20180914,2822075.1662,2411014.7199,9.0027,1.8984
002909.SZ,20180914,260064.0,65016.0,71.3842,5.6122
603680.SH,20180914,1006068.0,100606.8,17.5739,2.8838
300593.SZ,20180914,190872.08,110535.8387,46.3325,3.3408
603833.SH,20180914,3714465.1665,814051.7678,25.8652,5.8063
600545.SH,20180914,1461363.4191,521030.8348,14.0264,5.7436
002676.SZ,20180914,239040.0,239028.3249,,2.3464
000566.SZ,20180914,818955.2888,676258.8372,66.8395,1.7545
002852.SZ,20180914,374833.0,162645.9336,15.3205,1.8475
002067.SZ,20180914,405113.909,349981.1661,6.2317,0.9988
601225.SH,20180914,8160000.0,8160000.0,7.472,1.7458
600695.SH,20180914,233962.4609,120567.693,79.9226,3.616
000050.SZ,20180914,2312330.9246,1581695.0386,19.2757,0.8948
601990.SH,20180914,2424635.2016,242567.64,68.4119,2.3095
300669.SZ,20180914,161579.8,49606.15,42.6167,3.6326
600332.SH,20180914,5384619.6231,3547745.676,15.2863,2.5801
002025.SZ,20180914,1155297.0,1155024.3957,36.1624,4.6437
002915.SZ,20180914,256256.0,64064.0,64.244,5.6567
600113.SH,20180914,248826.6,248826.6,24.1396,3.6434
603089.SH,20180914,174938.8,51586.0032,36.7949,2.4998
600131.SH,20180914,421952.7547,341210.5252,33.6453,3.4915
002628.SZ,20180914,403366.6696,396767.096,212.0887,1.5033
600665.SH,20180914,311084.1076,311084.1076,8.3295,0.9743
300629.SZ,20180914,194300.0972,84066.9416,77.894,5.5418
300382.SZ,20180914,341313.0805,230691.7683,23.2649,3.5466
600774.SH,20180914,243742.1541,243537.8031,124.9969,4.1406
603318.SH,20180914,503724.544,452206.695,89.4714,4.8156
000750.SZ,20180914,1378482.2248,1378481.1212,114.9438,1.015
300190.SZ,20180914,427409.2358,386118.5092,24.2262,1.1672
603908.SH,20180914,144183.78,49832.5974,33.0182,3.1979
002199.SZ,20180914,187694.0619,174351.1521,,4.1708
300109.SZ,20180914,359883.2897,181001.14,37.8527,2.9075
000070.SZ,20180914,450182.2276,388989.7385,17.5009,2.189
300566.SZ,20180914,250817.0321,146887.8152,40.5417,4.2706
600892.SH,20180914,464914.7402,209077.5491,16.981,2.3501
002290.SZ,20180914,231304.8505,200434.1261,100.9194,1.8807
002803.SZ,20180914,310300.0,122790.5919,21.9323,6.3995
603077.SH,20180914,1527806.2894,1527806.2894,28.537,1.3785
002826.SZ,20180914,262762.2,182384.1654,48.0737,4.3171
002027.SZ,20180914,11272612.055,5349034.646,16.5319,9.016
002121.SZ,20180914,814010.6131,458291.0414,20.9526,1.6819
000638.SZ,20180914,155937.6,155937.6,,6.3124
002069.SZ,20180914,263822.624,255506.1025,,7.272
300099.SZ,20180914,328616.1142,188936.6213,27.9877,1.9493
002873.SZ,20180914,207611.208,115901.893,29.9313,3.2399
002310.SZ,20180914,2824965.7437,1709277.2514,11.8969,2.3924
300415.SZ,20180914,308016.0,209389.1699,11.6839,2.9986
002569.SZ,20180914,150230.73,149969.5082,,3.1388
600802.SH,20180914,294806.4702,294806.4702,25.3172,3.8558
002330.SZ,20180914,219374.0,219349.4843,282.6801,1.6564
603599.SH,20180914,574808.09,460691.5978,13.9892,1.333
000547.SZ,20180914,1215184.5625,825053.0738,37.0395,2.1914
002810.SZ,20180914,175143.144,90307.885,34.8458,2.4751
300090.SZ,20180914,376186.5828,249993.6347,,1.0872
300590.SZ,20180914,358080.0,217086.0,35.3006,4.5553
000613.SZ,20180914,298926.1,218095.0376,1234.2574,38.1198
300697.SZ,20180914,235872.0,58968.0,36.2762,3.2639
600365.SH,20180914,188400.0,188400.0,171.4333,2.7099
603606.SH,20180914,452338.4343,377408.7405,57.7244,2.8009
002140.SZ,20180914,315792.4501,311218.5173,,1.5578
002200.SZ,20180914,116924.3852,83577.496,,4.7786
002068.SZ,20180914,547478.8878,457070.6017,9.5779,1.6737
002236.SZ,20180914,4032169.7768,2553082.2356,16.2742,3.6735
300254.SZ,20180914,156439.308,121578.3792,88.0319,1.9331
002435.SZ,20180914,654941.6325,245187.6991,17.7611,1.2439
