ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
601187.SH,20201211,3135283.9309,313528.3933,17.4158,1.781
600469.SH,20201211,362644.0433,278956.9581,20.5085,1.2692
603708.SH,20201211,1402362.0,1402362.0,28.3372,4.6718
600552.SH,20201211,480483.0379,480483.0379,49.0664,1.9283
002553.SZ,20201211,341040.0,229608.317,58.509,4.7942
002665.SZ,20201211,599138.0939,539109.7334,,0.9239
300632.SZ,20201211,670060.436,285690.3198,47.3311,3.5489
002093.SZ,20201211,778797.5,775045.474,72.1556,2.282
002619.SZ,20201211,354220.0764,274822.2808,,1.0405
300183.SZ,20201211,821593.8273,504364.7073,40.2444,2.7985
002269.SZ,20201211,499987.5,499987.5,,3.749
603887.SH,20201211,694447.9211,529987.2164,19.012,1.9176
300591.SZ,20201211,252568.8981,157733.8851,,4.527
002769.SZ,20201211,266175.7725,186638.6568,62.0951,1.8755
000807.SZ,20201211,2524462.6907,2103599.4151,32.6431,2.2004
600438.SH,20201211,13842260.6658,13185156.2283,37.1696,4.5667
603012.SH,20201211,434133.92,434133.92,13.0095,1.5391
300188.SZ,20201211,1739894.137,1296744.6647,44.2395,5.7813
002999.SZ,20201211,285522.0,71392.0,24.3256,2.7886
000936.SZ,20201211,794753.5596,794181.0512,,1.6857
300356.SZ,20201211,253308.769,236151.3532,,2.4546
002593.SZ,20201211,266421.8,177738.1144,30.4022,1.3689
002474.SZ,20201211,403185.6,309831.979,78.0436,2.5821
300238.SZ,20201211,742435.9628,720864.9028,,9.9478
002554.SZ,20201211,264490.07,204242.3613,,1.7037
300619.SZ,20201211,176471.4653,133689.4755,294.7736,3.6114
300562.SZ,20201211,370390.6723,225136.1358,62.5005,5.9162
000502.SZ,20201211,158020.764,156762.5032,,8.3034
600191.SH,20201211,291929.064,291929.064,,1.593
300476.SZ,20201211,1788391.3465,1755000.165,33.857,4.9645
605358.SH,20201211,4828991.9,489191.9,323.1093,27.0218
603682.SH,20201211,422415.0,84483.0,25.2737,2.8012
600830.SH,20201211,253057.7701,253057.7701,279.318,1.1995
600868.SH,20201211,599814.9826,599814.9826,176.0893,2.5529
600052.SH,20201211,259167.7855,259167.7855,76.4503,0.7538
002535.SZ,20201211,120252.4611,85395.563,,1.5078
605188.SH,20201211,549598.22,54984.22,53.0784,5.0523
002699.SZ,20201211,638520.053,638520.053,3119.4739,1.9949
000656.SZ,20201211,3972748.5671,3933249.8973,6.4785,1.347
600391.SH,20201211,735198.1003,735198.1003,,5.1914
002916.SZ,20201211,5333640.429,1670479.8488,36.4445,7.5321
002618.SZ,20201211,375873.12,375873.12,,2.1749
600775.SH,20201211,651566.8712,479020.8712,226.0111,1.8855
300464.SZ,20201211,705891.2278,580415.5011,27.0258,3.5843
601588.SH,20201211,784515.66,619780.0,16.3939,0.549
002620.SZ,20201211,228110.076,186832.8983,16.5393,0.928
600100.SH,20201211,1849472.9454,1849472.9454,,1.1784
601098.SH,20201211,1851676.0,1851676.0,13.5363,1.3649
000897.SZ,20201211,410787.1474,410780.137,10.5427,2.9254
600567.SH,20201211,1429228.499,1429228.499,14.0023,0.972
601138.SH,20201211,26765211.3013,3900885.5732,15.537,2.8157
600238.SH,20201211,254129.4,252315.8959,,5.1238
002671.SZ,20201211,250583.2227,206196.4763,,1.101
002427.SZ,20201211,225992.5835,225493.4907,,3.3437
300391.SZ,20201211,321258.2147,319881.5483,,4.2669
603015.SH,20201211,261125.474,261125.474,40.7899,2.0786
600768.SH,20201211,125053.632,125053.632,3181.5716,5.3324
002965.SZ,20201211,514489.8,284044.8,33.4887,3.0351
300643.SZ,20201211,266200.0,266200.0,139.4968,6.0978
603019.SH,20201211,4610416.6794,4137917.7697,69.0196,4.2016
601288.SH,20201211,112694536.9071,94685804.6371,5.7275,0.6147
600612.SH,20201211,2465454.0217,1494537.6862,16.7167,3.2201
603567.SH,20201211,963796.6,963796.6,30.9394,1.8188
603939.SH,20201211,4938935.2644,4785943.7265,68.9869,9.814
300441.SZ,20201211,588184.7887,560026.892,,4.0405
002565.SZ,20201211,479190.9287,477039.2623,,2.4604
600375.SH,20201211,482938.5788,482938.5788,,1.8003
300667.SZ,20201211,520280.1759,291868.2421,134.8874,5.2747
300755.SZ,20201211,1183290.6576,339562.6548,33.9261,4.2842
600163.SH,20201211,572673.7129,338818.713,21.7994,1.7579
300510.SZ,20201211,465280.3866,415778.25,,1.6165
688580.SH,20201211,666106.6166,152774.8167,57.7068,4.9416
300849.SZ,20201211,276800.0,69200.0,55.9053,3.9794
002633.SZ,20201211,120900.0,120431.5125,,2.4732
600091.SH,20201211,94481.1052,94481.1052,183.1508,1.0401
300543.SZ,20201211,311276.0673,237576.5209,27.2063,3.7895
300751.SZ,20201211,3177200.0,1766944.0568,93.9014,19.949
000611.SZ,20201211,105400.4709,99636.5526,311.8691,2.7547
002128.SZ,20201211,2121417.1363,1951222.7277,8.2693,1.2052
603486.SH,20201211,3845263.6234,1223587.4864,142.6293,14.0433
600122.SH,20201211,126250.1602,126250.1602,,0.574
600083.SH,20201211,146970.0,145687.7353,,
300597.SZ,20201211,284160.0,261380.5978,72.1996,3.4898
002161.SZ,20201211,448292.9844,431689.7213,,2.6789
603638.SH,20201211,3723997.0019,3476359.3075,73.6968,15.8263
300773.SZ,20201211,2732068.3,1307970.995,29.5188,5.5858
002726.SZ,20201211,1385625.1042,1360091.4909,19.7586,4.4874
600143.SH,20201211,4339127.2703,4339127.2703,10.598,3.0855
600569.SH,20201211,677891.4471,564909.5394,,0.6932
600809.SH,20201211,25448625.3672,25282769.3672,94.1211,27.8297
002700.SZ,20201211,157565.2262,106619.1611,25.6263,1.4173
002110.SZ,20201211,1713651.7904,1540304.9063,6.0718,0.8645
300739.SZ,20201211,591584.7222,148683.6,42.1782,4.3045
002623.SZ,20201211,631200.0,629517.9506,,2.9079
688036.SH,20201211,11076800.0,5388513.2285,45.2734,11.3901
000576.SZ,20201211,453932.8571,438678.475,5.9969,2.4295
000786.SZ,20201211,6350859.9781,6350859.9781,25.8403,4.0151
603336.SH,20201211,415885.8576,415885.8576,58.9284,4.1331
001979.SZ,20201211,10631749.9924,10629691.2302,8.096,1.4932
603626.SH,20201211,582416.7876,571287.2676,,2.5964
002635.SZ,20201211,1130782.3086,646441.7413,,2.2939
002587.SZ,20201211,348809.9995,245029.2397,60.4536,2.5958
002512.SZ,20201211,587235.7847,438530.1929,,3.8825
600966.SH,20201211,1811424.0102,1811424.0102,34.5598,3.1347
002243.SZ,20201211,1378878.2054,415675.1524,18.7466,2.4923
002898.SZ,20201211,203808.0,203808.0,,3.2215
002760.SZ,20201211,164472.0,142374.5831,25.2873,2.659
002064.SZ,20201211,4221136.0103,1384156.2732,15.4871,3.9928
002045.SZ,20201211,377049.05,376068.3788,19.8239,1.886
000735.SZ,20201211,1113513.6299,1112907.5443,65.2865,2.6883
002099.SZ,20201211,1403426.1244,1393257.3094,31.7074,2.4973
600548.SH,20201211,2006308.6999,1318608.6999,20.5064,1.1171
600602.SH,20201211,831545.4606,653176.2179,39.1445,1.9791
601069.SH,20201211,876408.0,876408.0,278.1434,5.0707
300495.SZ,20201211,465252.8467,317996.8121,37.8624,1.1304
600252.SH,20201211,1084233.4299,1084233.4299,18.1918,1.6291
002136.SZ,20201211,213944.9,212854.1412,48.6626,2.8763
603080.SH,20201211,188053.5,115935.315,22.0348,1.6217
002827.SZ,20201211,327336.0,327336.0,120.3065,4.3409
603868.SH,20201211,2113531.2,2113531.2,33.7349,7.9304
600804.SH,20201211,1024161.9238,1024135.8692,,4.1224
603650.SH,20201211,1933758.75,433677.75,58.3218,8.2063
603963.SH,20201211,183010.1,183010.1,505.4222,3.8736
601696.SH,20201211,7208910.0,721410.0,82.7437,4.8171
002582.SZ,20201211,656981.6198,525216.1467,2.8558,1.1737
000550.SZ,20201211,1560690.912,937381.3933,44.7546,1.4458
300173.SZ,20201211,550309.5478,439049.1967,,3.5274
002455.SZ,20201211,279704.0655,212686.3504,87.951,2.163
300151.SZ,20201211,1321575.0,752062.4522,84.5232,13.0262
000726.SZ,20201211,588671.3771,385027.3016,12.793,0.7673
002813.SZ,20201211,281880.0,81174.1182,,10.5736
002274.SZ,20201211,474277.5937,467123.5667,,1.7756
002534.SZ,20201211,676368.9608,674180.0154,13.2188,2.1025
600881.SH,20201211,1000665.3851,1000665.3851,80.5601,0.6865
603111.SH,20201211,593978.7394,499917.9835,7.1824,2.0275
002984.SZ,20201211,1526722.009,162150.0,16.437,2.7815
688012.SH,20201211,9146144.2527,4196383.3485,276.6674,22.3048
002192.SZ,20201211,856862.1699,855095.7624,,15.5349
601928.SH,20201211,1755981.0,1755981.0,13.5825,1.2333
300057.SZ,20201211,367614.8252,271577.7548,36.721,1.0796
600075.SH,20201211,934132.956,668122.8558,21.2015,1.4634
002377.SZ,20201211,389438.2104,389291.8642,23.8178,0.7308
300262.SZ,20201211,263218.4306,180182.7575,,1.1192
002911.SZ,20201211,881816.0,881293.8095,19.6892,2.6958
300349.SZ,20201211,592953.0772,525655.2079,16.8483,1.613
600459.SH,20201211,1046997.5623,1046997.5623,28.7791,3.0862
600642.SH,20201211,2623028.4607,2430788.4607,10.2382,0.8608
600295.SH,20201211,1426519.1219,651887.9995,10.8002,1.0915
600444.SH,20201211,148471.839,148471.839,25.0885,2.4637
605100.SH,20201211,409744.2,102554.2,21.8167,2.426
300320.SZ,20201211,381783.7113,294660.2476,16.5631,2.1026
605118.SH,20201211,725034.0,73308.0,44.1985,6.6692
300890.SZ,20201211,564300.0,134007.7407,105.9456,5.5435
002173.SZ,20201211,339777.7047,277067.9533,,1.4043
002268.SZ,20201211,1507328.1783,1505155.6478,120.0658,3.3938
603838.SH,20201211,272973.648,227478.04,,2.5777
600770.SH,20201211,711100.0,711100.0,27.3235,1.8784
600097.SH,20201211,275631.4235,275631.4235,16.9938,1.4916
688089.SH,20201211,533520.0,118957.1804,40.3335,4.1097
688007.SH,20201211,998781.7236,624960.0978,93.8131,4.9122
000858.SZ,20201211,103840777.3498,101545539.6975,53.5149,12.9321
300322.SZ,20201211,550359.6071,517947.526,233.0015,8.182
300371.SZ,20201211,235363.8006,153684.0279,18.762,3.0256
688365.SH,20201211,1215030.0,103761.7652,130.9386,11.1076
000570.SZ,20201211,268898.3022,197048.3022,61.2363,1.2372
300276.SZ,20201211,658338.4585,371313.5787,40.2961,1.7804
688029.SH,20201211,2293448.0,737012.3288,80.4688,8.9868
600579.SH,20201211,372258.6625,207627.4634,,0.6974
002658.SZ,20201211,365964.5454,185283.1921,35.0059,1.8086
601698.SH,20201211,7232000.0,737008.6868,151.914,6.2832
002746.SZ,20201211,587962.1039,460433.0039,8.6193,1.71
300870.SZ,20201211,796950.0,188962.1921,47.7066,5.5218
600782.SH,20201211,1450868.8267,1450868.8267,5.4666,0.6393
300259.SZ,20201211,596058.5847,412777.6756,16.4923,2.4848
603676.SH,20201211,439074.0,439074.0,77.7499,4.5918
000552.SZ,20201211,674656.4598,673703.6723,12.8962,0.8525
002709.SZ,20201211,4669952.9184,4644488.3824,105.0196,14.177
688335.SH,20201211,288127.9513,66000.8228,48.7349,2.739
002558.SZ,20201211,3483957.863,3483957.863,37.0658,4.2636
002584.SZ,20201211,356982.0174,236460.4561,60.6787,1.7489
000551.SZ,20201211,336067.5402,336067.5402,28.653,1.767
600792.SH,20201211,372211.2736,372211.2736,92.7045,1.1041
300339.SZ,20201211,793225.1976,752240.197,,2.7229
600151.SH,20201211,1009713.61,1009713.61,,1.9535
000536.SZ,20201211,691508.2008,690770.629,,1.2665
300435.SZ,20201211,495807.4833,377694.9821,30.2216,2.2101
002365.SZ,20201211,295566.5475,243937.0312,21.9342,1.7324
300297.SZ,20201211,714904.0888,574419.5915,,1.8558
000628.SZ,20201211,293449.24,156587.6232,18.5593,2.1477
002735.SZ,20201211,560720.4383,339856.1061,86.7174,7.7698
688596.SH,20201211,554040.0,117314.7257,47.6058,3.4047
688595.SH,20201211,718600.0,146251.52,85.2175,8.5913
600618.SH,20201211,863830.7821,560130.4621,16.6144,1.7712
688366.SH,20201211,1612580.06,359054.8871,69.3949,3.0145
000800.SZ,20201211,5324164.4749,883016.3392,17.9251,2.1681
603090.SH,20201211,170000.0,170000.0,76.334,3.3441
002490.SZ,20201211,288023.2724,195523.1955,,1.9177
605003.SH,20201211,287848.0,71962.0,19.6995,3.0648
603996.SH,20201211,89444.7,89444.7,,
002868.SZ,20201211,202817.6673,202817.6673,31.24,2.6506
000155.SZ,20201211,800100.0,800100.0,44.2179,2.1558
603655.SH,20201211,268392.0,86088.0,106.2927,5.3501
603363.SH,20201211,888287.227,822808.8186,18.0924,3.3081
688278.SH,20201211,1360746.0,134385.375,138.186,14.1731
600872.SH,20201211,5345435.5717,5345435.5717,63.6237,12.1661
600141.SH,20201211,1298495.4891,976200.545,35.709,1.4122
600628.SH,20201211,541434.6964,541434.6964,1271.7805,1.2544
002355.SZ,20201211,370480.5288,340552.0633,,1.3913
002258.SZ,20201211,1089135.2121,1084211.6524,22.0698,3.0469
600056.SH,20201211,1569605.2494,1569050.9429,12.5501,1.5793
002783.SZ,20201211,454398.9922,386349.4024,224.7219,2.6323
300135.SZ,20201211,258969.6,258969.6,680.5463,2.0671
300838.SZ,20201211,323943.84,80985.96,50.9298,4.2894
601865.SH,20201211,6362223.0,1109889.9,62.286,12.2459
300672.SZ,20201211,836313.2236,800437.468,121.3947,7.2825
603043.SH,20201211,1569525.1748,1569525.1748,37.4887,6.452
688288.SH,20201211,378300.0,194167.4156,50.1144,4.2915
601166.SH,20201211,41797671.791,39465884.1086,6.6522,0.8156
002987.SZ,20201211,822591.3958,205670.4,34.2093,4.8952
300073.SZ,20201211,2205886.7264,2200143.795,,6.7102
600259.SH,20201211,912348.3257,912348.3257,2342.245,5.3494
600893.SH,20201211,11768598.5608,9307435.0316,90.6909,3.3039
600823.SH,20201211,2111907.7309,2111907.7309,10.7461,0.8229
601857.SH,20201211,77234852.6392,68331116.8392,41.8413,0.638
600977.SH,20201211,2371090.0,2371090.0,,2.1875
002591.SZ,20201211,186646.4141,132744.594,52.8686,1.4333
300166.SZ,20201211,1313900.9758,1017634.1791,26.0653,2.3074
601766.SH,20201211,15612182.0639,13234322.1381,15.3429,1.1289
300513.SZ,20201211,392113.9438,301787.49,30.3096,1.5758
002532.SZ,20201211,3060270.4633,339039.2096,24.4572,2.2337
002793.SZ,20201211,1677035.4318,333093.4863,18.0178,4.0534
600033.SH,20201211,727266.0,727266.0,17.6636,0.7517
600037.SH,20201211,1418221.6638,1418221.6638,54.4179,1.1199
000801.SZ,20201211,606524.3411,606524.3411,80.1679,2.3076
002724.SZ,20201211,616065.4835,263134.0098,20.5138,2.479
002407.SZ,20201211,1112695.7701,927042.2171,,3.8624
600508.SH,20201211,672127.74,672127.74,13.2094,0.6471
000877.SZ,20201211,1580425.4992,1326303.0128,9.8851,1.54
000952.SZ,20201211,274473.0758,238435.3002,89.8055,2.0388
002222.SZ,20201211,653220.0,646229.3985,44.6591,6.2289
603042.SH,20201211,205224.0,205224.0,63.058,2.5435
601579.SH,20201211,517254.4,517254.4,34.6842,1.6451
002662.SZ,20201211,603000.0,602992.4022,,1.8455
300868.SZ,20201211,560896.0,132995.1986,50.9013,3.1467
002540.SZ,20201211,628912.1025,443115.5172,16.7079,1.3852
300284.SZ,20201211,652784.8186,464892.1012,12.8253,1.3281
002203.SZ,20201211,1546072.5242,1464025.4711,19.6605,1.7152
000059.SZ,20201211,854102.3148,854084.6896,,0.6525
600308.SH,20201211,615304.8678,615304.8678,8.895,0.7225
002931.SZ,20201211,255974.4,78131.4048,39.0663,4.4429
603319.SH,20201211,451391.3697,451391.3697,30.9426,4.9988
600594.SH,20201211,430016.5782,430016.5782,24.386,1.2969
003004.SZ,20201211,312219.6,78054.9,33.7703,4.7521
002295.SZ,20201211,180192.904,179870.792,51.2801,1.4897
688159.SH,20201211,303367.449,64465.938,,3.4609
300502.SZ,20201211,1861090.025,1358530.3683,44.1306,11.3154
002722.SZ,20201211,209869.479,204700.6277,,1.141
605066.SH,20201211,560598.0,99258.0,21.4025,3.3617
300340.SZ,20201211,231449.8895,187987.2883,,1.6926
300055.SZ,20201211,541605.6942,540300.0616,152.2405,0.9315
688299.SH,20201211,645669.1984,508716.0623,35.7503,3.7934
603017.SH,20201211,282343.8826,278766.8435,13.0911,1.4704
300426.SZ,20201211,282770.325,177703.1939,,35.0277
300625.SZ,20201211,459200.0,226969.1153,18.2981,1.9773
300383.SZ,20201211,2999864.0064,2920004.9783,33.5158,3.328
601777.SH,20201211,685781.4562,671201.3176,,
002538.SZ,20201211,443097.9706,430960.2078,18.5592,1.1576
002885.SZ,20201211,284760.0,160482.122,55.7856,3.4784
300084.SZ,20201211,181994.1941,155972.7816,,1.414
600640.SH,20201211,1073393.8231,1073393.8231,,2.4721
