ts_code,total_mv,circ_mv
603199.SH,367457.6,367457.6
688189.SH,198116.8,198116.8
002429.SZ,2485290.3932,2483858.8269
000869.SZ,1561022.7555,1022554.104
001367.SZ,226440.0,56610.0
603166.SH,347014.0456,347014.0456
600156.SH,159637.9487,159637.9487
002549.SZ,521335.2677,505422.454
002373.SZ,1622853.2968,1414783.371
603860.SH,192771.88,192771.88
002003.SZ,1235918.9745,923536.5632
603230.SH,475841.958,120333.746
301289.SZ,365274.0,118713.5864
000920.SZ,388967.1801,347287.4825
300019.SZ,533021.1861,457115.8647
300024.SZ,1897459.4268,1858319.5837
920061.BJ,159985.4,36386.4317
300772.SZ,661357.8104,648010.9788
600392.SH,1598577.8318,1598577.8318
600475.SH,1050297.0503,1041115.4982
688543.SH,687002.28,165326.745
000898.SZ,2317811.4371,1965139.8469
600546.SH,3800368.4204,3800368.4204
301231.SZ,171922.8,109794.3
600961.SH,1150119.5376,735065.3487
603596.SH,2522390.4018,2516868.2348
301137.SZ,271992.8464,152145.8928
605122.SH,181144.054,61666.374
301012.SZ,254487.4793,178725.3593
600828.SH,542110.5369,541915.7367
600165.SH,136291.8712,136291.8712
000682.SZ,1224083.7574,1223961.5176
920110.BJ,72540.0,22370.22
688565.SH,84031.479,53120.06
002839.SZ,872199.3905,833118.8173
601916.SH,7607704.1618,5967808.7618
000949.SZ,390149.5889,373259.8966
002380.SZ,398146.1457,235166.3855
603013.SH,771974.4916,771974.4916
603268.SH,235424.0448,235424.0448
603739.SH,253028.866,253028.866
301178.SZ,147920.96,95917.4832
002446.SZ,622456.4192,575730.2661
600515.SH,4147387.3855,3330892.5404
300148.SZ,262296.5537,251711.6112
603878.SH,376472.8617,376472.8617
002443.SZ,311800.7765,311136.1423
301141.SZ,446517.3787,107966.3458
300886.SZ,121450.095,69354.675
600050.SH,15297720.3021,14894478.7621
300149.SZ,258384.6532,257934.9149
002197.SZ,572586.2489,497978.3758
688270.SH,830214.42,559412.9352
300093.SZ,449064.0,447443.8353
600026.SH,6798356.3629,4951556.3629
002145.SZ,1606475.9207,1606467.9324
300310.SZ,346491.8027,271853.9953
600338.SH,925180.69,925180.69
300255.SZ,1194779.1414,1190598.3154
002116.SZ,484552.8308,471642.7135
000959.SZ,2502070.3252,1930271.0145
000027.SZ,3135119.9546,3135119.9546
688685.SH,377661.8678,191137.8678
688191.SH,218141.3293,103966.8213
603976.SH,211380.4505,211380.4505
688063.SH,1478949.3502,1478949.3502
002217.SZ,641981.7413,641286.1063
002721.SZ,790179.8188,790179.8188
603583.SH,679579.9923,675430.3695
600108.SH,519826.3373,519826.3373
600583.SH,2931358.2324,2931358.2324
603308.SH,777421.1961,777421.1961
688135.SH,350812.4987,350812.4987
300626.SZ,127260.0,125352.1605
600523.SH,438677.7822,438388.4127
603895.SH,248259.76,248259.76
002602.SZ,3629395.2434,3351082.7814
002631.SZ,302322.6606,300619.5278
301091.SZ,676104.0,321149.4
600058.SH,897189.2651,897189.2651
002015.SZ,1618454.6402,1618454.6402
688200.SH,1193938.607,1193938.607
301261.SZ,413435.482,98351.4719
002643.SZ,1395159.2325,1353948.09
001211.SZ,111744.0,58467.467
002466.SZ,8340688.0848,7494826.817
603005.SH,1221695.7031,1220865.4336
002956.SZ,255429.6533,254507.356
600975.SH,1190659.6792,816173.6501
000710.SZ,287766.4725,247993.7895
300147.SZ,251286.0371,249807.646
603380.SH,316780.3991,315908.7228
002753.SZ,215268.4058,139122.0782
002655.SZ,379235.048,373208.0818
600585.SH,12718326.1896,9599286.1896
300451.SZ,717244.7324,621183.6301
301358.SZ,2037010.7583,1031435.1627
605369.SH,510484.339,509628.7987
002364.SZ,334757.5862,331514.0344
300747.SZ,1187255.4825,1066441.1028
920689.BJ,91970.2,44717.2557
000532.SZ,424680.6749,423253.2871
002326.SZ,924725.9245,813681.3302
002808.SZ,92467.2,64061.2621
603903.SH,201702.3892,159819.9641
300086.SZ,220950.0,213910.5875
600298.SH,2766107.2563,2749050.5683
600509.SH,765363.0969,765363.0969
002224.SZ,424752.1991,298507.8997
002613.SZ,353313.09,227705.0225
300711.SZ,308224.0396,306675.093
003007.SZ,365768.0,361672.5907
603337.SH,1011466.9367,988766.9524
300243.SZ,171037.2486,127574.7595
688106.SH,978268.7723,978268.7723
920300.BJ,92714.8961,56406.3577
001379.SZ,351000.0,85991.6374
000426.SZ,1767378.9147,1421720.4272
688235.SH,17369126.662,1473167.549
002085.SZ,1664665.2557,1664665.2557
600600.SH,10979055.7498,5671412.8359
000568.SZ,24836849.6263,24757164.7072
605388.SH,379690.0,379690.0
605255.SH,183153.28,183153.28
603618.SH,334476.2359,334476.2359
600790.SH,529150.525,529150.525
603817.SH,268247.6266,268247.6266
002620.SZ,153640.058,128241.6833
603228.SH,1765409.6228,1765409.6228
600100.SH,2305004.8265,2039162.4783
600162.SH,490265.7183,490265.7183
920195.BJ,111754.2,44721.06
002889.SZ,408496.7434,265427.6711
601065.SH,622207.2445,154880.0
