ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
600230.SH,20240614,457759.4296,455357.1165,32.9356,1.1382
688528.SH,20240614,134400.0,134400.0,,2.1246
605028.SH,20240614,239200.0,59800.0,13.1272,1.9319
600237.SH,20240614,342431.6312,328234.9087,38.6353,1.9717
002465.SZ,20240614,2645634.9886,2592225.7374,37.62,2.1103
300732.SZ,20240614,231554.0756,231146.6979,38.2909,0.8388
002428.SZ,20240614,623729.6,623649.0219,1256.8269,4.44
600007.SH,20240614,2413448.9515,2413448.9515,18.9109,2.4046
688701.SH,20240614,65795.9123,32980.8,,2.3901
000756.SZ,20240614,1050907.7579,689667.3014,21.5886,2.2055
688118.SH,20240614,134565.0958,134565.0958,,1.7025
300068.SZ,20240614,816897.4492,777287.1038,468.8223,1.4838
920491.BJ,20240614,178001.9378,143172.0346,22.4397,1.8805
603829.SH,20240614,194240.0,194240.0,17.7094,2.0361
002646.SZ,20240614,535023.3011,524543.4026,44.3,1.8196
003025.SZ,20240614,295311.7003,248038.7844,27.6185,2.8659
300552.SZ,20240614,827382.7408,488674.8246,,3.7143
300801.SZ,20240614,345993.12,214998.7514,22.8262,1.4702
601369.SH,20240614,1408088.8109,1379800.2125,14.1865,1.6901
002518.SZ,20240614,1156588.8983,1114005.0885,15.7167,2.8184
600597.SH,20240614,1155161.0134,1155145.5942,12.1315,1.2915
603515.SH,20240614,1415970.1884,1401969.7972,14.9513,2.1407
603105.SH,20240614,535003.0966,535003.0966,24.1765,2.8404
603132.SH,20240614,1286070.0,209874.0,33.6156,4.2428
002913.SZ,20240614,859729.6053,720306.4369,17.2331,2.0853
600956.SH,20240614,3772506.6865,1942366.8713,17.1479,1.7331
601818.SH,20240614,18552863.0332,14571740.0862,4.5428,0.4029
600926.SH,20240614,7792395.5583,7046647.6658,5.1004,0.7926
002166.SZ,20240614,526068.6589,364092.1588,58.8683,1.7743
920047.BJ,20240614,434575.7529,261491.1218,,11.9157
000529.SZ,20240614,366036.5369,357317.5044,17.7553,1.1613
300559.SZ,20240614,398316.0233,310203.4225,29.7074,3.4654
603189.SH,20240614,300815.9575,300815.9575,,1.9991
688426.SH,20240614,221387.6331,72570.7852,,1.3582
001389.SZ,20240614,1971296.4,172371.3756,39.5933,6.0036
600841.SH,20240614,473247.2283,313769.1442,,0.904
300968.SZ,20240614,373282.14,373282.0723,115.9513,2.0232
300634.SZ,20240614,798165.7448,768986.9498,22.9533,3.0224
300295.SZ,20240614,182428.4266,160176.4845,,1.4853
688370.SH,20240614,226568.16,71508.5542,30.3821,0.8594
301106.SZ,20240614,322749.36,92692.6208,39.8876,2.8103
300126.SZ,20240614,136476.9624,94484.6321,228.8735,1.2705
920578.BJ,20240614,94069.2893,28290.0,77.6566,3.6189
301093.SZ,20240614,270909.2439,189771.2544,28.4108,1.1632
600827.SH,20240614,1425550.3255,1281955.4861,37.5014,0.7952
300718.SZ,20240614,437243.6353,278927.1429,18.0007,2.8949
600330.SH,20240614,856003.4847,856003.4847,30.3092,1.0711
300378.SZ,20240614,460316.9824,457375.8064,30.4478,2.2851
000708.SZ,20240614,7232575.1685,7232575.1685,12.9137,1.9727
603501.SH,20240614,12460485.1391,12446662.1385,136.2457,5.9866
603399.SH,20240614,346977.2842,342722.4442,,1.884
603288.SH,20240614,19984798.3551,19984798.3551,34.2796,6.6192
300158.SZ,20240614,415107.8426,413509.0114,,0.8111
688017.SH,20240614,1677950.7273,1677950.7273,210.7416,8.4644
002626.SZ,20240614,842319.9188,842195.6288,32.328,2.1713
600816.SH,20240614,2815512.2006,1564173.4448,331.5402,2.1483
688670.SH,20240614,163732.8,58656.1925,,1.2132
301179.SZ,20240614,646943.0645,162452.9045,27.0095,2.909
002909.SZ,20240614,176289.5444,160405.9884,,1.8091
688638.SH,20240614,167600.0,39902.384,40.4329,1.521
002043.SZ,20240614,951591.9858,831928.7065,13.5277,3.4622
688563.SH,20240614,2560500.0,416866.8911,42.4355,2.5588
000833.SZ,20240614,393020.2883,222313.5165,44.3606,1.1772
600833.SH,20240614,241156.3411,241156.3411,25.195,2.3222
688485.SH,20240614,119782.7734,66463.4742,129.2772,0.9186
600234.SH,20240614,59067.2189,45550.323,,1.4011
603881.SH,20240614,799885.158,799885.158,64.6916,2.5156
002025.SZ,20240614,2265162.7292,2243797.5768,29.9481,3.5706
002915.SZ,20240614,350914.6053,308487.8213,,2.3604
000725.SZ,20240614,15323542.4363,14999051.2468,46.6622,1.1938
600113.SH,20240614,332588.4797,324619.1852,16.5869,1.4586
000543.SZ,20240614,1958569.918,1958569.918,11.152,1.4246
603089.SH,20240614,195752.7661,195752.7661,23.6905,1.6852
601860.SH,20240614,922567.0202,892236.4071,5.6273,0.5048
600131.SH,20240614,2342754.6068,2327718.0328,30.4947,3.6956
920263.BJ,20240614,57523.56,42034.2083,8.5716,1.0995
002799.SZ,20240614,200665.08,200662.4466,,1.4572
603390.SH,20240614,243015.7059,241680.8881,92.7565,1.536
688612.SH,20240614,1216987.0975,97368.88,23.0298,3.7534
002628.SZ,20240614,155962.6855,155520.6892,400.0806,0.5218
301132.SZ,20240614,359974.27,106123.6955,38.9998,2.1716
301314.SZ,20240614,166192.0,48880.0,65.0216,1.6122
688662.SH,20240614,230835.84,230835.84,,3.4737
002576.SZ,20240614,194487.8,190721.4642,25.6364,1.6152
600665.SH,20240614,208253.5276,208253.5276,,0.546
300629.SZ,20240614,478594.4767,380082.5415,33.0527,2.9287
920690.BJ,20240614,75184.2,20716.7058,14.9711,1.4789
600568.SH,20240614,269037.4069,225324.0827,,1.1042
002601.SZ,20240614,4457595.8022,4338445.8985,12.3887,1.9531
300382.SZ,20240614,415430.3598,415323.0491,37.1594,1.8755
600774.SH,20240614,280280.7819,280100.0245,56.4837,1.6607
301362.SZ,20240614,366135.66,88805.9297,15.5103,1.529
600318.SH,20240614,337374.7819,337374.7819,107.0843,3.2034
603318.SH,20240614,276360.6962,230893.8438,34.6085,1.6542
300110.SZ,20240614,374761.5153,374198.6422,18.9481,1.3653
301129.SZ,20240614,259100.37,70015.266,50.4409,1.586
002171.SZ,20240614,929620.878,908330.9141,17.3083,1.4608
300581.SZ,20240614,464842.5664,464842.5664,,4.5983
603733.SH,20240614,1334999.7669,1334999.7669,16.471,1.8229
688660.SH,20240614,416000.0208,416000.0208,,0.7355
920021.BJ,20240614,93935.9948,71161.9811,62.895,1.418
300616.SZ,20240614,260214.0208,143999.6653,35.3392,0.7055
300561.SZ,20240614,251330.7089,149763.1112,1166.8682,3.9888
688227.SH,20240614,138492.7119,77373.0188,,1.0029
002826.SZ,20240614,155783.7218,143817.8858,44.609,2.0949
002027.SZ,20240614,8795299.6331,8795299.6331,17.855,6.2981
688092.SH,20240614,182911.7333,182911.7333,22.4307,3.1326
002121.SZ,20240614,677613.2087,571168.3408,,6.9311
002282.SZ,20240614,342971.7645,319543.7191,21.2314,0.9691
001223.SZ,20240614,245982.52,61532.52,21.0705,1.3195
300460.SZ,20240614,247669.3494,247669.3494,,2.8155
000638.SZ,20240614,110230.8391,109791.5428,,6.7037
002069.SZ,20240614,188444.7314,188207.2914,277.8643,27.8905
300099.SZ,20240614,347251.9351,273845.165,28.1489,1.4802
301051.SZ,20240614,432936.0,238079.624,199.492,1.6545
603109.SH,20240614,290333.0808,289021.5157,15.8786,1.6586
002873.SZ,20240614,208992.2167,204071.5294,29.2909,2.119
688190.SH,20240614,959880.0,486467.184,28.7235,4.2548
920139.BJ,20240614,274537.2,266038.867,43.875,2.4959
002310.SZ,20240614,397448.3766,397414.5342,,
300415.SZ,20240614,991008.8077,896866.8435,19.7008,4.002
002569.SZ,20240614,90006.25,87425.8906,,10.7313
600279.SH,20240614,447448.5887,447448.5887,7.1247,0.7154
002682.SZ,20240614,206951.6426,206948.5514,,1.3672
600802.SH,20240614,135183.278,135183.278,,1.2398
300805.SZ,20240614,279331.8,189511.872,84.0967,1.8279
300520.SZ,20240614,499352.1219,401106.493,,2.6597
002330.SZ,20240614,243607.0887,243273.4478,,1.0261
688577.SH,20240614,329662.9541,329662.9541,144.3903,3.8601
301151.SZ,20240614,248575.6952,79613.8789,25.1754,1.1901
603282.SH,20240614,241143.64,115660.3951,14.768,1.9927
600729.SH,20240614,1148428.3713,496073.0054,9.001,1.6022
300467.SZ,20240614,287128.5195,232870.8921,103.0738,4.7
002529.SZ,20240614,147940.0,147940.0,,3.467
300928.SZ,20240614,292000.0,184181.0513,,2.3982
300773.SZ,20240614,1064026.6,976666.0993,26.0706,2.9918
001301.SZ,20240614,1242833.6487,759924.6312,19.3847,2.1372
301050.SZ,20240614,866439.0897,666842.5793,27.5664,3.3414
000829.SZ,20240614,957443.8091,956537.1108,244.1438,3.1716
688498.SH,20240614,1192104.8348,827381.8662,656.1052,5.642
920510.BJ,20240614,214214.4834,101752.1864,48.9526,4.9311
603261.SH,20240614,218668.943,73421.9946,,2.7126
688211.SH,20240614,354685.4411,175198.4411,,0.9865
002726.SZ,20240614,724116.3191,722742.4466,,5.4008
600143.SH,20240614,1848089.4443,1780946.6614,151.937,1.1126
600569.SH,20240614,456715.0004,456715.0004,,0.8414
002585.SZ,20240614,641934.4213,497363.9355,,0.6957
600809.SH,20240614,28645979.8968,28645979.8968,24.1097,8.4013
301228.SZ,20240614,118200.0,54042.0053,,1.519
002700.SZ,20240614,272042.9107,271958.917,27.4848,3.393
688192.SH,20240614,1808091.072,535419.6761,,25.9562
300945.SZ,20240614,241256.8977,219372.5498,28.1532,1.5231
002110.SZ,20240614,782052.8199,774875.3164,,0.3852
002831.SZ,20240614,2440737.0495,1366565.3525,16.5433,2.2785
300739.SZ,20240614,437136.0858,429448.606,50.1944,2.4428
600894.SH,20240614,1006997.814,1006997.814,13.6424,1.1456
