ts_code,total_mv,circ_mv
002352.SZ,135503.388,59796.3599
002497.SZ,575520.0,143880.0
600260.SH,451132.2,451132.2
000711.SZ,101205.0936,101205.0936
002073.SZ,680748.705,563642.7395
300252.SZ,264600.0,93590.6738
002186.SZ,426378.72,421828.7567
002085.SZ,330023.7269,114012.3761
600600.SH,5085099.2404,2619418.8544
600354.SH,275846.0813,269070.0813
000568.SZ,3477493.6998,3474992.3996
600660.SH,1568338.298,1568338.298
300191.SZ,289280.0,82951.04
600016.SH,28025198.2043,22316551.1584
300162.SZ,166160.0,42346.0
600895.SH,961736.2106,961736.2106
600790.SH,466314.8063,358271.4088
002620.SZ,194760.0,92516.8428
002537.SZ,174450.0,78938.625
600593.SH,105064.0,105064.0
000809.SZ,499823.5236,328019.8584
000546.SZ,101534.3809,87596.6405
002169.SZ,122843.7649,111100.6828
002241.SZ,5714954.3655,4436764.1548
600178.SH,249985.28,249985.28
600806.SH,271913.5247,199775.381
000564.SZ,206363.9596,116311.1449
002474.SZ,287456.4,120952.2265
300043.SZ,277326.8272,106012.6413
000301.SZ,365470.9335,365470.9335
300044.SZ,156420.0,91539.0772
000617.SZ,215079.3216,215078.0306
002578.SZ,185715.8,46483.0
600642.SH,1939168.3226,1939168.3226
600489.SH,3325848.5406,3325848.5406
600381.SH,416479.8014,307836.7786
600332.SH,4102475.7813,3384502.2813
600295.SH,776064.0,460224.0
600602.SH,464485.4605,348310.7563
600444.SH,118230.0,118230.0
600234.SH,89885.9707,89885.9707
000603.SZ,740818.3745,131148.2655
002310.SZ,2425877.9328,1198026.4098
600579.SH,174574.8,174574.8
002569.SZ,121808.7,38291.9625
002658.SZ,442662.416,110703.6
600279.SH,205255.3572,90442.812
600823.SH,1067582.9483,1067582.9483
002220.SZ,325309.04,273848.4273
002682.SZ,157760.0,112952.427
601336.SH,6713264.2832,2368449.8213
600802.SH,306644.5538,306644.5538
002309.SZ,611803.8,277946.82
002430.SZ,689409.225,685350.4447
000789.SZ,400731.3874,387972.8056
600435.SH,1019439.54,1019439.54
002184.SZ,115720.0,69815.2809
600896.SH,190671.5735,190671.5735
000755.SZ,201314.5224,201296.6164
601988.SH,80394485.0152,56311269.4135
002126.SZ,203465.57,181134.107
600012.SH,648516.51,455749.6
600236.SH,985154.19,487395.4611
002405.SZ,935038.7519,857028.8873
002063.SZ,700943.7879,540340.5522
300311.SZ,148682.1,37223.1
000049.SZ,769800.8485,769563.5101
002440.SZ,776587.5,287670.0906
002689.SZ,218340.7017,54606.1477
000788.SZ,804583.0238,754345.4036
600578.SH,1676087.5063,557122.8437
300294.SZ,306686.8,129004.5575
002534.SZ,616800.8,178278.0692
002595.SZ,567600.0,201121.6812
002632.SZ,145284.54,52811.55
600317.SH,733604.7403,373174.3528
600290.SH,246054.6683,240590.7683
600112.SH,510223.2557,510223.2557
002358.SZ,499144.0,214850.754
600689.SH,130443.3816,98780.4888
300141.SZ,156823.2,51616.1753
002021.SZ,266873.0688,266873.0688
600010.SH,3441114.1416,2762166.7734
002089.SZ,268637.9019,186751.5223
600861.SH,196735.8733,196735.8733
601958.SH,3103993.4328,3103993.4328
002608.SZ,282534.0,86177.675
600769.SH,180739.0104,180739.0104
600641.SH,287798.673,287798.673
601139.SH,1843798.95,1773163.2957
600993.SH,575291.1543,574071.7581
600727.SH,164261.7321,164233.6521
002288.SZ,322990.6476,214876.7447
002417.SZ,191160.0,191160.0
300301.SZ,301050.0,75262.5
300285.SZ,377520.0,94380.0
000615.SZ,114517.428,114504.036
002641.SZ,367200.0,91800.0
600536.SH,273540.9813,273540.9813
600268.SH,419897.8929,419897.8929
600009.SH,2418332.8522,1372312.8782
002058.SZ,84634.5159,84482.7915
000417.SZ,464810.9832,463870.5596
600262.SH,257380.0,99924.0
002375.SZ,1886613.9375,1745567.139
000799.SZ,609566.7665,420602.3686
300333.SZ,170352.0,42588.0
002421.SZ,377928.0,367068.0
601636.SH,414870.274,101959.0
300290.SZ,144160.0,53047.2484
600058.SH,1464230.0312,1464230.0312
002015.SZ,149964.0063,134685.3688
600900.SH,11830500.0,6987840.0412
000909.SZ,150332.0,150332.0
000687.SZ,265836.3302,246329.3928
600879.SH,856578.5185,668297.606
002268.SZ,261658.7785,248590.9536
600804.SH,1570075.1355,1570075.1355
600336.SH,278967.448,278149.448
600774.SH,188192.2661,186377.0241
601199.SH,312356.8,107468.2488
600318.SH,320892.0,320892.0
300110.SZ,403879.975,184361.9258
600161.SH,811344.8502,768505.5
002519.SZ,193881.6,48470.4
000002.SZ,11745098.4329,10313831.8362
300219.SZ,198091.062,86960.1774
600398.SH,219845.3865,219845.3865
002338.SZ,224040.0,221499.8606
000783.SZ,2150709.092,2150663.4608
600182.SH,426360.0,213180.0
600100.SH,1447046.4066,1447046.4066
600162.SH,535165.3954,252103.0042
600193.SH,317720.91,317720.91
000012.SZ,2241362.4048,1407932.9172
000883.SZ,1569858.0305,243719.1879
600712.SH,229844.5619,226676.6531
002033.SZ,253832.0277,230301.4924
300247.SZ,86328.0,37188.36
600371.SH,201190.0,201190.0
300167.SZ,228983.04,110772.09
600773.SH,582037.753,545575.0148
002030.SZ,459732.0499,440358.3126
600704.SH,503558.5226,503558.5226
002600.SZ,320342.4,130838.4
600151.SH,913881.5047,699914.0276
000536.SZ,1675580.4664,411722.878
300104.SZ,2093511.2,812612.4888
002289.SZ,212358.5,96896.5417
002353.SZ,4058770.3728,2138401.966
000663.SZ,152678.4908,125689.3007
002462.SZ,251520.0,202578.6913
601113.SH,236800.0,112480.0
603003.SH,162206.0,40551.5
300084.SZ,152448.0,136059.8067
002536.SZ,143232.0,60064.936
000793.SZ,1384614.9624,1383836.1924
000709.SZ,2272381.9765,1089128.3761
002391.SZ,419531.5904,419531.5904
002365.SZ,165121.0,133029.2445
300255.SZ,368358.5585,182337.3467
000599.SZ,186314.1097,186307.6203
300163.SZ,90534.0,42827.3517
002116.SZ,255474.0,253477.5803
000959.SZ,682300.9931,277414.5274
300205.SZ,380599.56,137806.028
002362.SZ,212175.8669,212175.8669
000027.SZ,1559366.6948,565426.4853
600703.SH,2841819.1112,2513741.4847
000153.SZ,260325.7858,192691.6968
002086.SZ,223122.75,217576.569
000506.SZ,545333.4257,542404.6309
002328.SZ,299700.0,101178.8825
002024.SZ,4112355.0346,2755104.1869
002013.SZ,974865.6734,285051.5936
600988.SH,392656.9892,138097.9908
600647.SH,122553.3575,122553.3575
002230.SZ,2025294.8067,1430270.2002
000563.SZ,1082210.7716,670573.9326
002548.SZ,145230.0,41464.0766
002477.SZ,847458.0,362532.182
000559.SZ,898600.6557,896878.951
002489.SZ,431800.0138,124142.504
002283.SZ,351310.5878,351310.5878
000876.SZ,1902748.223,1176171.6952
600269.SH,737988.6164,737988.6164
600255.SH,231492.5,231492.5
002583.SZ,568510.0,203340.2294
300040.SZ,174458.4,124625.658
600293.SH,231850.2498,231850.2498
600300.SH,856064.0,856064.0
000609.SZ,180049.6953,175714.4044
300228.SZ,1159100.0,628658.1779
601919.SH,3207910.1481,2347448.3911
601965.SH,654243.0961,196032.0
600306.SH,153199.4695,148829.9686
300136.SZ,288014.4,179008.6349
600273.SH,168840.0,168840.0
000995.SZ,155232.0,155232.0
000983.SZ,3025152.0,3025124.0246
002638.SZ,465340.14,286598.4552
002357.SZ,138131.1068,138131.1068
300312.SZ,188503.56,74001.96
600177.SH,1558628.1865,1500523.5245
002160.SZ,155380.0,148387.9
601558.SH,1974016.4,206416.4
000973.SZ,369370.5834,310496.678
000501.SZ,576234.3982,576178.4082
300156.SZ,358012.8,185831.0178
000822.SZ,311491.9902,311488.9164
300178.SZ,173054.5,101031.0
000760.SZ,339409.3344,339393.4238
002433.SZ,389200.0,112000.0
000061.SZ,1143753.8243,923238.7505
000019.SZ,194196.7192,156911.0796
600874.SH,1156055.0283,880655.0283
600711.SH,407242.032,158647.7203
300221.SZ,115200.0,58992.3193
002426.SZ,543756.78,166479.936
600485.SH,105879.704,105879.704
002315.SZ,337225.0,169680.0338
600067.SH,888487.0645,888487.0645
600763.SH,445048.32,445048.32
000100.SZ,2093626.052,1957454.3063
002039.SZ,267325.6288,222866.6886
300272.SZ,185488.7034,86090.2352
603000.SH,1222065.0396,305516.2599
600239.SH,512172.9524,512172.9524
000759.SZ,411336.986,411052.3003
000929.SZ,124277.454,124158.3961
002009.SZ,286983.6749,151901.5032
600106.SH,309540.022,309540.022
002471.SZ,342613.6,92468.5979
600288.SH,314496.0,314496.0
300014.SZ,521607.9,403384.7107
600152.SH,137355.2856,137355.2856
300049.SZ,133439.02,116122.1019
002296.SZ,304282.32,142329.9636
600540.SH,177084.4573,177084.4573
600571.SH,233698.5491,227989.4696
600618.SH,838389.9826,543633.9826
002091.SZ,524520.0,504906.7067
300321.SZ,87690.0,35595.5791
002686.SZ,193535.115,48389.115
000670.SZ,371021.0306,210813.5744
000800.SZ,2262225.0,1962336.5032
002672.SZ,864486.7686,315360.9514
002587.SZ,172458.0,93288.9454
600217.SH,327096.0,327096.0
002037.SZ,399389.1552,337754.56
600289.SH,396561.9111,389789.1559
000430.SZ,253780.6029,132373.0543
601238.SH,5160886.1178,484661.7127
601607.SH,3116447.3135,2228681.6859
300008.SZ,172602.36,124115.9291
600028.SH,57296315.897,44755479.539
300202.SZ,689593.6,234201.6
002348.SZ,291264.0,198438.36
000610.SZ,147757.6737,146242.6573
002570.SZ,1648813.5,1010503.3445
600246.SH,424663.2,424663.2
600739.SH,2003394.0099,2003394.0099
300054.SZ,476700.0,472500.0
601258.SH,1706596.5,464449.44
600793.SH,100350.9,100350.9
600573.SH,154750.0,154750.0
300005.SZ,463819.1707,247425.2606
002280.SZ,93625.0,42692.8381
600963.SH,337983.564,273183.564
300315.SZ,1079075.844,586517.2157
002354.SZ,92565.0,50706.5625
300307.SZ,733028.0,143231.4136
000657.SZ,264641.2232,171276.2704
300172.SZ,184340.0,127651.9943
000625.SZ,4392438.7137,3191047.9641
300273.SZ,925435.665,464886.5513
002681.SZ,237600.0,59400.0
000514.SZ,305445.0893,305445.0893
000922.SZ,377376.5153,123770.88
300265.SZ,141750.0,36750.0
000918.SZ,566516.131,566516.131
600630.SH,236223.0479,236223.0479
600605.SH,126716.3491,126716.3491
601328.SH,33492489.7169,14751783.059
300200.SZ,155073.6,58286.5151
600559.SH,425600.0,425600.0
600822.SH,221203.9196,176681.967
600466.SH,224770.9978,224770.9978
000637.SZ,227185.5306,160154.1626
002647.SZ,128202.69,44925.8172
600159.SH,234060.9114,234060.9114
002327.SZ,507440.6957,264140.847
000022.SZ,717622.0315,517311.053
300038.SZ,137488.406,84722.064
000877.SZ,616950.9826,553832.9306
600664.SH,1324980.9527,727892.1369
002505.SZ,241045.44,138838.0163
600148.SH,101891.844,101891.844
002596.SZ,229944.0,109697.445
000887.SZ,776893.9408,776162.11
000980.SZ,183860.0,183860.0
002227.SZ,207056.2437,207056.2437
000521.SZ,277237.3314,194402.8847
002221.SZ,688956.7662,527422.6965
601188.SH,294807.6,149784.3235
002010.SZ,457725.24,387237.4422
600693.SH,216916.6794,188975.5379
601101.SH,1125598.3791,1125598.3791
000795.SZ,243030.4,243025.5236
000039.SZ,2891362.1114,1337457.3444
002676.SZ,163680.0,42327.8127
600758.SH,153061.4571,84792.0416
000524.SZ,162343.5939,162342.2803
600776.SH,629256.0321,478956.0321
600231.SH,278184.7612,278184.7612
601928.SH,2048644.5,530495.0
000566.SZ,521930.2052,498771.2766
002269.SZ,1021080.0,1021080.0
002671.SZ,258290.69,157356.4607
300034.SZ,355080.158,355080.158
000923.SZ,104544.0,104543.5248
000620.SZ,797387.3539,134741.9321
002427.SZ,141488.3527,141488.3527
601799.SH,285230.624,82756.3485
000893.SZ,365755.38,302463.08
600208.SH,1965281.3514,1964778.8845
000036.SZ,347281.303,347281.303
300130.SZ,130073.4,54333.81
600851.SH,995821.7709,609020.0408
600872.SH,587121.612,587121.612
601008.SH,254041.7866,236815.5922
002287.SZ,708876.0,708876.0
300012.SZ,455908.635,216542.9615
601601.SH,15631950.0,10709295.5459
002539.SZ,268804.48,84560.5684
600392.SH,648564.3424,269821.8
300261.SZ,247748.864,66649.088
300177.SZ,383000.0,168829.5368
600475.SH,289536.0,289536.0
000898.SZ,2155972.7384,1832371.095
600546.SH,1324280.7015,1324280.7015
002125.SZ,94608.8189,90928.8493
600291.SH,307200.0,307200.0
002572.SZ,667934.68,164052.0
002255.SZ,476120.8,362322.0907
300232.SZ,143673.2987,56415.4682
002059.SZ,167700.0,167700.0
002112.SZ,100576.0,93326.6247
002367.SZ,465178.74,441257.7234
600187.SH,475928.65,475928.65
002124.SZ,142822.5,96170.625
