ts_code,trade_date,total_mv,circ_mv
600774.SH,20120718,118885.8379,117739.1033
601199.SH,20120718,299497.8,103044.032
600318.SH,20120718,241032.0,241032.0
300110.SZ,20120718,277976.7355,112381.713
600161.SH,20120718,744849.6243,705521.25
002519.SZ,20120718,223872.0,55968.0
002185.SZ,20120718,304759.952,279902.0862
000900.SZ,20120718,523306.4949,523020.5282
002142.SZ,20120718,2875169.0674,2473085.422
002604.SZ,20120718,348381.6,87095.4
002098.SZ,20120718,103695.0,103695.0
002582.SZ,20120718,224352.0,79460.7421
002337.SZ,20120718,206400.0,51944.0
600770.SH,20120718,756651.0,741238.5
002295.SZ,20120718,142329.6,71294.4866
002171.SZ,20120718,363208.56,358984.3567
300310.SZ,20120718,159808.0,31961.6
600531.SH,20120718,553890.4558,553890.4558
000762.SZ,20120718,675884.3253,660079.4215
002523.SZ,20120718,136192.0,79122.4507
002498.SZ,20120718,686106.96,91314.6854
600969.SH,20120718,298369.8947,131115.6
600272.SH,20120718,255636.0,168320.0
002352.SZ,20120718,154027.1136,38590.5
002497.SZ,20120718,454080.0,113520.0
600260.SH,20120718,768771.48,768771.48
000711.SZ,20120718,134350.164,134350.164
002073.SZ,20120718,610966.395,496236.7689
300252.SZ,20120718,142236.0,35559.0
600297.SH,20120718,204400.0,204400.0
002186.SZ,20120718,482436.48,475042.6502
002433.SZ,20120718,230000.0,91986.89
000061.SZ,20120718,753906.2014,746535.7849
600490.SH,20120718,606448.0,345048.0
600386.SH,20120718,287078.4,287078.4
002651.SZ,20120718,589470.0,60270.0
300302.SZ,20120718,146700.0,36675.0
002082.SZ,20120718,167552.0,111304.6732
600310.SH,20120718,275373.15,275373.15
600107.SH,20120718,281160.0,280842.6446
300187.SZ,20120718,353934.0,96460.0
000933.SZ,20120718,1537200.0,1537109.0033
000803.SZ,20120718,101801.5217,71944.6353
601100.SH,20120718,589050.0,147262.5
601678.SH,20120718,677160.0,220077.0
002235.SZ,20120718,146640.0,74144.7921
002688.SZ,20120718,288855.84,72213.96
000570.SZ,20120718,316615.1199,232015.1199
300018.SZ,20120718,112450.0,58778.9125
000702.SZ,20120718,121052.0975,121049.3217
002027.SZ,20120718,111863.9929,72032.2394
000790.SZ,20120718,293925.0569,288697.9679
600259.SH,20120718,1714375.6,1714375.6
002121.SZ,20120718,328459.32,221608.1846
002282.SZ,20120718,182364.78,62136.4075
