ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
600829.SH,20160311,593226.0347,593226.0347,42.7039,4.1681
300343.SZ,20160311,746677.0662,477360.0,250.3242,4.4653
600090.SH,20160311,392934.9779,392934.9779,116.475,7.7156
600530.SH,20160311,545688.0,545688.0,54.9553,2.9753
300022.SZ,20160311,262365.8622,220760.5886,196.6023,11.0384
300354.SZ,20160311,285734.4651,136786.4281,349.9343,8.3947
600525.SH,20160311,1320955.1366,1050016.3555,29.7848,2.5484
600455.SH,20160311,225473.38,179481.1425,709.3308,16.7978
600380.SH,20160311,1414043.0992,1377339.7798,28.7696,3.0452
002500.SZ,20160311,2828725.153,2488469.657,19.7409,2.3193
300005.SZ,20160311,802879.4689,543529.7833,30.3244,5.6945
002280.SZ,20160311,3677641.231,1063581.3508,116.3938,6.2576
002659.SZ,20160311,484538.0,484538.0,1549.7861,8.0234
002521.SZ,20160311,441259.7505,359982.2983,16.9385,1.3172
000910.SZ,20160311,725840.0,725840.0,30.5877,2.7875
600867.SH,20160311,2594238.2347,2584565.4947,57.7085,11.1341
002172.SZ,20160311,797029.0369,616569.4508,58.6645,7.8218
600495.SH,20160311,855399.1473,781151.2142,64.0189,2.7973
002245.SZ,20160311,637715.5096,591969.6179,26.4135,3.9145
000703.SZ,20160311,1451113.4253,1281635.8525,,2.3701
601398.SH,20160311,154680315.5766,117011700.2419,5.582,0.94
300341.SZ,20160311,440542.8522,316112.0,46.6938,5.1694
600717.SH,20160311,1473796.8256,1473796.8256,11.9273,1.0375
600481.SH,20160311,922062.1148,922062.1148,34.7305,4.657
002615.SZ,20160311,604108.8,340654.667,149.4908,9.4337
002056.SZ,20160311,760575.9,760418.7779,23.4068,2.149
600188.SH,20160311,5070870.4,3051739.38,29.6473,1.3305
002459.SZ,20160311,598581.6005,306079.9573,,4.8806
600416.SH,20160311,829640.1764,784468.7484,130.6873,2.159
300325.SZ,20160311,458240.0,451591.8183,64.7077,5.5261
300119.SZ,20160311,578660.5198,302747.6416,53.1652,3.6021
600580.SH,20160311,1228321.3055,655405.5045,26.105,2.2212
600682.SH,20160311,1968194.8093,1702384.5095,94.0635,10.7558
603936.SH,20160311,557777.55,139486.05,80.5786,6.3949
600898.SH,20160311,337876.8712,337876.8712,144.3376,9.1989
002090.SZ,20160311,492402.671,417716.5625,37.791,4.5785
002536.SZ,20160311,530198.1764,412324.98,92.7838,3.0197
601226.SH,20160311,1082235.0,344347.5,36.9862,2.9702
300112.SZ,20160311,293559.8607,145093.2586,225.9459,4.2122
002104.SZ,20160311,1111878.8,895392.2498,29.8392,7.1401
002415.SZ,20160311,11677376.3661,9056019.7374,19.9864,6.0733
300016.SZ,20160311,689112.6223,518254.9267,211.5192,7.7327
