ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
002802.SZ,20230908,210194.1945,208765.8373,30.7359,3.2808
300942.SZ,20230908,542363.58,147757.6447,,6.044
000157.SZ,20230908,5970458.6584,4861471.7239,22.6985,1.1216
300305.SZ,20230908,313300.043,252368.9591,36.1038,1.6274
688501.SH,20230908,270879.271,179857.4552,41.6133,3.3716
688141.SH,20230908,1484982.24,173814.5925,,5.0149
300203.SZ,20230908,776519.8584,776069.4084,,2.5095
603825.SH,20230908,310337.2762,310337.2762,,2.0511
600668.SH,20230908,392943.7316,392943.7316,15.4181,0.757
603848.SH,20230908,646813.0,646813.0,24.3926,3.0574
300290.SZ,20230908,308108.1907,307467.8594,,3.8169
603877.SH,20230908,871081.6968,868760.3028,28.8281,2.034
920639.BJ,20230908,76003.2,33292.2129,11.6843,0.9147
000909.SZ,20230908,272750.9886,232841.7423,,1.736
688060.SH,20230908,296341.106,296341.106,200.8423,3.0322
600331.SH,20230908,772160.0,772160.0,,22.168
688281.SH,20230908,2667576.8831,646887.4571,67.8763,6.7461
002675.SZ,20230908,1128046.9244,1016910.4184,34.9396,2.3274
920001.BJ,20230908,99108.2516,24783.5774,18.9419,1.345
603818.SH,20230908,326015.4676,323280.3191,,1.6142
002485.SZ,20230908,272544.0,272544.0,,1.899
600480.SH,20230908,844664.1072,773490.557,16.284,1.2539
002577.SZ,20230908,422056.96,422034.58,145.9674,3.6775
002281.SZ,20230908,2161637.4975,1851145.8006,40.3086,2.7418
002556.SZ,20230908,696414.8754,688321.4165,23.5701,1.7429
300245.SZ,20230908,316905.5254,314328.0578,,2.2197
002630.SZ,20230908,298742.4,268067.0368,,4.3827
002703.SZ,20230908,1369243.8006,959006.607,393.4029,9.6938
688350.SH,20230908,206800.1176,106171.0588,20.8972,1.4548
300876.SZ,20230908,250848.2064,250652.2314,78.4361,3.0562
603048.SH,20230908,252633.6,64878.4,142.4158,1.9924
601015.SH,20230908,912996.4446,912996.4446,,1.1458
603270.SH,20230908,814638.5879,182328.9465,58.3488,3.902
002765.SZ,20230908,432543.2763,330110.1391,29.7537,1.5412
603929.SH,20230908,365912.4,365912.4,18.0536,3.0591
300374.SZ,20230908,404279.882,311147.1785,,4.6833
002718.SZ,20230908,215442.9917,100831.103,28.5181,2.0132
300835.SZ,20230908,336269.061,225566.6097,40.3654,3.3158
920575.BJ,20230908,454560.92,216376.2402,,4.2854
300124.SZ,20230908,18668502.5729,16244190.652,42.2192,8.8283
603700.SH,20230908,293074.964,293074.964,21.4482,1.918
002960.SZ,20230908,1273961.7644,1090185.5816,20.5367,2.1166
920802.BJ,20230908,39111.646,9948.086,12.9118,0.9709
300594.SZ,20230908,211960.2874,209318.6563,,2.3086
002734.SZ,20230908,321844.37,281842.5358,25.6964,1.2379
002729.SZ,20230908,338677.3219,324783.3291,150.0007,7.0739
000045.SZ,20230908,535900.1162,483529.1162,79.7674,1.8768
688622.SH,20230908,232042.0639,125862.2095,,4.673
000899.SZ,20230908,772736.7859,772736.7859,69.6249,1.6091
600719.SH,20230908,304258.8992,304258.8992,67.2789,4.6685
688656.SH,20230908,224929.056,64414.056,57.8788,2.8709
603693.SH,20230908,1093840.9048,985771.8,21.4803,1.7409
600857.SH,20230908,214001.2027,214001.2027,22.6831,2.3627
301448.SZ,20230908,255040.0,63760.0,44.9213,3.9061
301000.SZ,20230908,302919.3466,121168.3066,32.327,2.775
301061.SZ,20230908,545408.0,136352.0,15.034,1.9041
300601.SZ,20230908,3005611.4379,2371781.2956,116.8495,3.3845
600418.SH,20230908,2904733.022,2904733.022,,2.2036
000030.SZ,20230908,924812.4781,898563.2238,15.1099,1.269
600557.SH,20230908,1006093.0754,992034.2264,20.1595,2.0975
920075.BJ,20230908,49777.92,18915.4176,13.568,1.3155
000520.SZ,20230908,299576.7027,299576.7027,752.5265,5.4951
002884.SZ,20230908,583737.8547,445585.1444,15.9115,2.8707
601012.SH,20230908,19954250.5351,19945387.1541,11.3963,2.9279
300472.SZ,20230908,260394.6555,237784.3974,,3.4738
605069.SH,20230908,237736.6047,94513.1152,,1.8047
603678.SH,20230908,1605223.6719,1605223.6719,28.7299,3.0263
300136.SZ,20230908,1750331.6661,1491443.9359,26.6031,2.5969
300032.SZ,20230908,550974.3511,550973.3221,89.5848,4.526
603978.SH,20230908,278638.6112,278638.6112,,1.7766
002272.SZ,20230908,275479.356,210618.5391,,1.897
601668.SH,20230908,23768364.6897,23428661.3817,4.6225,0.6054
002297.SZ,20230908,438425.1865,438425.1865,255.0145,2.0884
601163.SH,20230908,1207200.0,1207200.0,10.6978,0.9988
688031.SH,20230908,956223.2841,222562.6364,,6.2291
000417.SZ,20230908,426596.6574,426128.0157,13.6199,0.963
688143.SH,20230908,438641.939,93171.1201,80.3625,3.5827
003032.SZ,20230908,503461.8225,213645.0794,29.5523,3.5386
600020.SH,20230908,773095.9102,773095.9102,18.0379,0.7112
300782.SZ,20230908,6832673.2032,5693490.6624,99.9434,7.594
000636.SZ,20230908,1713536.5655,1597224.3333,389.1987,1.4312
000826.SZ,20230908,563014.533,562943.3188,,0.9747
920392.BJ,20230908,35161.3,9064.3076,14.9983,1.1802
688290.SH,20230908,501751.4957,230821.6483,51.9313,4.0698
688288.SH,20230908,236008.8998,236008.8998,,2.9966
605599.SH,20230908,1015777.8068,766201.2068,16.2772,2.9213
920943.BJ,20230908,77968.4183,31643.2189,9.7469,1.5026
688331.SH,20230908,3058758.0769,900581.6377,,7.1214
300569.SZ,20230908,730188.8676,514620.4095,31.2351,1.3494
603385.SH,20230908,325608.2672,316766.1937,27.2266,0.8347
002812.SZ,20230908,6045443.7075,4596033.0276,17.8573,2.2929
000017.SZ,20230908,316335.8842,139070.0989,,10.7236
600965.SH,20230908,520693.8074,520693.8074,44.0618,2.4023
688559.SH,20230908,865406.685,560725.5225,18.3792,4.0568
600780.SH,20230908,1007775.7177,1007775.7177,12.701,1.4269
601166.SH,20230908,33571237.4593,33571237.4593,3.7649,0.4981
600629.SH,20230908,584274.7349,568684.6903,13.917,1.2375
600343.SH,20230908,656076.1257,656076.1257,,3.5749
920436.BJ,20230908,54418.176,25735.536,,1.2605
001296.SZ,20230908,292687.4392,103111.0875,28.776,1.8087
301052.SZ,20230908,284412.6797,213789.015,52.8306,4.4453
