ts_code,trade_date,total_mv,circ_mv
600508.SH,20120330,1435317.948,1435317.948
600378.SH,20120330,267744.1385,267744.1385
300117.SZ,20120330,186792.0,67424.0
300207.SZ,20120330,278052.0,69513.0
300271.SZ,20120330,313020.0,78255.0
601288.SH,20120330,87044823.356,6852917.584
600612.SH,20120330,1170475.997,505776.382
000418.SZ,20120330,579358.7918,198009.692
002118.SZ,20120330,482724.8905,246086.9004
002248.SZ,20120330,254405.6528,182542.4542
600018.SH,20120330,6599002.0985,6087332.0383
000584.SZ,20120330,233881.0148,232849.4483
600522.SH,20120330,688065.7911,688065.7911
600686.SH,20120330,332390.4198,332390.4198
300254.SZ,20120330,129919.8,32819.8
002084.SZ,20120330,178194.7419,178194.7419
600821.SH,20120330,177746.5321,177746.5321
600122.SH,20120330,485966.7384,485966.7384
600248.SH,20120330,316509.9756,115668.1596
600653.SH,20120330,455805.2627,455805.2627
300072.SZ,20120330,352506.48,183262.7808
000825.SZ,20120330,2079130.4455,2078992.3179
600083.SH,20120330,122130.0,119628.3666
002344.SZ,20120330,1317120.0,364869.4056
300181.SZ,20120330,160720.0,104367.55
300283.SZ,20120330,170561.048,34217.68
600270.SH,20120330,633837.204,231590.7468
600230.SH,20120330,214467.2497,214467.2497
600850.SH,20120330,462982.2705,462982.2705
600516.SH,20120330,1300822.2223,1300822.2223
300281.SZ,20120330,120660.0,30165.0
000728.SZ,20120330,1993561.5,1993561.5
002044.SZ,20120330,207431.25,201096.8741
000151.SZ,20120330,213401.58,192178.2002
600197.SH,20120330,542430.0,542430.0
002587.SZ,20120330,126252.0,31563.0
600217.SH,20120330,221368.0,221368.0
601311.SH,20120330,845418.1156,166913.0
002512.SZ,20120330,307539.5616,78192.0
002310.SZ,20120330,1364515.0998,444174.0007
600579.SH,20120330,109652.4,109652.4
002569.SZ,20120330,121622.02,30412.02
002658.SZ,20120330,274945.6,55008.0
600279.SH,20120330,242201.3215,106722.5182
600823.SH,20120330,1388326.0709,567329.4309
002220.SZ,20120330,399433.0284,275284.11
601336.SH,20120330,8956218.2886,455168.34
600802.SH,20120330,287168.9968,287168.9968
002309.SZ,20120330,473391.0,199610.4411
002430.SZ,20120330,1290217.5,475461.6224
000522.SZ,20120330,562864.4268,562845.3816
000789.SZ,20120330,424415.0687,424394.7425
600435.SH,20120330,650832.84,316179.7066
002184.SZ,20120330,169400.0,100689.5413
600896.SH,20120330,220899.9937,220899.9937
000755.SZ,20120330,350071.4073,350040.6862
601988.SH,20120330,83185905.4065,58266467.0408
002126.SZ,20120330,200340.0,144296.9892
600012.SH,20120330,743057.28,522188.8
600236.SH,20120330,868851.2648,429687.1495
002509.SZ,20120330,188900.0,61911.975
600388.SH,20120330,526614.03,512057.7
002006.SZ,20120330,692146.64,604649.5694
601718.SH,20120330,1322951.0,396851.0
002380.SZ,20120330,156944.0,39236.0
002181.SZ,20120330,356464.7776,221948.204
600983.SH,20120330,391075.2,144378.0936
000927.SZ,20120330,1052814.8532,1052812.8336
600866.SH,20120330,359406.9326,340279.9514
300235.SZ,20120330,97504.0,24376.0
600064.SH,20120330,503313.3612,503313.3612
002355.SZ,20120330,242170.4,96663.0518
600360.SH,20120330,290218.24,290218.24
600697.SH,20120330,373379.712,364151.1672
002609.SZ,20120330,130755.0969,33060.0
600250.SH,20120330,132191.8471,132191.8471
000610.SZ,20120330,145593.4467,143769.3046
002570.SZ,20120330,998661.2,100792.0
600739.SH,20120330,2179441.5762,2179441.5762
300054.SZ,20120330,261720.0,126407.4885
601258.SH,20120330,1989718.5,265650.0
600793.SH,20120330,98244.9,98244.9
600573.SH,20120330,177000.0,108559.1926
002352.SZ,20120330,157840.8218,39546.0
002497.SZ,20120330,466240.0,116560.0
600260.SH,20120330,413669.76,413669.76
000711.SZ,20120330,129255.048,129255.048
002073.SZ,20120330,1012585.86,822438.5817
300252.SZ,20120330,126360.0,31590.0
600297.SH,20120330,200200.0,200200.0
002186.SZ,20120330,414770.8,408414.0156
300253.SZ,20120330,178690.0,45090.0
000985.SZ,20120330,156345.237,156345.237
002137.SZ,20120330,240360.12,237455.0987
600439.SH,20120330,569923.225,569923.225
002304.SZ,20120330,13243500.0,6025451.3474
600663.SH,20120330,2103012.184,1529202.584
002017.SZ,20120330,249652.6358,247942.7055
000525.SZ,20120330,674638.3092,367636.0052
002552.SZ,20120330,155250.0,41141.25
000916.SZ,20120330,342260.0,288981.6365
000555.SZ,20120330,57911.0875,57911.0875
300226.SZ,20120330,119960.0,29990.0
600082.SH,20120330,229371.1182,223142.6418
002559.SZ,20120330,215600.0,102689.0036
002349.SZ,20120330,190600.0,103007.3875
600076.SH,20120330,143290.112,143290.112
002516.SZ,20120330,208000.0,93879.2982
300277.SZ,20120330,145993.0,37043.0
300297.SZ,20120330,189924.0,38178.6
300206.SZ,20120330,190100.0,47525.0
002335.SZ,20120330,262342.6,75472.8
