ts_code,total_mv,circ_mv
600230.SH,930399.651,930399.651
600237.SH,209381.1086,209381.1086
002465.SZ,2106239.3096,1890373.909
600007.SH,1491785.4329,1491785.4329
300068.SZ,1063536.4491,727128.6374
300552.SZ,180637.728,66679.9013
601369.SH,1022592.6254,1022592.6254
002518.SZ,422187.4421,397638.5561
002913.SZ,630832.3984,154351.718
601818.SH,19840942.0294,15048380.0104
600926.SH,4022077.1387,1632012.268
002166.SZ,326649.1774,264414.6533
600841.SH,708952.2809,426908.0895
300634.SZ,1252031.3,125231.3
300126.SZ,144075.9024,99861.6227
300718.SZ,312444.0,78111.0
000708.SZ,428286.2814,428286.2814
002626.SZ,827318.746,805370.2555
600816.SH,2822075.1662,2411014.7199
002909.SZ,270816.0,67704.0
603680.SH,1016064.0,101606.4
300593.SZ,192489.64,111472.5831
603833.SH,3634611.3102,796551.2207
600545.SH,1461363.4191,521030.8348
002676.SZ,243360.0,243348.1139
000566.SZ,820291.2681,677362.0327
002852.SZ,377145.0,163649.1467
002067.SZ,408499.262,352905.7998
601225.SH,8000000.0,8000000.0
600695.SH,241073.7819,124232.3645
000050.SZ,2328715.909,1592902.7979
601990.SH,2526348.9233,252743.38
300669.SZ,164021.6,50355.8
600332.SH,5422012.8149,3572382.7988
002025.SZ,1237665.0,1237372.9601
002915.SZ,263312.0,65828.0
600113.SH,252331.2,252331.2
603089.SH,177605.55,52372.3752
600131.SH,424977.5057,343656.4788
002628.SZ,426226.5723,419252.9826
600665.SH,311948.2301,311948.2301
300629.SZ,200800.1004,86879.2685
300382.SZ,343569.6959,232217.0032
600774.SH,245330.7902,245125.1072
603318.SH,510983.985,458723.685
000750.SZ,1386913.3088,1386912.1984
300190.SZ,432293.9127,390531.2921
603908.SH,144050.4,49786.4988
002199.SZ,182825.2146,169828.4244
300109.SZ,376652.836,189435.2826
000070.SZ,457706.1646,395490.9597
300566.SZ,252270.5757,147739.0646
600892.SH,463236.3477,208322.7565
002290.SZ,233731.9738,202537.3174
002803.SZ,338488.0,133945.027
603077.SH,1518975.0392,1518975.0392
002826.SZ,260865.0,181067.3123
002027.SZ,10861631.4072,5154017.7579
002121.SZ,822460.5502,463048.3878
000638.SZ,154700.0,154700.0
002069.SZ,265244.8484,256883.4939
300099.SZ,341332.4201,196247.8144
002873.SZ,211358.28,117993.7489
002310.SZ,2857159.0855,1728756.1944
300415.SZ,315792.0,214675.292
002569.SZ,154431.03,154162.5047
600802.SH,298243.3331,298243.3331
002330.SZ,227406.0,227380.5867
603599.SH,584566.3518,468512.5546
000547.SZ,1276658.605,866791.0528
002810.SZ,179310.384,92456.611
300090.SZ,392026.0178,260519.6825
300590.SZ,366400.0,222130.0
000613.SZ,271618.6,198171.6176
300697.SZ,241696.0,60424.0
600365.SH,171200.0,171200.0
603606.SH,465420.5247,388323.7875
002140.SZ,320698.8299,316053.8333
002200.SZ,118949.8469,85025.2952
002068.SZ,551841.2694,460712.5985
002236.SZ,4110436.1923,2602638.8282
300254.SZ,158314.08,123035.377
002435.SZ,654941.6325,245187.6991
601088.SH,36497453.5349,30261054.6474
600860.SH,205092.0,156492.0
600765.SH,663636.7296,663636.7296
600729.SH,1047217.3258,1046954.5738
300467.SZ,559503.3219,285950.0966
002529.SZ,225160.0,173200.0
000829.SZ,777657.6944,698677.223
002585.SZ,825582.5527,608465.2394
002831.SZ,1844846.12,551001.631
600891.SH,322997.375,200860.7917
002463.SZ,1126024.0343,1096235.8591
603959.SH,536883.2,255019.52
300624.SZ,550320.0,137580.0
000839.SZ,1579690.0199,1579359.9024
300274.SZ,1002058.434,735538.5027
600152.SH,253180.5753,163182.7752
300049.SZ,268051.1089,232298.0897
600540.SH,190253.0185,190253.0185
002686.SZ,272938.5249,202174.9767
601311.SH,948508.7091,948508.7091
600358.SH,214598.0805,183600.0
300648.SZ,273643.4,108252.6621
002382.SZ,1846148.2547,931313.2885
600616.SH,287672.1283,287672.1283
000889.SZ,783501.7504,783271.0771
300570.SZ,392374.5408,162643.9086
601519.SH,691719.6,691719.6
002094.SZ,396139.7005,342199.2683
603067.SH,309848.0,156542.9558
601677.SH,589876.415,497933.08
300379.SZ,367067.0131,254745.2062
000685.SZ,1054704.616,896059.3842
300268.SZ,148338.0,108929.9967
600202.SH,125735.7404,125735.7404
600675.SH,2438071.031,967136.7682
603018.SH,496140.1996,488341.1946
002795.SZ,300800.0,95880.0
603038.SH,167251.2618,66499.02
002030.SZ,1431355.4716,1371040.7827
300239.SZ,195805.5136,187758.9155
601333.SH,2479237.95,1978282.95
300583.SZ,350423.2244,110472.608
300636.SZ,153429.575,78813.8877
000411.SZ,278190.3776,277991.0715
603238.SH,196320.0,49080.0
603429.SH,589288.0,302010.1
603897.SH,489529.6,122382.4
601158.SH,2601600.0,2601600.0
600539.SH,137310.0,137310.0
000979.SZ,755154.1079,755002.9079
000021.SZ,893054.4333,891881.5278
603360.SH,224011.2,94091.1984
000875.SZ,626723.6822,570658.3028
002663.SZ,519012.3406,351522.5424
002572.SZ,1869938.2778,1292144.0659
600187.SH,482949.0574,425042.2746
300153.SZ,231360.0,231068.9101
000861.SZ,591718.2846,531291.5353
002083.SZ,485780.0027,462816.5299
300658.SZ,202950.0,56826.0
603197.SH,318849.8793,187848.8033
600196.SH,7104804.8009,5293990.7254
002329.SZ,328354.8937,203302.6158
600757.SH,760958.7212,760862.6836
000615.SZ,466909.9683,211156.4526
002420.SZ,149573.0,146110.6059
300154.SZ,229440.96,158252.7996
002249.SZ,957654.0933,551658.2715
000622.SZ,136072.32,136072.32
300329.SZ,207314.151,206980.026
600249.SH,232650.0,232650.0
603826.SH,608868.0,246484.3012
600397.SH,222740.9735,222740.9735
000428.SZ,275110.02,194098.8015
600321.SH,264346.25,264346.25
600648.SH,1905115.8301,1568580.3451
600967.SH,2477000.2437,1408090.3568
600039.SH,1180641.8418,1130462.8138
000031.SZ,984856.2566,984851.4847
000738.SZ,1655453.1943,1655441.7066
600888.SH,443828.0475,429300.7215
600340.SH,7224844.7035,7224844.7035
603159.SH,203500.0,50875.0
600812.SH,738754.5422,738754.5422
300156.SZ,555513.4283,396990.0
002712.SZ,563766.4142,298888.4232
000061.SZ,856966.8862,855977.5624
002082.SZ,221102.0,221102.0
601100.SH,1850436.0,1850436.0
300508.SZ,213915.936,55891.8043
300333.SZ,269136.0,265046.9487
600006.SH,766000.0,766000.0
601099.SH,1513222.2341,1438297.2341
600526.SH,299977.7603,299977.7603
002378.SZ,561893.8011,561316.4832
002035.SZ,882242.1984,793089.793
603639.SH,472117.4098,151346.4882
600130.SH,260352.0,260352.0
000692.SZ,163046.8907,163032.4793
300596.SZ,453240.0,308403.3055
000587.SZ,622258.5537,355412.4721
603289.SH,258039.6,64509.9
002016.SZ,767831.7548,651816.5048
601899.SH,7830614.4229,5737746.7846
002392.SZ,422624.2478,262235.4626
300650.SZ,153512.788,57529.615
300061.SZ,445145.196,169120.0303
603367.SH,779767.16,172000.0
000757.SZ,229423.5472,229422.7568
000876.SZ,2479016.8253,2455149.7242
002747.SZ,933509.7634,804626.1428
002705.SZ,626347.0814,353328.283
601368.SH,478277.0837,478277.0837
603348.SH,611600.0,152900.0
300052.SZ,266826.2688,262121.4863
600624.SH,329346.4768,329346.4768
600720.SH,551166.1002,551075.5078
600562.SH,1032479.8428,997928.4238
601058.SH,686171.0236,582660.0524
601798.SH,168400.8941,168400.8941
000009.SZ,982250.6517,968743.6032
603322.SH,311024.0,125961.7653
600737.SH,1497869.5932,1497869.5932
603300.SH,244104.063,203886.02
002645.SZ,356768.6451,253171.6356
300527.SZ,841271.886,248274.7147
300230.SZ,399940.9601,264616.438
002774.SZ,368769.097,90461.7554
000972.SZ,224443.5215,224443.5215
000856.SZ,283069.0,283069.0
603896.SH,494504.37,210644.925
600896.SH,308530.1716,204880.5369
600170.SH,2698032.5116,2571533.7085
603589.SH,2716800.0,2716800.0
600149.SH,206046.72,206046.72
300478.SZ,224971.248,224971.248
601019.SH,1533871.5,196171.5
