ts_code,total_mv,circ_mv
300231.SZ,477565.809,363601.224
002767.SZ,286200.0,71550.0
002139.SZ,388865.2123,258070.7413
002060.SZ,497135.361,497078.6371
002250.SZ,1557486.3455,1026768.29
000503.SZ,2288401.3314,2286223.926
002492.SZ,265950.0,231960.7774
000537.SZ,371207.5286,371204.4878
300014.SZ,709300.4784,556141.2096
000667.SZ,1292594.1277,1292594.1277
600837.SH,14871698.1,10463125.6157
000948.SZ,404433.9154,379295.5444
603889.SH,351403.92,87883.92
600201.SH,1401141.8376,1382129.5688
000999.SZ,2487384.9,2484441.99
600713.SH,778965.4191,602028.0302
002213.SZ,246788.0,172547.6968
000531.SZ,567933.6578,567932.3513
000662.SZ,317652.0876,317647.0844
300203.SZ,1068313.122,1049310.0
600668.SH,392943.7316,392679.217
300290.SZ,413037.1028,196973.8798
000909.SZ,308700.0,308700.0
000687.SZ,957313.736,672026.0793
600331.SH,1296416.0,658416.0
002675.SZ,704505.6,500419.134
002365.SZ,249458.0,195167.6604
002206.SZ,534327.354,407353.1715
002363.SZ,426686.4,426499.5105
600640.SH,995778.0518,995778.0518
300297.SZ,954183.3884,604592.0267
002695.SZ,310313.1339,305978.0304
000628.SZ,350726.48,211408.9659
000338.SZ,3850670.3647,2014759.4924
002735.SZ,240800.0,60200.0
600220.SH,930903.6502,930903.6502
002296.SZ,530332.2394,405226.1861
300406.SZ,784239.3255,153371.54
600618.SH,1245442.7742,807577.6542
000800.SZ,2618647.5,2271512.3115
002672.SZ,1455571.6287,718461.1171
600217.SH,889472.5277,438110.4
002490.SZ,622321.752,233946.765
000408.SZ,329001.156,328999.9824
600117.SH,393587.4228,393587.4228
002241.SZ,3645119.5826,2925909.6254
300043.SZ,1506724.2636,933367.8197
000301.SZ,612772.9318,612772.9318
002164.SZ,305698.75,277915.5957
300248.SZ,548330.24,328601.4575
600655.SH,2199102.6233,2199102.6233
600307.SH,2893671.1299,2893671.1299
601006.SH,14138318.7079,14138318.7079
603828.SH,333229.22,80760.0
300180.SZ,489405.0,371585.6254
601000.SH,1760527.3142,1589765.2276
002262.SZ,1270651.9356,1036758.1728
600138.SH,1373124.48,1333056.4709
300324.SZ,1147019.8323,670675.928
300082.SZ,430634.88,430597.4985
002708.SZ,359542.204,132771.181
600733.SH,609355.224,233150.4
600119.SH,475240.4,475240.4
000860.SZ,963155.9065,950342.6496
300257.SZ,1497210.0,1421066.7854
600517.SH,1341595.0286,1200535.182
000572.SZ,973624.7642,972120.3726
002127.SZ,502712.7237,502712.7237
300415.SZ,369480.0,92370.0
002569.SZ,222195.87,219040.2205
600279.SH,420856.8391,311646.0507
002682.SZ,293303.805,286447.1337
600802.SH,287932.7442,287932.7442
002330.SZ,513546.0,447194.22
603599.SH,571496.64,142874.16
000547.SZ,2273109.9462,1327393.7651
002493.SZ,1572368.0,1440972.05
300090.SZ,955737.6357,677619.8694
000683.SZ,838585.9752,397726.5554
600874.SH,1264524.389,963284.389
600485.SH,8560718.8657,4776865.5813
600067.SH,1118110.1627,1118110.1627
002039.SZ,435803.8907,435768.9905
300409.SZ,358800.0,89700.0
000930.SZ,1403218.1723,1403218.1723
002346.SZ,579788.5212,91910.0
600351.SH,775040.0,708906.24
600070.SH,316672.3902,316672.3902
002178.SZ,614545.643,520146.7757
600803.SH,1142524.8648,625302.6427
603338.SH,641387.5,160346.875
300117.SZ,267807.6,267807.6
300271.SZ,1007903.66,717004.9994
600613.SH,1139708.8542,378209.2212
600018.SH,17333908.6382,17020874.3782
600199.SH,477410.7267,477410.7267
000597.SZ,365009.7473,337244.2456
002275.SZ,1143217.4,1028828.1962
600869.SH,1460313.9678,1460313.9678
002234.SZ,336781.9947,230131.3527
600570.SH,2898124.0994,2898124.0994
300255.SZ,659465.45,457818.2602
002116.SZ,796544.1117,792077.3028
000959.SZ,2369646.5408,540353.0868
000027.SZ,3948633.6306,1431774.8631
000532.SZ,460185.6339,457812.8129
002326.SZ,1069463.1577,560761.5909
002740.SZ,392000.0,98000.0
300086.SZ,467400.0,450550.325
600298.SH,919015.0671,904114.1076
600509.SH,836863.6455,774955.6455
002613.SZ,421726.5,251831.0287
300243.SZ,248418.0282,160964.6567
600734.SH,242926.8503,242615.9003
300144.SZ,2911936.0807,2480788.9173
000402.SZ,2594391.1593,2592713.3396
600362.SH,4986330.3432,2988356.2632
300362.SZ,349184.637,154993.7202
002531.SZ,837814.0,836000.6346
300298.SZ,725735.01,292162.6544
600452.SH,290400.0,290400.0
600206.SH,1064409.7033,745073.3556
000559.SZ,3971432.5124,3963818.8249
002309.SZ,880284.7851,558078.6071
000755.SZ,429377.1282,429369.1878
600012.SH,1691782.2,1188912.0
002405.SZ,1791243.8628,1663928.8354
600105.SH,670000.1022,540193.688
601999.SH,507392.4387,507392.4387
603969.SH,562000.0,140500.0
002216.SZ,779286.7885,542747.6869
002561.SZ,533008.166,495232.595
002590.SZ,404311.544,353191.2964
600085.SH,3371073.904,3371073.904
002138.SZ,811328.0013,795830.4663
300370.SZ,306278.91,155654.6582
600088.SH,685712.118,685712.118
300380.SZ,692560.16,243497.0573
600558.SH,396741.3355,366296.2615
002208.SZ,405886.8,401759.8607
002254.SZ,789197.0112,788883.165
300120.SZ,254381.5453,193362.0629
600037.SH,2198838.5129,2198838.5129
601689.SH,1139819.6,226699.6
000987.SZ,645765.6345,645323.4871
603901.SH,407200.0,101800.0
601608.SH,2692050.0,2692050.0
000886.SZ,477604.0689,465911.4315
601968.SH,1109166.6223,277291.6223
002450.SZ,4111425.0006,4092772.4016
000801.SZ,1161396.9465,1044397.5224
601021.SH,4330800.0,1082700.0
600398.SH,6496527.9581,2214143.3435
000883.SZ,3631801.0314,3629983.4163
600055.SH,593289.45,593289.45
002669.SZ,337600.0,220301.9367
002510.SZ,415635.2,321939.5604
002041.SZ,1394800.0,1385071.4967
000878.SZ,2531104.6556,2531092.4254
000888.SZ,542720.4951,542623.1415
600725.SH,322290.905,322290.905
002616.SZ,812093.3077,380142.057
300034.SZ,641899.228,641280.5691
000620.SZ,1881516.8966,1585186.8838
600712.SH,344766.8429,340382.5045
300167.SZ,499899.6,499899.6
600773.SH,999751.932,739845.0498
300246.SZ,306200.448,221935.9346
300314.SZ,536832.0,242468.5869
600805.SH,944492.8883,942614.3865
603766.SH,1269205.6954,1269205.6954
000004.SZ,252937.7722,252632.8825
601628.SH,71792350.7,52891766.2
002350.SZ,352740.48,352637.46
600505.SH,304049.295,304049.295
300315.SZ,2805668.9862,1831039.7777
600122.SH,1154372.7885,1148255.2635
600083.SH,244490.0,241218.964
002161.SZ,887708.88,835096.6956
601088.SH,31087476.7712,25775492.3237
600765.SH,1291485.312,1291485.312
002529.SZ,345600.0,345600.0
000829.SZ,854104.785,854006.2559
002726.SZ,475326.72,118897.02
600143.SH,1935360.0,1935360.0
600569.SH,775553.7744,775553.7744
000509.SZ,437506.052,320985.1768
600200.SH,1079306.2,896427.2216
300185.SZ,651600.0,513960.8494
002746.SZ,431360.45,107873.95
600066.SH,4115713.0156,3538577.1706
600782.SH,742707.8405,742707.8405
300259.SZ,372465.3828,201205.6021
000552.SZ,937658.1305,290382.5869
002709.SZ,382913.976,180330.7627
000068.SZ,1021771.536,910121.536
603026.SH,374552.64,93656.64
002079.SZ,567089.7884,565149.6227
601636.SH,1176850.147,957613.5735
002715.SZ,220800.0,125066.1216
002579.SZ,296138.7,296138.7
002568.SZ,3830400.0,919285.3125
300462.SZ,323529.36,80882.34
600235.SH,272257.5,272257.5
002179.SZ,2038910.3675,1954621.3401
300421.SZ,261184.0,65296.0
603838.SH,401753.42,100453.42
002519.SZ,961883.6279,672123.2549
000900.SZ,784211.3059,783720.1543
600958.SH,8873328.1073,1680000.0
600770.SH,1275300.0,1083612.6
300174.SZ,211208.0,112792.8354
002416.SZ,983807.1422,950825.4608
000953.SZ,249068.3431,249056.1065
600810.SH,353381.72,353381.72
300073.SZ,300800.0,298905.6988
002475.SZ,3401769.4846,3134046.762
600361.SH,442762.2655,442762.2655
603100.SH,548260.0,321157.3638
600038.SH,2553023.657,1700567.15
600128.SH,285263.23,285263.23
603698.SH,1187011.7,236941.7
002284.SZ,752307.12,532945.5548
000809.SZ,378854.1339,378854.1339
000564.SZ,652034.1507,290810.2008
600756.SH,500072.6203,500072.6203
300327.SZ,273270.272,273270.272
002679.SZ,215092.68,215092.68
000970.SZ,1445476.4,1445476.4
600692.SH,405935.7299,294282.1366
000821.SZ,524550.4343,379050.9846
300032.SZ,1636450.4737,1319072.7713
601668.SH,18180000.0,18119739.2352
002297.SZ,423946.7347,387150.894
000417.SZ,679279.1382,678169.9415
600020.SH,1245043.9949,1245043.9949
000636.SZ,657973.9076,546813.0943
000826.SZ,2883990.6844,2868430.9935
000017.SZ,516061.6784,283588.1175
600965.SH,885834.4333,411219.2244
600780.SH,833507.3342,833507.3342
601166.SH,27663992.9625,23492803.4499
600629.SH,722447.6118,722447.6118
000705.SZ,360519.0256,294269.77
300204.SZ,950010.768,933940.0464
300328.SZ,492352.0,492352.0
002155.SZ,907754.9569,798834.4996
600800.SH,435224.9855,434541.4655
600716.SH,499164.8273,499164.8273
002701.SZ,2273774.048,1201559.128
600489.SH,2640076.2309,2640076.2309
600377.SH,3999971.515,3015597.1959
000739.SZ,799367.9091,525497.6005
002314.SZ,1590268.1412,491125.6658
600608.SH,243686.3278,235913.2378
300081.SZ,325084.0,221202.1463
000966.SZ,621193.2268,621193.2268
600101.SH,361459.5594,361459.5594
002144.SZ,330545.9274,250409.6393
300485.SZ,926400.0,231600.0
600461.SH,362340.0,362340.0
603117.SH,954412.5,139500.0
600405.SH,368362.8449,368362.8449
300389.SZ,373979.9,105499.9678
000663.SZ,276970.5425,232655.2308
601113.SH,381440.0,381440.0
603003.SH,346632.0,346632.0
000793.SZ,2459423.1909,2007179.8603
002339.SZ,681633.904,533025.3502
600863.SH,2880641.52,2880641.52
300102.SZ,397660.0,243636.8797
300088.SZ,934174.4933,789377.4166
002261.SZ,1096649.1512,546166.7145
000719.SZ,1529296.065,206941.1036
600493.SH,315792.0,315792.0
600537.SH,594061.4303,490730.014
002372.SZ,908542.986,796785.99
300002.SZ,2310314.6318,1329270.1767
000422.SZ,614140.831,597836.178
600173.SH,399556.2505,399506.6605
600303.SH,371574.2533,344129.0916
000410.SZ,1417652.0772,1370154.7814
300234.SZ,344256.0,185786.1612
000554.SZ,442329.8544,333637.736
002038.SZ,1914980.4,1585385.275
002122.SZ,801900.0,724228.8833
000158.SZ,1584217.0784,895535.3061
300223.SZ,300352.0,175722.5982
600177.SH,2972526.6128,2972526.6128
603022.SH,279440.0,69860.0
002560.SZ,284359.54,180056.6709
300399.SZ,596080.0,149020.0
000528.SZ,931700.4886,931572.5295
300133.SZ,2619172.1098,1821847.4582
600348.SH,1647425.0,1647425.0
002471.SZ,935784.0,886566.0734
300193.SZ,449026.2724,295675.2768
600873.SH,2321845.2724,2321845.2724
000815.SZ,509414.4,509382.1146
000002.SZ,14960077.6372,13153852.3731
600182.SH,485180.0,242590.0
002211.SZ,303165.5211,186858.6904
002680.SZ,401064.0,195769.365
603168.SH,626216.375,385622.798
002407.SZ,647136.0,523449.458
300168.SZ,2484038.0402,2426694.012
002716.SZ,467556.9823,265992.7868
002287.SZ,1141672.0,1141672.0
600508.SH,701759.178,701759.178
603311.SH,428400.0,107100.0
603355.SH,1338137.0,136817.0
000615.SZ,226706.4054,226700.8212
002420.SZ,295537.0,285399.565
300154.SZ,383627.16,263271.1494
600228.SH,244215.84,244215.84
600376.SH,2268916.65,2268916.65
603718.SH,840280.0,210070.0
600273.SH,1238358.4274,298620.0
