ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
300718.SZ,20190912,377982.0,94495.5,27.8965,3.3928
002909.SZ,20190912,184968.0,83560.0008,44.4765,4.0147
603833.SH,20190912,5080115.8516,1143549.6606,30.7037,6.4397
002378.SZ,20190912,587770.4893,587166.6798,,3.0238
000692.SZ,20190912,157185.7279,157171.8346,76.6017,1.2821
601899.SH,20190912,8176082.7063,5990882.6721,23.9011,2.2745
002966.SZ,20190912,3620000.0007,362000.0007,15.2284,1.3544
300629.SZ,20190912,219000.1095,95341.304,,6.3708
300190.SZ,20190912,643487.4497,598634.1294,22.8845,1.7226
300566.SZ,20190912,344234.709,209785.6884,98.3818,5.4564
603629.SH,20190912,331800.0,82950.0,38.9573,3.4599
002686.SZ,20190912,284426.2723,222528.0431,,1.8891
002382.SZ,20190912,1345787.3961,893952.1058,31.0366,1.6784
002094.SZ,20190912,367052.5197,332886.8605,14.2554,1.1573
000685.SZ,20190912,1244993.9802,1057726.0424,15.5827,0.9829
603897.SH,20190912,358762.4,111684.3037,21.2199,2.076
603360.SH,20190912,627231.36,263455.3555,32.2222,7.4751
300153.SZ,20190912,222400.0,220556.4333,,2.4149
603197.SH,20190912,346438.5974,205265.9003,27.5554,3.5151
002420.SZ,20190912,134335.0,131225.3431,,3.5663
300329.SZ,20190912,191221.4725,189167.1995,36.8927,2.0555
600321.SH,20190912,270388.45,270388.45,81.3863,1.0025
002332.SZ,20190912,746712.9153,736768.1019,21.2275,2.7419
600723.SH,20190912,422697.6497,422480.6537,11.847,1.0374
000673.SZ,20190912,255670.7928,255011.8456,,5.1075
600617.SH,20190912,571617.7657,513779.8593,129.9609,1.5147
600382.SH,20190912,442409.8083,323873.2528,10.5198,0.783
603725.SH,20190912,162022.728,103802.934,80.1503,2.0254
300689.SZ,20190912,308584.0,86403.52,60.672,5.3433
002046.SZ,20190912,429441.8949,334724.7472,131.9579,1.6005
603608.SH,20190912,284294.0281,208642.092,12.632,1.3746
603223.SH,20190912,197285.76,197285.76,100.0642,1.9069
600267.SH,20190912,1065947.1536,1065947.1536,,1.7096
000043.SZ,20190912,1012447.4295,1012192.4055,12.4139,2.143
603303.SH,20190912,450161.2828,111235.6828,17.4382,1.8209
600381.SH,20190912,336972.8653,336972.8653,,1.4143
002707.SZ,20190912,500216.1573,302081.8246,,2.2078
000603.SZ,20190912,1086701.72,923757.9341,21.4054,5.3576
000042.SZ,20190912,644221.3737,641674.1876,,0.8686
002205.SZ,20190912,243686.9338,243686.9338,442.7206,2.6136
002113.SZ,20190912,283548.1921,170897.0831,,1.2037
600980.SH,20190912,262925.5367,257843.5367,69.6116,4.4005
300199.SZ,20190912,769301.7866,479319.2645,,2.4829
600203.SH,20190912,295777.7338,289258.4475,46.9086,1.4077
000852.SZ,20190912,529549.003,529549.003,44.8458,2.9415
002390.SZ,20190912,915308.5074,876056.7286,,1.9028
300708.SZ,20190912,434469.875,146531.01,107.1472,5.9299
600126.SH,20190912,1442059.7384,1442059.7384,9.6462,0.7479
601228.SH,20190912,2483465.18,578715.18,33.2966,1.9275
002170.SZ,20190912,306854.4689,239854.3629,277.1829,1.6286
300075.SZ,20190912,545134.2292,411171.3387,41.5751,2.3768
601678.SH,20190912,925095.6,925095.6,18.8378,1.5046
601858.SH,20190912,984172.5,237172.5,21.8653,2.7439
300622.SZ,20190912,289606.9633,128996.0348,49.5484,5.8999
601789.SH,20190912,384575.52,384575.52,17.0616,1.3821
300392.SZ,20190912,281856.0,190108.638,37.6475,5.6361
601611.SH,20190912,1958250.0,1958250.0,18.609,2.1602
600693.SH,20190912,468875.6153,468363.2441,17.629,2.0724
002940.SZ,20190912,298980.0,74745.0,33.4389,3.2579
000039.SZ,20190912,3643632.0186,1547791.3382,11.7731,1.0754
601555.SH,20190912,3177000.0,3177000.0,29.3467,1.5614
002642.SZ,20190912,377100.7784,296764.4728,,1.3409
600048.SH,20190912,17416121.8057,17416121.8057,7.7912,1.46
601020.SH,20190912,543271.5379,540115.4543,37.1143,2.5716
603578.SH,20190912,177667.2,63289.6,29.4029,3.1574
002126.SZ,20190912,604015.5747,578047.4595,17.326,1.6389
600366.SH,20190912,732933.2673,732933.2673,83.7292,1.7256
600350.SH,20190912,2179458.1332,2179458.1332,10.2608,0.7849
000006.SZ,20190912,747897.2555,746962.6165,11.3029,1.2185
300498.SZ,20190912,20361374.4619,15368536.3093,46.0349,5.9641
601168.SH,20190912,1429800.0,1429800.0,,1.525
600037.SH,20190912,1415438.108,1415438.108,18.5154,1.0659
601689.SH,20190912,1260710.3601,1252875.5122,23.9128,1.8454
002265.SZ,20190912,345007.1643,329291.7069,,3.8351
000801.SZ,20190912,631071.7006,631071.7006,80.735,2.6442
601021.SH,20190912,4041918.6216,4040684.1016,24.7944,2.9261
600862.SH,20190912,1505886.0847,1505886.0847,35.2312,3.8539
000034.SZ,20190912,1162937.2317,863176.2231,18.1306,2.8698
600721.SH,20190912,236227.9725,180040.6789,,2.4634
000616.SZ,20190912,396174.9357,396174.9357,9.0803,0.9129
600993.SH,20190912,762534.3332,761213.1113,26.2511,3.2245
300285.SZ,20190912,2379452.4157,1747057.5772,46.5926,6.9988
002057.SZ,20190912,705302.8134,587822.994,54.6919,5.1428
000519.SZ,20190912,1345211.9766,900937.5439,38.0881,1.688
600456.SH,20190912,1167310.8441,1167310.8441,53.6461,3.2312
300680.SZ,20190912,154273.2088,86043.6045,145.6488,2.9135
600903.SH,20190912,1539964.3415,854721.472,80.5952,5.7614
300284.SZ,20190912,922835.681,620409.6448,13.9732,2.1293
603555.SH,20190912,291042.7922,291042.7922,,1.82
603677.SH,20190912,236431.07,69654.4006,30.9116,2.4537
002567.SZ,20190912,978787.8348,907723.0071,87.6633,2.9049
601618.SH,20190912,6217085.751,5355785.751,9.3896,0.7345
002203.SZ,20190912,2047760.6962,1713896.1302,20.4377,2.4691
002147.SZ,20190912,398520.6585,117063.1677,,0.5178
300398.SZ,20190912,713828.3566,592265.6261,28.419,3.0994
000807.SZ,20190912,1379017.7236,1285270.3184,,1.6335
600438.SH,20190912,5870146.7966,4474719.5336,23.0193,3.7694
603012.SH,20190912,784241.92,784241.92,36.1633,2.7934
300188.SZ,20190912,1506661.258,988310.4933,56.8973,5.876
000936.SZ,20190912,679571.8843,679053.5856,12.1772,1.3849
300356.SZ,20190912,271749.2426,243663.065,,2.5948
002593.SZ,20190912,269927.35,179841.9238,32.6449,1.4409
002474.SZ,20190912,542558.4,409210.6514,185.8221,3.689
002554.SZ,20190912,354438.11,254822.0715,,2.0099
300619.SZ,20190912,184534.28,74344.8806,38.7286,3.8364
300562.SZ,20190912,252810.0689,112646.0146,91.8965,4.6695
000502.SZ,20190912,133809.3955,132743.1969,13.2758,6.5099
300476.SZ,20190912,1196774.3616,1166782.4809,29.8832,3.9047
000059.SZ,20190912,958066.0797,958064.0095,11.531,0.7186
600830.SH,20190912,286223.3306,286223.3306,101.2592,1.3879
600052.SH,20190912,527432.4007,527432.4007,4.4588,1.5128
002535.SZ,20190912,278184.0267,197548.4023,,1.002
600308.SH,20190912,513727.0244,513727.0244,8.2702,0.6618
002699.SZ,20190912,548472.3532,443041.107,,1.8191
002931.SZ,20190912,249752.8,74331.2019,44.9124,4.911
600391.SH,20190912,586639.8852,586639.8852,,4.1509
300065.SZ,20190912,568194.3479,428335.9487,52.349,3.2569
002887.SZ,20190912,339872.0,109054.5162,19.0493,1.8728
300573.SZ,20190912,679552.92,440959.194,319.5431,12.7284
002713.SZ,20190912,376121.4973,359277.7566,20.9112,4.1681
000963.SZ,20190912,5016703.9741,5016631.5967,19.5193,4.5431
600715.SH,20190912,660327.846,457175.0576,,1.0333
000666.SZ,20190912,944238.33,393608.6652,11.2847,1.0872
002511.SZ,20190912,1744001.6017,1701477.804,36.1764,4.7886
000758.SZ,20190912,947271.0219,947180.1404,111.2416,1.7871
000507.SZ,20190912,538716.0142,447071.2469,31.8449,1.0345
600300.SH,20190912,555104.0,555104.0,92.881,2.0488
000609.SZ,20190912,157114.3991,153286.2041,,1.079
300555.SZ,20190912,218200.0,105121.1012,1111.1458,3.4252
300388.SZ,20190912,652209.7453,534524.4709,21.9131,2.0333
002848.SZ,20190912,252897.95,133866.9492,,3.9773
002221.SZ,20190912,1380868.2237,1281709.6456,13.5627,1.559
300375.SZ,20190912,268366.3197,160642.6069,23.7994,1.2738
002316.SZ,20190912,344373.12,257030.3513,33.9923,3.7771
603305.SH,20190912,1061191.3603,167586.9612,43.1858,7.6322
601009.SH,20190912,7116572.4482,7116572.4482,5.9434,1.039
002195.SZ,20190912,2186992.1146,2117026.665,15.6296,2.2107
002573.SZ,20190912,792572.4493,790559.2831,20.2948,1.6631
002374.SZ,20190912,269370.2327,242784.7664,,1.1034
002168.SZ,20190912,737775.2026,731013.2716,51.3326,3.9125
000533.SZ,20190912,192737.664,191087.7696,,3.2602
002009.SZ,20190912,320154.711,269290.675,38.8831,1.5343
600106.SH,20190912,379376.245,379376.245,16.3564,1.0379
000586.SZ,20190912,255534.24,255534.24,425.0533,10.6268
002273.SZ,20190912,1485103.9029,1428674.5079,40.0085,4.0327
600487.SH,20190912,3112526.319,3041632.011,14.8892,2.4159
002881.SZ,20190912,670772.961,167708.961,164.1653,12.4944
300292.SZ,20190912,823553.4075,665132.4948,,5.125
000537.SZ,20190912,1270239.131,276855.0451,5.3269,1.0591
002786.SZ,20190912,288598.68,287463.18,,2.7238
000421.SZ,20190912,262844.9427,262844.9427,23.2007,1.0508
600433.SH,20190912,464030.1367,464030.1367,40.6508,1.7557
600990.SH,20190912,891403.016,765531.424,36.1171,3.8503
600115.SH,20190912,9041489.0801,5414284.0965,38.1658,1.3813
300733.SZ,20190912,228800.0,97007.6422,65.3449,2.0249
002333.SZ,20190912,212601.3228,205142.1916,,1.6719
000534.SZ,20190912,539488.2503,539039.0957,73.566,5.5799
600361.SH,20190912,261662.5118,261662.5118,26.9465,0.9598
603100.SH,20190912,359055.0,359055.0,9.6826,1.5814
300096.SZ,20190912,385710.0,337740.3049,198.4073,5.317
002284.SZ,20190912,383550.5606,356726.6945,,1.5002
002537.SZ,20190912,1152757.1666,1107707.0885,275.8969,1.7949
600593.SH,20190912,502062.4,502062.4,88.0998,9.7293
000809.SZ,20190912,210321.7797,210321.7797,46.479,0.6664
000564.SZ,20190912,1465910.0884,460852.0388,42.078,0.4702
600829.SH,20190912,434916.4478,434916.4478,16.4614,2.5278
300354.SZ,20190912,190743.5572,106089.5548,102.1844,5.3628
600525.SH,20190912,828615.3868,817415.2452,,1.5833
600380.SH,20190912,1885706.4379,1885706.4379,22.9964,1.87
601330.SH,20190912,1516527.2,333879.6705,47.1191,4.8967
300005.SZ,20190912,345822.0348,256942.4235,,1.4365
002938.SZ,20190912,9051563.0755,905156.3091,30.681,5.1982
300713.SZ,20190912,204541.875,91583.0718,,2.8314
603358.SH,20190912,433395.2,190303.5614,32.9152,1.6907
000910.SZ,20190912,669761.82,652983.8318,9.0264,1.501
002172.SZ,20190912,294286.4362,293011.9668,,1.7857
688005.SH,20190912,1954889.937,179650.4655,90.4396,4.5004
300341.SZ,20190912,278549.1815,278264.9066,18.3388,3.1379
002056.SZ,20190912,1178461.2,1164675.3227,17.1226,2.4953
603309.SH,20190912,335400.0,335400.0,30.0417,3.4259
600983.SH,20190912,414643.499,288244.8,,1.042
600064.SH,20190912,1221125.4053,1221125.4053,8.5257,1.0887
601567.SH,20190912,920681.8512,920681.8512,10.6864,1.2192
002397.SZ,20190912,405782.8542,262385.937,53.6902,2.1236
300083.SZ,20190912,466485.4842,407703.3787,,1.7004
000903.SZ,20190912,530145.4305,475385.5231,26.1037,0.9566
601965.SH,20190912,741063.6252,734341.4184,17.6848,1.6795
603729.SH,20190912,149060.786,149060.786,,1.7995
600403.SH,20190912,877428.1515,877428.1515,27.966,1.0639
601966.SH,20190912,2492420.2653,2492420.2653,18.0263,2.5533
603444.SH,20190912,1916164.4718,1107521.7378,22.4519,7.0866
300280.SZ,20190912,307762.8479,243072.0,39.5861,1.8403
300330.SZ,20190912,178920.0,178538.156,,4.8413
600261.SH,20190912,618595.8482,618595.8482,10.569,1.6791
000629.SZ,20190912,2688590.5612,1492114.5148,8.5631,2.9511
600448.SH,20190912,341152.3167,334553.3321,176.9998,2.3065
603377.SH,20190912,999012.0,999012.0,47.4497,5.9958
002487.SZ,20190912,258671.94,250407.7213,25.1616,1.3709
603421.SH,20190912,932860.7796,147733.1804,53.2614,3.2165
603258.SH,20190912,609277.5,291345.0,37.3284,3.409
