ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
603819.SH,20250912,264759.9074,264759.9074,91.6593,3.3369
920656.BJ,20250912,195700.0,63360.3819,33.9597,2.9489
000612.SZ,20250912,1077748.2522,1077043.8102,14.0873,1.6266
301101.SZ,20250912,943479.6522,893872.6917,51.4648,5.6677
605337.SH,20250912,536780.1373,536780.1373,23.8775,3.4083
300239.SZ,20250912,335982.0901,333805.1692,46.9195,1.999
601333.SH,20250912,2436736.728,1944369.528,19.3885,0.8747
688678.SH,20250912,731138.6843,731138.6843,,4.1162
301391.SZ,20250912,524291.7271,272129.5175,358.7451,2.5356
300583.SZ,20250912,298591.1463,292998.4095,,1.6732
300636.SZ,20250912,382575.8119,334662.8501,40.0525,1.6275
002952.SZ,20250912,326707.92,264891.1236,237.6861,3.7851
601969.SH,20250912,1746468.9714,1728855.9372,29.895,2.4687
000411.SZ,20250912,597566.9228,369579.7165,11.5664,1.2951
603238.SH,20250912,367798.648,367798.648,31.5672,2.6038
603386.SH,20250912,508736.871,508736.871,,3.6879
300456.SZ,20250912,1724361.9306,1406992.5787,,3.3847
000657.SZ,20250912,4510050.718,2483698.7259,34.6164,4.7301
603395.SH,20250912,936780.0,193108.1607,173.389,6.7107
688027.SH,20250912,2984511.944,2332062.3456,,9.2803
603429.SH,20250912,611025.5667,611025.5667,,4.9335
300917.SZ,20250912,844493.0,844493.0,68.5544,7.4678
301266.SZ,20250912,389080.0978,369114.1693,100.5922,2.1806
688399.SH,20250912,577792.286,577792.286,,1.9456
603737.SH,20250912,3494303.5521,3494303.5521,62.6483,11.8789
601158.SH,20250912,2275200.0,2275200.0,27.514,1.3384
603897.SH,20250912,541067.9199,541067.9199,20.9809,2.2629
600539.SH,20250912,249780.0,249780.0,,7.7484
001299.SZ,20250912,323437.2618,87218.286,32.5926,2.6849
002406.SZ,20250912,585640.5158,482974.7442,48.8445,1.4747
300121.SZ,20250912,697014.9333,672428.8483,38.6319,1.989
003011.SZ,20250912,211101.856,160550.5029,19.2557,1.4805
688334.SH,20250912,602767.3033,298746.545,23.0103,2.1579
000021.SZ,20250912,3416671.8628,3416123.9743,33.4363,2.7717
688371.SH,20250912,891350.0499,891350.0499,192.485,4.6437
002657.SZ,20250912,1288797.0611,1274790.2406,,7.3538
001259.SZ,20250912,189270.6199,122284.4514,,2.6471
000981.SZ,20250912,2769299.436,2635199.6378,,22.3329
301032.SZ,20250912,332522.9586,220464.5567,40.6655,2.8029
000408.SZ,20250912,8841941.1701,8841848.2586,28.6778,6.2468
600117.SH,20250912,1119759.5108,1119759.5108,,2.5763
000601.SZ,20250912,571611.8329,571563.3675,951.3995,1.3961
600919.SH,20250912,19323944.6595,19323944.6595,5.7941,0.787
300980.SZ,20250912,348153.6173,247722.1075,100.039,2.5024
605266.SH,20250912,337212.6689,337212.6689,24.5022,1.2981
