ts_code,total_mv,circ_mv
600230.SH,885506.5293,885506.5293
600237.SH,202044.3043,202044.3043
002465.SZ,2016268.5176,1809624.0925
600007.SH,1450486.849,1450486.849
300068.SZ,1068801.481,730728.2842
300552.SZ,172407.232,63641.7283
601369.SH,1012760.004,1012760.004
002518.SZ,401019.2695,377701.2469
002913.SZ,607871.6298,148733.69
601818.SH,19788452.7648,15008569.4813
600926.SH,3852780.5244,1563317.8741
002166.SZ,320527.2383,259459.0908
600841.SH,692485.1742,416992.1315
300634.SZ,1093227.33,109347.33
300126.SZ,142252.1568,98597.5516
300718.SZ,294030.0,73507.5
000708.SZ,423792.1966,423792.1966
002626.SZ,801426.5051,780164.9271
600816.SH,2740038.0974,2340927.0826
002909.SZ,246120.0,61530.0
603680.SH,973728.0,97372.8
300593.SZ,189601.14,109799.8253
603833.SH,3472802.1804,761089.5856
600545.SH,1459468.0062,520355.0491
002676.SZ,229680.0,229668.782
000566.SZ,737460.5537,608963.9121
002852.SZ,357204.0,154996.4332
002067.SZ,397214.752,343157.0208
601225.SH,8000000.0,8000000.0
600695.SH,230406.8004,118735.3572
000050.SZ,2310282.8015,1580294.0686
601990.SH,2446627.3577,244767.8
300669.SZ,158296.0,48598.0
600332.SH,5288697.9571,3484546.1003
002025.SZ,1126554.0,1126288.1779
002915.SZ,245056.0,61264.0
600113.SH,247233.6,247233.6
603089.SH,170138.65,50170.5336
600131.SH,427498.1314,345694.7735
002628.SZ,369445.5237,363400.9417
600665.SH,305899.3724,305899.3724
300629.SZ,197000.0985,85235.139
300382.SZ,337928.1573,228403.9161
600774.SH,242607.4141,242404.0144
603318.SH,498078.3121,447137.925
000750.SZ,1378482.2248,1378481.1212
300190.SZ,416011.6561,375822.0156
603908.SH,139848.93,48334.3926
002199.SZ,177956.3674,165305.6967
300109.SZ,344658.3069,173343.8263
000070.SZ,444539.2749,384113.8225
300566.SZ,250332.5175,146604.0654
600892.SH,461557.9551,207567.9639
002290.SZ,227664.1655,197279.3393
002803.SZ,313780.0,124167.6826
603077.SH,1501312.5388,1501312.5388
002826.SZ,257639.76,178828.6618
002027.SZ,11037765.9706,5237596.4242
002121.SZ,794294.093,447190.5663
000638.SZ,161197.4,161197.4
002069.SZ,260978.1752,252751.3197
300099.SZ,328616.1142,188936.6213
002873.SZ,199765.776,111522.0696
002310.SZ,2706923.4904,1637854.4603
300415.SZ,299808.0,203809.3743
002569.SZ,144910.35,144658.3793
600802.SH,288696.4915,288696.4915
002330.SZ,217366.0,217341.7087
603599.SH,557614.962,446911.8168
000547.SZ,1203747.5313,817287.8684
002810.SZ,172880.928,89141.4337
300090.SZ,381466.3945,253502.3173
300590.SZ,354560.0,214952.0
000613.SZ,300746.6,219423.2656
300697.SZ,228800.0,57200.0
600365.SH,188000.0,188000.0
603606.SH,451835.277,376988.931
002140.SZ,298843.1378,294514.6986
002200.SZ,115635.4549,82656.1693
002068.SZ,528575.2343,441288.6154
002236.SZ,3945207.0929,2498019.3549
300254.SZ,155814.384,121092.7132
002435.SZ,639089.5421,239253.2198
601088.SH,36059881.8849,29898251.8124
600860.SH,201294.0,153594.0
600765.SH,643408.6464,643408.6464
600729.SH,977700.9583,977455.6483
300467.SZ,539788.138,275874.0907
002529.SZ,218920.0,168400.0
000829.SZ,751134.5807,674847.8497
002585.SZ,811707.2157,598238.9328
002831.SZ,1840846.02,549806.918
600891.SH,318674.2743,198172.4063
002463.SZ,1050382.7251,1022595.5877
603959.SH,550368.0,261424.8
300624.SZ,508400.0,127100.0
000839.SZ,1501293.4928,1500979.7584
300274.SZ,961395.1932,705690.5635
600152.SH,266386.037,171694.107
300049.SZ,262526.9938,227510.7886
600540.SH,186956.5553,186956.5553
002686.SZ,264519.9665,195939.0602
601311.SH,951902.3002,951902.3002
600358.SH,207024.0306,177120.0
300648.SZ,254281.2,100593.023
002382.SZ,1798909.9965,907483.3401
600616.SH,282525.9364,282525.9364
000889.SZ,777283.4825,777054.64
300570.SZ,379264.7232,157209.7335
601519.SH,667867.2,667867.2
002094.SZ,371207.8313,320662.2514
603067.SH,291984.0,147517.6164
601677.SH,583387.7744,492455.8161
300379.SZ,348782.9204,242056.011
000685.SZ,1060605.0614,901072.3039
300268.SZ,146060.0,107257.1783
600202.SH,123435.6964,123435.6964
600675.SH,2480431.3385,983940.3027
603018.SH,477938.9779,470426.0844
002795.SZ,276000.0,87975.0
603038.SH,162268.5092,64517.88
